Lat,Long,Geoid2016,BLF55,BLF55_NZVD2016
-47.26666667,169.9,1.933,0.2599,-1.6731
-47.26666667,169.9333333,1.98,0.2599,-1.7201
-47.26666667,169.9666667,2.026,0.2599,-1.7661
-47.26666667,170,2.073,0.2599,-1.8131
-47.26666667,170.0333333,2.119,0.2598,-1.8592
-47.26666667,170.0666667,2.163,0.2598,-1.9032
-47.26666667,170.1,2.206,0.2598,-1.9462
-47.26666667,170.1333333,2.249,0.2598,-1.9892
-47.26666667,170.1666667,2.29,0.2598,-2.0302
-47.26666667,170.2,2.329,0.2598,-2.0692
-47.23333333,166.8666667,2.002,0.2789,-1.7231
-47.23333333,166.9,1.831,0.2789,-1.5521
-47.23333333,166.9333333,1.64,0.2789,-1.3611
-47.23333333,166.9666667,1.429,0.2789,-1.1501
-47.23333333,167,1.209,0.2789,-0.9301
-47.23333333,167.0333333,0.994,0.2789,-0.7151
-47.23333333,167.0666667,0.797,0.2789,-0.5181
-47.23333333,167.1,0.632,0.2789,-0.3531
-47.23333333,167.1333333,0.494,0.2789,-0.2151
-47.23333333,167.1666667,0.39,0.2789,-0.1111
-47.23333333,167.2,0.309,0.2789,-0.0301
-47.23333333,167.2333333,0.229,0.2789,0.0499
-47.23333333,167.2666667,0.148,0.2789,0.1309
-47.23333333,167.3,0.06,0.2789,0.2189
-47.23333333,167.3333333,-0.037,0.2789,0.3159
-47.23333333,167.3666667,-0.137,0.2789,0.4159
-47.23333333,167.4,-0.236,0.2789,0.5149
-47.23333333,167.4333333,-0.322,0.2789,0.6009
-47.23333333,167.4666667,-0.398,0.2789,0.6769
-47.23333333,167.5,-0.481,0.2789,0.7599
-47.23333333,167.5333333,-0.517,0.2789,0.7959
-47.23333333,167.5666667,-0.476,0.2789,0.7549
-47.23333333,167.6,-0.464,0.2789,0.7429
-47.23333333,167.6333333,-0.453,0.2788,0.7318
-47.23333333,167.6666667,-0.438,0.2788,0.7168
-47.23333333,167.7,-0.425,0.2788,0.7038
-47.23333333,167.7333333,-0.41,0.2787,0.6887
-47.23333333,167.7666667,-0.399,0.2787,0.6777
-47.23333333,167.8,-0.388,0.2786,0.6666
-47.23333333,167.8333333,-0.378,0.2785,0.6565
-47.23333333,167.8666667,-0.364,0.2784,0.6424
-47.23333333,167.9,-0.35,0.2783,0.6283
-47.23333333,167.9333333,-0.328,0.2781,0.6061
-47.23333333,167.9666667,-0.311,0.2779,0.5889
-47.23333333,168,-0.287,0.2777,0.5647
-47.23333333,168.0333333,-0.264,0.2775,0.5415
-47.23333333,168.0666667,-0.241,0.2773,0.5183
-47.23333333,168.1,-0.215,0.277,0.492
-47.23333333,168.1333333,-0.185,0.2766,0.4616
-47.23333333,168.1666667,-0.161,0.2763,0.4373
-47.23333333,168.2,-0.133,0.2759,0.4089
-47.23333333,168.2333333,-0.113,0.2754,0.3884
-47.23333333,168.2666667,-0.088,0.275,0.363
-47.23333333,168.3,-0.063,0.2744,0.3374
-47.23333333,168.3333333,-0.035,0.2739,0.3089
-47.23333333,168.3666667,0,0.2733,0.2733
-47.23333333,168.4,0.041,0.2727,0.2317
-47.23333333,168.4333333,0.082,0.2721,0.1901
-47.23333333,168.4666667,0.131,0.2715,0.1405
-47.23333333,168.5,0.176,0.2708,0.0948
-47.23333333,168.5333333,0.216,0.2702,0.0542
-47.23333333,168.5666667,0.253,0.2695,0.0165
-47.23333333,168.6,0.288,0.2689,-0.0191
-47.23333333,168.6333333,0.324,0.2682,-0.0558
-47.23333333,168.6666667,0.363,0.2676,-0.0954
-47.23333333,168.7,0.405,0.2671,-0.1379
-47.23333333,168.7333333,0.446,0.2665,-0.1795
-47.23333333,168.7666667,0.487,0.266,-0.221
-47.23333333,168.8,0.53,0.2655,-0.2645
-47.23333333,168.8333333,0.569,0.265,-0.304
-47.23333333,168.8666667,0.609,0.2646,-0.3444
-47.23333333,168.9,0.654,0.2641,-0.3899
-47.23333333,168.9333333,0.7,0.2638,-0.4362
-47.23333333,168.9666667,0.748,0.2634,-0.4846
-47.23333333,169,0.796,0.2631,-0.5329
-47.23333333,169.0333333,0.841,0.2628,-0.5782
-47.23333333,169.0666667,0.884,0.2625,-0.6215
-47.23333333,169.1,0.922,0.2623,-0.6597
-47.23333333,169.1333333,0.959,0.262,-0.697
-47.23333333,169.1666667,0.996,0.2618,-0.7342
-47.23333333,169.2,1.033,0.2616,-0.7714
-47.23333333,169.2333333,1.073,0.2615,-0.8115
-47.23333333,169.2666667,1.115,0.2613,-0.8537
-47.23333333,169.3,1.16,0.2611,-0.8989
-47.23333333,169.3333333,1.206,0.261,-0.945
-47.23333333,169.3666667,1.252,0.2609,-0.9911
-47.23333333,169.4,1.299,0.2608,-1.0382
-47.23333333,169.4333333,1.339,0.2607,-1.0783
-47.23333333,169.4666667,1.373,0.2606,-1.1124
-47.23333333,169.5,1.4,0.2605,-1.1395
-47.23333333,169.5333333,1.421,0.2604,-1.1606
-47.23333333,169.5666667,1.442,0.2603,-1.1817
-47.23333333,169.6,1.46,0.2603,-1.1997
-47.23333333,169.6333333,1.479,0.2602,-1.2188
-47.23333333,169.6666667,1.502,0.2602,-1.2418
-47.23333333,169.7,1.533,0.2601,-1.2729
-47.23333333,169.7333333,1.568,0.2601,-1.3079
-47.23333333,169.7666667,1.606,0.26,-1.346
-47.23333333,169.8,1.649,0.26,-1.389
-47.23333333,169.8333333,1.694,0.2599,-1.4341
-47.23333333,169.8666667,1.741,0.2599,-1.4811
-47.23333333,169.9,1.786,0.2599,-1.5261
-47.23333333,169.9333333,1.832,0.2599,-1.5721
-47.23333333,169.9666667,1.879,0.2598,-1.6192
-47.23333333,170,1.927,0.2598,-1.6672
-47.23333333,170.0333333,1.973,0.2598,-1.7132
-47.23333333,170.0666667,2.018,0.2598,-1.7582
-47.23333333,170.1,2.063,0.2598,-1.8032
-47.23333333,170.1333333,2.104,0.2598,-1.8442
-47.23333333,170.1666667,2.147,0.2598,-1.8872
-47.23333333,170.2,2.188,0.2598,-1.9282
-47.2,166.8666667,1.947,0.2789,-1.6681
-47.2,166.9,1.786,0.2789,-1.5071
-47.2,166.9333333,1.601,0.2789,-1.3221
-47.2,166.9666667,1.408,0.2789,-1.1291
-47.2,167,1.192,0.2789,-0.9131
-47.2,167.0333333,0.98,0.2789,-0.7011
-47.2,167.0666667,0.783,0.2789,-0.5041
-47.2,167.1,0.61,0.2789,-0.3311
-47.2,167.1333333,0.471,0.2789,-0.1921
-47.2,167.1666667,0.359,0.2789,-0.0801
-47.2,167.2,0.27,0.2789,0.0089
-47.2,167.2333333,0.19,0.279,0.089
-47.2,167.2666667,0.106,0.279,0.173
-47.2,167.3,0.016,0.279,0.263
-47.2,167.3333333,-0.08,0.279,0.359
-47.2,167.3666667,-0.182,0.279,0.461
-47.2,167.4,-0.281,0.279,0.56
-47.2,167.4333333,-0.371,0.279,0.65
-47.2,167.4666667,-0.453,0.279,0.732
-47.2,167.5,-0.518,0.279,0.797
-47.2,167.5333333,-0.562,0.279,0.841
-47.2,167.5666667,-0.592,0.279,0.871
-47.2,167.6,-0.611,0.279,0.89
-47.2,167.6333333,-0.606,0.279,0.885
-47.2,167.6666667,-0.607,0.2789,0.8859
-47.2,167.7,-0.6,0.2789,0.8789
-47.2,167.7333333,-0.591,0.2789,0.8699
-47.2,167.7666667,-0.584,0.2788,0.8628
-47.2,167.8,-0.577,0.2788,0.8558
-47.2,167.8333333,-0.566,0.2787,0.8447
-47.2,167.8666667,-0.546,0.2786,0.8246
-47.2,167.9,-0.525,0.2785,0.8035
-47.2,167.9333333,-0.503,0.2784,0.7814
-47.2,167.9666667,-0.478,0.2782,0.7562
-47.2,168,-0.451,0.278,0.729
-47.2,168.0333333,-0.427,0.2778,0.7048
-47.2,168.0666667,-0.401,0.2776,0.6786
-47.2,168.1,-0.375,0.2773,0.6523
-47.2,168.1333333,-0.349,0.2769,0.6259
-47.2,168.1666667,-0.326,0.2766,0.6026
-47.2,168.2,-0.305,0.2762,0.5812
-47.2,168.2333333,-0.285,0.2757,0.5607
-47.2,168.2666667,-0.266,0.2752,0.5412
-47.2,168.3,-0.245,0.2747,0.5197
-47.2,168.3333333,-0.218,0.2741,0.4921
-47.2,168.3666667,-0.182,0.2735,0.4555
-47.2,168.4,-0.139,0.2729,0.4119
-47.2,168.4333333,-0.089,0.2722,0.3612
-47.2,168.4666667,-0.037,0.2715,0.3085
-47.2,168.5,0.011,0.2708,0.2598
-47.2,168.5333333,0.056,0.2702,0.2142
-47.2,168.5666667,0.096,0.2695,0.1735
-47.2,168.6,0.132,0.2688,0.1368
-47.2,168.6333333,0.169,0.2681,0.0991
-47.2,168.6666667,0.208,0.2675,0.0595
-47.2,168.7,0.249,0.2669,0.0179
-47.2,168.7333333,0.29,0.2663,-0.0237
-47.2,168.7666667,0.328,0.2658,-0.0622
-47.2,168.8,0.365,0.2652,-0.0998
-47.2,168.8333333,0.399,0.2648,-0.1342
-47.2,168.8666667,0.435,0.2643,-0.1707
-47.2,168.9,0.473,0.2639,-0.2091
-47.2,168.9333333,0.513,0.2635,-0.2495
-47.2,168.9666667,0.558,0.2632,-0.2948
-47.2,169,0.603,0.2628,-0.3402
-47.2,169.0333333,0.648,0.2626,-0.3854
-47.2,169.0666667,0.69,0.2623,-0.4277
-47.2,169.1,0.731,0.262,-0.469
-47.2,169.1333333,0.77,0.2618,-0.5082
-47.2,169.1666667,0.808,0.2616,-0.5464
-47.2,169.2,0.845,0.2614,-0.5836
-47.2,169.2333333,0.883,0.2613,-0.6217
-47.2,169.2666667,0.923,0.2611,-0.6619
-47.2,169.3,0.965,0.261,-0.704
-47.2,169.3333333,1.008,0.2609,-0.7471
-47.2,169.3666667,1.055,0.2607,-0.7943
-47.2,169.4,1.103,0.2606,-0.8424
-47.2,169.4333333,1.149,0.2605,-0.8885
-47.2,169.4666667,1.188,0.2605,-0.9275
-47.2,169.5,1.224,0.2604,-0.9636
-47.2,169.5333333,1.253,0.2603,-0.9927
-47.2,169.5666667,1.276,0.2602,-1.0158
-47.2,169.6,1.3,0.2602,-1.0398
-47.2,169.6333333,1.323,0.2601,-1.0629
-47.2,169.6666667,1.348,0.2601,-1.0879
-47.2,169.7,1.379,0.26,-1.119
-47.2,169.7333333,1.415,0.26,-1.155
-47.2,169.7666667,1.456,0.2599,-1.1961
-47.2,169.8,1.502,0.2599,-1.2421
-47.2,169.8333333,1.548,0.2599,-1.2881
-47.2,169.8666667,1.595,0.2599,-1.3351
-47.2,169.9,1.641,0.2598,-1.3812
-47.2,169.9333333,1.687,0.2598,-1.4272
-47.2,169.9666667,1.733,0.2598,-1.4732
-47.2,170,1.778,0.2598,-1.5182
-47.2,170.0333333,1.824,0.2598,-1.5642
-47.2,170.0666667,1.869,0.2597,-1.6093
-47.2,170.1,1.913,0.2597,-1.6533
-47.2,170.1333333,1.959,0.2597,-1.6993
-47.2,170.1666667,2.002,0.2597,-1.7423
-47.2,170.2,2.046,0.2597,-1.7863
-47.16666667,166.8666667,1.887,0.2789,-1.6081
-47.16666667,166.9,1.742,0.2789,-1.4631
-47.16666667,166.9333333,1.579,0.2789,-1.3001
-47.16666667,166.9666667,1.4,0.2789,-1.1211
-47.16666667,167,1.203,0.2789,-0.9241
-47.16666667,167.0333333,1.002,0.2789,-0.7231
-47.16666667,167.0666667,0.808,0.2789,-0.5291
-47.16666667,167.1,0.631,0.2789,-0.3521
-47.16666667,167.1333333,0.478,0.2789,-0.1991
-47.16666667,167.1666667,0.352,0.279,-0.073
-47.16666667,167.2,0.251,0.279,0.028
-47.16666667,167.2333333,0.162,0.279,0.117
-47.16666667,167.2666667,0.077,0.279,0.202
-47.16666667,167.3,-0.011,0.279,0.29
-47.16666667,167.3333333,-0.104,0.279,0.383
-47.16666667,167.3666667,-0.2,0.279,0.479
-47.16666667,167.4,-0.296,0.279,0.575
-47.16666667,167.4333333,-0.389,0.279,0.668
-47.16666667,167.4666667,-0.473,0.2791,0.7521
-47.16666667,167.5,-0.548,0.2791,0.8271
-47.16666667,167.5333333,-0.613,0.2791,0.8921
-47.16666667,167.5666667,-0.669,0.2791,0.9481
-47.16666667,167.6,-0.731,0.2791,1.0101
-47.16666667,167.6333333,-0.75,0.2791,1.0291
-47.16666667,167.6666667,-0.762,0.2791,1.0411
-47.16666667,167.7,-0.77,0.2791,1.0491
-47.16666667,167.7333333,-0.788,0.279,1.067
-47.16666667,167.7666667,-0.792,0.279,1.071
-47.16666667,167.8,-0.797,0.279,1.076
-47.16666667,167.8333333,-0.798,0.2789,1.0769
-47.16666667,167.8666667,-0.765,0.2788,1.0438
-47.16666667,167.9,-0.731,0.2787,1.0097
-47.16666667,167.9333333,-0.696,0.2786,0.9746
-47.16666667,167.9666667,-0.664,0.2785,0.9425
-47.16666667,168,-0.633,0.2783,0.9113
-47.16666667,168.0333333,-0.606,0.2781,0.8841
-47.16666667,168.0666667,-0.58,0.2779,0.8579
-47.16666667,168.1,-0.555,0.2776,0.8326
-47.16666667,168.1333333,-0.531,0.2773,0.8083
-47.16666667,168.1666667,-0.51,0.2769,0.7869
-47.16666667,168.2,-0.491,0.2765,0.7675
-47.16666667,168.2333333,-0.474,0.2761,0.7501
-47.16666667,168.2666667,-0.458,0.2755,0.7335
-47.16666667,168.3,-0.439,0.275,0.714
-47.16666667,168.3333333,-0.413,0.2744,0.6874
-47.16666667,168.3666667,-0.376,0.2737,0.6497
-47.16666667,168.4,-0.331,0.273,0.604
-47.16666667,168.4333333,-0.28,0.2723,0.5523
-47.16666667,168.4666667,-0.227,0.2716,0.4986
-47.16666667,168.5,-0.176,0.2709,0.4469
-47.16666667,168.5333333,-0.13,0.2701,0.4001
-47.16666667,168.5666667,-0.088,0.2694,0.3574
-47.16666667,168.6,-0.048,0.2687,0.3167
-47.16666667,168.6333333,-0.008,0.268,0.276
-47.16666667,168.6666667,0.034,0.2673,0.2333
-47.16666667,168.7,0.075,0.2667,0.1917
-47.16666667,168.7333333,0.116,0.2661,0.1501
-47.16666667,168.7666667,0.155,0.2655,0.1105
-47.16666667,168.8,0.19,0.265,0.075
-47.16666667,168.8333333,0.222,0.2645,0.0425
-47.16666667,168.8666667,0.254,0.264,0.01
-47.16666667,168.9,0.287,0.2636,-0.0234
-47.16666667,168.9333333,0.323,0.2632,-0.0598
-47.16666667,168.9666667,0.364,0.2629,-0.1011
-47.16666667,169,0.405,0.2626,-0.1424
-47.16666667,169.0333333,0.448,0.2623,-0.1857
-47.16666667,169.0666667,0.49,0.262,-0.228
-47.16666667,169.1,0.532,0.2618,-0.2702
-47.16666667,169.1333333,0.573,0.2616,-0.3114
-47.16666667,169.1666667,0.612,0.2614,-0.3506
-47.16666667,169.2,0.651,0.2612,-0.3898
-47.16666667,169.2333333,0.688,0.2611,-0.4269
-47.16666667,169.2666667,0.724,0.2609,-0.4631
-47.16666667,169.3,0.763,0.2608,-0.5022
-47.16666667,169.3333333,0.804,0.2607,-0.5433
-47.16666667,169.3666667,0.849,0.2606,-0.5884
-47.16666667,169.4,0.897,0.2605,-0.6365
-47.16666667,169.4333333,0.946,0.2604,-0.6856
-47.16666667,169.4666667,0.993,0.2603,-0.7327
-47.16666667,169.5,1.036,0.2603,-0.7757
-47.16666667,169.5333333,1.072,0.2602,-0.8118
-47.16666667,169.5666667,1.102,0.2601,-0.8419
-47.16666667,169.6,1.13,0.2601,-0.8699
-47.16666667,169.6333333,1.158,0.26,-0.898
-47.16666667,169.6666667,1.187,0.26,-0.927
-47.16666667,169.7,1.221,0.2599,-0.9611
-47.16666667,169.7333333,1.26,0.2599,-1.0001
-47.16666667,169.7666667,1.303,0.2599,-1.0431
-47.16666667,169.8,1.351,0.2598,-1.0912
-47.16666667,169.8333333,1.401,0.2598,-1.1412
-47.16666667,169.8666667,1.45,0.2598,-1.1902
-47.16666667,169.9,1.495,0.2598,-1.2352
-47.16666667,169.9333333,1.541,0.2598,-1.2812
-47.16666667,169.9666667,1.585,0.2597,-1.3253
-47.16666667,170,1.628,0.2597,-1.3683
-47.16666667,170.0333333,1.673,0.2597,-1.4133
-47.16666667,170.0666667,1.718,0.2597,-1.4583
-47.16666667,170.1,1.764,0.2597,-1.5043
-47.16666667,170.1333333,1.81,0.2597,-1.5503
-47.16666667,170.1666667,1.857,0.2597,-1.5973
-47.16666667,170.2,1.906,0.2597,-1.6463
-47.13333333,166.8666667,1.825,0.2789,-1.5461
-47.13333333,166.9,1.692,0.2789,-1.4131
-47.13333333,166.9333333,1.558,0.2789,-1.2791
-47.13333333,166.9666667,1.395,0.2789,-1.1161
-47.13333333,167,1.23,0.2789,-0.9511
-47.13333333,167.0333333,1.052,0.2789,-0.7731
-47.13333333,167.0666667,0.866,0.2789,-0.5871
-47.13333333,167.1,0.689,0.279,-0.41
-47.13333333,167.1333333,0.528,0.279,-0.249
-47.13333333,167.1666667,0.383,0.279,-0.104
-47.13333333,167.2,0.264,0.279,0.015
-47.13333333,167.2333333,0.162,0.279,0.117
-47.13333333,167.2666667,0.068,0.279,0.211
-47.13333333,167.3,-0.022,0.279,0.301
-47.13333333,167.3333333,-0.111,0.2791,0.3901
-47.13333333,167.3666667,-0.202,0.2791,0.4811
-47.13333333,167.4,-0.298,0.2791,0.5771
-47.13333333,167.4333333,-0.39,0.2791,0.6691
-47.13333333,167.4666667,-0.478,0.2791,0.7571
-47.13333333,167.5,-0.567,0.2791,0.8461
-47.13333333,167.5333333,-0.65,0.2792,0.9292
-47.13333333,167.5666667,-0.72,0.2792,0.9992
-47.13333333,167.6,-0.803,0.2792,1.0822
-47.13333333,167.6333333,-0.86,0.2792,1.1392
-47.13333333,167.6666667,-0.904,0.2792,1.1832
-47.13333333,167.7,-0.929,0.2792,1.2082
-47.13333333,167.7333333,-0.971,0.2792,1.2502
-47.13333333,167.7666667,-0.992,0.2792,1.2712
-47.13333333,167.8,-1.003,0.2792,1.2822
-47.13333333,167.8333333,-1.009,0.2791,1.2881
-47.13333333,167.8666667,-0.993,0.2791,1.2721
-47.13333333,167.9,-0.948,0.279,1.227
-47.13333333,167.9333333,-0.904,0.2789,1.1829
-47.13333333,167.9666667,-0.867,0.2788,1.1458
-47.13333333,168,-0.829,0.2787,1.1077
-47.13333333,168.0333333,-0.802,0.2785,1.0805
-47.13333333,168.0666667,-0.773,0.2783,1.0513
-47.13333333,168.1,-0.748,0.278,1.026
-47.13333333,168.1333333,-0.723,0.2777,1.0007
-47.13333333,168.1666667,-0.701,0.2773,0.9783
-47.13333333,168.2,-0.68,0.2769,0.9569
-47.13333333,168.2333333,-0.662,0.2764,0.9384
-47.13333333,168.2666667,-0.644,0.2759,0.9199
-47.13333333,168.3,-0.625,0.2753,0.9003
-47.13333333,168.3333333,-0.6,0.2747,0.8747
-47.13333333,168.3666667,-0.567,0.274,0.841
-47.13333333,168.4,-0.526,0.2733,0.7993
-47.13333333,168.4333333,-0.482,0.2725,0.7545
-47.13333333,168.4666667,-0.438,0.2717,0.7097
-47.13333333,168.5,-0.392,0.2709,0.6629
-47.13333333,168.5333333,-0.353,0.2701,0.6231
-47.13333333,168.5666667,-0.312,0.2693,0.5813
-47.13333333,168.6,-0.272,0.2686,0.5406
-47.13333333,168.6333333,-0.23,0.2678,0.4978
-47.13333333,168.6666667,-0.184,0.2671,0.4511
-47.13333333,168.7,-0.139,0.2664,0.4054
-47.13333333,168.7333333,-0.092,0.2658,0.3578
-47.13333333,168.7666667,-0.051,0.2652,0.3162
-47.13333333,168.8,-0.013,0.2647,0.2777
-47.13333333,168.8333333,0.022,0.2642,0.2422
-47.13333333,168.8666667,0.055,0.2637,0.2087
-47.13333333,168.9,0.088,0.2633,0.1753
-47.13333333,168.9333333,0.123,0.2629,0.1399
-47.13333333,168.9666667,0.161,0.2626,0.1016
-47.13333333,169,0.201,0.2623,0.0613
-47.13333333,169.0333333,0.243,0.262,0.019
-47.13333333,169.0666667,0.285,0.2618,-0.0232
-47.13333333,169.1,0.327,0.2615,-0.0655
-47.13333333,169.1333333,0.369,0.2613,-0.1077
-47.13333333,169.1666667,0.411,0.2612,-0.1498
-47.13333333,169.2,0.45,0.261,-0.189
-47.13333333,169.2333333,0.485,0.2609,-0.2241
-47.13333333,169.2666667,0.519,0.2607,-0.2583
-47.13333333,169.3,0.552,0.2606,-0.2914
-47.13333333,169.3333333,0.589,0.2605,-0.3285
-47.13333333,169.3666667,0.629,0.2604,-0.3686
-47.13333333,169.4,0.676,0.2603,-0.4157
-47.13333333,169.4333333,0.725,0.2603,-0.4647
-47.13333333,169.4666667,0.776,0.2602,-0.5158
-47.13333333,169.5,0.825,0.2601,-0.5649
-47.13333333,169.5333333,0.869,0.2601,-0.6089
-47.13333333,169.5666667,0.909,0.26,-0.649
-47.13333333,169.6,0.946,0.26,-0.686
-47.13333333,169.6333333,0.981,0.2599,-0.7211
-47.13333333,169.6666667,1.017,0.2599,-0.7571
-47.13333333,169.7,1.056,0.2599,-0.7961
-47.13333333,169.7333333,1.099,0.2598,-0.8392
-47.13333333,169.7666667,1.145,0.2598,-0.8852
-47.13333333,169.8,1.194,0.2598,-0.9342
-47.13333333,169.8333333,1.247,0.2598,-0.9872
-47.13333333,169.8666667,1.297,0.2597,-1.0373
-47.13333333,169.9,1.345,0.2597,-1.0853
-47.13333333,169.9333333,1.39,0.2597,-1.1303
-47.13333333,169.9666667,1.434,0.2597,-1.1743
-47.13333333,170,1.477,0.2597,-1.2173
-47.13333333,170.0333333,1.522,0.2597,-1.2623
-47.13333333,170.0666667,1.566,0.2596,-1.3064
-47.13333333,170.1,1.614,0.2596,-1.3544
-47.13333333,170.1333333,1.662,0.2596,-1.4024
-47.13333333,170.1666667,1.711,0.2596,-1.4514
-47.13333333,170.2,1.765,0.2596,-1.5054
-47.1,166.8666667,1.753,0.2789,-1.4741
-47.1,166.9,1.647,0.2789,-1.3681
-47.1,166.9333333,1.528,0.2789,-1.2491
-47.1,166.9666667,1.396,0.2789,-1.1171
-47.1,167,1.249,0.2789,-0.9701
-47.1,167.0333333,1.088,0.2789,-0.8091
-47.1,167.0666667,0.92,0.279,-0.641
-47.1,167.1,0.752,0.279,-0.473
-47.1,167.1333333,0.588,0.279,-0.309
-47.1,167.1666667,0.433,0.279,-0.154
-47.1,167.2,0.298,0.279,-0.019
-47.1,167.2333333,0.18,0.279,0.099
-47.1,167.2666667,0.075,0.279,0.204
-47.1,167.3,-0.025,0.2791,0.3041
-47.1,167.3333333,-0.117,0.2791,0.3961
-47.1,167.3666667,-0.208,0.2791,0.4871
-47.1,167.4,-0.302,0.2791,0.5811
-47.1,167.4333333,-0.401,0.2792,0.6802
-47.1,167.4666667,-0.492,0.2792,0.7712
-47.1,167.5,-0.585,0.2792,0.8642
-47.1,167.5333333,-0.674,0.2793,0.9533
-47.1,167.5666667,-0.766,0.2793,1.0453
-47.1,167.6,-0.871,0.2793,1.1503
-47.1,167.6333333,-0.942,0.2793,1.2213
-47.1,167.6666667,-1.009,0.2794,1.2884
-47.1,167.7,-1.049,0.2794,1.3284
-47.1,167.7333333,-1.081,0.2794,1.3604
-47.1,167.7666667,-1.149,0.2794,1.4284
-47.1,167.8,-1.176,0.2794,1.4554
-47.1,167.8333333,-1.18,0.2794,1.4594
-47.1,167.8666667,-1.16,0.2794,1.4394
-47.1,167.9,-1.12,0.2793,1.3993
-47.1,167.9333333,-1.087,0.2793,1.3663
-47.1,167.9666667,-1.042,0.2792,1.3212
-47.1,168,-1.011,0.279,1.29
-47.1,168.0333333,-0.985,0.2789,1.2639
-47.1,168.0666667,-0.96,0.2787,1.2387
-47.1,168.1,-0.935,0.2784,1.2134
-47.1,168.1333333,-0.913,0.2781,1.1911
-47.1,168.1666667,-0.886,0.2778,1.1638
-47.1,168.2,-0.862,0.2774,1.1394
-47.1,168.2333333,-0.839,0.2769,1.1159
-47.1,168.2666667,-0.82,0.2763,1.0963
-47.1,168.3,-0.799,0.2757,1.0747
-47.1,168.3333333,-0.775,0.275,1.05
-47.1,168.3666667,-0.748,0.2743,1.0223
-47.1,168.4,-0.711,0.2735,0.9845
-47.1,168.4333333,-0.682,0.2727,0.9547
-47.1,168.4666667,-0.645,0.2718,0.9168
-47.1,168.5,-0.611,0.271,0.882
-47.1,168.5333333,-0.579,0.2701,0.8491
-47.1,168.5666667,-0.545,0.2693,0.8143
-47.1,168.6,-0.51,0.2684,0.7784
-47.1,168.6333333,-0.469,0.2676,0.7366
-47.1,168.6666667,-0.424,0.2669,0.6909
-47.1,168.7,-0.374,0.2662,0.6402
-47.1,168.7333333,-0.325,0.2655,0.5905
-47.1,168.7666667,-0.279,0.2649,0.5439
-47.1,168.8,-0.234,0.2643,0.4983
-47.1,168.8333333,-0.197,0.2638,0.4608
-47.1,168.8666667,-0.161,0.2633,0.4243
-47.1,168.9,-0.126,0.2629,0.3889
-47.1,168.9333333,-0.088,0.2626,0.3506
-47.1,168.9666667,-0.049,0.2622,0.3112
-47.1,169,-0.006,0.2619,0.2679
-47.1,169.0333333,0.036,0.2617,0.2257
-47.1,169.0666667,0.079,0.2615,0.1825
-47.1,169.1,0.123,0.2613,0.1383
-47.1,169.1333333,0.166,0.2611,0.0951
-47.1,169.1666667,0.208,0.2609,0.0529
-47.1,169.2,0.246,0.2608,0.0148
-47.1,169.2333333,0.281,0.2606,-0.0204
-47.1,169.2666667,0.312,0.2605,-0.0515
-47.1,169.3,0.339,0.2604,-0.0786
-47.1,169.3333333,0.37,0.2603,-0.1097
-47.1,169.3666667,0.404,0.2603,-0.1437
-47.1,169.4,0.448,0.2602,-0.1878
-47.1,169.4333333,0.495,0.2601,-0.2349
-47.1,169.4666667,0.547,0.2601,-0.2869
-47.1,169.5,0.601,0.26,-0.341
-47.1,169.5333333,0.656,0.26,-0.396
-47.1,169.5666667,0.709,0.2599,-0.4491
-47.1,169.6,0.75,0.2599,-0.4901
-47.1,169.6333333,0.798,0.2598,-0.5382
-47.1,169.6666667,0.843,0.2598,-0.5832
-47.1,169.7,0.889,0.2598,-0.6292
-47.1,169.7333333,0.935,0.2598,-0.6752
-47.1,169.7666667,0.983,0.2597,-0.7233
-47.1,169.8,1.035,0.2597,-0.7753
-47.1,169.8333333,1.087,0.2597,-0.8273
-47.1,169.8666667,1.141,0.2597,-0.8813
-47.1,169.9,1.189,0.2596,-0.9294
-47.1,169.9333333,1.238,0.2596,-0.9784
-47.1,169.9666667,1.281,0.2596,-1.0214
-47.1,170,1.326,0.2596,-1.0664
-47.1,170.0333333,1.37,0.2596,-1.1104
-47.1,170.0666667,1.418,0.2596,-1.1584
-47.1,170.1,1.463,0.2596,-1.2034
-47.1,170.1333333,1.513,0.2596,-1.2534
-47.1,170.1666667,1.565,0.2596,-1.3054
-47.1,170.2,1.618,0.2596,-1.3584
-47.06666667,166.8666667,1.673,0.2789,-1.3941
-47.06666667,166.9,1.582,0.2789,-1.3031
-47.06666667,166.9333333,1.485,0.2789,-1.2061
-47.06666667,166.9666667,1.372,0.2789,-1.0931
-47.06666667,167,1.248,0.2789,-0.9691
-47.06666667,167.0333333,1.116,0.2789,-0.8371
-47.06666667,167.0666667,0.959,0.279,-0.68
-47.06666667,167.1,0.814,0.279,-0.535
-47.06666667,167.1333333,0.651,0.279,-0.372
-47.06666667,167.1666667,0.492,0.279,-0.213
-47.06666667,167.2,0.344,0.279,-0.065
-47.06666667,167.2333333,0.214,0.2791,0.0651
-47.06666667,167.2666667,0.091,0.2791,0.1881
-47.06666667,167.3,-0.025,0.2791,0.3041
-47.06666667,167.3333333,-0.125,0.2791,0.4041
-47.06666667,167.3666667,-0.224,0.2792,0.5032
-47.06666667,167.4,-0.322,0.2792,0.6012
-47.06666667,167.4333333,-0.419,0.2792,0.6982
-47.06666667,167.4666667,-0.513,0.2793,0.7923
-47.06666667,167.5,-0.607,0.2793,0.8863
