Lat,Long,Geoid2016,DBL60,BDL60_NZVD2016
-46.93333333,170.4,1.112,0.2929,-0.8191
-46.93333333,170.4333333,1.158,0.2929,-0.8651
-46.93333333,170.4666667,1.199,0.2928,-0.9062
-46.93333333,170.5,1.236,0.2928,-0.9432
-46.93333333,170.5333333,1.267,0.2927,-0.9743
-46.93333333,170.5666667,1.294,0.2927,-1.0013
-46.93333333,170.6,1.314,0.2927,-1.0213
-46.93333333,170.6333333,1.336,0.2926,-1.0434
-46.93333333,170.6666667,1.356,0.2926,-1.0634
-46.93333333,170.7,1.374,0.2925,-1.0815
-46.93333333,170.7333333,1.395,0.2925,-1.1025
-46.93333333,170.7666667,1.414,0.2924,-1.1216
-46.93333333,170.8,1.429,0.2924,-1.1366
-46.93333333,170.8333333,1.445,0.2924,-1.1526
-46.93333333,170.8666667,1.461,0.2923,-1.1687
-46.93333333,170.9,1.476,0.2923,-1.1837
-46.93333333,170.9333333,1.491,0.2923,-1.1987
-46.93333333,170.9666667,1.508,0.2923,-1.2157
-46.93333333,171,1.523,0.2922,-1.2308
-46.93333333,171.0333333,1.537,0.2922,-1.2448
-46.93333333,171.0666667,1.552,0.2922,-1.2598
-46.93333333,171.1,1.564,0.2922,-1.2718
-46.93333333,171.1333333,1.579,0.2922,-1.2868
-46.93333333,171.1666667,1.595,0.2922,-1.3028
-46.9,166.3333333,2.066,0.2537,-1.8123
-46.9,166.3666667,1.989,0.2537,-1.7353
-46.9,166.4,1.913,0.2537,-1.6593
-46.9,166.4333333,1.839,0.2537,-1.5853
-46.9,166.4666667,1.765,0.2537,-1.5113
-46.9,166.5,1.688,0.2537,-1.4343
-46.9,166.5333333,1.614,0.2537,-1.3603
-46.9,166.5666667,1.542,0.2537,-1.2883
-46.9,166.6,1.475,0.2537,-1.2213
-46.9,166.6333333,1.417,0.2537,-1.1633
-46.9,166.6666667,1.361,0.2537,-1.1073
-46.9,166.7,1.311,0.2537,-1.0573
-46.9,166.7333333,1.262,0.2537,-1.0083
-46.9,166.7666667,1.215,0.2537,-0.9613
-46.9,166.8,1.165,0.2537,-0.9113
-46.9,166.8333333,1.115,0.2537,-0.8613
-46.9,166.8666667,1.062,0.2373,-0.8247
-46.9,166.9,1.007,0.2373,-0.7697
-46.9,166.9333333,0.954,0.2374,-0.7166
-46.9,166.9666667,0.901,0.2375,-0.6635
-46.9,167,0.845,0.2376,-0.6074
-46.9,167.0333333,0.779,0.2377,-0.5413
-46.9,167.0666667,0.705,0.2379,-0.4671
-46.9,167.1,0.626,0.2381,-0.3879
-46.9,167.1333333,0.537,0.2383,-0.2987
-46.9,167.1666667,0.435,0.2385,-0.1965
-46.9,167.2,0.312,0.2388,-0.0732
-46.9,167.2333333,0.178,0.2391,0.0611
-46.9,167.2666667,0.028,0.2393,0.2113
-46.9,167.3,-0.128,0.2397,0.3677
-46.9,167.3333333,-0.285,0.24,0.525
-46.9,167.3666667,-0.426,0.2403,0.6663
-46.9,167.4,-0.556,0.2407,0.7967
-46.9,167.4333333,-0.666,0.2411,0.9071
-46.9,167.4666667,-0.763,0.2415,1.0045
-46.9,167.5,-0.847,0.2419,1.0889
-46.9,167.5333333,-0.921,0.2424,1.1634
-46.9,167.5666667,-0.986,0.2429,1.2289
-46.9,167.6,-1.05,0.2433,1.2933
-46.9,167.6333333,-1.107,0.2439,1.3509
-46.9,167.6666667,-1.161,0.2444,1.4054
-46.9,167.7,-1.214,0.245,1.459
-46.9,167.7333333,-1.271,0.2455,1.5165
-46.9,167.7666667,-1.335,0.2461,1.5811
-46.9,167.8,-1.406,0.2468,1.6528
-46.9,167.8333333,-1.47,0.2474,1.7174
-46.9,167.8666667,-1.532,0.2481,1.7801
-46.9,167.9,-1.599,0.2488,1.8478
-46.9,167.9333333,-1.658,0.2495,1.9075
-46.9,167.9666667,-1.717,0.2502,1.9672
-46.9,168,-1.776,0.251,2.027
-46.9,168.0333333,-1.83,0.2517,2.0817
-46.9,168.0666667,-1.879,0.2525,2.1315
-46.9,168.1,-1.932,0.2533,2.1853
-46.9,168.1333333,-1.968,0.2541,2.2221
-46.9,168.1666667,-2.003,0.255,2.258
-46.9,168.2,-2.034,0.2558,2.2898
-46.9,168.2333333,-2.068,0.2566,2.3246
-46.9,168.2666667,-2.078,0.2575,2.3355
-46.9,168.3,-2.091,0.2583,2.3493
-46.9,168.3333333,-2.095,0.2592,2.3542
-46.9,168.3666667,-2.085,0.2601,2.3451
-46.9,168.4,-2.072,0.2609,2.3329
-46.9,168.4333333,-2.057,0.2618,2.3188
-46.9,168.4666667,-2.041,0.2626,2.3036
-46.9,168.5,-2.027,0.2635,2.2905
-46.9,168.5333333,-2.01,0.2644,2.2744
-46.9,168.5666667,-1.995,0.2652,2.2602
-46.9,168.6,-1.98,0.2661,2.2461
-46.9,168.6333333,-1.964,0.267,2.231
-46.9,168.6666667,-1.946,0.2679,2.2139
-46.9,168.7,-1.926,0.2688,2.1948
-46.9,168.7333333,-1.902,0.2697,2.1717
-46.9,168.7666667,-1.875,0.2706,2.1456
-46.9,168.8,-1.845,0.2715,2.1165
-46.9,168.8333333,-1.81,0.2725,2.0825
-46.9,168.8666667,-1.774,0.2734,2.0474
-46.9,168.9,-1.74,0.2744,2.0144
-46.9,168.9333333,-1.707,0.2753,1.9823
-46.9,168.9666667,-1.678,0.2763,1.9543
-46.9,169,-1.651,0.2773,1.9283
-46.9,169.0333333,-1.622,0.2782,1.9002
-46.9,169.0666667,-1.59,0.2792,1.8692
-46.9,169.1,-1.555,0.2801,1.8351
-46.9,169.1333333,-1.514,0.281,1.795
-46.9,169.1666667,-1.472,0.2819,1.7539
-46.9,169.2,-1.421,0.2828,1.7038
-46.9,169.2333333,-1.371,0.2837,1.6547
-46.9,169.2666667,-1.309,0.2845,1.5935
-46.9,169.3,-1.24,0.2853,1.5253
-46.9,169.3333333,-1.167,0.286,1.453
-46.9,169.3666667,-1.09,0.2867,1.3767
-46.9,169.4,-1.015,0.2874,1.3024
-46.9,169.4333333,-0.94,0.2881,1.2281
-46.9,169.4666667,-0.865,0.2887,1.1537
-46.9,169.5,-0.793,0.2892,1.0822
-46.9,169.5333333,-0.721,0.2897,1.0107
-46.9,169.5666667,-0.651,0.2902,0.9412
-46.9,169.6,-0.582,0.2907,0.8727
-46.9,169.6333333,-0.514,0.2911,0.8051
-46.9,169.6666667,-0.445,0.2914,0.7364
-46.9,169.7,-0.376,0.2917,0.6677
-46.9,169.7333333,-0.309,0.292,0.601
-46.9,169.7666667,-0.239,0.2923,0.5313
-46.9,169.8,-0.167,0.2925,0.4595
-46.9,169.8333333,-0.095,0.2927,0.3877
-46.9,169.8666667,-0.023,0.2928,0.3158
-46.9,169.9,0.047,0.293,0.246
-46.9,169.9333333,0.116,0.2931,0.1771
-46.9,169.9666667,0.182,0.2932,0.1112
-46.9,170,0.245,0.2932,0.0482
-46.9,170.0333333,0.303,0.2933,-0.0097
-46.9,170.0666667,0.363,0.2933,-0.0697
-46.9,170.1,0.422,0.2933,-0.1287
-46.9,170.1333333,0.484,0.2933,-0.1907
-46.9,170.1666667,0.547,0.2933,-0.2537
-46.9,170.2,0.607,0.2933,-0.3137
-46.9,170.2333333,0.664,0.2932,-0.3708
-46.9,170.2666667,0.723,0.2932,-0.4298
-46.9,170.3,0.776,0.2931,-0.4829
-46.9,170.3333333,0.83,0.2931,-0.5369
-46.9,170.3666667,0.881,0.2931,-0.5879
-46.9,170.4,0.933,0.293,-0.64
-46.9,170.4333333,0.98,0.2929,-0.6871
-46.9,170.4666667,1.024,0.2929,-0.7311
-46.9,170.5,1.064,0.2928,-0.7712
-46.9,170.5333333,1.095,0.2928,-0.8022
-46.9,170.5666667,1.125,0.2927,-0.8323
-46.9,170.6,1.15,0.2927,-0.8573
-46.9,170.6333333,1.171,0.2926,-0.8784
-46.9,170.6666667,1.193,0.2926,-0.9004
-46.9,170.7,1.216,0.2925,-0.9235
-46.9,170.7333333,1.239,0.2925,-0.9465
-46.9,170.7666667,1.259,0.2924,-0.9666
-46.9,170.8,1.28,0.2924,-0.9876
-46.9,170.8333333,1.299,0.2924,-1.0066
-46.9,170.8666667,1.318,0.2923,-1.0257
-46.9,170.9,1.336,0.2923,-1.0437
-46.9,170.9333333,1.356,0.2923,-1.0637
-46.9,170.9666667,1.374,0.2922,-1.0818
-46.9,171,1.39,0.2922,-1.0978
-46.9,171.0333333,1.407,0.2922,-1.1148
-46.9,171.0666667,1.421,0.2922,-1.1288
-46.9,171.1,1.438,0.2922,-1.1458
-46.9,171.1333333,1.455,0.2922,-1.1628
-46.9,171.1666667,1.474,0.2922,-1.1818
-46.86666667,166.3333333,1.831,0.2537,-1.5773
-46.86666667,166.3666667,1.765,0.2537,-1.5113
-46.86666667,166.4,1.695,0.2537,-1.4413
-46.86666667,166.4333333,1.623,0.2537,-1.3693
-46.86666667,166.4666667,1.551,0.2537,-1.2973
-46.86666667,166.5,1.476,0.2537,-1.2223
-46.86666667,166.5333333,1.401,0.2537,-1.1473
-46.86666667,166.5666667,1.332,0.2537,-1.0783
-46.86666667,166.6,1.27,0.2537,-1.0163
-46.86666667,166.6333333,1.214,0.2537,-0.9603
-46.86666667,166.6666667,1.164,0.2537,-0.9103
-46.86666667,166.7,1.118,0.2537,-0.8643
-46.86666667,166.7333333,1.074,0.2537,-0.8203
-46.86666667,166.7666667,1.03,0.2537,-0.7763
-46.86666667,166.8,0.983,0.2537,-0.7293
-46.86666667,166.8333333,0.935,0.2537,-0.6813
-46.86666667,166.8666667,0.886,0.2369,-0.6491
-46.86666667,166.9,0.84,0.2369,-0.6031
-46.86666667,166.9333333,0.796,0.237,-0.559
-46.86666667,166.9666667,0.75,0.2371,-0.5129
-46.86666667,167,0.699,0.2372,-0.4618
-46.86666667,167.0333333,0.641,0.2373,-0.4037
-46.86666667,167.0666667,0.58,0.2375,-0.3425
-46.86666667,167.1,0.514,0.2377,-0.2763
-46.86666667,167.1333333,0.434,0.2379,-0.1961
-46.86666667,167.1666667,0.34,0.2382,-0.1018
-46.86666667,167.2,0.231,0.2384,0.0074
-46.86666667,167.2333333,0.104,0.2387,0.1347
-46.86666667,167.2666667,-0.033,0.239,0.272
-46.86666667,167.3,-0.18,0.2393,0.4193
-46.86666667,167.3333333,-0.333,0.2396,0.5726
-46.86666667,167.3666667,-0.478,0.24,0.718
-46.86666667,167.4,-0.611,0.2404,0.8514
-46.86666667,167.4333333,-0.733,0.2408,0.9738
-46.86666667,167.4666667,-0.838,0.2412,1.0792
-46.86666667,167.5,-0.93,0.2416,1.1716
-46.86666667,167.5333333,-1.008,0.2421,1.2501
-46.86666667,167.5666667,-1.076,0.2425,1.3185
-46.86666667,167.6,-1.139,0.243,1.382
-46.86666667,167.6333333,-1.194,0.2435,1.4375
-46.86666667,167.6666667,-1.249,0.2441,1.4931
-46.86666667,167.7,-1.305,0.2446,1.5496
-46.86666667,167.7333333,-1.366,0.2452,1.6112
-46.86666667,167.7666667,-1.437,0.2458,1.6828
-46.86666667,167.8,-1.514,0.2465,1.7605
-46.86666667,167.8333333,-1.569,0.2471,1.8161
-46.86666667,167.8666667,-1.643,0.2478,1.8908
-46.86666667,167.9,-1.729,0.2485,1.9775
-46.86666667,167.9333333,-1.832,0.2492,2.0812
-46.86666667,167.9666667,-1.944,0.25,2.194
-46.86666667,168,-1.987,0.2507,2.2377
-46.86666667,168.0333333,-2.044,0.2515,2.2955
-46.86666667,168.0666667,-2.081,0.2523,2.3333
-46.86666667,168.1,-2.116,0.2531,2.3691
-46.86666667,168.1333333,-2.153,0.2539,2.4069
-46.86666667,168.1666667,-2.181,0.2548,2.4358
-46.86666667,168.2,-2.215,0.2556,2.4706
-46.86666667,168.2333333,-2.248,0.2565,2.5045
-46.86666667,168.2666667,-2.279,0.2574,2.5364
-46.86666667,168.3,-2.3,0.2582,2.5582
-46.86666667,168.3333333,-2.313,0.2591,2.5721
-46.86666667,168.3666667,-2.317,0.26,2.577
-46.86666667,168.4,-2.316,0.2608,2.5768
-46.86666667,168.4333333,-2.311,0.2617,2.5727
-46.86666667,168.4666667,-2.304,0.2626,2.5666
-46.86666667,168.5,-2.295,0.2634,2.5584
-46.86666667,168.5333333,-2.285,0.2643,2.5493
-46.86666667,168.5666667,-2.273,0.2652,2.5382
-46.86666667,168.6,-2.26,0.2661,2.5261
-46.86666667,168.6333333,-2.243,0.2669,2.5099
-46.86666667,168.6666667,-2.229,0.2678,2.4968
-46.86666667,168.7,-2.213,0.2687,2.4817
-46.86666667,168.7333333,-2.193,0.2696,2.4626
-46.86666667,168.7666667,-2.169,0.2706,2.4396
-46.86666667,168.8,-2.139,0.2715,2.4105
-46.86666667,168.8333333,-2.105,0.2725,2.3775
-46.86666667,168.8666667,-2.069,0.2735,2.3425
-46.86666667,168.9,-2.036,0.2744,2.3104
-46.86666667,168.9333333,-2.007,0.2754,2.2824
-46.86666667,168.9666667,-1.982,0.2764,2.2584
-46.86666667,169,-1.958,0.2774,2.2354
-46.86666667,169.0333333,-1.932,0.2784,2.2104
-46.86666667,169.0666667,-1.899,0.2794,2.1784
-46.86666667,169.1,-1.861,0.2803,2.1413
-46.86666667,169.1333333,-1.814,0.2813,2.0953
-46.86666667,169.1666667,-1.763,0.2822,2.0452
-46.86666667,169.2,-1.703,0.2831,1.9861
-46.86666667,169.2333333,-1.64,0.284,1.924
-46.86666667,169.2666667,-1.567,0.2849,1.8519
-46.86666667,169.3,-1.489,0.2857,1.7747
-46.86666667,169.3333333,-1.409,0.2864,1.6954
-46.86666667,169.3666667,-1.328,0.2872,1.6152
-46.86666667,169.4,-1.249,0.2879,1.5369
-46.86666667,169.4333333,-1.173,0.2885,1.4615
-46.86666667,169.4666667,-1.101,0.2891,1.3901
-46.86666667,169.5,-1.032,0.2897,1.3217
-46.86666667,169.5333333,-0.964,0.2902,1.2542
-46.86666667,169.5666667,-0.894,0.2907,1.1847
-46.86666667,169.6,-0.828,0.2911,1.1191
-46.86666667,169.6333333,-0.762,0.2915,1.0535
-46.86666667,169.6666667,-0.695,0.2919,0.9869
-46.86666667,169.7,-0.628,0.2922,0.9202
-46.86666667,169.7333333,-0.561,0.2925,0.8535
-46.86666667,169.7666667,-0.49,0.2927,0.7827
-46.86666667,169.8,-0.418,0.2929,0.7109
-46.86666667,169.8333333,-0.343,0.2931,0.6361
-46.86666667,169.8666667,-0.268,0.2932,0.5612
-46.86666667,169.9,-0.192,0.2933,0.4853
-46.86666667,169.9333333,-0.119,0.2934,0.4124
-46.86666667,169.9666667,-0.049,0.2935,0.3425
-46.86666667,170,0.018,0.2935,0.2755
-46.86666667,170.0333333,0.08,0.2935,0.2135
-46.86666667,170.0666667,0.144,0.2935,0.1495
-46.86666667,170.1,0.209,0.2935,0.0845
-46.86666667,170.1333333,0.274,0.2935,0.0195
-46.86666667,170.1666667,0.339,0.2935,-0.0455
-46.86666667,170.2,0.402,0.2934,-0.1086
-46.86666667,170.2333333,0.463,0.2934,-0.1696
-46.86666667,170.2666667,0.522,0.2933,-0.2287
-46.86666667,170.3,0.581,0.2933,-0.2877
-46.86666667,170.3333333,0.638,0.2932,-0.3448
-46.86666667,170.3666667,0.692,0.2931,-0.3989
-46.86666667,170.4,0.746,0.2931,-0.4529
-46.86666667,170.4333333,0.796,0.293,-0.503
-46.86666667,170.4666667,0.841,0.2929,-0.5481
-46.86666667,170.5,0.88,0.2929,-0.5871
-46.86666667,170.5333333,0.915,0.2928,-0.6222
-46.86666667,170.5666667,0.944,0.2928,-0.6512
-46.86666667,170.6,0.972,0.2927,-0.6793
-46.86666667,170.6333333,0.999,0.2926,-0.7064
-46.86666667,170.6666667,1.025,0.2926,-0.7324
-46.86666667,170.7,1.051,0.2925,-0.7585
-46.86666667,170.7333333,1.076,0.2925,-0.7835
-46.86666667,170.7666667,1.101,0.2924,-0.8086
-46.86666667,170.8,1.126,0.2924,-0.8336
-46.86666667,170.8333333,1.149,0.2923,-0.8567
-46.86666667,170.8666667,1.171,0.2923,-0.8787
-46.86666667,170.9,1.195,0.2923,-0.9027
-46.86666667,170.9333333,1.216,0.2922,-0.9238
-46.86666667,170.9666667,1.238,0.2922,-0.9458
-46.86666667,171,1.257,0.2922,-0.9648
-46.86666667,171.0333333,1.274,0.2922,-0.9818
-46.86666667,171.0666667,1.29,0.2922,-0.9978
-46.86666667,171.1,1.308,0.2922,-1.0158
-46.86666667,171.1333333,1.327,0.2921,-1.0349
-46.86666667,171.1666667,1.349,0.2921,-1.0569
-46.83333333,166.3333333,1.604,0.2537,-1.3503
-46.83333333,166.3666667,1.542,0.2537,-1.2883
-46.83333333,166.4,1.476,0.2537,-1.2223
-46.83333333,166.4333333,1.407,0.2537,-1.1533
-46.83333333,166.4666667,1.335,0.2537,-1.0813
-46.83333333,166.5,1.26,0.2537,-1.0063
-46.83333333,166.5333333,1.186,0.2537,-0.9323
-46.83333333,166.5666667,1.119,0.2537,-0.8653
-46.83333333,166.6,1.058,0.2537,-0.8043
-46.83333333,166.6333333,1.004,0.2537,-0.7503
-46.83333333,166.6666667,0.957,0.2537,-0.7033
-46.83333333,166.7,0.914,0.2537,-0.6603
-46.83333333,166.7333333,0.87,0.2537,-0.6163
-46.83333333,166.7666667,0.827,0.2537,-0.5733
-46.83333333,166.8,0.783,0.2537,-0.5293
-46.83333333,166.8333333,0.738,0.2537,-0.4843
-46.83333333,166.8666667,0.695,0.2364,-0.4586
-46.83333333,166.9,0.655,0.2365,-0.4185
-46.83333333,166.9333333,0.618,0.2365,-0.3815
-46.83333333,166.9666667,0.58,0.2366,-0.3434
-46.83333333,167,0.54,0.2368,-0.3032
-46.83333333,167.0333333,0.495,0.2369,-0.2581
-46.83333333,167.0666667,0.443,0.2371,-0.2059
-46.83333333,167.1,0.383,0.2373,-0.1457
-46.83333333,167.1333333,0.313,0.2376,-0.0754
-46.83333333,167.1666667,0.232,0.2378,0.0058
-46.83333333,167.2,0.134,0.2381,0.1041
-46.83333333,167.2333333,0.021,0.2383,0.2173
-46.83333333,167.2666667,-0.105,0.2386,0.3436
-46.83333333,167.3,-0.243,0.2389,0.4819
-46.83333333,167.3333333,-0.389,0.2393,0.6283
-46.83333333,167.3666667,-0.535,0.2396,0.7746
-46.83333333,167.4,-0.676,0.24,0.916
-46.83333333,167.4333333,-0.806,0.2404,1.0464
-46.83333333,167.4666667,-0.922,0.2408,1.1628
-46.83333333,167.5,-1.022,0.2412,1.2632
-46.83333333,167.5333333,-1.104,0.2417,1.3457
-46.83333333,167.5666667,-1.176,0.2422,1.4182
-46.83333333,167.6,-1.239,0.2427,1.4817
-46.83333333,167.6333333,-1.295,0.2432,1.5382
-46.83333333,167.6666667,-1.35,0.2437,1.5937
-46.83333333,167.7,-1.411,0.2443,1.6553
-46.83333333,167.7333333,-1.484,0.2449,1.7289
-46.83333333,167.7666667,-1.57,0.2455,1.8155
-46.83333333,167.8,-1.624,0.2461,1.8701
-46.83333333,167.8333333,-1.699,0.2468,1.9458
-46.83333333,167.8666667,-1.79,0.2475,2.0375
-46.83333333,167.9,-1.896,0.2482,2.1442
-46.83333333,167.9333333,-2.011,0.2489,2.2599
-46.83333333,167.9666667,-2.131,0.2497,2.3807
-46.83333333,168,-2.209,0.2505,2.4595
-46.83333333,168.0333333,-2.221,0.2513,2.4723
-46.83333333,168.0666667,-2.248,0.2521,2.5001
-46.83333333,168.1,-2.27,0.2529,2.5229
-46.83333333,168.1333333,-2.302,0.2537,2.5557
-46.83333333,168.1666667,-2.337,0.2546,2.5916
-46.83333333,168.2,-2.376,0.2555,2.6315
-46.83333333,168.2333333,-2.414,0.2564,2.6704
-46.83333333,168.2666667,-2.448,0.2572,2.7052
-46.83333333,168.3,-2.478,0.2581,2.7361
-46.83333333,168.3333333,-2.506,0.259,2.765
-46.83333333,168.3666667,-2.522,0.2599,2.7819
-46.83333333,168.4,-2.533,0.2608,2.7938
-46.83333333,168.4333333,-2.54,0.2616,2.8016
-46.83333333,168.4666667,-2.544,0.2625,2.8065
-46.83333333,168.5,-2.543,0.2634,2.8064
-46.83333333,168.5333333,-2.538,0.2642,2.8022
-46.83333333,168.5666667,-2.53,0.2651,2.7951
-46.83333333,168.6,-2.52,0.266,2.786
-46.83333333,168.6333333,-2.511,0.2669,2.7779
-46.83333333,168.6666667,-2.5,0.2678,2.7678
-46.83333333,168.7,-2.488,0.2687,2.7567
-46.83333333,168.7333333,-2.473,0.2696,2.7426
-46.83333333,168.7666667,-2.452,0.2705,2.7225
-46.83333333,168.8,-2.425,0.2715,2.6965
-46.83333333,168.8333333,-2.391,0.2725,2.6635
-46.83333333,168.8666667,-2.355,0.2735,2.6285
-46.83333333,168.9,-2.321,0.2745,2.5955
-46.83333333,168.9333333,-2.29,0.2755,2.5655
-46.83333333,168.9666667,-2.264,0.2765,2.5405
-46.83333333,169,-2.238,0.2776,2.5156
-46.83333333,169.0333333,-2.21,0.2786,2.4886
-46.83333333,169.0666667,-2.173,0.2796,2.4526
-46.83333333,169.1,-2.129,0.2806,2.4096
-46.83333333,169.1333333,-2.077,0.2816,2.3586
-46.83333333,169.1666667,-2.018,0.2826,2.3006
-46.83333333,169.2,-1.951,0.2835,2.2345
-46.83333333,169.2333333,-1.879,0.2844,2.1634
-46.83333333,169.2666667,-1.801,0.2853,2.0863
-46.83333333,169.3,-1.719,0.2861,2.0051
-46.83333333,169.3333333,-1.635,0.2869,1.9219
-46.83333333,169.3666667,-1.553,0.2877,1.8407
-46.83333333,169.4,-1.476,0.2884,1.7644
-46.83333333,169.4333333,-1.403,0.289,1.692
-46.83333333,169.4666667,-1.336,0.2896,1.6256
-46.83333333,169.5,-1.271,0.2902,1.5612
-46.83333333,169.5333333,-1.205,0.2907,1.4957
-46.83333333,169.5666667,-1.141,0.2912,1.4322
-46.83333333,169.6,-1.075,0.2917,1.3667
-46.83333333,169.6333333,-1.01,0.2921,1.3021
-46.83333333,169.6666667,-0.945,0.2924,1.2374
-46.83333333,169.7,-0.879,0.2927,1.1717
-46.83333333,169.7333333,-0.813,0.293,1.106
-46.83333333,169.7666667,-0.745,0.2932,1.0382
-46.83333333,169.8,-0.675,0.2934,0.9684
-46.83333333,169.8333333,-0.602,0.2935,0.8955
-46.83333333,169.8666667,-0.525,0.2936,0.8186
-46.83333333,169.9,-0.448,0.2937,0.7417
-46.83333333,169.9333333,-0.37,0.2938,0.6638
-46.83333333,169.9666667,-0.294,0.2938,0.5878
-46.83333333,170,-0.222,0.2938,0.5158
-46.83333333,170.0333333,-0.151,0.2938,0.4448
-46.83333333,170.0666667,-0.083,0.2938,0.3768
-46.83333333,170.1,-0.015,0.2938,0.3088
-46.83333333,170.1333333,0.054,0.2937,0.2397
-46.83333333,170.1666667,0.123,0.2937,0.1707
-46.83333333,170.2,0.19,0.2936,0.1036
-46.83333333,170.2333333,0.255,0.2935,0.0385
-46.83333333,170.2666667,0.318,0.2935,-0.0245
-46.83333333,170.3,0.379,0.2934,-0.0856
-46.83333333,170.3333333,0.439,0.2933,-0.1457
-46.83333333,170.3666667,0.497,0.2932,-0.2038
-46.83333333,170.4,0.552,0.2932,-0.2588
-46.83333333,170.4333333,0.603,0.2931,-0.3099
-46.83333333,170.4666667,0.649,0.293,-0.356
-46.83333333,170.5,0.689,0.2929,-0.3961
-46.83333333,170.5333333,0.725,0.2928,-0.4322
-46.83333333,170.5666667,0.758,0.2928,-0.4652
-46.83333333,170.6,0.79,0.2927,-0.4973
-46.83333333,170.6333333,0.821,0.2926,-0.5284
-46.83333333,170.6666667,0.851,0.2926,-0.5584
-46.83333333,170.7,0.879,0.2925,-0.5865
-46.83333333,170.7333333,0.907,0.2925,-0.6145
-46.83333333,170.7666667,0.936,0.2924,-0.6436
-46.83333333,170.8,0.964,0.2924,-0.6716
-46.83333333,170.8333333,0.991,0.2923,-0.6987
-46.83333333,170.8666667,1.019,0.2923,-0.7267
-46.83333333,170.9,1.045,0.2922,-0.7528
-46.83333333,170.9333333,1.07,0.2922,-0.7778
-46.83333333,170.9666667,1.094,0.2922,-0.8018
-46.83333333,171,1.116,0.2922,-0.8238
-46.83333333,171.0333333,1.135,0.2921,-0.8429
-46.83333333,171.0666667,1.155,0.2921,-0.8629
-46.83333333,171.1,1.175,0.2921,-0.8829
-46.83333333,171.1333333,1.197,0.2921,-0.9049
-46.83333333,171.1666667,1.221,0.2921,-0.9289
-46.8,166.3333333,1.39,0.2537,-1.1363
-46.8,166.3666667,1.33,0.2537,-1.0763
-46.8,166.4,1.264,0.2537,-1.0103
-46.8,166.4333333,1.194,0.2537,-0.9403
-46.8,166.4666667,1.121,0.2537,-0.8673
-46.8,166.5,1.045,0.2537,-0.7913
-46.8,166.5333333,0.971,0.2537,-0.7173
-46.8,166.5666667,0.902,0.2537,-0.6483
-46.8,166.6,0.841,0.2537,-0.5873
-46.8,166.6333333,0.787,0.2537,-0.5333
-46.8,166.6666667,0.738,0.2537,-0.4843
-46.8,166.7,0.695,0.2537,-0.4413
-46.8,166.7333333,0.653,0.2537,-0.3993
-46.8,166.7666667,0.61,0.2537,-0.3563
-46.8,166.8,0.568,0.2537,-0.3143
-46.8,166.8333333,0.526,0.2537,-0.2723
-46.8,166.8666667,0.49,0.2359,-0.2541
-46.8,166.9,0.453,0.2359,-0.2171
-46.8,166.9333333,0.424,0.236,-0.188
-46.8,166.9666667,0.395,0.2362,-0.1588
-46.8,167,0.365,0.2363,-0.1287
-46.8,167.0333333,0.332,0.2365,-0.0955
-46.8,167.0666667,0.287,0.2367,-0.0503
-46.8,167.1,0.236,0.2369,0.0009
-46.8,167.1333333,0.17,0.2371,0.0671
-46.8,167.1666667,0.102,0.2374,0.1354
-46.8,167.2,0.017,0.2377,0.2207
-46.8,167.2333333,-0.087,0.2379,0.3249
-46.8,167.2666667,-0.194,0.2382,0.4322
-46.8,167.3,-0.319,0.2386,0.5576
-46.8,167.3333333,-0.455,0.2389,0.6939
-46.8,167.3666667,-0.597,0.2393,0.8363
-46.8,167.4,-0.74,0.2396,0.9796
-46.8,167.4333333,-0.876,0.24,1.116
-46.8,167.4666667,-0.999,0.2404,1.2394
-46.8,167.5,-1.11,0.2409,1.3509
-46.8,167.5333333,-1.198,0.2413,1.4393
-46.8,167.5666667,-1.275,0.2418,1.5168
-46.8,167.6,-1.345,0.2423,1.5873
-46.8,167.6333333,-1.407,0.2428,1.6498
-46.8,167.6666667,-1.464,0.2434,1.7074
-46.8,167.7,-1.535,0.2439,1.7789
-46.8,167.7333333,-1.62,0.2445,1.8645
-46.8,167.7666667,-1.704,0.2452,1.9492
-46.8,167.8,-1.772,0.2458,2.0178
-46.8,167.8333333,-1.871,0.2465,2.1175
-46.8,167.8666667,-1.978,0.2472,2.2252
-46.8,167.9,-2.086,0.2479,2.3339
-46.8,167.9333333,-2.202,0.2486,2.4506
-46.8,167.9666667,-2.291,0.2494,2.5404
-46.8,168,-2.328,0.2502,2.5782
-46.8,168.0333333,-2.345,0.251,2.596
-46.8,168.0666667,-2.376,0.2518,2.6278
-46.8,168.1,-2.408,0.2527,2.6607
-46.8,168.1333333,-2.442,0.2535,2.6955
-46.8,168.1666667,-2.481,0.2544,2.7354
-46.8,168.2,-2.528,0.2553,2.7833
-46.8,168.2333333,-2.569,0.2562,2.8252
-46.8,168.2666667,-2.607,0.2571,2.8641
-46.8,168.3,-2.646,0.258,2.904
-46.8,168.3333333,-2.679,0.2589,2.9379
-46.8,168.3666667,-2.7,0.2598,2.9598
-46.8,168.4,-2.722,0.2607,2.9827
-46.8,168.4333333,-2.737,0.2616,2.9986
-46.8,168.4666667,-2.75,0.2625,3.0125
-46.8,168.5,-2.759,0.2633,3.0223
-46.8,168.5333333,-2.763,0.2642,3.0272
-46.8,168.5666667,-2.761,0.265,3.026
