Lat,Long,Geoid2016,DBL60,BDL60_NZVD2016
-46.06666667,166.6666667,-4.238,0.226,4.464
-46.06666667,166.7,-4.39,0.226,4.616
-46.06666667,166.7333333,-4.55,0.226,4.776
-46.06666667,166.7666667,-4.723,0.2261,4.9491
-46.06666667,166.8,-4.892,0.2261,5.1181
-46.06666667,166.8333333,-5.039,0.2261,5.2651
-46.06666667,166.8666667,-5.103,0.2262,5.3292
-46.06666667,166.9,-5.172,0.2262,5.3982
-46.06666667,166.9333333,-5.151,0.2262,5.3772
-46.06666667,166.9666667,-5.199,0.2262,5.4252
-46.06666667,167,-5.223,0.2262,5.4492
-46.06666667,167.0333333,-5.173,0.2263,5.3993
-46.06666667,167.0666667,-5.058,0.2263,5.2843
-46.06666667,167.1,-4.966,0.2263,5.1923
-46.06666667,167.1333333,-5.023,0.2263,5.2493
-46.06666667,167.1666667,-4.958,0.2263,5.1843
-46.06666667,167.2,-4.948,0.2263,5.1743
-46.06666667,167.2333333,-4.787,0.2263,5.0133
-46.06666667,167.2666667,-4.669,0.2263,4.8953
-46.06666667,167.3,-4.597,0.2264,4.8234
-46.06666667,167.3333333,-4.519,0.2264,4.7454
-46.06666667,167.3666667,-4.414,0.2264,4.6404
-46.06666667,167.4,-4.317,0.2265,4.5435
-46.06666667,167.4333333,-4.26,0.2265,4.4865
-46.06666667,167.4666667,-4.183,0.2266,4.4096
-46.06666667,167.5,-4.156,0.2267,4.3827
-46.06666667,167.5333333,-4.153,0.2268,4.3798
-46.06666667,167.5666667,-4.175,0.227,4.402
-46.06666667,167.6,-4.229,0.2271,4.4561
-46.06666667,167.6333333,-4.273,0.2274,4.5004
-46.06666667,167.6666667,-4.34,0.2276,4.5676
-46.06666667,167.7,-4.425,0.2279,4.6529
-46.06666667,167.7333333,-4.532,0.2283,4.7603
-46.06666667,167.7666667,-4.67,0.2287,4.8987
-46.06666667,167.8,-4.798,0.2292,5.0272
-46.06666667,167.8333333,-4.931,0.2297,5.1607
-46.06666667,167.8666667,-5.028,0.2302,5.2582
-46.06666667,167.9,-5.081,0.2308,5.3118
-46.06666667,167.9333333,-5.076,0.2313,5.3073
-46.06666667,167.9666667,-5.025,0.2319,5.2569
-46.06666667,168,-4.951,0.2325,5.1835
-46.06666667,168.0333333,-4.855,0.233,5.088
-46.06666667,168.0666667,-4.773,0.2335,5.0065
-46.06666667,168.1,-4.703,0.234,4.937
-46.06666667,168.1333333,-4.649,0.2343,4.8833
-46.06666667,168.1666667,-4.615,0.2346,4.8496
-46.06666667,168.2,-4.604,0.2347,4.8387
-46.06666667,168.2333333,-4.6,0.2345,4.8345
-46.06666667,168.2666667,-4.607,0.2342,4.8412
-46.06666667,168.3,-4.62,0.2355,4.8555
-46.06666667,168.3333333,-4.642,0.2473,4.8893
-46.06666667,168.3666667,-4.679,0.2356,4.9146
-46.06666667,168.4,-4.729,0.2386,4.9676
-46.06666667,168.4333333,-4.788,0.2432,5.0312
-46.06666667,168.4666667,-4.851,0.2479,5.0989
-46.06666667,168.5,-4.917,0.2524,5.1694
-46.06666667,168.5333333,-4.984,0.2566,5.2406
-46.06666667,168.5666667,-5.058,0.2605,5.3185
-46.06666667,168.6,-5.136,0.2641,5.4001
-46.06666667,168.6333333,-5.171,0.2673,5.4383
-46.06666667,168.6666667,-5.195,0.2701,5.4651
-46.06666667,168.7,-5.196,0.2724,5.4684
-46.06666667,168.7333333,-5.191,0.2744,5.4654
-46.06666667,168.7666667,-5.205,0.2762,5.4812
-46.06666667,168.8,-5.193,0.2778,5.4708
-46.06666667,168.8333333,-5.196,0.2789,5.4749
-46.06666667,168.8666667,-5.223,0.2809,5.5039
-46.06666667,168.9,-5.236,0.2855,5.5215
-46.06666667,168.9333333,-5.269,0.297,5.566
-46.06666667,168.9666667,-5.328,0.2879,5.6159
-46.06666667,169,-5.401,0.2758,5.6768
-46.06666667,169.0333333,-5.485,0.2762,5.7612
-46.06666667,169.0666667,-5.57,0.2866,5.8566
-46.06666667,169.1,-5.657,0.2948,5.9518
-46.06666667,169.1333333,-5.75,0.2967,6.0467
-46.06666667,169.1666667,-5.841,0.2983,6.1393
-46.06666667,169.2,-5.902,0.3011,6.2031
-46.06666667,169.2333333,-5.949,0.3037,6.2527
-46.06666667,169.2666667,-5.991,0.3058,6.2968
-46.06666667,169.3,-6.014,0.3072,6.3212
-46.06666667,169.3333333,-6.03,0.3077,6.3377
-46.06666667,169.3666667,-6.02,0.3072,6.3272
-46.06666667,169.4,-6.001,0.3062,6.3072
-46.06666667,169.4333333,-5.993,0.3051,6.2981
-46.06666667,169.4666667,-5.98,0.3042,6.2842
-46.06666667,169.5,-5.972,0.3034,6.2754
-46.06666667,169.5333333,-5.975,0.3028,6.2778
-46.06666667,169.5666667,-5.984,0.3025,6.2865
-46.06666667,169.6,-5.999,0.3023,6.3013
-46.06666667,169.6333333,-6.005,0.3024,6.3074
-46.06666667,169.6666667,-6.009,0.3025,6.3115
-46.06666667,169.7,-6.008,0.3026,6.3106
-46.06666667,169.7333333,-5.999,0.3025,6.3015
-46.06666667,169.7666667,-5.98,0.3022,6.2822
-46.06666667,169.8,-5.933,0.3016,6.2346
-46.06666667,169.8333333,-5.879,0.3008,6.1798
-46.06666667,169.8666667,-5.836,0.3,6.136
-46.06666667,169.9,-5.789,0.2991,6.0881
-46.06666667,169.9333333,-5.732,0.2983,6.0303
-46.06666667,169.9666667,-5.68,0.2975,5.9775
-46.06666667,170,-5.625,0.2967,5.9217
-46.06666667,170.0333333,-5.574,0.296,5.87
-46.06666667,170.0666667,-5.533,0.2954,5.8284
-46.06666667,170.1,-5.457,0.2948,5.7518
-46.06666667,170.1333333,-5.379,0.2943,5.6733
-46.06666667,170.1666667,-5.287,0.2938,5.5808
-46.06666667,170.2,-5.182,0.2934,5.4754
-46.06666667,170.2333333,-5.089,0.293,5.382
-46.06666667,170.2666667,-5.012,0.2926,5.3046
-46.06666667,170.3,-4.925,0.2923,5.2173
-46.06666667,170.3333333,-4.844,0.292,5.136
-46.06666667,170.3666667,-4.764,0.2918,5.0558
-46.06666667,170.4,-4.686,0.2915,4.9775
-46.06666667,170.4333333,-4.614,0.2913,4.9053
-46.06666667,170.4666667,-4.54,0.2911,4.8311
-46.06666667,170.5,-4.466,0.2909,4.7569
-46.06666667,170.5333333,-4.388,0.2908,4.6788
-46.06666667,170.5666667,-4.305,0.2906,4.5956
-46.06666667,170.6,-4.215,0.2905,4.5055
-46.06666667,170.6333333,-4.123,0.2904,4.4134
-46.06666667,170.6666667,-4.026,0.2903,4.3163
-46.06666667,170.7,-3.928,0.2902,4.2182
-46.06666667,170.7333333,-3.827,0.2901,4.1171
-46.06666667,170.7666667,-3.722,0.2901,4.0121
-46.06666667,170.8,-3.613,0.29,3.903
-46.06666667,170.8333333,-3.497,0.2899,3.7869
-46.06666667,170.8666667,-3.369,0.2899,3.6589
-46.06666667,170.9,-3.23,0.2899,3.5199
-46.06666667,170.9333333,-3.081,0.2898,3.3708
-46.06666667,170.9666667,-2.928,0.2898,3.2178
-46.06666667,171,-2.766,0.2898,3.0558
-46.06666667,171.0333333,-2.604,0.2897,2.8937
-46.06666667,171.0666667,-2.452,0.2897,2.7417
-46.06666667,171.1,-2.301,0.2897,2.5907
-46.06666667,171.1333333,-2.155,0.2897,2.4447
-46.06666667,171.1666667,-2.021,0.2897,2.3107
-46.03333333,166.3333333,-1.768,0.2256,1.9936
-46.03333333,166.3666667,-2.078,0.2256,2.3036
-46.03333333,166.4,-2.389,0.2256,2.6146
-46.03333333,166.4333333,-2.685,0.2256,2.9106
-46.03333333,166.4666667,-2.986,0.2256,3.2116
-46.03333333,166.5,-3.273,0.2256,3.4986
-46.03333333,166.5333333,-3.538,0.2256,3.7636
-46.03333333,166.5666667,-3.78,0.2256,4.0056
-46.03333333,166.6,-4.013,0.2256,4.2386
-46.03333333,166.6333333,-4.265,0.2257,4.4907
-46.03333333,166.6666667,-4.458,0.2257,4.6837
-46.03333333,166.7,-4.585,0.2257,4.8107
-46.03333333,166.7333333,-4.706,0.2257,4.9317
-46.03333333,166.7666667,-4.822,0.2257,5.0477
-46.03333333,166.8,-5.013,0.2258,5.2388
-46.03333333,166.8333333,-5.156,0.2258,5.3818
-46.03333333,166.8666667,-5.256,0.2258,5.4818
-46.03333333,166.9,-5.306,0.2258,5.5318
-46.03333333,166.9333333,-5.388,0.2258,5.6138
-46.03333333,166.9666667,-5.396,0.2258,5.6218
-46.03333333,167,-5.369,0.2258,5.5948
-46.03333333,167.0333333,-5.302,0.2258,5.5278
-46.03333333,167.0666667,-5.262,0.2258,5.4878
-46.03333333,167.1,-5.211,0.2258,5.4368
-46.03333333,167.1333333,-5.173,0.2258,5.3988
-46.03333333,167.1666667,-5.245,0.2257,5.4707
-46.03333333,167.2,-5.174,0.2257,5.3997
-46.03333333,167.2333333,-5.016,0.2257,5.2417
-46.03333333,167.2666667,-4.885,0.2257,5.1107
-46.03333333,167.3,-4.726,0.2257,4.9517
-46.03333333,167.3333333,-4.647,0.2257,4.8727
-46.03333333,167.3666667,-4.536,0.2256,4.7616
-46.03333333,167.4,-4.444,0.2256,4.6696
-46.03333333,167.4333333,-4.372,0.2257,4.5977
-46.03333333,167.4666667,-4.31,0.2257,4.5357
-46.03333333,167.5,-4.262,0.2257,4.4877
-46.03333333,167.5333333,-4.25,0.2258,4.4758
-46.03333333,167.5666667,-4.27,0.2259,4.4959
-46.03333333,167.6,-4.298,0.2261,4.5241
-46.03333333,167.6333333,-4.337,0.2263,4.5633
-46.03333333,167.6666667,-4.398,0.2265,4.6245
-46.03333333,167.7,-4.467,0.2268,4.6938
-46.03333333,167.7333333,-4.572,0.2271,4.7991
-46.03333333,167.7666667,-4.702,0.2275,4.9295
-46.03333333,167.8,-4.834,0.2279,5.0619
-46.03333333,167.8333333,-4.968,0.2284,5.1964
-46.03333333,167.8666667,-5.089,0.2289,5.3179
-46.03333333,167.9,-5.151,0.2295,5.3805
-46.03333333,167.9333333,-5.158,0.23,5.388
-46.03333333,167.9666667,-5.122,0.2306,5.3526
-46.03333333,168,-5.047,0.2311,5.2781
-46.03333333,168.0333333,-4.965,0.2315,5.1965
-46.03333333,168.0666667,-4.883,0.2319,5.1149
-46.03333333,168.1,-4.823,0.2321,5.0551
-46.03333333,168.1333333,-4.786,0.2322,5.0182
-46.03333333,168.1666667,-4.76,0.2319,4.9919
-46.03333333,168.2,-4.755,0.2313,4.9863
-46.03333333,168.2333333,-4.758,0.23,4.988
-46.03333333,168.2666667,-4.765,0.2278,4.9928
-46.03333333,168.3,-4.778,0.2238,5.0018
-46.03333333,168.3333333,-4.801,0.207,5.008
-46.03333333,168.3666667,-4.84,0.224,5.064
-46.03333333,168.4,-4.897,0.2325,5.1295
-46.03333333,168.4333333,-4.974,0.2395,5.2135
-46.03333333,168.4666667,-5.045,0.2458,5.2908
-46.03333333,168.5,-5.121,0.2515,5.3725
-46.03333333,168.5333333,-5.178,0.2567,5.4347
-46.03333333,168.5666667,-5.231,0.2614,5.4924
-46.03333333,168.6,-5.275,0.2657,5.5407
-46.03333333,168.6333333,-5.292,0.2695,5.5615
-46.03333333,168.6666667,-5.301,0.2729,5.5739
-46.03333333,168.7,-5.311,0.2757,5.5867
-46.03333333,168.7333333,-5.312,0.2779,5.5899
-46.03333333,168.7666667,-5.316,0.2797,5.5957
-46.03333333,168.8,-5.364,0.2826,5.6466
-46.03333333,168.8333333,-5.383,0.2815,5.6645
-46.03333333,168.8666667,-5.416,0.2793,5.6953
-46.03333333,168.9,-5.409,0.2845,5.6935
-46.03333333,168.9333333,-5.452,0.287,5.739
-46.03333333,168.9666667,-5.514,0.2853,5.7993
-46.03333333,169,-5.59,0.2822,5.8722
-46.03333333,169.0333333,-5.671,0.2825,5.9535
-46.03333333,169.0666667,-5.764,0.2863,6.0503
-46.03333333,169.1,-5.862,0.2906,6.1526
-46.03333333,169.1333333,-5.95,0.2937,6.2437
-46.03333333,169.1666667,-6.04,0.2959,6.3359
-46.03333333,169.2,-6.094,0.2981,6.3921
-46.03333333,169.2333333,-6.138,0.3001,6.4381
-46.03333333,169.2666667,-6.195,0.3018,6.4968
-46.03333333,169.3,-6.224,0.303,6.527
-46.03333333,169.3333333,-6.222,0.3036,6.5256
-46.03333333,169.3666667,-6.205,0.3036,6.5086
-46.03333333,169.4,-6.181,0.3032,6.4842
-46.03333333,169.4333333,-6.161,0.3026,6.4636
-46.03333333,169.4666667,-6.138,0.302,6.44
-46.03333333,169.5,-6.125,0.3015,6.4265
-46.03333333,169.5333333,-6.128,0.3011,6.4291
-46.03333333,169.5666667,-6.138,0.3009,6.4389
-46.03333333,169.6,-6.154,0.3008,6.4548
-46.03333333,169.6333333,-6.162,0.3007,6.4627
-46.03333333,169.6666667,-6.16,0.3007,6.4607
-46.03333333,169.7,-6.138,0.3007,6.4387
-46.03333333,169.7333333,-6.127,0.3005,6.4275
-46.03333333,169.7666667,-6.117,0.3003,6.4173
-46.03333333,169.8,-6.095,0.2998,6.3948
-46.03333333,169.8333333,-6.075,0.2992,6.3742
-46.03333333,169.8666667,-6.043,0.2986,6.3416
-46.03333333,169.9,-6.012,0.2979,6.3099
-46.03333333,169.9333333,-5.962,0.2972,6.2592
-46.03333333,169.9666667,-5.901,0.2965,6.1975
-46.03333333,170,-5.823,0.2959,6.1189
-46.03333333,170.0333333,-5.74,0.2953,6.0353
-46.03333333,170.0666667,-5.666,0.2947,5.9607
-46.03333333,170.1,-5.601,0.2942,5.8952
-46.03333333,170.1333333,-5.542,0.2937,5.8357
-46.03333333,170.1666667,-5.457,0.2933,5.7503
-46.03333333,170.2,-5.368,0.2929,5.6609
-46.03333333,170.2333333,-5.282,0.2925,5.5745
-46.03333333,170.2666667,-5.196,0.2922,5.4882
-46.03333333,170.3,-5.119,0.2919,5.4109
-46.03333333,170.3333333,-5.034,0.2916,5.3256
-46.03333333,170.3666667,-4.952,0.2914,5.2434
-46.03333333,170.4,-4.875,0.2912,5.1662
-46.03333333,170.4333333,-4.8,0.291,5.091
-46.03333333,170.4666667,-4.727,0.2908,5.0178
-46.03333333,170.5,-4.657,0.2907,4.9477
-46.03333333,170.5333333,-4.585,0.2905,4.8755
-46.03333333,170.5666667,-4.507,0.2904,4.7974
-46.03333333,170.6,-4.424,0.2903,4.7143
-46.03333333,170.6333333,-4.333,0.2902,4.6232
-46.03333333,170.6666667,-4.238,0.2901,4.5281
-46.03333333,170.7,-4.138,0.29,4.428
-46.03333333,170.7333333,-4.034,0.2899,4.3239
-46.03333333,170.7666667,-3.927,0.2898,4.2168
-46.03333333,170.8,-3.817,0.2898,4.1068
-46.03333333,170.8333333,-3.703,0.2897,3.9927
-46.03333333,170.8666667,-3.576,0.2897,3.8657
-46.03333333,170.9,-3.439,0.2897,3.7287
-46.03333333,170.9333333,-3.291,0.2896,3.5806
-46.03333333,170.9666667,-3.134,0.2896,3.4236
-46.03333333,171,-2.968,0.2896,3.2576
-46.03333333,171.0333333,-2.799,0.2896,3.0886
-46.03333333,171.0666667,-2.63,0.2895,2.9195
-46.03333333,171.1,-2.471,0.2895,2.7605
-46.03333333,171.1333333,-2.316,0.2895,2.6055
-46.03333333,171.1666667,-2.176,0.2895,2.4655
-46,166.3333333,-1.744,0.2253,1.9693
-46,166.3666667,-2.088,0.2253,2.3133
-46,166.4,-2.43,0.2253,2.6553
-46,166.4333333,-2.765,0.2253,2.9903
-46,166.4666667,-3.094,0.2253,3.3193
-46,166.5,-3.408,0.2254,3.6334
-46,166.5333333,-3.676,0.2254,3.9014
-46,166.5666667,-3.927,0.2254,4.1524
-46,166.6,-4.154,0.2254,4.3794
-46,166.6333333,-4.39,0.2254,4.6154
-46,166.6666667,-4.608,0.2254,4.8334
-46,166.7,-4.833,0.2254,5.0584
-46,166.7333333,-4.901,0.2254,5.1264
-46,166.7666667,-4.967,0.2254,5.1924
-46,166.8,-5.101,0.2254,5.3264
-46,166.8333333,-5.271,0.2254,5.4964
-46,166.8666667,-5.387,0.2254,5.6124
-46,166.9,-5.447,0.2254,5.6724
-46,166.9333333,-5.552,0.2254,5.7774
-46,166.9666667,-5.553,0.2254,5.7784
-46,167,-5.529,0.2254,5.7544
-46,167.0333333,-5.547,0.2253,5.7723
-46,167.0666667,-5.473,0.2253,5.6983
-46,167.1,-5.346,0.2253,5.5713
-46,167.1333333,-5.399,0.2252,5.6242
-46,167.1666667,-5.446,0.2252,5.6712
-46,167.2,-5.368,0.2251,5.5931
-46,167.2333333,-5.22,0.2251,5.4451
-46,167.2666667,-5.134,0.225,5.359
-46,167.3,-4.889,0.225,5.114
-46,167.3333333,-4.766,0.2249,4.9909
-46,167.3666667,-4.667,0.2249,4.8919
-46,167.4,-4.586,0.2248,4.8108
-46,167.4333333,-4.507,0.2248,4.7318
-46,167.4666667,-4.431,0.2248,4.6558
-46,167.5,-4.382,0.2248,4.6068
-46,167.5333333,-4.357,0.2248,4.5818
-46,167.5666667,-4.361,0.2249,4.5859
-46,167.6,-4.378,0.225,4.603
-46,167.6333333,-4.407,0.2251,4.6321
-46,167.6666667,-4.454,0.2253,4.6793
-46,167.7,-4.531,0.2255,4.7565
-46,167.7333333,-4.639,0.2258,4.8648
-46,167.7666667,-4.771,0.2262,4.9972
-46,167.8,-4.893,0.2266,5.1196
-46,167.8333333,-5.024,0.2271,5.2511
-46,167.8666667,-5.149,0.2276,5.3766
-46,167.9,-5.251,0.2282,5.4792
-46,167.9333333,-5.246,0.2287,5.4747
-46,167.9666667,-5.219,0.2293,5.4483
-46,168,-5.154,0.2297,5.3837
-46,168.0333333,-5.088,0.2301,5.3181
-46,168.0666667,-5.031,0.2304,5.2614
-46,168.1,-4.987,0.2305,5.2175
-46,168.1333333,-4.959,0.2303,5.1893
-46,168.1666667,-4.949,0.2297,5.1787
-46,168.2,-4.952,0.2285,5.1805
-46,168.2333333,-4.958,0.2265,5.1845
-46,168.2666667,-4.966,0.2229,5.1889
-46,168.3,-4.971,0.2154,5.1864
-46,168.3333333,-4.981,0.1976,5.1786
-46,168.3666667,-5.02,0.2158,5.2358
-46,168.4,-5.087,0.2275,5.3145
-46,168.4333333,-5.168,0.2365,5.4045
-46,168.4666667,-5.22,0.2443,5.4643
-46,168.5,-5.294,0.2511,5.5451
-46,168.5333333,-5.351,0.2572,5.6082
-46,168.5666667,-5.416,0.2627,5.6787
-46,168.6,-5.444,0.2677,5.7117
-46,168.6333333,-5.423,0.2722,5.6952
-46,168.6666667,-5.426,0.2762,5.7022
-46,168.7,-5.438,0.2796,5.7176
-46,168.7333333,-5.444,0.282,5.726
-46,168.7666667,-5.445,0.2829,5.7279
-46,168.8,-5.471,0.2826,5.7536
-46,168.8333333,-5.509,0.3097,5.8187
-46,168.8666667,-5.552,0.2801,5.8321
-46,168.9,-5.605,0.2838,5.8888
-46,168.9333333,-5.666,0.2846,5.9506
-46,168.9666667,-5.737,0.2842,6.0212
-46,169,-5.81,0.2837,6.0937
-46,169.0333333,-5.888,0.2842,6.1722
-46,169.0666667,-5.982,0.2861,6.2681
-46,169.1,-6.066,0.2887,6.3547
-46,169.1333333,-6.144,0.2912,6.4352
-46,169.1666667,-6.216,0.2933,6.5093
-46,169.2,-6.272,0.2952,6.5672
-46,169.2333333,-6.313,0.2969,6.6099
-46,169.2666667,-6.371,0.2984,6.6694
-46,169.3,-6.431,0.2994,6.7304
-46,169.3333333,-6.428,0.3001,6.7281
-46,169.3666667,-6.419,0.3004,6.7194
-46,169.4,-6.38,0.3003,6.6803
-46,169.4333333,-6.336,0.3001,6.6361
-46,169.4666667,-6.302,0.2998,6.6018
-46,169.5,-6.279,0.2996,6.5786
-46,169.5333333,-6.275,0.2993,6.5743
-46,169.5666667,-6.276,0.2992,6.5752
-46,169.6,-6.285,0.2991,6.5841
-46,169.6333333,-6.298,0.299,6.597
-46,169.6666667,-6.306,0.299,6.605
-46,169.7,-6.284,0.2989,6.5829
-46,169.7333333,-6.256,0.2987,6.5547
-46,169.7666667,-6.244,0.2985,6.5425
-46,169.8,-6.246,0.2981,6.5441
-46,169.8333333,-6.262,0.2977,6.5597
-46,169.8666667,-6.259,0.2972,6.5562
-46,169.9,-6.243,0.2966,6.5396
-46,169.9333333,-6.192,0.2961,6.4881
-46,169.9666667,-6.13,0.2955,6.4255
-46,170,-6.035,0.295,6.33
-46,170.0333333,-5.93,0.2944,6.2244
-46,170.0666667,-5.828,0.294,6.122
-46,170.1,-5.744,0.2935,6.0375
-46,170.1333333,-5.674,0.2931,5.9671
-46,170.1666667,-5.606,0.2927,5.8987
-46,170.2,-5.542,0.2924,5.8344
-46,170.2333333,-5.473,0.292,5.765
-46,170.2666667,-5.392,0.2917,5.6837
-46,170.3,-5.314,0.2915,5.6055
-46,170.3333333,-5.235,0.2912,5.5262
-46,170.3666667,-5.154,0.291,5.445
-46,170.4,-5.075,0.2908,5.3658
-46,170.4333333,-4.998,0.2906,5.2886
-46,170.4666667,-4.925,0.2905,5.2155
-46,170.5,-4.854,0.2903,5.1443
-46,170.5333333,-4.783,0.2902,5.0732
-46,170.5666667,-4.709,0.2901,4.9991
-46,170.6,-4.63,0.29,4.92
-46,170.6333333,-4.543,0.2899,4.8329
-46,170.6666667,-4.45,0.2898,4.7398
-46,170.7,-4.35,0.2897,4.6397
-46,170.7333333,-4.243,0.2897,4.5327
-46,170.7666667,-4.132,0.2896,4.4216
-46,170.8,-4.017,0.2896,4.3066
-46,170.8333333,-3.898,0.2895,4.1875
-46,170.8666667,-3.768,0.2895,4.0575
-46,170.9,-3.632,0.2895,3.9215
-46,170.9333333,-3.484,0.2894,3.7734
-46,170.9666667,-3.324,0.2894,3.6134
-46,171,-3.155,0.2894,3.4444
-46,171.0333333,-2.98,0.2894,3.2694
-46,171.0666667,-2.806,0.2894,3.0954
-46,171.1,-2.637,0.2894,2.9264
-46,171.1333333,-2.476,0.2894,2.7654
-46,171.1666667,-2.326,0.2894,2.6154
-45.96666667,166.3333333,-1.696,0.2251,1.9211
-45.96666667,166.3666667,-2.086,0.2251,2.3111
-45.96666667,166.4,-2.458,0.2251,2.6831
-45.96666667,166.4333333,-2.811,0.2251,3.0361
-45.96666667,166.4666667,-3.185,0.2251,3.4101
-45.96666667,166.5,-3.536,0.2251,3.7611
-45.96666667,166.5333333,-3.84,0.2251,4.0651
-45.96666667,166.5666667,-4.095,0.2251,4.3201
-45.96666667,166.6,-4.306,0.2251,4.5311
-45.96666667,166.6333333,-4.507,0.2251,4.7321
-45.96666667,166.6666667,-4.7,0.2251,4.9251
-45.96666667,166.7,-4.875,0.2251,5.1001
-45.96666667,166.7333333,-5.009,0.2251,5.2341
-45.96666667,166.7666667,-5.119,0.2251,5.3441
-45.96666667,166.8,-5.285,0.2251,5.5101
-45.96666667,166.8333333,-5.341,0.2251,5.5661
-45.96666667,166.8666667,-5.412,0.2251,5.6371
-45.96666667,166.9,-5.604,0.225,5.829
-45.96666667,166.9333333,-5.699,0.225,5.924
-45.96666667,166.9666667,-5.707,0.225,5.932
-45.96666667,167,-5.684,0.2249,5.9089
-45.96666667,167.0333333,-5.739,0.2249,5.9639
-45.96666667,167.0666667,-5.688,0.2248,5.9128
-45.96666667,167.1,-5.51,0.2248,5.7348
-45.96666667,167.1333333,-5.563,0.2247,5.7877
-45.96666667,167.1666667,-5.544,0.2246,5.7686
-45.96666667,167.2,-5.565,0.2245,5.7895
-45.96666667,167.2333333,-5.443,0.2245,5.6675
-45.96666667,167.2666667,-5.329,0.2244,5.5534
-45.96666667,167.3,-5.065,0.2243,5.2893
-45.96666667,167.3333333,-4.971,0.2242,5.1952
-45.96666667,167.3666667,-4.93,0.2241,5.1541
-45.96666667,167.4,-4.792,0.224,5.016
-45.96666667,167.4333333,-4.694,0.2239,4.9179
-45.96666667,167.4666667,-4.612,0.2239,4.8359
-45.96666667,167.5,-4.545,0.2238,4.7688
-45.96666667,167.5333333,-4.512,0.2238,4.7358
-45.96666667,167.5666667,-4.491,0.2238,4.7148
-45.96666667,167.6,-4.493,0.2238,4.7168
-45.96666667,167.6333333,-4.527,0.2239,4.7509
-45.96666667,167.6666667,-4.564,0.224,4.788
-45.96666667,167.7,-4.637,0.2243,4.8613
-45.96666667,167.7333333,-4.748,0.2245,4.9725
-45.96666667,167.7666667,-4.868,0.2249,5.0929
-45.96666667,167.8,-4.989,0.2253,5.2143
-45.96666667,167.8333333,-5.101,0.2258,5.3268
-45.96666667,167.8666667,-5.213,0.2263,5.4393
-45.96666667,167.9,-5.289,0.2269,5.5159
-45.96666667,167.9333333,-5.303,0.2274,5.5304
-45.96666667,167.9666667,-5.292,0.228,5.52
-45.96666667,168,-5.266,0.2285,5.4945
-45.96666667,168.0333333,-5.234,0.2288,5.4628
-45.96666667,168.0666667,-5.189,0.2291,5.4181
-45.96666667,168.1,-5.162,0.229,5.391
-45.96666667,168.1333333,-5.146,0.2287,5.3747
-45.96666667,168.1666667,-5.156,0.228,5.384
-45.96666667,168.2,-5.177,0.2266,5.4036
-45.96666667,168.2333333,-5.181,0.2243,5.4053
-45.96666667,168.2666667,-5.178,0.2207,5.3987
-45.96666667,168.3,-5.149,0.2155,5.3645
-45.96666667,168.3333333,-5.157,0.2103,5.3673
-45.96666667,168.3666667,-5.198,0.2141,5.4121
-45.96666667,168.4,-5.271,0.2239,5.4949
-45.96666667,168.4333333,-5.349,0.2348,5.5838
-45.96666667,168.4666667,-5.38,0.2438,5.6238
-45.96666667,168.5,-5.449,0.2515,5.7005
-45.96666667,168.5333333,-5.515,0.2583,5.7733
-45.96666667,168.5666667,-5.54,0.2645,5.8045
-45.96666667,168.6,-5.539,0.2702,5.8092
-45.96666667,168.6333333,-5.527,0.2754,5.8024
-45.96666667,168.6666667,-5.512,0.2801,5.7921
-45.96666667,168.7,-5.522,0.2844,5.8064
-45.96666667,168.7333333,-5.548,0.2877,5.8357
-45.96666667,168.7666667,-5.578,0.2883,5.8663
-45.96666667,168.8,-5.627,0.2818,5.9088
-45.96666667,168.8333333,-5.697,0.2908,5.9878
-45.96666667,168.8666667,-5.775,0.2876,6.0626
-45.96666667,168.9,-5.846,0.2845,6.1305
-45.96666667,168.9333333,-5.914,0.2839,6.1979
-45.96666667,168.9666667,-5.987,0.2835,6.2705
-45.96666667,169,-6.052,0.2835,6.3355
-45.96666667,169.0333333,-6.121,0.2841,6.4051
-45.96666667,169.0666667,-6.199,0.2854,6.4844
-45.96666667,169.1,-6.263,0.2872,6.5502
-45.96666667,169.1333333,-6.327,0.2891,6.6161
-45.96666667,169.1666667,-6.375,0.2909,6.6659
-45.96666667,169.2,-6.419,0.2925,6.7115
-45.96666667,169.2333333,-6.452,0.294,6.746
-45.96666667,169.2666667,-6.511,0.2953,6.8063
-45.96666667,169.3,-6.608,0.2963,6.9043
-45.96666667,169.3333333,-6.642,0.297,6.939
-45.96666667,169.3666667,-6.625,0.2974,6.9224
-45.96666667,169.4,-6.599,0.2976,6.8966
-45.96666667,169.4333333,-6.533,0.2977,6.8307
-45.96666667,169.4666667,-6.477,0.2976,6.7746
-45.96666667,169.5,-6.447,0.2975,6.7445
-45.96666667,169.5333333,-6.434,0.2974,6.7314
-45.96666667,169.5666667,-6.434,0.2974,6.7314
-45.96666667,169.6,-6.424,0.2973,6.7213
-45.96666667,169.6333333,-6.429,0.2973,6.7263
-45.96666667,169.6666667,-6.447,0.2973,6.7443
-45.96666667,169.7,-6.44,0.2972,6.7372
-45.96666667,169.7333333,-6.42,0.2971,6.7171
-45.96666667,169.7666667,-6.414,0.2969,6.7109
-45.96666667,169.8,-6.406,0.2966,6.7026
-45.96666667,169.8333333,-6.426,0.2962,6.7222
-45.96666667,169.8666667,-6.465,0.2958,6.7608
-45.96666667,169.9,-6.46,0.2954,6.7554
