Lat,Long,Geoid2016,OTP64,OTP64_NZVD16
-36.76666667,175.9333333,-34.641,0.0895,34.7305
-36.76666667,175.9666667,-34.585,0.0895,34.6745
-36.73333333,171.7333333,-28.564,0.0773,28.6413
-36.73333333,171.7666667,-28.622,0.0773,28.6993
-36.73333333,171.8,-28.675,0.0773,28.7523
-36.73333333,171.8333333,-28.721,0.0773,28.7983
-36.73333333,171.8666667,-28.758,0.0773,28.8353
-36.73333333,171.9,-28.788,0.0773,28.8653
-36.73333333,171.9333333,-28.819,0.0773,28.8963
-36.73333333,171.9666667,-28.848,0.0773,28.9253
-36.73333333,172,-28.878,0.0773,28.9553
-36.73333333,172.0333333,-28.913,0.0773,28.9903
-36.73333333,172.0666667,-28.953,0.0773,29.0303
-36.73333333,172.1,-28.993,0.0773,29.0703
-36.73333333,172.1333333,-29.031,0.0773,29.1083
-36.73333333,172.1666667,-29.068,0.0773,29.1453
-36.73333333,172.2,-29.101,0.0773,29.1783
-36.73333333,172.2333333,-29.131,0.0773,29.2083
-36.73333333,172.2666667,-29.171,0.0773,29.2483
-36.73333333,172.3,-29.212,0.0773,29.2893
-36.73333333,172.3333333,-29.262,0.0741,29.3361
-36.73333333,172.3666667,-29.323,0.0741,29.3971
-36.73333333,172.4,-29.387,0.0742,29.4612
-36.73333333,172.4333333,-29.455,0.0743,29.5293
-36.73333333,172.4666667,-29.523,0.0744,29.5974
-36.73333333,172.5,-29.589,0.0746,29.6636
-36.73333333,172.5333333,-29.645,0.0748,29.7198
-36.73333333,172.5666667,-29.694,0.075,29.769
-36.73333333,172.6,-29.739,0.0753,29.8143
-36.73333333,172.6333333,-29.782,0.0755,29.8575
-36.73333333,172.6666667,-29.826,0.0759,29.9019
-36.73333333,172.7,-29.874,0.0762,29.9502
-36.73333333,172.7333333,-29.926,0.0766,30.0026
-36.73333333,172.7666667,-29.982,0.0769,30.0589
-36.73333333,172.8,-30.042,0.0774,30.1194
-36.73333333,172.8333333,-30.107,0.0778,30.1848
-36.73333333,172.8666667,-30.171,0.0783,30.2493
-36.73333333,172.9,-30.232,0.0787,30.3107
-36.73333333,172.9333333,-30.291,0.0792,30.3702
-36.73333333,172.9666667,-30.348,0.0798,30.4278
-36.73333333,173,-30.406,0.0803,30.4863
-36.73333333,173.0333333,-30.469,0.0809,30.5499
-36.73333333,173.0666667,-30.538,0.0814,30.6194
-36.73333333,173.1,-30.616,0.082,30.698
-36.73333333,173.1333333,-30.694,0.0826,30.7766
-36.73333333,173.1666667,-30.774,0.0832,30.8572
-36.73333333,173.2,-30.853,0.0838,30.9368
-36.73333333,173.2333333,-30.93,0.0845,31.0145
-36.73333333,173.2666667,-31.007,0.0851,31.0921
-36.73333333,173.3,-31.084,0.0858,31.1698
-36.73333333,173.3333333,-31.163,0.0864,31.2494
-36.73333333,173.3666667,-31.243,0.0871,31.3301
-36.73333333,173.4,-31.324,0.0877,31.4117
-36.73333333,173.4333333,-31.401,0.0884,31.4894
-36.73333333,173.4666667,-31.48,0.089,31.569
-36.73333333,173.5,-31.561,0.0897,31.6507
-36.73333333,173.5333333,-31.646,0.0903,31.7363
-36.73333333,173.5666667,-31.737,0.0909,31.8279
-36.73333333,173.6,-31.828,0.0915,31.9195
-36.73333333,173.6333333,-31.923,0.0921,32.0151
-36.73333333,173.6666667,-32.019,0.0927,32.1117
-36.73333333,173.7,-32.119,0.0932,32.2122
-36.73333333,173.7333333,-32.22,0.0937,32.3137
-36.73333333,173.7666667,-32.325,0.0942,32.4192
-36.73333333,173.8,-32.438,0.0946,32.5326
-36.73333333,173.8333333,-32.555,0.095,32.65
-36.73333333,173.8666667,-32.683,0.0954,32.7784
-36.73333333,173.9,-32.822,0.0957,32.9177
-36.73333333,173.9333333,-32.946,0.096,33.042
-36.73333333,173.9666667,-33.07,0.0962,33.1662
-36.73333333,174,-33.178,0.0964,33.2744
-36.73333333,174.0333333,-33.268,0.0966,33.3646
-36.73333333,174.0666667,-33.342,0.0967,33.4387
-36.73333333,174.1,-33.413,0.0968,33.5098
-36.73333333,174.1333333,-33.48,0.0968,33.5768
-36.73333333,174.1666667,-33.545,0.0968,33.6418
-36.73333333,174.2,-33.609,0.0967,33.7057
-36.73333333,174.2333333,-33.67,0.0966,33.7666
-36.73333333,174.2666667,-33.736,0.0965,33.8325
-36.73333333,174.3,-33.802,0.0964,33.8984
-36.73333333,174.3333333,-33.871,0.0962,33.9672
-36.73333333,174.3666667,-33.948,0.096,34.044
-36.73333333,174.4,-34.036,0.0958,34.1318
-36.73333333,174.4333333,-34.115,0.0956,34.2106
-36.73333333,174.4666667,-34.216,0.0954,34.3114
-36.73333333,174.5,-34.301,0.0952,34.3962
-36.73333333,174.5333333,-34.393,0.095,34.488
-36.73333333,174.5666667,-34.488,0.0947,34.5827
-36.73333333,174.6,-34.578,0.0945,34.6725
-36.73333333,174.6333333,-34.661,0.0943,34.7553
-36.73333333,174.6666667,-34.742,0.0941,34.8361
-36.73333333,174.7,-34.803,0.0939,34.8969
-36.73333333,174.7333333,-34.856,0.0936,34.9496
-36.73333333,174.7666667,-34.875,0.0934,34.9684
-36.73333333,174.8,-34.898,0.0932,34.9912
-36.73333333,174.8333333,-34.913,0.093,35.006
-36.73333333,174.8666667,-34.929,0.0928,35.0218
-36.73333333,174.9,-34.946,0.0926,35.0386
-36.73333333,174.9333333,-34.964,0.0924,35.0564
-36.73333333,174.9666667,-34.99,0.0923,35.0823
-36.73333333,175,-35.013,0.0921,35.1051
-36.73333333,175.0333333,-35.04,0.0919,35.1319
-36.73333333,175.0666667,-35.063,0.0917,35.1547
-36.73333333,175.1,-35.079,0.0916,35.1706
-36.73333333,175.1333333,-35.093,0.0914,35.1844
-36.73333333,175.1666667,-35.098,0.0913,35.1893
-36.73333333,175.2,-35.094,0.0911,35.1851
-36.73333333,175.2333333,-35.086,0.091,35.177
-36.73333333,175.2666667,-35.085,0.0908,35.1758
-36.73333333,175.3,-35.098,0.0907,35.1887
-36.73333333,175.3333333,-35.124,0.0906,35.2146
-36.73333333,175.3666667,-35.172,0.0905,35.2625
-36.73333333,175.4,-35.232,0.0904,35.3224
-36.73333333,175.4333333,-35.293,0.0903,35.3833
-36.73333333,175.4666667,-35.354,0.0902,35.4442
-36.73333333,175.5,-35.409,0.0901,35.4991
-36.73333333,175.5333333,-35.452,0.09,35.542
-36.73333333,175.5666667,-35.425,0.0899,35.5149
-36.73333333,175.6,-35.364,0.0898,35.4538
-36.73333333,175.6333333,-35.308,0.0898,35.3978
-36.73333333,175.6666667,-35.266,0.0897,35.3557
-36.73333333,175.7,-35.232,0.0897,35.3217
-36.73333333,175.7333333,-35.186,0.0896,35.2756
-36.73333333,175.7666667,-35.136,0.0896,35.2256
-36.73333333,175.8,-35.067,0.0895,35.1565
-36.73333333,175.8333333,-34.983,0.0895,35.0725
-36.73333333,175.8666667,-34.9,0.0895,34.9895
-36.73333333,175.9,-34.826,0.0895,34.9155
-36.73333333,175.9333333,-34.759,0.0895,34.8485
-36.73333333,175.9666667,-34.701,0.0895,34.7905
-36.7,171.7333333,-28.682,0.0773,28.7593
-36.7,171.7666667,-28.745,0.0773,28.8223
-36.7,171.8,-28.798,0.0773,28.8753
-36.7,171.8333333,-28.842,0.0773,28.9193
-36.7,171.8666667,-28.874,0.0773,28.9513
-36.7,171.9,-28.902,0.0773,28.9793
-36.7,171.9333333,-28.928,0.0773,29.0053
-36.7,171.9666667,-28.953,0.0773,29.0303
-36.7,172,-28.98,0.0773,29.0573
-36.7,172.0333333,-29.012,0.0773,29.0893
-36.7,172.0666667,-29.047,0.0773,29.1243
-36.7,172.1,-29.082,0.0773,29.1593
-36.7,172.1333333,-29.119,0.0773,29.1963
-36.7,172.1666667,-29.155,0.0773,29.2323
-36.7,172.2,-29.19,0.0773,29.2673
-36.7,172.2333333,-29.232,0.0773,29.3093
-36.7,172.2666667,-29.275,0.0773,29.3523
-36.7,172.3,-29.325,0.0773,29.4023
-36.7,172.3333333,-29.379,0.0737,29.4527
-36.7,172.3666667,-29.438,0.0738,29.5118
-36.7,172.4,-29.5,0.0738,29.5738
-36.7,172.4333333,-29.565,0.0739,29.6389
-36.7,172.4666667,-29.633,0.074,29.707
-36.7,172.5,-29.698,0.0742,29.7722
-36.7,172.5333333,-29.757,0.0744,29.8314
-36.7,172.5666667,-29.808,0.0746,29.8826
-36.7,172.6,-29.854,0.0749,29.9289
-36.7,172.6333333,-29.898,0.0752,29.9732
-36.7,172.6666667,-29.941,0.0755,30.0165
-36.7,172.7,-29.989,0.0758,30.0648
-36.7,172.7333333,-30.042,0.0762,30.1182
-36.7,172.7666667,-30.099,0.0766,30.1756
-36.7,172.8,-30.159,0.077,30.236
-36.7,172.8333333,-30.221,0.0775,30.2985
-36.7,172.8666667,-30.282,0.078,30.36
-36.7,172.9,-30.342,0.0784,30.4204
-36.7,172.9333333,-30.4,0.079,30.479
-36.7,172.9666667,-30.457,0.0795,30.5365
-36.7,173,-30.519,0.08,30.599
-36.7,173.0333333,-30.59,0.0806,30.6706
-36.7,173.0666667,-30.665,0.0812,30.7462
-36.7,173.1,-30.748,0.0818,30.8298
-36.7,173.1333333,-30.831,0.0824,30.9134
-36.7,173.1666667,-30.913,0.0831,30.9961
-36.7,173.2,-30.992,0.0837,31.0757
-36.7,173.2333333,-31.069,0.0844,31.1534
-36.7,173.2666667,-31.145,0.085,31.23
-36.7,173.3,-31.222,0.0857,31.3077
-36.7,173.3333333,-31.298,0.0864,31.3844
-36.7,173.3666667,-31.376,0.0871,31.4631
-36.7,173.4,-31.452,0.0877,31.5397
-36.7,173.4333333,-31.53,0.0884,31.6184
-36.7,173.4666667,-31.609,0.0891,31.6981
-36.7,173.5,-31.694,0.0898,31.7838
-36.7,173.5333333,-31.783,0.0904,31.8734
-36.7,173.5666667,-31.878,0.0911,31.9691
-36.7,173.6,-31.976,0.0917,32.0677
-36.7,173.6333333,-32.073,0.0924,32.1654
-36.7,173.6666667,-32.171,0.0929,32.2639
-36.7,173.7,-32.271,0.0935,32.3645
-36.7,173.7333333,-32.372,0.094,32.466
-36.7,173.7666667,-32.475,0.0946,32.5696
-36.7,173.8,-32.579,0.095,32.674
-36.7,173.8333333,-32.689,0.0954,32.7844
-36.7,173.8666667,-32.808,0.0958,32.9038
-36.7,173.9,-32.932,0.0962,33.0282
-36.7,173.9333333,-33.049,0.0965,33.1455
-36.7,173.9666667,-33.161,0.0967,33.2577
-36.7,174,-33.254,0.0969,33.3509
-36.7,174.0333333,-33.331,0.0971,33.4281
-36.7,174.0666667,-33.401,0.0972,33.4982
-36.7,174.1,-33.467,0.0972,33.5642
-36.7,174.1333333,-33.534,0.0972,33.6312
-36.7,174.1666667,-33.603,0.0972,33.7002
-36.7,174.2,-33.673,0.0971,33.7701
-36.7,174.2333333,-33.744,0.097,33.841
-36.7,174.2666667,-33.816,0.0968,33.9128
-36.7,174.3,-33.892,0.0967,33.9887
-36.7,174.3333333,-33.972,0.0965,34.0685
-36.7,174.3666667,-34.062,0.0963,34.1583
-36.7,174.4,-34.152,0.096,34.248
-36.7,174.4333333,-34.237,0.0958,34.3328
-36.7,174.4666667,-34.346,0.0956,34.4416
-36.7,174.5,-34.442,0.0953,34.5373
-36.7,174.5333333,-34.54,0.0951,34.6351
-36.7,174.5666667,-34.631,0.0948,34.7258
-36.7,174.6,-34.721,0.0946,34.8156
-36.7,174.6333333,-34.794,0.0944,34.8884
-36.7,174.6666667,-34.868,0.0941,34.9621
-36.7,174.7,-34.917,0.0939,35.0109
-36.7,174.7333333,-34.952,0.0937,35.0457
-36.7,174.7666667,-34.973,0.0935,35.0665
-36.7,174.8,-34.994,0.0932,35.0872
-36.7,174.8333333,-35.01,0.093,35.103
-36.7,174.8666667,-35.03,0.0928,35.1228
-36.7,174.9,-35.051,0.0926,35.1436
-36.7,174.9333333,-35.07,0.0924,35.1624
-36.7,174.9666667,-35.088,0.0922,35.1802
-36.7,175,-35.109,0.092,35.201
-36.7,175.0333333,-35.124,0.0919,35.2159
-36.7,175.0666667,-35.138,0.0917,35.2297
-36.7,175.1,-35.151,0.0915,35.2425
-36.7,175.1333333,-35.158,0.0914,35.2494
-36.7,175.1666667,-35.161,0.0912,35.2522
-36.7,175.2,-35.16,0.091,35.251
-36.7,175.2333333,-35.158,0.0909,35.2489
-36.7,175.2666667,-35.166,0.0908,35.2568
-36.7,175.3,-35.187,0.0906,35.2776
-36.7,175.3333333,-35.22,0.0905,35.3105
-36.7,175.3666667,-35.271,0.0904,35.3614
-36.7,175.4,-35.34,0.0903,35.4303
-36.7,175.4333333,-35.411,0.0902,35.5012
-36.7,175.4666667,-35.512,0.0901,35.6021
-36.7,175.5,-35.556,0.09,35.646
-36.7,175.5333333,-35.52,0.0899,35.6099
-36.7,175.5666667,-35.497,0.0898,35.5868
-36.7,175.6,-35.439,0.0897,35.5287
-36.7,175.6333333,-35.389,0.0897,35.4787
-36.7,175.6666667,-35.35,0.0896,35.4396
-36.7,175.7,-35.319,0.0896,35.4086
-36.7,175.7333333,-35.287,0.0895,35.3765
-36.7,175.7666667,-35.239,0.0895,35.3285
-36.7,175.8,-35.181,0.0894,35.2704
-36.7,175.8333333,-35.106,0.0894,35.1954
-36.7,175.8666667,-35.026,0.0894,35.1154
-36.7,175.9,-34.948,0.0894,35.0374
-36.7,175.9333333,-34.879,0.0894,34.9684
-36.7,175.9666667,-34.817,0.0893,34.9063
-36.66666667,171.7333333,-28.807,0.0773,28.8843
-36.66666667,171.7666667,-28.869,0.0773,28.9463
-36.66666667,171.8,-28.922,0.0773,28.9993
-36.66666667,171.8333333,-28.963,0.0773,29.0403
-36.66666667,171.8666667,-28.991,0.0773,29.0683
-36.66666667,171.9,-29.013,0.0773,29.0903
-36.66666667,171.9333333,-29.034,0.0773,29.1113
-36.66666667,171.9666667,-29.055,0.0773,29.1323
-36.66666667,172,-29.078,0.0773,29.1553
-36.66666667,172.0333333,-29.105,0.0773,29.1823
-36.66666667,172.0666667,-29.136,0.0773,29.2133
-36.66666667,172.1,-29.17,0.0773,29.2473
-36.66666667,172.1333333,-29.206,0.0773,29.2833
-36.66666667,172.1666667,-29.246,0.0773,29.3233
-36.66666667,172.2,-29.288,0.0773,29.3653
-36.66666667,172.2333333,-29.336,0.0773,29.4133
-36.66666667,172.2666667,-29.388,0.0773,29.4653
-36.66666667,172.3,-29.443,0.0773,29.5203
-36.66666667,172.3333333,-29.497,0.0733,29.5703
-36.66666667,172.3666667,-29.556,0.0734,29.6294
-36.66666667,172.4,-29.615,0.0734,29.6884
-36.66666667,172.4333333,-29.677,0.0735,29.7505
-36.66666667,172.4666667,-29.741,0.0736,29.8146
-36.66666667,172.5,-29.805,0.0738,29.8788
-36.66666667,172.5333333,-29.864,0.074,29.938
-36.66666667,172.5666667,-29.917,0.0742,29.9912
-36.66666667,172.6,-29.963,0.0745,30.0375
-36.66666667,172.6333333,-30.007,0.0748,30.0818
-36.66666667,172.6666667,-30.052,0.0751,30.1271
-36.66666667,172.7,-30.102,0.0755,30.1775
-36.66666667,172.7333333,-30.157,0.0758,30.2328
-36.66666667,172.7666667,-30.215,0.0763,30.2913
-36.66666667,172.8,-30.275,0.0767,30.3517
-36.66666667,172.8333333,-30.338,0.0771,30.4151
-36.66666667,172.8666667,-30.398,0.0776,30.4756
-36.66666667,172.9,-30.457,0.0781,30.5351
-36.66666667,172.9333333,-30.515,0.0786,30.5936
-36.66666667,172.9666667,-30.574,0.0792,30.6532
-36.66666667,173,-30.639,0.0798,30.7188
-36.66666667,173.0333333,-30.713,0.0804,30.7934
-36.66666667,173.0666667,-30.795,0.081,30.876
-36.66666667,173.1,-30.881,0.0816,30.9626
-36.66666667,173.1333333,-30.967,0.0822,31.0492
-36.66666667,173.1666667,-31.049,0.0829,31.1319
-36.66666667,173.2,-31.127,0.0835,31.2105
-36.66666667,173.2333333,-31.203,0.0842,31.2872
-36.66666667,173.2666667,-31.277,0.0849,31.3619
-36.66666667,173.3,-31.351,0.0856,31.4366
-36.66666667,173.3333333,-31.425,0.0863,31.5113
-36.66666667,173.3666667,-31.499,0.0871,31.5861
-36.66666667,173.4,-31.574,0.0878,31.6618
-36.66666667,173.4333333,-31.652,0.0885,31.7405
-36.66666667,173.4666667,-31.735,0.0892,31.8242
-36.66666667,173.5,-31.824,0.0899,31.9139
-36.66666667,173.5333333,-31.92,0.0906,32.0106
-36.66666667,173.5666667,-32.019,0.0913,32.1103
-36.66666667,173.6,-32.119,0.092,32.211
-36.66666667,173.6333333,-32.219,0.0926,32.3116
-36.66666667,173.6666667,-32.318,0.0933,32.4113
-36.66666667,173.7,-32.417,0.0939,32.5109
-36.66666667,173.7333333,-32.516,0.0944,32.6104
-36.66666667,173.7666667,-32.617,0.095,32.712
-36.66666667,173.8,-32.72,0.0955,32.8155
-36.66666667,173.8333333,-32.826,0.0959,32.9219
-36.66666667,173.8666667,-32.939,0.0963,33.0353
-36.66666667,173.9,-33.051,0.0967,33.1477
-36.66666667,173.9333333,-33.161,0.097,33.258
-36.66666667,173.9666667,-33.26,0.0972,33.3572
-36.66666667,174,-33.345,0.0974,33.4424
-36.66666667,174.0333333,-33.416,0.0976,33.5136
-36.66666667,174.0666667,-33.481,0.0977,33.5787
-36.66666667,174.1,-33.545,0.0977,33.6427
-36.66666667,174.1333333,-33.614,0.0977,33.7117
-36.66666667,174.1666667,-33.687,0.0976,33.7846
-36.66666667,174.2,-33.763,0.0975,33.8605
-36.66666667,174.2333333,-33.838,0.0974,33.9354
-36.66666667,174.2666667,-33.915,0.0972,34.0122
-36.66666667,174.3,-33.997,0.097,34.094
-36.66666667,174.3333333,-34.086,0.0968,34.1828
-36.66666667,174.3666667,-34.181,0.0965,34.2775
-36.66666667,174.4,-34.267,0.0963,34.3633
-36.66666667,174.4333333,-34.363,0.096,34.459
-36.66666667,174.4666667,-34.471,0.0957,34.5667
-36.66666667,174.5,-34.575,0.0955,34.6705
-36.66666667,174.5333333,-34.673,0.0952,34.7682
-36.66666667,174.5666667,-34.766,0.0949,34.8609
-36.66666667,174.6,-34.851,0.0947,34.9457
-36.66666667,174.6333333,-34.918,0.0944,35.0124
-36.66666667,174.6666667,-34.978,0.0942,35.0722
-36.66666667,174.7,-35.017,0.0939,35.1109
-36.66666667,174.7333333,-35.046,0.0937,35.1397
-36.66666667,174.7666667,-35.07,0.0935,35.1635
-36.66666667,174.8,-35.093,0.0932,35.1862
-36.66666667,174.8333333,-35.115,0.093,35.208
-36.66666667,174.8666667,-35.14,0.0928,35.2328
-36.66666667,174.9,-35.161,0.0926,35.2536
-36.66666667,174.9333333,-35.179,0.0924,35.2714
-36.66666667,174.9666667,-35.192,0.0922,35.2842
-36.66666667,175,-35.2,0.092,35.292
-36.66666667,175.0333333,-35.207,0.0918,35.2988
-36.66666667,175.0666667,-35.213,0.0916,35.3046
-36.66666667,175.1,-35.218,0.0915,35.3095
-36.66666667,175.1333333,-35.222,0.0913,35.3133
-36.66666667,175.1666667,-35.225,0.0911,35.3161
-36.66666667,175.2,-35.228,0.091,35.319
-36.66666667,175.2333333,-35.233,0.0908,35.3238
-36.66666667,175.2666667,-35.248,0.0907,35.3387
-36.66666667,175.3,-35.277,0.0905,35.3675
-36.66666667,175.3333333,-35.319,0.0904,35.4094
-36.66666667,175.3666667,-35.378,0.0903,35.4683
-36.66666667,175.4,-35.444,0.0902,35.5342
-36.66666667,175.4333333,-35.513,0.0901,35.6031
-36.66666667,175.4666667,-35.59,0.09,35.68
-36.66666667,175.5,-35.64,0.0899,35.7299
-36.66666667,175.5333333,-35.596,0.0898,35.6858
-36.66666667,175.5666667,-35.554,0.0897,35.6437
-36.66666667,175.6,-35.504,0.0896,35.5936
-36.66666667,175.6333333,-35.461,0.0896,35.5506
-36.66666667,175.6666667,-35.425,0.0895,35.5145
-36.66666667,175.7,-35.401,0.0894,35.4904
-36.66666667,175.7333333,-35.373,0.0894,35.4624
-36.66666667,175.7666667,-35.334,0.0894,35.4234
-36.66666667,175.8,-35.283,0.0893,35.3723
-36.66666667,175.8333333,-35.221,0.0893,35.3103
-36.66666667,175.8666667,-35.145,0.0893,35.2343
-36.66666667,175.9,-35.072,0.0893,35.1613
-36.66666667,175.9333333,-35.001,0.0892,35.0902
-36.66666667,175.9666667,-34.935,0.0892,35.0242
-36.63333333,171.7333333,-28.929,0.0773,29.0063
-36.63333333,171.7666667,-28.987,0.0773,29.0643
-36.63333333,171.8,-29.036,0.0773,29.1133
-36.63333333,171.8333333,-29.073,0.0773,29.1503
-36.63333333,171.8666667,-29.097,0.0773,29.1743
-36.63333333,171.9,-29.113,0.0773,29.1903
-36.63333333,171.9333333,-29.129,0.0773,29.2063
-36.63333333,171.9666667,-29.143,0.0773,29.2203
-36.63333333,172,-29.161,0.0773,29.2383
-36.63333333,172.0333333,-29.184,0.0773,29.2613
-36.63333333,172.0666667,-29.216,0.0773,29.2933
-36.63333333,172.1,-29.251,0.0773,29.3283
-36.63333333,172.1333333,-29.294,0.0773,29.3713
-36.63333333,172.1666667,-29.339,0.0773,29.4163
-36.63333333,172.2,-29.39,0.0773,29.4673
-36.63333333,172.2333333,-29.442,0.0773,29.5193
-36.63333333,172.2666667,-29.497,0.0773,29.5743
-36.63333333,172.3,-29.552,0.0773,29.6293
-36.63333333,172.3333333,-29.609,0.0729,29.6819
-36.63333333,172.3666667,-29.667,0.0729,29.7399
-36.63333333,172.4,-29.725,0.073,29.798
-36.63333333,172.4333333,-29.785,0.0731,29.8581
-36.63333333,172.4666667,-29.847,0.0732,29.9202
-36.63333333,172.5,-29.906,0.0734,29.9794
-36.63333333,172.5333333,-29.962,0.0736,30.0356
-36.63333333,172.5666667,-30.013,0.0738,30.0868
-36.63333333,172.6,-30.061,0.0741,30.1351
-36.63333333,172.6333333,-30.109,0.0744,30.1834
-36.63333333,172.6666667,-30.158,0.0747,30.2327
-36.63333333,172.7,-30.212,0.0751,30.2871
-36.63333333,172.7333333,-30.269,0.0755,30.3445
-36.63333333,172.7666667,-30.33,0.0759,30.4059
-36.63333333,172.8,-30.393,0.0763,30.4693
-36.63333333,172.8333333,-30.456,0.0768,30.5328
-36.63333333,172.8666667,-30.517,0.0773,30.5943
-36.63333333,172.9,-30.576,0.0778,30.6538
-36.63333333,172.9333333,-30.635,0.0783,30.7133
-36.63333333,172.9666667,-30.698,0.0789,30.7769
-36.63333333,173,-30.765,0.0795,30.8445
-36.63333333,173.0333333,-30.843,0.0801,30.9231
-36.63333333,173.0666667,-30.925,0.0807,31.0057
-36.63333333,173.1,-31.012,0.0813,31.0933
-36.63333333,173.1333333,-31.099,0.082,31.181
-36.63333333,173.1666667,-31.182,0.0827,31.2647
-36.63333333,173.2,-31.258,0.0834,31.3414
-36.63333333,173.2333333,-31.33,0.0841,31.4141
-36.63333333,173.2666667,-31.401,0.0848,31.4858
-36.63333333,173.3,-31.47,0.0855,31.5555
-36.63333333,173.3333333,-31.541,0.0863,31.6273
-36.63333333,173.3666667,-31.614,0.087,31.701
-36.63333333,173.4,-31.69,0.0878,31.7778
-36.63333333,173.4333333,-31.769,0.0886,31.8576
-36.63333333,173.4666667,-31.856,0.0893,31.9453
-36.63333333,173.5,-31.95,0.0901,32.0401
-36.63333333,173.5333333,-32.05,0.0908,32.1408
-36.63333333,173.5666667,-32.152,0.0915,32.2435
-36.63333333,173.6,-32.256,0.0922,32.3482
-36.63333333,173.6333333,-32.356,0.0929,32.4489
-36.63333333,173.6666667,-32.456,0.0936,32.5496
-36.63333333,173.7,-32.556,0.0943,32.6503
-36.63333333,173.7333333,-32.658,0.0949,32.7529
-36.63333333,173.7666667,-32.762,0.0954,32.8574
-36.63333333,173.8,-32.867,0.0959,32.9629
-36.63333333,173.8333333,-32.974,0.0964,33.0704
-36.63333333,173.8666667,-33.084,0.0969,33.1809
-36.63333333,173.9,-33.191,0.0972,33.2882
-36.63333333,173.9333333,-33.293,0.0975,33.3905
-36.63333333,173.9666667,-33.383,0.0978,33.4808
-36.63333333,174,-33.461,0.098,33.559
-36.63333333,174.0333333,-33.528,0.0981,33.6261
-36.63333333,174.0666667,-33.591,0.0982,33.6892
-36.63333333,174.1,-33.656,0.0982,33.7542
-36.63333333,174.1333333,-33.726,0.0982,33.8242
-36.63333333,174.1666667,-33.801,0.0981,33.8991
-36.63333333,174.2,-33.877,0.098,33.975
-36.63333333,174.2333333,-33.954,0.0978,34.0518
-36.63333333,174.2666667,-34.035,0.0976,34.1326
-36.63333333,174.3,-34.121,0.0973,34.2183
-36.63333333,174.3333333,-34.216,0.0971,34.3131
-36.63333333,174.3666667,-34.299,0.0968,34.3958
-36.63333333,174.4,-34.394,0.0965,34.4905
-36.63333333,174.4333333,-34.494,0.0962,34.5902
-36.63333333,174.4666667,-34.605,0.0959,34.7009
-36.63333333,174.5,-34.708,0.0956,34.8036
-36.63333333,174.5333333,-34.803,0.0953,34.8983
-36.63333333,174.5666667,-34.893,0.095,34.988
-36.63333333,174.6,-34.968,0.0947,35.0627
-36.63333333,174.6333333,-35.032,0.0945,35.1265
-36.63333333,174.6666667,-35.077,0.0942,35.1712
-36.63333333,174.7,-35.112,0.094,35.206
-36.63333333,174.7333333,-35.141,0.0937,35.2347
-36.63333333,174.7666667,-35.166,0.0935,35.2595
-36.63333333,174.8,-35.195,0.0932,35.2882
-36.63333333,174.8333333,-35.224,0.093,35.317
-36.63333333,174.8666667,-35.249,0.0928,35.3418
-36.63333333,174.9,-35.268,0.0926,35.3606
-36.63333333,174.9333333,-35.282,0.0924,35.3744
-36.63333333,174.9666667,-35.291,0.0921,35.3831
-36.63333333,175,-35.291,0.0919,35.3829
-36.63333333,175.0333333,-35.291,0.0918,35.3828
-36.63333333,175.0666667,-35.292,0.0916,35.3836
-36.63333333,175.1,-35.294,0.0914,35.3854
-36.63333333,175.1333333,-35.298,0.0912,35.3892
-36.63333333,175.1666667,-35.303,0.0911,35.3941
-36.63333333,175.2,-35.312,0.0909,35.4029
-36.63333333,175.2333333,-35.327,0.0907,35.4177
-36.63333333,175.2666667,-35.355,0.0906,35.4456
-36.63333333,175.3,-35.389,0.0905,35.4795
-36.63333333,175.3333333,-35.443,0.0903,35.5333
-36.63333333,175.3666667,-35.506,0.0902,35.5962
-36.63333333,175.4,-35.564,0.0901,35.6541
-36.63333333,175.4333333,-35.619,0.09,35.709
-36.63333333,175.4666667,-35.666,0.0899,35.7559
-36.63333333,175.5,-35.706,0.0898,35.7958
-36.63333333,175.5333333,-35.67,0.0897,35.7597
-36.63333333,175.5666667,-35.63,0.0896,35.7196
-36.63333333,175.6,-35.574,0.0895,35.6635
-36.63333333,175.6333333,-35.536,0.0895,35.6255
-36.63333333,175.6666667,-35.506,0.0894,35.5954
-36.63333333,175.7,-35.486,0.0893,35.5753
-36.63333333,175.7333333,-35.464,0.0893,35.5533
-36.63333333,175.7666667,-35.433,0.0892,35.5222
-36.63333333,175.8,-35.393,0.0892,35.4822
-36.63333333,175.8333333,-35.335,0.0892,35.4242
-36.63333333,175.8666667,-35.267,0.0892,35.3562
-36.63333333,175.9,-35.197,0.0891,35.2861
-36.63333333,175.9333333,-35.128,0.0891,35.2171
-36.63333333,175.9666667,-35.058,0.0891,35.1471
-36.6,171.7333333,-29.048,0.0773,29.1253
-36.6,171.7666667,-29.098,0.0773,29.1753
-36.6,171.8,-29.141,0.0773,29.2183
-36.6,171.8333333,-29.172,0.0773,29.2493
-36.6,171.8666667,-29.189,0.0773,29.2663
-36.6,171.9,-29.201,0.0773,29.2783
-36.6,171.9333333,-29.206,0.0773,29.2833
-36.6,171.9666667,-29.218,0.0773,29.2953
-36.6,172,-29.233,0.0773,29.3103
-36.6,172.0333333,-29.259,0.0773,29.3363
-36.6,172.0666667,-29.293,0.0773,29.3703
