Lat,Long,Geoid2016,AUK46,AUCK46_NZVD2016
-38.36666667,176.0666667,-28.428,0.3003,28.7283
-38.36666667,176.1,-28.392,0.3003,28.6923
-38.36666667,176.1333333,-28.338,0.3003,28.6383
-38.36666667,176.1666667,-28.252,0.3003,28.5523
-38.36666667,176.2,-28.207,0.3003,28.5073
-38.36666667,176.2333333,-28.176,0.3003,28.4763
-38.36666667,176.2666667,-28.136,0.3003,28.4363
-38.36666667,176.3,-28.049,0.3003,28.3493
-38.36666667,176.3333333,-27.967,0.3003,28.2673
-38.36666667,176.3666667,-27.895,0.3003,28.1953
-38.36666667,176.4,-27.855,0.3003,28.1553
-38.36666667,176.4333333,-27.822,0.3003,28.1223
-38.36666667,176.4666667,-27.779,0.3003,28.0793
-38.36666667,176.5,-27.727,0.3002,28.0272
-38.36666667,176.5333333,-27.654,0.3002,27.9542
-38.36666667,176.5666667,-27.547,0.3002,27.8472
-38.36666667,176.6,-27.422,0.3002,27.7222
-38.36666667,176.6333333,-27.269,0.3002,27.5692
-38.36666667,176.6666667,-27.089,0.3002,27.3892
-38.36666667,176.7,-26.894,0.3002,27.1942
-38.36666667,176.7333333,-26.715,0.3002,27.0152
-38.36666667,176.7666667,-26.577,0.3002,26.8772
-38.36666667,176.8,-26.485,0.3002,26.7852
-38.36666667,176.8333333,-26.457,0.3002,26.7572
-38.36666667,176.8666667,-26.476,0.3002,26.7762
-38.36666667,176.9,-26.385,0.3002,26.6852
-38.36666667,176.9333333,-26.254,0.3001,26.5541
-38.36666667,176.9666667,-26.077,0.3001,26.3771
-38.36666667,177,-25.907,0.3001,26.2071
-38.36666667,177.0333333,-25.798,0.3001,26.0981
-38.36666667,177.0666667,-25.682,0.3001,25.9821
-38.36666667,177.1,-25.588,0.3001,25.8881
-38.36666667,177.1333333,-25.462,0.3001,25.7621
-38.36666667,177.1666667,-25.38,0.3001,25.6801
-38.36666667,177.2,-25.311,0.3001,25.6111
-38.36666667,177.2333333,-25.193,0.3001,25.4931
-38.36666667,177.2666667,-24.994,0.3001,25.2941
-38.36666667,177.3,-24.833,0.3001,25.1331
-38.36666667,177.3333333,-24.718,0.3001,25.0181
-38.36666667,177.3666667,-24.6,0.3001,24.9001
-38.36666667,177.4,-24.544,0.3001,24.8441
-38.36666667,177.4333333,-24.431,0.3001,24.7311
-38.33333333,172.8,-25.132,0.2919,25.4239
-38.33333333,172.8333333,-25.179,0.2919,25.4709
-38.33333333,172.8666667,-25.225,0.2919,25.5169
-38.33333333,172.9,-25.272,0.2919,25.5639
-38.33333333,172.9333333,-25.321,0.2919,25.6129
-38.33333333,172.9666667,-25.373,0.2919,25.6649
-38.33333333,173,-25.428,0.2919,25.7199
-38.33333333,173.0333333,-25.491,0.2919,25.7829
-38.33333333,173.0666667,-25.56,0.2919,25.8519
-38.33333333,173.1,-25.635,0.2919,25.9269
-38.33333333,173.1333333,-25.713,0.2919,26.0049
-38.33333333,173.1666667,-25.794,0.2919,26.0859
-38.33333333,173.2,-25.881,0.2919,26.1729
-38.33333333,173.2333333,-25.977,0.2919,26.2689
-38.33333333,173.2666667,-26.08,0.2919,26.3719
-38.33333333,173.3,-26.192,0.2919,26.4839
-38.33333333,173.3333333,-26.305,0.2947,26.5997
-38.33333333,173.3666667,-26.407,0.2947,26.7017
-38.33333333,173.4,-26.492,0.2947,26.7867
-38.33333333,173.4333333,-26.56,0.2947,26.8547
-38.33333333,173.4666667,-26.614,0.2947,26.9087
-38.33333333,173.5,-26.658,0.2947,26.9527
-38.33333333,173.5333333,-26.699,0.2947,26.9937
-38.33333333,173.5666667,-26.744,0.2947,27.0387
-38.33333333,173.6,-26.79,0.2947,27.0847
-38.33333333,173.6333333,-26.836,0.2947,27.1307
-38.33333333,173.6666667,-26.882,0.2947,27.1767
-38.33333333,173.7,-26.931,0.2947,27.2257
-38.33333333,173.7333333,-26.984,0.2947,27.2787
-38.33333333,173.7666667,-27.038,0.2947,27.3327
-38.33333333,173.8,-27.089,0.2947,27.3837
-38.33333333,173.8333333,-27.131,0.2947,27.4257
-38.33333333,173.8666667,-27.159,0.2947,27.4537
-38.33333333,173.9,-27.18,0.2947,27.4747
-38.33333333,173.9333333,-27.202,0.2948,27.4968
-38.33333333,173.9666667,-27.227,0.2948,27.5218
-38.33333333,174,-27.257,0.2948,27.5518
-38.33333333,174.0333333,-27.287,0.2948,27.5818
-38.33333333,174.0666667,-27.31,0.2948,27.6048
-38.33333333,174.1,-27.327,0.2948,27.6218
-38.33333333,174.1333333,-27.342,0.2948,27.6368
-38.33333333,174.1666667,-27.36,0.2948,27.6548
-38.33333333,174.2,-27.392,0.2948,27.6868
-38.33333333,174.2333333,-27.435,0.2948,27.7298
-38.33333333,174.2666667,-27.485,0.2949,27.7799
-38.33333333,174.3,-27.54,0.2949,27.8349
-38.33333333,174.3333333,-27.598,0.2949,27.8929
-38.33333333,174.3666667,-27.659,0.2949,27.9539
-38.33333333,174.4,-27.726,0.2949,28.0209
-38.33333333,174.4333333,-27.8,0.2949,28.0949
-38.33333333,174.4666667,-27.88,0.2949,28.1749
-38.33333333,174.5,-27.967,0.2949,28.2619
-38.33333333,174.5333333,-28.063,0.2949,28.3579
-38.33333333,174.5666667,-28.169,0.2949,28.4639
-38.33333333,174.6,-28.29,0.2949,28.5849
-38.33333333,174.6333333,-28.422,0.2949,28.7169
-38.33333333,174.6666667,-28.567,0.295,28.862
-38.33333333,174.7,-28.717,0.295,29.012
-38.33333333,174.7333333,-28.854,0.295,29.149
-38.33333333,174.7666667,-29.01,0.295,29.305
-38.33333333,174.8,-29.099,0.295,29.394
-38.33333333,174.8333333,-29.165,0.2951,29.4601
-38.33333333,174.8666667,-29.228,0.2951,29.5231
-38.33333333,174.9,-29.297,0.2952,29.5922
-38.33333333,174.9333333,-29.362,0.2952,29.6572
-38.33333333,174.9666667,-29.429,0.2953,29.7243
-38.33333333,175,-29.49,0.2954,29.7854
-38.33333333,175.0333333,-29.494,0.2955,29.7895
-38.33333333,175.0666667,-29.51,0.2956,29.8056
-38.33333333,175.1,-29.524,0.2958,29.8198
-38.33333333,175.1333333,-29.571,0.2959,29.8669
-38.33333333,175.1666667,-29.617,0.2961,29.9131
-38.33333333,175.2,-29.685,0.2963,29.9813
-38.33333333,175.2333333,-29.74,0.2965,30.0365
-38.33333333,175.2666667,-29.793,0.2968,30.0898
-38.33333333,175.3,-29.846,0.297,30.143
-38.33333333,175.3333333,-29.866,0.2973,30.1633
-38.33333333,175.3666667,-29.919,0.2975,30.2165
-38.33333333,175.4,-29.998,0.2978,30.2958
-38.33333333,175.4333333,-30.106,0.298,30.404
-38.33333333,175.4666667,-30.128,0.2983,30.4263
-38.33333333,175.5,-30.13,0.2985,30.4285
-38.33333333,175.5333333,-30.067,0.2987,30.3657
-38.33333333,175.5666667,-29.964,0.299,30.263
-38.33333333,175.6,-29.815,0.2992,30.1142
-38.33333333,175.6333333,-29.636,0.2993,29.9353
-38.33333333,175.6666667,-29.455,0.2995,29.7545
-38.33333333,175.7,-29.287,0.2997,29.5867
-38.33333333,175.7333333,-29.149,0.2998,29.4488
-38.33333333,175.7666667,-29.062,0.2999,29.3619
-38.33333333,175.8,-28.997,0.3,29.297
-38.33333333,175.8333333,-28.978,0.3001,29.2781
-38.33333333,175.8666667,-28.984,0.3002,29.2842
-38.33333333,175.9,-29.004,0.3002,29.3042
-38.33333333,175.9333333,-28.991,0.3003,29.2913
-38.33333333,175.9666667,-28.886,0.3003,29.1863
-38.33333333,176,-28.788,0.3004,29.0884
-38.33333333,176.0333333,-28.709,0.3004,29.0094
-38.33333333,176.0666667,-28.638,0.3004,28.9384
-38.33333333,176.1,-28.576,0.3004,28.8764
-38.33333333,176.1333333,-28.504,0.3004,28.8044
-38.33333333,176.1666667,-28.417,0.3004,28.7174
-38.33333333,176.2,-28.339,0.3004,28.6394
-38.33333333,176.2333333,-28.295,0.3004,28.5954
-38.33333333,176.2666667,-28.242,0.3003,28.5423
-38.33333333,176.3,-28.208,0.3003,28.5083
-38.33333333,176.3333333,-28.164,0.3003,28.4643
-38.33333333,176.3666667,-28.093,0.3003,28.3933
-38.33333333,176.4,-28.034,0.3003,28.3343
-38.33333333,176.4333333,-27.978,0.3003,28.2783
-38.33333333,176.4666667,-27.931,0.3003,28.2313
-38.33333333,176.5,-27.875,0.3003,28.1753
-38.33333333,176.5333333,-27.792,0.3002,28.0922
-38.33333333,176.5666667,-27.697,0.3002,27.9972
-38.33333333,176.6,-27.584,0.3002,27.8842
-38.33333333,176.6333333,-27.449,0.3002,27.7492
-38.33333333,176.6666667,-27.284,0.3002,27.5842
-38.33333333,176.7,-27.098,0.3002,27.3982
-38.33333333,176.7333333,-26.916,0.3002,27.2162
-38.33333333,176.7666667,-26.76,0.3002,27.0602
-38.33333333,176.8,-26.653,0.3002,26.9532
-38.33333333,176.8333333,-26.622,0.3002,26.9222
-38.33333333,176.8666667,-26.617,0.3002,26.9172
-38.33333333,176.9,-26.516,0.3001,26.8161
-38.33333333,176.9333333,-26.395,0.3001,26.6951
-38.33333333,176.9666667,-26.226,0.3001,26.5261
-38.33333333,177,-26.069,0.3001,26.3691
-38.33333333,177.0333333,-25.945,0.3001,26.2451
-38.33333333,177.0666667,-25.815,0.3001,26.1151
-38.33333333,177.1,-25.728,0.3001,26.0281
-38.33333333,177.1333333,-25.597,0.3001,25.8971
-38.33333333,177.1666667,-25.501,0.3001,25.8011
-38.33333333,177.2,-25.41,0.3001,25.7101
-38.33333333,177.2333333,-25.296,0.3001,25.5961
-38.33333333,177.2666667,-25.147,0.3001,25.4471
-38.33333333,177.3,-24.95,0.3001,25.2501
-38.33333333,177.3333333,-24.805,0.3001,25.1051
-38.33333333,177.3666667,-24.761,0.3001,25.0611
-38.33333333,177.4,-24.664,0.3001,24.9641
-38.33333333,177.4333333,-24.542,0.3001,24.8421
-38.3,172.8,-25.175,0.2919,25.4669
-38.3,172.8333333,-25.221,0.2919,25.5129
-38.3,172.8666667,-25.268,0.2919,25.5599
-38.3,172.9,-25.314,0.2919,25.6059
-38.3,172.9333333,-25.363,0.2919,25.6549
-38.3,172.9666667,-25.417,0.2919,25.7089
-38.3,173,-25.475,0.2919,25.7669
-38.3,173.0333333,-25.542,0.2919,25.8339
-38.3,173.0666667,-25.614,0.2919,25.9059
-38.3,173.1,-25.689,0.2919,25.9809
-38.3,173.1333333,-25.765,0.2919,26.0569
-38.3,173.1666667,-25.843,0.2919,26.1349
-38.3,173.2,-25.927,0.2919,26.2189
-38.3,173.2333333,-26.019,0.2919,26.3109
-38.3,173.2666667,-26.123,0.2919,26.4149
-38.3,173.3,-26.235,0.2947,26.5297
-38.3,173.3333333,-26.35,0.2947,26.6447
-38.3,173.3666667,-26.456,0.2947,26.7507
-38.3,173.4,-26.543,0.2947,26.8377
-38.3,173.4333333,-26.617,0.2947,26.9117
-38.3,173.4666667,-26.673,0.2947,26.9677
-38.3,173.5,-26.725,0.2947,27.0197
-38.3,173.5333333,-26.777,0.2947,27.0717
-38.3,173.5666667,-26.828,0.2947,27.1227
-38.3,173.6,-26.884,0.2947,27.1787
-38.3,173.6333333,-26.946,0.2947,27.2407
-38.3,173.6666667,-27.004,0.2947,27.2987
-38.3,173.7,-27.063,0.2947,27.3577
-38.3,173.7333333,-27.125,0.2947,27.4197
-38.3,173.7666667,-27.18,0.2947,27.4747
-38.3,173.8,-27.233,0.2947,27.5277
-38.3,173.8333333,-27.274,0.2947,27.5687
-38.3,173.8666667,-27.303,0.2947,27.5977
-38.3,173.9,-27.324,0.2947,27.6187
-38.3,173.9333333,-27.344,0.2947,27.6387
-38.3,173.9666667,-27.369,0.2948,27.6638
-38.3,174,-27.397,0.2948,27.6918
-38.3,174.0333333,-27.426,0.2948,27.7208
-38.3,174.0666667,-27.452,0.2948,27.7468
-38.3,174.1,-27.471,0.2948,27.7658
-38.3,174.1333333,-27.492,0.2948,27.7868
-38.3,174.1666667,-27.52,0.2948,27.8148
-38.3,174.2,-27.562,0.2948,27.8568
-38.3,174.2333333,-27.613,0.2948,27.9078
-38.3,174.2666667,-27.667,0.2949,27.9619
-38.3,174.3,-27.728,0.2949,28.0229
-38.3,174.3333333,-27.79,0.2949,28.0849
-38.3,174.3666667,-27.851,0.2949,28.1459
-38.3,174.4,-27.916,0.2949,28.2109
-38.3,174.4333333,-27.987,0.2949,28.2819
-38.3,174.4666667,-28.059,0.2949,28.3539
-38.3,174.5,-28.139,0.2949,28.4339
-38.3,174.5333333,-28.224,0.2949,28.5189
-38.3,174.5666667,-28.318,0.2949,28.6129
-38.3,174.6,-28.428,0.2949,28.7229
-38.3,174.6333333,-28.546,0.2949,28.8409
-38.3,174.6666667,-28.677,0.2949,28.9719
-38.3,174.7,-28.811,0.2949,29.1059
-38.3,174.7333333,-28.955,0.2949,29.2499
-38.3,174.7666667,-29.071,0.2949,29.3659
-38.3,174.8,-29.168,0.295,29.463
-38.3,174.8333333,-29.267,0.295,29.562
-38.3,174.8666667,-29.347,0.295,29.642
-38.3,174.9,-29.422,0.2951,29.7171
-38.3,174.9333333,-29.499,0.2951,29.7941
-38.3,174.9666667,-29.565,0.2952,29.8602
-38.3,175,-29.626,0.2953,29.9213
-38.3,175.0333333,-29.635,0.2954,29.9304
-38.3,175.0666667,-29.648,0.2955,29.9435
-38.3,175.1,-29.662,0.2957,29.9577
-38.3,175.1333333,-29.686,0.2958,29.9818
-38.3,175.1666667,-29.723,0.296,30.019
-38.3,175.2,-29.769,0.2962,30.0652
-38.3,175.2333333,-29.816,0.2965,30.1125
-38.3,175.2666667,-29.864,0.2967,30.1607
-38.3,175.3,-29.924,0.297,30.221
-38.3,175.3333333,-29.95,0.2972,30.2472
-38.3,175.3666667,-29.981,0.2975,30.2785
-38.3,175.4,-30.045,0.2978,30.3428
-38.3,175.4333333,-30.12,0.298,30.418
-38.3,175.4666667,-30.166,0.2983,30.4643
-38.3,175.5,-30.152,0.2986,30.4506
-38.3,175.5333333,-30.128,0.2988,30.4268
-38.3,175.5666667,-30.053,0.299,30.352
-38.3,175.6,-29.931,0.2993,30.2303
-38.3,175.6333333,-29.781,0.2995,30.0805
-38.3,175.6666667,-29.605,0.2996,29.9046
-38.3,175.7,-29.449,0.2998,29.7488
-38.3,175.7333333,-29.329,0.2999,29.6289
-38.3,175.7666667,-29.253,0.3001,29.5531
-38.3,175.8,-29.207,0.3002,29.5072
-38.3,175.8333333,-29.185,0.3002,29.4852
-38.3,175.8666667,-29.186,0.3003,29.4863
-38.3,175.9,-29.187,0.3004,29.4874
-38.3,175.9333333,-29.162,0.3004,29.4624
-38.3,175.9666667,-29.12,0.3004,29.4204
-38.3,176,-29.05,0.3004,29.3504
-38.3,176.0333333,-28.978,0.3004,29.2784
-38.3,176.0666667,-28.908,0.3004,29.2084
-38.3,176.1,-28.817,0.3004,29.1174
-38.3,176.1333333,-28.705,0.3004,29.0054
-38.3,176.1666667,-28.612,0.3004,28.9124
-38.3,176.2,-28.503,0.3004,28.8034
-38.3,176.2333333,-28.43,0.3004,28.7304
-38.3,176.2666667,-28.386,0.3004,28.6864
-38.3,176.3,-28.358,0.3004,28.6584
-38.3,176.3333333,-28.328,0.3003,28.6283
-38.3,176.3666667,-28.263,0.3003,28.5633
-38.3,176.4,-28.19,0.3003,28.4903
-38.3,176.4333333,-28.126,0.3003,28.4263
-38.3,176.4666667,-28.071,0.3003,28.3713
-38.3,176.5,-28.005,0.3003,28.3053
-38.3,176.5333333,-27.935,0.3002,28.2352
-38.3,176.5666667,-27.852,0.3002,28.1522
-38.3,176.6,-27.74,0.3002,28.0402
-38.3,176.6333333,-27.624,0.3002,27.9242
-38.3,176.6666667,-27.474,0.3002,27.7742
-38.3,176.7,-27.301,0.3002,27.6012
-38.3,176.7333333,-27.121,0.3002,27.4212
-38.3,176.7666667,-26.954,0.3002,27.2542
-38.3,176.8,-26.835,0.3002,27.1352
-38.3,176.8333333,-26.782,0.3002,27.0822
-38.3,176.8666667,-26.73,0.3001,27.0301
-38.3,176.9,-26.662,0.3001,26.9621
-38.3,176.9333333,-26.57,0.3001,26.8701
-38.3,176.9666667,-26.415,0.3001,26.7151
-38.3,177,-26.245,0.3001,26.5451
-38.3,177.0333333,-26.107,0.3001,26.4071
-38.3,177.0666667,-25.97,0.3001,26.2701
-38.3,177.1,-25.852,0.3001,26.1521
-38.3,177.1333333,-25.725,0.3001,26.0251
-38.3,177.1666667,-25.62,0.3001,25.9201
-38.3,177.2,-25.525,0.3001,25.8251
-38.3,177.2333333,-25.452,0.3001,25.7521
-38.3,177.2666667,-25.272,0.3001,25.5721
-38.3,177.3,-25.085,0.3001,25.3851
-38.3,177.3333333,-24.925,0.3001,25.2251
-38.3,177.3666667,-24.872,0.3001,25.1721
-38.3,177.4,-24.776,0.3001,25.0761
-38.3,177.4333333,-24.717,0.3001,25.0171
-38.26666667,172.8,-25.231,0.2919,25.5229
-38.26666667,172.8333333,-25.276,0.2919,25.5679
-38.26666667,172.8666667,-25.32,0.2919,25.6119
-38.26666667,172.9,-25.368,0.2919,25.6599
-38.26666667,172.9333333,-25.417,0.2919,25.7089
-38.26666667,172.9666667,-25.473,0.2919,25.7649
-38.26666667,173,-25.536,0.2919,25.8279
-38.26666667,173.0333333,-25.606,0.2919,25.8979
-38.26666667,173.0666667,-25.679,0.2919,25.9709
-38.26666667,173.1,-25.756,0.2919,26.0479
-38.26666667,173.1333333,-25.83,0.2919,26.1219
-38.26666667,173.1666667,-25.905,0.2919,26.1969
-38.26666667,173.2,-25.985,0.2919,26.2769
-38.26666667,173.2333333,-26.076,0.2919,26.3679
-38.26666667,173.2666667,-26.178,0.2919,26.4699
-38.26666667,173.3,-26.281,0.2947,26.5757
-38.26666667,173.3333333,-26.392,0.2947,26.6867
-38.26666667,173.3666667,-26.491,0.2947,26.7857
-38.26666667,173.4,-26.573,0.2947,26.8677
-38.26666667,173.4333333,-26.644,0.2947,26.9387
-38.26666667,173.4666667,-26.707,0.2947,27.0017
-38.26666667,173.5,-26.764,0.2947,27.0587
-38.26666667,173.5333333,-26.823,0.2947,27.1177
-38.26666667,173.5666667,-26.895,0.2947,27.1897
-38.26666667,173.6,-26.958,0.2947,27.2527
-38.26666667,173.6333333,-27.04,0.2947,27.3347
-38.26666667,173.6666667,-27.114,0.2947,27.4087
-38.26666667,173.7,-27.187,0.2947,27.4817
-38.26666667,173.7333333,-27.25,0.2947,27.5447
-38.26666667,173.7666667,-27.311,0.2947,27.6057
-38.26666667,173.8,-27.368,0.2947,27.6627
-38.26666667,173.8333333,-27.411,0.2947,27.7057
-38.26666667,173.8666667,-27.439,0.2947,27.7337
-38.26666667,173.9,-27.461,0.2947,27.7557
-38.26666667,173.9333333,-27.481,0.2947,27.7757
-38.26666667,173.9666667,-27.504,0.2948,27.7988
-38.26666667,174,-27.53,0.2948,27.8248
-38.26666667,174.0333333,-27.559,0.2948,27.8538
-38.26666667,174.0666667,-27.584,0.2948,27.8788
-38.26666667,174.1,-27.608,0.2948,27.9028
-38.26666667,174.1333333,-27.639,0.2948,27.9338
-38.26666667,174.1666667,-27.673,0.2948,27.9678
-38.26666667,174.2,-27.72,0.2948,28.0148
-38.26666667,174.2333333,-27.781,0.2948,28.0758
-38.26666667,174.2666667,-27.843,0.2948,28.1378
-38.26666667,174.3,-27.907,0.2949,28.2019
-38.26666667,174.3333333,-27.972,0.2949,28.2669
-38.26666667,174.3666667,-28.036,0.2949,28.3309
-38.26666667,174.4,-28.099,0.2949,28.3939
-38.26666667,174.4333333,-28.166,0.2949,28.4609
-38.26666667,174.4666667,-28.236,0.2949,28.5309
-38.26666667,174.5,-28.308,0.2949,28.6029
-38.26666667,174.5333333,-28.384,0.2949,28.6789
-38.26666667,174.5666667,-28.473,0.2949,28.7679
-38.26666667,174.6,-28.566,0.2949,28.8609
-38.26666667,174.6333333,-28.678,0.2949,28.9729
-38.26666667,174.6666667,-28.801,0.2949,29.0959
-38.26666667,174.7,-28.933,0.2949,29.2279
-38.26666667,174.7333333,-29.079,0.2949,29.3739
-38.26666667,174.7666667,-29.184,0.2949,29.4789
-38.26666667,174.8,-29.276,0.2949,29.5709
-38.26666667,174.8333333,-29.375,0.2949,29.6699
-38.26666667,174.8666667,-29.467,0.2949,29.7619
-38.26666667,174.9,-29.553,0.2949,29.8479
-38.26666667,174.9333333,-29.634,0.295,29.929
-38.26666667,174.9666667,-29.708,0.2951,30.0031
-38.26666667,175,-29.768,0.2951,30.0631
-38.26666667,175.0333333,-29.784,0.2952,30.0792
-38.26666667,175.0666667,-29.782,0.2954,30.0774
-38.26666667,175.1,-29.793,0.2955,30.0885
-38.26666667,175.1333333,-29.801,0.2957,30.0967
-38.26666667,175.1666667,-29.828,0.2959,30.1239
-38.26666667,175.2,-29.864,0.2961,30.1601
-38.26666667,175.2333333,-29.9,0.2964,30.1964
-38.26666667,175.2666667,-29.932,0.2966,30.2286
-38.26666667,175.3,-29.982,0.2969,30.2789
-38.26666667,175.3333333,-30.025,0.2972,30.3222
-38.26666667,175.3666667,-30.05,0.2975,30.3475
-38.26666667,175.4,-30.092,0.2978,30.3898
-38.26666667,175.4333333,-30.14,0.2981,30.4381
-38.26666667,175.4666667,-30.177,0.2984,30.4754
-38.26666667,175.5,-30.177,0.2986,30.4756
-38.26666667,175.5333333,-30.167,0.2989,30.4659
-38.26666667,175.5666667,-30.104,0.2992,30.4032
-38.26666667,175.6,-30.028,0.2994,30.3274
-38.26666667,175.6333333,-29.921,0.2996,30.2206
-38.26666667,175.6666667,-29.77,0.2998,30.0698
-38.26666667,175.7,-29.634,0.2999,29.9339
-38.26666667,175.7333333,-29.524,0.3001,29.8241
-38.26666667,175.7666667,-29.444,0.3002,29.7442
-38.26666667,175.8,-29.408,0.3003,29.7083
-38.26666667,175.8333333,-29.379,0.3004,29.6794
-38.26666667,175.8666667,-29.374,0.3004,29.6744
-38.26666667,175.9,-29.373,0.3005,29.6735
-38.26666667,175.9333333,-29.36,0.3005,29.6605
-38.26666667,175.9666667,-29.322,0.3005,29.6225
-38.26666667,176,-29.285,0.3005,29.5855
-38.26666667,176.0333333,-29.239,0.3005,29.5395
-38.26666667,176.0666667,-29.149,0.3005,29.4495
-38.26666667,176.1,-29.046,0.3005,29.3465
-38.26666667,176.1333333,-28.983,0.3005,29.2835
-38.26666667,176.1666667,-28.808,0.3005,29.1085
-38.26666667,176.2,-28.697,0.3004,28.9974
-38.26666667,176.2333333,-28.613,0.3004,28.9134
-38.26666667,176.2666667,-28.549,0.3004,28.8494
-38.26666667,176.3,-28.523,0.3004,28.8234
-38.26666667,176.3333333,-28.484,0.3003,28.7843
-38.26666667,176.3666667,-28.42,0.3003,28.7203
-38.26666667,176.4,-28.343,0.3003,28.6433
-38.26666667,176.4333333,-28.254,0.3003,28.5543
-38.26666667,176.4666667,-28.197,0.3003,28.4973
-38.26666667,176.5,-28.153,0.3003,28.4533
-38.26666667,176.5333333,-28.092,0.3002,28.3922
-38.26666667,176.5666667,-27.995,0.3002,28.2952
-38.26666667,176.6,-27.883,0.3002,28.1832
-38.26666667,176.6333333,-27.767,0.3002,28.0672
-38.26666667,176.6666667,-27.643,0.3002,27.9432
-38.26666667,176.7,-27.481,0.3002,27.7812
-38.26666667,176.7333333,-27.314,0.3002,27.6142
-38.26666667,176.7666667,-27.144,0.3002,27.4442
-38.26666667,176.8,-27.006,0.3002,27.3062
-38.26666667,176.8333333,-26.909,0.3002,27.2092
-38.26666667,176.8666667,-26.869,0.3001,27.1691
-38.26666667,176.9,-26.804,0.3001,27.1041
-38.26666667,176.9333333,-26.718,0.3001,27.0181
-38.26666667,176.9666667,-26.58,0.3001,26.8801
-38.26666667,177,-26.391,0.3001,26.6911
-38.26666667,177.0333333,-26.265,0.3001,26.5651
-38.26666667,177.0666667,-26.155,0.3001,26.4551
-38.26666667,177.1,-25.985,0.3001,26.2851
-38.26666667,177.1333333,-25.875,0.3001,26.1751
-38.26666667,177.1666667,-25.774,0.3001,26.0741
-38.26666667,177.2,-25.683,0.3001,25.9831
-38.26666667,177.2333333,-25.523,0.3001,25.8231
-38.26666667,177.2666667,-25.375,0.3001,25.6751
-38.26666667,177.3,-25.195,0.3001,25.4951
-38.26666667,177.3333333,-25.074,0.3001,25.3741
-38.26666667,177.3666667,-25.029,0.3001,25.3291
-38.26666667,177.4,-24.934,0.3001,25.2341
-38.26666667,177.4333333,-24.837,0.3001,25.1371
-38.23333333,172.8,-25.299,0.2919,25.5909
-38.23333333,172.8333333,-25.343,0.2919,25.6349
-38.23333333,172.8666667,-25.387,0.2919,25.6789
-38.23333333,172.9,-25.433,0.2919,25.7249
-38.23333333,172.9333333,-25.484,0.2919,25.7759
-38.23333333,172.9666667,-25.542,0.2919,25.8339
-38.23333333,173,-25.607,0.2919,25.8989
-38.23333333,173.0333333,-25.681,0.2919,25.9729
-38.23333333,173.0666667,-25.756,0.2919,26.0479
-38.23333333,173.1,-25.83,0.2919,26.1219
-38.23333333,173.1333333,-25.903,0.2919,26.1949
-38.23333333,173.1666667,-25.976,0.2919,26.2679
-38.23333333,173.2,-26.054,0.2919,26.3459
-38.23333333,173.2333333,-26.14,0.2919,26.4319
-38.23333333,173.2666667,-26.232,0.2919,26.5239
-38.23333333,173.3,-26.335,0.2946,26.6296
-38.23333333,173.3333333,-26.431,0.2946,26.7256
-38.23333333,173.3666667,-26.517,0.2946,26.8116
-38.23333333,173.4,-26.596,0.2947,26.8907
-38.23333333,173.4333333,-26.661,0.2947,26.9557
-38.23333333,173.4666667,-26.724,0.2947,27.0187
-38.23333333,173.5,-26.787,0.2947,27.0817
-38.23333333,173.5333333,-26.859,0.2947,27.1537
-38.23333333,173.5666667,-26.932,0.2947,27.2267
-38.23333333,173.6,-27.027,0.2947,27.3217
-38.23333333,173.6333333,-27.112,0.2947,27.4067
-38.23333333,173.6666667,-27.204,0.2947,27.4987
-38.23333333,173.7,-27.288,0.2947,27.5827
-38.23333333,173.7333333,-27.364,0.2947,27.6587
-38.23333333,173.7666667,-27.439,0.2947,27.7337
-38.23333333,173.8,-27.493,0.2947,27.7877
-38.23333333,173.8333333,-27.54,0.2947,27.8347
-38.23333333,173.8666667,-27.571,0.2947,27.8657
-38.23333333,173.9,-27.593,0.2947,27.8877
-38.23333333,173.9333333,-27.613,0.2947,27.9077
-38.23333333,173.9666667,-27.634,0.2947,27.9287
-38.23333333,174,-27.658,0.2948,27.9528
-38.23333333,174.0333333,-27.687,0.2948,27.9818
-38.23333333,174.0666667,-27.714,0.2948,28.0088
-38.23333333,174.1,-27.747,0.2948,28.0418
-38.23333333,174.1333333,-27.78,0.2948,28.0748
-38.23333333,174.1666667,-27.823,0.2948,28.1178
-38.23333333,174.2,-27.877,0.2948,28.1718
-38.23333333,174.2333333,-27.94,0.2948,28.2348
-38.23333333,174.2666667,-28.009,0.2948,28.3038
-38.23333333,174.3,-28.078,0.2949,28.3729
-38.23333333,174.3333333,-28.145,0.2949,28.4399
-38.23333333,174.3666667,-28.211,0.2949,28.5059
-38.23333333,174.4,-28.274,0.2949,28.5689
-38.23333333,174.4333333,-28.338,0.2949,28.6329
-38.23333333,174.4666667,-28.405,0.2949,28.6999
-38.23333333,174.5,-28.471,0.2949,28.7659
-38.23333333,174.5333333,-28.544,0.2949,28.8389
-38.23333333,174.5666667,-28.622,0.2949,28.9169
-38.23333333,174.6,-28.717,0.2949,29.0119
-38.23333333,174.6333333,-28.821,0.2948,29.1158
-38.23333333,174.6666667,-28.935,0.2948,29.2298
-38.23333333,174.7,-29.06,0.2948,29.3548
-38.23333333,174.7333333,-29.203,0.2948,29.4978
-38.23333333,174.7666667,-29.321,0.2948,29.6158
-38.23333333,174.8,-29.434,0.2948,29.7288
