Lat,Long,Geoid2016,GSB26,GSB26_NZVD2016
-39.1,177.7666667,-21.645,0.357,22.002
-39.1,177.8,-21.764,0.3572,22.1212
-39.1,177.8333333,-21.877,0.3573,22.2343
-39.1,177.8666667,-21.983,0.3572,22.3402
-39.1,177.9,-22.066,0.357,22.423
-39.1,177.9333333,-22.126,0.3566,22.4826
-39.1,177.9666667,-22.163,0.3561,22.5191
-39.1,178,-22.189,0.3554,22.5444
-39.1,178.0333333,-22.206,0.3547,22.5607
-39.1,178.0666667,-22.215,0.354,22.569
-39.1,178.1,-22.214,0.3532,22.5672
-39.1,178.1333333,-22.195,0.3525,22.5475
-39.1,178.1666667,-22.153,0.3518,22.5048
-39.1,178.2,-22.081,0.3511,22.4321
-39.1,178.2333333,-21.996,0.3504,22.3464
-39.1,178.2666667,-21.907,0.3498,22.2568
-39.1,178.3,-21.824,0.3492,22.1732
-39.1,178.3333333,-21.757,0.3487,22.1057
-39.1,178.3666667,-21.707,0.3481,22.0551
-39.1,178.4,-21.669,0.3476,22.0166
-39.1,178.4333333,-21.636,0.3471,21.9831
-39.1,178.4666667,-21.614,0.3467,21.9607
-39.1,178.5,-21.577,0.3462,21.9232
-39.1,178.5333333,-21.53,0.3458,21.8758
-39.1,178.5666667,-21.478,0.3454,21.8234
-39.1,178.6,-21.398,0.345,21.743
-39.1,178.6333333,-21.322,0.3446,21.6666
-39.1,178.6666667,-21.239,0.3442,21.5832
-39.1,178.7,-21.144,0.3438,21.4878
-39.1,178.7333333,-21.047,0.3435,21.3905
-39.1,178.7666667,-20.941,0.3431,21.2841
-39.1,178.8,-20.838,0.3428,21.1808
-39.1,178.8333333,-20.733,0.3425,21.0755
-39.1,178.8666667,-20.641,0.3422,20.9832
-39.1,178.9,-20.56,0.3419,20.9019
-39.1,178.9333333,-20.483,0.3416,20.8246
-39.1,178.9666667,-20.425,0.3413,20.7663
-39.1,179,-20.377,0.341,20.718
-39.1,179.0333333,-20.344,0.3408,20.6848
-39.1,179.0666667,-20.327,0.3405,20.6675
-39.1,179.1,-20.32,0.3403,20.6603
-39.1,179.1333333,-20.335,0.3401,20.6751
-39.1,179.1666667,-20.367,0.3398,20.7068
-39.1,179.2,-20.424,0.3396,20.7636
-39.1,179.2333333,-20.488,0.3394,20.8274
-39.1,179.2666667,-20.556,0.3393,20.8953
-39.1,179.3,-20.608,0.3391,20.9471
-39.1,179.3333333,-20.649,0.3389,20.9879
-39.1,179.3666667,-20.669,0.3388,21.0078
-39.1,179.4,-20.69,0.3386,21.0286
-39.1,179.4333333,-20.701,0.3385,21.0395
-39.1,179.4666667,-20.725,0.3384,21.0634
-39.1,179.5,-20.756,0.3383,21.0943
-39.1,179.5333333,-20.796,0.3382,21.1342
-39.1,179.5666667,-20.84,0.3381,21.1781
-39.1,179.6,-20.891,0.338,21.229
-39.1,179.6333333,-20.947,0.338,21.285
-39.1,179.6666667,-21.008,0.3379,21.3459
-39.1,179.7,-21.076,0.3379,21.4139
-39.1,179.7333333,-21.15,0.3379,21.4879
-39.1,179.7666667,-21.223,0.3379,21.5609
-39.1,179.8,-21.304,0.3434,21.6474
-39.1,179.8333333,-21.387,0.3434,21.7304
-39.06666667,175.6666667,-25.788,0.3536,26.1416
-39.06666667,175.7,-25.674,0.3536,26.0276
-39.06666667,175.7333333,-25.589,0.3536,25.9426
-39.06666667,175.7666667,-25.53,0.3536,25.8836
-39.06666667,175.8,-25.444,0.3536,25.7976
-39.06666667,175.8333333,-25.395,0.3536,25.7486
-39.06666667,175.8666667,-25.422,0.3537,25.7757
-39.06666667,175.9,-25.475,0.3537,25.8287
-39.06666667,175.9333333,-25.525,0.3537,25.8787
-39.06666667,175.9666667,-25.578,0.3537,25.9317
-39.06666667,176,-25.563,0.3537,25.9167
-39.06666667,176.0333333,-25.563,0.3537,25.9167
-39.06666667,176.0666667,-25.43,0.3537,25.7837
-39.06666667,176.1,-25.316,0.3537,25.6697
-39.06666667,176.1333333,-25.207,0.3537,25.5607
-39.06666667,176.1666667,-25.095,0.3537,25.4487
-39.06666667,176.2,-24.881,0.3538,25.2348
-39.06666667,176.2333333,-24.711,0.3538,25.0648
-39.06666667,176.2666667,-24.466,0.3538,24.8198
-39.06666667,176.3,-24.275,0.3538,24.6288
-39.06666667,176.3333333,-24.119,0.3538,24.4728
-39.06666667,176.3666667,-23.995,0.3538,24.3488
-39.06666667,176.4,-23.815,0.3538,24.1688
-39.06666667,176.4333333,-23.66,0.3538,24.0138
-39.06666667,176.4666667,-23.493,0.3538,23.8468
-39.06666667,176.5,-23.265,0.3538,23.6188
-39.06666667,176.5333333,-22.994,0.3538,23.3478
-39.06666667,176.5666667,-22.694,0.3538,23.0478
-39.06666667,176.6,-22.454,0.3538,22.8078
-39.06666667,176.6333333,-22.284,0.3538,22.6378
-39.06666667,176.6666667,-22.049,0.3538,22.4028
-39.06666667,176.7,-21.82,0.3538,22.1738
-39.06666667,176.7333333,-21.576,0.3538,21.9298
-39.06666667,176.7666667,-21.392,0.3538,21.7458
-39.06666667,176.8,-21.182,0.3538,21.5358
-39.06666667,176.8333333,-21.006,0.3537,21.3597
-39.06666667,176.8666667,-20.819,0.3537,21.1727
-39.06666667,176.9,-20.627,0.3537,20.9807
-39.06666667,176.9333333,-20.47,0.3536,20.8236
-39.06666667,176.9666667,-20.329,0.3536,20.6826
-39.06666667,177,-20.202,0.3536,20.5556
-39.06666667,177.0333333,-20.111,0.3535,20.4645
-39.06666667,177.0666667,-20.047,0.3535,20.4005
-39.06666667,177.1,-19.994,0.3535,20.3475
-39.06666667,177.1333333,-19.966,0.3534,20.3194
-39.06666667,177.1666667,-19.96,0.3534,20.3134
-39.06666667,177.2,-19.977,0.3534,20.3304
-39.06666667,177.2333333,-20.004,0.3534,20.3574
-39.06666667,177.2666667,-20.032,0.3534,20.3854
-39.06666667,177.3,-20.078,0.3535,20.4315
-39.06666667,177.3333333,-20.135,0.3535,20.4885
-39.06666667,177.3666667,-20.196,0.3536,20.5496
-39.06666667,177.4,-20.264,0.3537,20.6177
-39.06666667,177.4333333,-20.353,0.3539,20.7069
-39.06666667,177.4666667,-20.458,0.3541,20.8121
-39.06666667,177.5,-20.582,0.3543,20.9363
-39.06666667,177.5333333,-20.727,0.3546,21.0816
-39.06666667,177.5666667,-20.888,0.355,21.243
-39.06666667,177.6,-21.049,0.3554,21.4044
-39.06666667,177.6333333,-21.212,0.3558,21.5678
-39.06666667,177.6666667,-21.369,0.3563,21.7253
-39.06666667,177.7,-21.513,0.3568,21.8698
-39.06666667,177.7333333,-21.641,0.3572,21.9982
-39.06666667,177.7666667,-21.768,0.3577,22.1257
-39.06666667,177.8,-21.884,0.358,22.242
-39.06666667,177.8333333,-21.969,0.3582,22.3272
-39.06666667,177.8666667,-22.036,0.3582,22.3942
-39.06666667,177.9,-22.102,0.3579,22.4599
-39.06666667,177.9333333,-22.141,0.3575,22.4985
-39.06666667,177.9666667,-22.167,0.3568,22.5238
-39.06666667,178,-22.194,0.356,22.55
-39.06666667,178.0333333,-22.216,0.3552,22.5712
-39.06666667,178.0666667,-22.231,0.3543,22.5853
-39.06666667,178.1,-22.237,0.3535,22.5905
-39.06666667,178.1333333,-22.222,0.3527,22.5747
-39.06666667,178.1666667,-22.18,0.3519,22.5319
-39.06666667,178.2,-22.107,0.3511,22.4581
-39.06666667,178.2333333,-22.02,0.3504,22.3704
-39.06666667,178.2666667,-21.933,0.3498,22.2828
-39.06666667,178.3,-21.851,0.3491,22.2001
-39.06666667,178.3333333,-21.79,0.3486,22.1386
-39.06666667,178.3666667,-21.752,0.348,22.1
-39.06666667,178.4,-21.729,0.3475,22.0765
-39.06666667,178.4333333,-21.713,0.347,22.06
-39.06666667,178.4666667,-21.689,0.3465,22.0355
-39.06666667,178.5,-21.668,0.3461,22.0141
-39.06666667,178.5333333,-21.635,0.3456,21.9806
-39.06666667,178.5666667,-21.584,0.3452,21.9292
-39.06666667,178.6,-21.529,0.3448,21.8738
-39.06666667,178.6333333,-21.469,0.3444,21.8134
-39.06666667,178.6666667,-21.397,0.344,21.741
-39.06666667,178.7,-21.319,0.3437,21.6627
-39.06666667,178.7333333,-21.224,0.3433,21.5673
-39.06666667,178.7666667,-21.126,0.3429,21.4689
-39.06666667,178.8,-21.016,0.3426,21.3586
-39.06666667,178.8333333,-20.901,0.3423,21.2433
-39.06666667,178.8666667,-20.792,0.342,21.134
-39.06666667,178.9,-20.685,0.3417,21.0267
-39.06666667,178.9333333,-20.603,0.3414,20.9444
-39.06666667,178.9666667,-20.522,0.3411,20.8631
-39.06666667,179,-20.455,0.3408,20.7958
-39.06666667,179.0333333,-20.41,0.3405,20.7505
-39.06666667,179.0666667,-20.388,0.3403,20.7283
-39.06666667,179.1,-20.382,0.3401,20.7221
-39.06666667,179.1333333,-20.399,0.3398,20.7388
-39.06666667,179.1666667,-20.442,0.3396,20.7816
-39.06666667,179.2,-20.504,0.3394,20.8434
-39.06666667,179.2333333,-20.573,0.3392,20.9122
-39.06666667,179.2666667,-20.637,0.339,20.976
-39.06666667,179.3,-20.684,0.3388,21.0228
-39.06666667,179.3333333,-20.71,0.3387,21.0487
-39.06666667,179.3666667,-20.719,0.3385,21.0575
-39.06666667,179.4,-20.718,0.3384,21.0564
-39.06666667,179.4333333,-20.727,0.3383,21.0653
-39.06666667,179.4666667,-20.739,0.3381,21.0771
-39.06666667,179.5,-20.764,0.338,21.102
-39.06666667,179.5333333,-20.8,0.3379,21.1379
-39.06666667,179.5666667,-20.842,0.3379,21.1799
-39.06666667,179.6,-20.892,0.3378,21.2298
-39.06666667,179.6333333,-20.949,0.3377,21.2867
-39.06666667,179.6666667,-21.013,0.3377,21.3507
-39.06666667,179.7,-21.086,0.3376,21.4236
-39.06666667,179.7333333,-21.16,0.3376,21.4976
-39.06666667,179.7666667,-21.24,0.3376,21.5776
-39.06666667,179.8,-21.323,0.3434,21.6664
-39.06666667,179.8333333,-21.41,0.3434,21.7534
-39.03333333,175.6666667,-25.894,0.3536,26.2476
-39.03333333,175.7,-25.808,0.3536,26.1616
-39.03333333,175.7333333,-25.764,0.3536,26.1176
-39.03333333,175.7666667,-25.721,0.3536,26.0746
-39.03333333,175.8,-25.549,0.3536,25.9026
-39.03333333,175.8333333,-25.471,0.3536,25.8246
-39.03333333,175.8666667,-25.474,0.3536,25.8276
-39.03333333,175.9,-25.516,0.3537,25.8697
-39.03333333,175.9333333,-25.574,0.3537,25.9277
-39.03333333,175.9666667,-25.595,0.3537,25.9487
-39.03333333,176,-25.607,0.3537,25.9607
-39.03333333,176.0333333,-25.558,0.3537,25.9117
-39.03333333,176.0666667,-25.499,0.3537,25.8527
-39.03333333,176.1,-25.442,0.3537,25.7957
-39.03333333,176.1333333,-25.367,0.3537,25.7207
-39.03333333,176.1666667,-25.262,0.3537,25.6157
-39.03333333,176.2,-25.063,0.3538,25.4168
-39.03333333,176.2333333,-24.883,0.3538,25.2368
-39.03333333,176.2666667,-24.718,0.3538,25.0718
-39.03333333,176.3,-24.544,0.3538,24.8978
-39.03333333,176.3333333,-24.407,0.3538,24.7608
-39.03333333,176.3666667,-24.271,0.3538,24.6248
-39.03333333,176.4,-24.11,0.3538,24.4638
-39.03333333,176.4333333,-23.949,0.3538,24.3028
-39.03333333,176.4666667,-23.791,0.3538,24.1448
-39.03333333,176.5,-23.58,0.3538,23.9338
-39.03333333,176.5333333,-23.297,0.3539,23.6509
-39.03333333,176.5666667,-23.032,0.3539,23.3859
-39.03333333,176.6,-22.813,0.3539,23.1669
-39.03333333,176.6333333,-22.633,0.3539,22.9869
-39.03333333,176.6666667,-22.425,0.3538,22.7788
-39.03333333,176.7,-22.196,0.3538,22.5498
-39.03333333,176.7333333,-21.959,0.3538,22.3128
-39.03333333,176.7666667,-21.699,0.3538,22.0528
-39.03333333,176.8,-21.491,0.3538,21.8448
-39.03333333,176.8333333,-21.27,0.3538,21.6238
-39.03333333,176.8666667,-21.088,0.3537,21.4417
-39.03333333,176.9,-20.956,0.3537,21.3097
-39.03333333,176.9333333,-20.769,0.3537,21.1227
-39.03333333,176.9666667,-20.625,0.3536,20.9786
-39.03333333,177,-20.494,0.3536,20.8476
-39.03333333,177.0333333,-20.367,0.3535,20.7205
-39.03333333,177.0666667,-20.274,0.3535,20.6275
-39.03333333,177.1,-20.223,0.3534,20.5764
-39.03333333,177.1333333,-20.195,0.3534,20.5484
-39.03333333,177.1666667,-20.174,0.3534,20.5274
-39.03333333,177.2,-20.155,0.3533,20.5083
-39.03333333,177.2333333,-20.161,0.3533,20.5143
-39.03333333,177.2666667,-20.188,0.3533,20.5413
-39.03333333,177.3,-20.221,0.3534,20.5744
-39.03333333,177.3333333,-20.261,0.3534,20.6144
-39.03333333,177.3666667,-20.31,0.3535,20.6635
-39.03333333,177.4,-20.376,0.3536,20.7296
-39.03333333,177.4333333,-20.461,0.3538,20.8148
-39.03333333,177.4666667,-20.566,0.354,20.92
-39.03333333,177.5,-20.69,0.3543,21.0443
-39.03333333,177.5333333,-20.841,0.3546,21.1956
-39.03333333,177.5666667,-21.011,0.355,21.366
-39.03333333,177.6,-21.184,0.3554,21.5394
-39.03333333,177.6333333,-21.356,0.356,21.712
-39.03333333,177.6666667,-21.522,0.3566,21.8786
-39.03333333,177.7,-21.663,0.3572,22.0202
-39.03333333,177.7333333,-21.788,0.3579,22.1459
-39.03333333,177.7666667,-21.895,0.3585,22.2535
-39.03333333,177.8,-21.999,0.359,22.358
-39.03333333,177.8333333,-22.078,0.3593,22.4373
-39.03333333,177.8666667,-22.117,0.3594,22.4764
-39.03333333,177.9,-22.148,0.3591,22.5071
-39.03333333,177.9333333,-22.16,0.3585,22.5185
-39.03333333,177.9666667,-22.181,0.3577,22.5387
-39.03333333,178,-22.196,0.3567,22.5527
-39.03333333,178.0333333,-22.219,0.3557,22.5747
-39.03333333,178.0666667,-22.237,0.3547,22.5917
-39.03333333,178.1,-22.249,0.3537,22.6027
-39.03333333,178.1333333,-22.242,0.3528,22.5948
-39.03333333,178.1666667,-22.209,0.3519,22.5609
-39.03333333,178.2,-22.143,0.3511,22.4941
-39.03333333,178.2333333,-22.06,0.3504,22.4104
-39.03333333,178.2666667,-21.973,0.3497,22.3227
-39.03333333,178.3,-21.899,0.349,22.248
-39.03333333,178.3333333,-21.841,0.3484,22.1894
-39.03333333,178.3666667,-21.809,0.3479,22.1569
-39.03333333,178.4,-21.792,0.3473,22.1393
-39.03333333,178.4333333,-21.782,0.3468,22.1288
-39.03333333,178.4666667,-21.769,0.3464,22.1154
-39.03333333,178.5,-21.754,0.3459,22.0999
-39.03333333,178.5333333,-21.727,0.3455,22.0725
-39.03333333,178.5666667,-21.693,0.345,22.038
-39.03333333,178.6,-21.647,0.3446,21.9916
-39.03333333,178.6333333,-21.594,0.3442,21.9382
-39.03333333,178.6666667,-21.538,0.3438,21.8818
-39.03333333,178.7,-21.47,0.3435,21.8135
-39.03333333,178.7333333,-21.392,0.3431,21.7351
-39.03333333,178.7666667,-21.298,0.3427,21.6407
-39.03333333,178.8,-21.185,0.3424,21.5274
-39.03333333,178.8333333,-21.062,0.3421,21.4041
-39.03333333,178.8666667,-20.938,0.3417,21.2797
-39.03333333,178.9,-20.812,0.3414,21.1534
-39.03333333,178.9333333,-20.705,0.3411,21.0461
-39.03333333,178.9666667,-20.605,0.3408,20.9458
-39.03333333,179,-20.523,0.3406,20.8636
-39.03333333,179.0333333,-20.471,0.3403,20.8113
-39.03333333,179.0666667,-20.44,0.34,20.78
-39.03333333,179.1,-20.436,0.3398,20.7758
-39.03333333,179.1333333,-20.46,0.3396,20.7996
-39.03333333,179.1666667,-20.508,0.3394,20.8474
-39.03333333,179.2,-20.576,0.3392,20.9152
-39.03333333,179.2333333,-20.644,0.339,20.983
-39.03333333,179.2666667,-20.701,0.3388,21.0398
-39.03333333,179.3,-20.74,0.3386,21.0786
-39.03333333,179.3333333,-20.754,0.3384,21.0924
-39.03333333,179.3666667,-20.749,0.3383,21.0873
-39.03333333,179.4,-20.742,0.3381,21.0801
-39.03333333,179.4333333,-20.741,0.338,21.079
-39.03333333,179.4666667,-20.751,0.3379,21.0889
-39.03333333,179.5,-20.771,0.3378,21.1088
-39.03333333,179.5333333,-20.803,0.3377,21.1407
-39.03333333,179.5666667,-20.843,0.3376,21.1806
-39.03333333,179.6,-20.892,0.3375,21.2295
-39.03333333,179.6333333,-20.949,0.3375,21.2865
-39.03333333,179.6666667,-21.017,0.3374,21.3544
-39.03333333,179.7,-21.093,0.3374,21.4304
-39.03333333,179.7333333,-21.173,0.3373,21.5103
-39.03333333,179.7666667,-21.257,0.3373,21.5943
-39.03333333,179.8,-21.344,0.3434,21.6874
-39.03333333,179.8333333,-21.433,0.3434,21.7764
-39,175.6666667,-26.091,0.3536,26.4446
-39,175.7,-26.038,0.3536,26.3916
-39,175.7333333,-25.937,0.3536,26.2906
-39,175.7666667,-25.745,0.3536,26.0986
-39,175.8,-25.615,0.3536,25.9686
-39,175.8333333,-25.551,0.3536,25.9046
-39,175.8666667,-25.544,0.3536,25.8976
-39,175.9,-25.572,0.3537,25.9257
-39,175.9333333,-25.599,0.3537,25.9527
-39,175.9666667,-25.622,0.3537,25.9757
-39,176,-25.625,0.3537,25.9787
-39,176.0333333,-25.622,0.3537,25.9757
-39,176.0666667,-25.598,0.3537,25.9517
-39,176.1,-25.542,0.3537,25.8957
-39,176.1333333,-25.486,0.3537,25.8397
-39,176.1666667,-25.395,0.3537,25.7487
-39,176.2,-25.294,0.3538,25.6478
-39,176.2333333,-25.147,0.3538,25.5008
-39,176.2666667,-24.976,0.3538,25.3298
-39,176.3,-24.804,0.3538,25.1578
-39,176.3333333,-24.686,0.3538,25.0398
-39,176.3666667,-24.524,0.3538,24.8778
-39,176.4,-24.379,0.3538,24.7328
-39,176.4333333,-24.223,0.3539,24.5769
-39,176.4666667,-24.045,0.3539,24.3989
-39,176.5,-23.851,0.3539,24.2049
-39,176.5333333,-23.605,0.3539,23.9589
-39,176.5666667,-23.405,0.3539,23.7589
-39,176.6,-23.192,0.3539,23.5459
-39,176.6333333,-22.987,0.3539,23.3409
-39,176.6666667,-22.83,0.3539,23.1839
-39,176.7,-22.648,0.3539,23.0019
-39,176.7333333,-22.403,0.3539,22.7569
-39,176.7666667,-22.107,0.3538,22.4608
-39,176.8,-21.855,0.3538,22.2088
-39,176.8333333,-21.647,0.3538,22.0008
-39,176.8666667,-21.462,0.3537,21.8157
-39,176.9,-21.251,0.3537,21.6047
-39,176.9333333,-21.075,0.3537,21.4287
-39,176.9666667,-20.917,0.3536,21.2706
-39,177,-20.771,0.3536,21.1246
-39,177.0333333,-20.647,0.3535,21.0005
-39,177.0666667,-20.564,0.3535,20.9175
-39,177.1,-20.49,0.3534,20.8434
-39,177.1333333,-20.428,0.3534,20.7814
-39,177.1666667,-20.375,0.3533,20.7283
-39,177.2,-20.353,0.3533,20.7063
-39,177.2333333,-20.354,0.3532,20.7072
-39,177.2666667,-20.362,0.3532,20.7152
-39,177.3,-20.373,0.3532,20.7262
-39,177.3333333,-20.396,0.3533,20.7493
-39,177.3666667,-20.437,0.3534,20.7904
-39,177.4,-20.488,0.3535,20.8415
-39,177.4333333,-20.573,0.3536,20.9266
-39,177.4666667,-20.68,0.3538,21.0338
-39,177.5,-20.811,0.3541,21.1651
-39,177.5333333,-20.973,0.3545,21.3275
-39,177.5666667,-21.155,0.3549,21.5099
-39,177.6,-21.338,0.3555,21.6935
-39,177.6333333,-21.53,0.3561,21.8861
-39,177.6666667,-21.71,0.3568,22.0668
-39,177.7,-21.851,0.3576,22.2086
-39,177.7333333,-21.957,0.3585,22.3155
-39,177.7666667,-22.04,0.3594,22.3994
-39,177.8,-22.142,0.3602,22.5022
-39,177.8333333,-22.207,0.3608,22.5678
-39,177.8666667,-22.225,0.3609,22.5859
-39,177.9,-22.21,0.3606,22.5706
-39,177.9333333,-22.201,0.3598,22.5608
-39,177.9666667,-22.195,0.3587,22.5537
-39,178,-22.196,0.3575,22.5535
-39,178.0333333,-22.211,0.3562,22.5672
-39,178.0666667,-22.234,0.355,22.589
-39,178.1,-22.252,0.3539,22.6059
-39,178.1333333,-22.255,0.3528,22.6078
-39,178.1666667,-22.234,0.3519,22.5859
-39,178.2,-22.179,0.351,22.53
-39,178.2333333,-22.107,0.3502,22.4572
-39,178.2666667,-22.03,0.3495,22.3795
-39,178.3,-21.961,0.3489,22.3099
-39,178.3333333,-21.907,0.3483,22.2553
-39,178.3666667,-21.879,0.3477,22.2267
-39,178.4,-21.864,0.3472,22.2112
-39,178.4333333,-21.857,0.3467,22.2037
-39,178.4666667,-21.853,0.3462,22.1992
-39,178.5,-21.845,0.3457,22.1907
-39,178.5333333,-21.826,0.3453,22.1713
-39,178.5666667,-21.797,0.3449,22.1419
-39,178.6,-21.757,0.3444,22.1014
-39,178.6333333,-21.711,0.344,22.055
-39,178.6666667,-21.662,0.3436,22.0056
-39,178.7,-21.605,0.3433,21.9483
-39,178.7333333,-21.534,0.3429,21.8769
-39,178.7666667,-21.442,0.3425,21.7845
-39,178.8,-21.331,0.3422,21.6732
-39,178.8333333,-21.201,0.3418,21.5428
-39,178.8666667,-21.06,0.3415,21.4015
-39,178.9,-20.921,0.3412,21.2622
-39,178.9333333,-20.789,0.3409,21.1299
-39,178.9666667,-20.672,0.3406,21.0126
-39,179,-20.574,0.3403,20.9143
-39,179.0333333,-20.51,0.3401,20.8501
-39,179.0666667,-20.478,0.3398,20.8178
-39,179.1,-20.475,0.3396,20.8146
-39,179.1333333,-20.501,0.3393,20.8403
-39,179.1666667,-20.554,0.3391,20.8931
-39,179.2,-20.621,0.3389,20.9599
-39,179.2333333,-20.685,0.3387,21.0237
-39,179.2666667,-20.737,0.3385,21.0755
-39,179.3,-20.766,0.3383,21.1043
-39,179.3333333,-20.771,0.3382,21.1092
-39,179.3666667,-20.761,0.338,21.099
-39,179.4,-20.751,0.3379,21.0889
-39,179.4333333,-20.749,0.3377,21.0867
-39,179.4666667,-20.758,0.3376,21.0956
-39,179.5,-20.776,0.3375,21.1135
-39,179.5333333,-20.806,0.3374,21.1434
-39,179.5666667,-20.843,0.3373,21.1803
-39,179.6,-20.892,0.3372,21.2292
-39,179.6333333,-20.951,0.3372,21.2882
-39,179.6666667,-21.022,0.3371,21.3591
-39,179.7,-21.103,0.3371,21.4401
-39,179.7333333,-21.187,0.3371,21.5241
-39,179.7666667,-21.273,0.337,21.61
-39,179.8,-21.364,0.3434,21.7074
-39,179.8333333,-21.458,0.3434,21.8014
-38.96666667,175.6666667,-26.296,0.3536,26.6496
-38.96666667,175.7,-26.242,0.3536,26.5956
-38.96666667,175.7333333,-26.033,0.3536,26.3866
-38.96666667,175.7666667,-25.84,0.3536,26.1936
-38.96666667,175.8,-25.719,0.3536,26.0726
-38.96666667,175.8333333,-25.639,0.3536,25.9926
-38.96666667,175.8666667,-25.623,0.3536,25.9766
-38.96666667,175.9,-25.627,0.3536,25.9806
-38.96666667,175.9333333,-25.649,0.3537,26.0027
-38.96666667,175.9666667,-25.675,0.3537,26.0287
-38.96666667,176,-25.699,0.3537,26.0527
-38.96666667,176.0333333,-25.71,0.3537,26.0637
-38.96666667,176.0666667,-25.681,0.3537,26.0347
-38.96666667,176.1,-25.633,0.3537,25.9867
-38.96666667,176.1333333,-25.582,0.3537,25.9357
-38.96666667,176.1666667,-25.534,0.3538,25.8878
-38.96666667,176.2,-25.469,0.3538,25.8228
-38.96666667,176.2333333,-25.374,0.3538,25.7278
-38.96666667,176.2666667,-25.193,0.3538,25.5468
-38.96666667,176.3,-25.059,0.3538,25.4128
-38.96666667,176.3333333,-24.943,0.3538,25.2968
-38.96666667,176.3666667,-24.785,0.3538,25.1388
-38.96666667,176.4,-24.62,0.3539,24.9739
-38.96666667,176.4333333,-24.467,0.3539,24.8209
-38.96666667,176.4666667,-24.305,0.3539,24.6589
-38.96666667,176.5,-24.136,0.3539,24.4899
-38.96666667,176.5333333,-23.928,0.3539,24.2819
-38.96666667,176.5666667,-23.76,0.3539,24.1139
-38.96666667,176.6,-23.553,0.3539,23.9069
-38.96666667,176.6333333,-23.393,0.3539,23.7469
-38.96666667,176.6666667,-23.236,0.3539,23.5899
-38.96666667,176.7,-23.074,0.3539,23.4279
-38.96666667,176.7333333,-22.751,0.3539,23.1049
-38.96666667,176.7666667,-22.505,0.3539,22.8589
-38.96666667,176.8,-22.237,0.3538,22.5908
-38.96666667,176.8333333,-22.088,0.3538,22.4418
-38.96666667,176.8666667,-21.874,0.3538,22.2278
-38.96666667,176.9,-21.634,0.3537,21.9877
-38.96666667,176.9333333,-21.466,0.3537,21.8197
-38.96666667,176.9666667,-21.301,0.3536,21.6546
-38.96666667,177,-21.122,0.3536,21.4756
-38.96666667,177.0333333,-20.992,0.3535,21.3455
-38.96666667,177.0666667,-20.87,0.3534,21.2234
-38.96666667,177.1,-20.763,0.3534,21.1164
-38.96666667,177.1333333,-20.684,0.3533,21.0373
-38.96666667,177.1666667,-20.619,0.3532,20.9722
-38.96666667,177.2,-20.574,0.3532,20.9272
-38.96666667,177.2333333,-20.543,0.3531,20.8961
-38.96666667,177.2666667,-20.549,0.3531,20.9021
-38.96666667,177.3,-20.542,0.3531,20.8951
-38.96666667,177.3333333,-20.549,0.3531,20.9021
-38.96666667,177.3666667,-20.576,0.3532,20.9292
-38.96666667,177.4,-20.621,0.3533,20.9743
-38.96666667,177.4333333,-20.698,0.3534,21.0514
-38.96666667,177.4666667,-20.8,0.3536,21.1536
-38.96666667,177.5,-20.931,0.3539,21.2849
-38.96666667,177.5333333,-21.105,0.3543,21.4593
-38.96666667,177.5666667,-21.299,0.3548,21.6538
-38.96666667,177.6,-21.476,0.3554,21.8314
-38.96666667,177.6333333,-21.666,0.3561,22.0221
-38.96666667,177.6666667,-21.853,0.357,22.21
-38.96666667,177.7,-22.01,0.3579,22.3679
-38.96666667,177.7333333,-22.098,0.3591,22.4571
-38.96666667,177.7666667,-22.202,0.3603,22.5623
-38.96666667,177.8,-22.264,0.3616,22.6256
-38.96666667,177.8333333,-22.324,0.3626,22.6866
-38.96666667,177.8666667,-22.315,0.363,22.678
-38.96666667,177.9,-22.278,0.3625,22.6405
-38.96666667,177.9333333,-22.241,0.3614,22.6024
-38.96666667,177.9666667,-22.22,0.3598,22.5798
-38.96666667,178,-22.203,0.3582,22.5612
-38.96666667,178.0333333,-22.213,0.3566,22.5696
-38.96666667,178.0666667,-22.233,0.3552,22.5882
-38.96666667,178.1,-22.255,0.3539,22.6089
-38.96666667,178.1333333,-22.269,0.3528,22.6218
-38.96666667,178.1666667,-22.26,0.3518,22.6118
-38.96666667,178.2,-22.224,0.3509,22.5749
-38.96666667,178.2333333,-22.161,0.3501,22.5111
-38.96666667,178.2666667,-22.096,0.3493,22.4453
-38.96666667,178.3,-22.035,0.3487,22.3837
-38.96666667,178.3333333,-21.985,0.3481,22.3331
-38.96666667,178.3666667,-21.957,0.3475,22.3045
-38.96666667,178.4,-21.943,0.347,22.29
-38.96666667,178.4333333,-21.94,0.3465,22.2865
-38.96666667,178.4666667,-21.948,0.346,22.294
-38.96666667,178.5,-21.951,0.3455,22.2965
-38.96666667,178.5333333,-21.945,0.3451,22.2901
-38.96666667,178.5666667,-21.919,0.3447,22.2637
-38.96666667,178.6,-21.881,0.3442,22.2252
-38.96666667,178.6333333,-21.834,0.3438,22.1778
-38.96666667,178.6666667,-21.781,0.3434,22.1244
-38.96666667,178.7,-21.72,0.343,22.063
-38.96666667,178.7333333,-21.648,0.3427,21.9907
-38.96666667,178.7666667,-21.557,0.3423,21.8993
-38.96666667,178.8,-21.442,0.3419,21.7839
-38.96666667,178.8333333,-21.305,0.3416,21.6466
