Lat,Long,Geoid2016,LTN37,LTN37_NZVD2016
-44.93333333,169.4666667,-8.579,0.3208,8.8998
-44.93333333,169.5,-8.677,0.3214,8.9984
-44.93333333,169.5333333,-8.786,0.3219,9.1079
-44.93333333,169.5666667,-8.907,0.3225,9.2295
-44.93333333,169.6,-8.825,0.3231,9.1481
-44.93333333,169.6333333,-8.871,0.3237,9.1947
-44.93333333,169.6666667,-8.842,0.3242,9.1662
-44.93333333,169.7,-8.819,0.3248,9.1438
-44.93333333,169.7333333,-8.847,0.3254,9.1724
-44.93333333,169.7666667,-8.87,0.326,9.196
-44.93333333,169.8,-8.945,0.3266,9.2716
-44.93333333,169.8333333,-9.028,0.3272,9.3552
-44.93333333,169.8666667,-9.133,0.3277,9.4607
-44.93333333,169.9,-9.254,0.3282,9.5822
-44.93333333,169.9333333,-9.37,0.3287,9.6987
-44.93333333,169.9666667,-9.486,0.3292,9.8152
-44.93333333,170,-9.654,0.3296,9.9836
-44.93333333,170.0333333,-9.818,0.33,10.148
-44.93333333,170.0666667,-10.028,0.3303,10.3583
-44.93333333,170.1,-10.196,0.3305,10.5265
-44.93333333,170.1333333,-10.263,0.3307,10.5937
-44.93333333,170.1666667,-10.274,0.3308,10.6048
-44.93333333,170.2,-10.272,0.3308,10.6028
-44.93333333,170.2333333,-10.259,0.3308,10.5898
-44.93333333,170.2666667,-10.252,0.3306,10.5826
-44.93333333,170.3,-10.308,0.3304,10.6384
-44.93333333,170.3333333,-10.18,0.3302,10.5102
-44.93333333,170.3666667,-10.137,0.3299,10.4669
-44.93333333,170.4,-9.984,0.3297,10.3137
-44.93333333,170.4333333,-9.857,0.3295,10.1865
-44.93333333,170.4666667,-9.769,0.3293,10.0983
-44.93333333,170.5,-9.657,0.3291,9.9861
-44.93333333,170.5333333,-9.495,0.3288,9.8238
-44.93333333,170.5666667,-9.338,0.3285,9.6665
-44.93333333,170.6,-9.205,0.3286,9.5336
-44.93333333,170.6333333,-9.1,0.3295,9.4295
-44.93333333,170.6666667,-8.997,0.3315,9.3285
-44.93333333,170.7,-8.9,0.3345,9.2345
-44.93333333,170.7333333,-8.795,0.3374,9.1324
-44.93333333,170.7666667,-8.701,0.3394,9.0404
-44.93333333,170.8,-8.603,0.3403,8.9433
-44.93333333,170.8333333,-8.509,0.3401,8.8491
-44.93333333,170.8666667,-8.402,0.3352,8.7372
-44.93333333,170.9,-8.291,0.3468,8.6378
-44.93333333,170.9333333,-8.188,0.3576,8.5456
-44.93333333,170.9666667,-8.088,0.3736,8.4616
-44.93333333,171,-7.991,0.3697,8.3607
-44.93333333,171.0333333,-7.901,0.3698,8.2708
-44.93333333,171.0666667,-7.819,0.3732,8.1922
-44.93333333,171.1,-7.744,0.3798,8.1238
-44.93333333,171.1333333,-7.678,0.3722,8.0502
-44.93333333,171.1666667,-7.617,0.3684,7.9854
-44.93333333,171.2,-7.561,0.3659,7.9269
-44.93333333,171.2333333,-7.505,0.3642,7.8692
-44.93333333,171.2666667,-7.447,0.3629,7.8099
-44.93333333,171.3,-7.385,0.3619,7.7469
-44.93333333,171.3333333,-7.326,0.3612,7.6872
-44.93333333,171.3666667,-7.264,0.3606,7.6246
-44.93333333,171.4,-7.203,0.3602,7.5632
-44.93333333,171.4333333,-7.146,0.3598,7.5058
-44.93333333,171.4666667,-7.092,0.3595,7.4515
-44.93333333,171.5,-7.04,0.3593,7.3993
-44.93333333,171.5333333,-6.991,0.3591,7.3501
-44.93333333,171.5666667,-6.942,0.359,7.301
-44.93333333,171.6,-6.894,0.3588,7.2528
-44.93333333,171.6333333,-6.847,0.3587,7.2057
-44.93333333,171.6666667,-6.8,0.3586,7.1586
-44.93333333,171.7,-6.754,0.3585,7.1125
-44.93333333,171.7333333,-6.713,0.3585,7.0715
-44.93333333,171.7666667,-6.664,0.3584,7.0224
-44.93333333,171.8,-6.62,0.3583,6.9783
-44.93333333,171.8333333,-6.576,0.3583,6.9343
-44.93333333,171.8666667,-6.523,0.3582,6.8812
-44.93333333,171.9,-6.474,0.3581,6.8321
-44.93333333,171.9333333,-6.401,0.3581,6.7591
-44.93333333,171.9666667,-6.338,0.358,6.696
-44.93333333,172,-6.259,0.358,6.617
-44.93333333,172.0333333,-6.175,0.3579,6.5329
-44.93333333,172.0666667,-6.086,0.3579,6.4439
-44.93333333,172.1,-5.999,0.3579,6.3569
-44.93333333,172.1333333,-5.91,0.3578,6.2678
-44.93333333,172.1666667,-5.826,0.3578,6.1838
-44.93333333,172.2,-5.753,0.3578,6.1108
-44.93333333,172.2333333,-5.682,0.3578,6.0398
-44.93333333,172.2666667,-5.625,0.3578,5.9828
-44.93333333,172.3,-5.575,0.3578,5.9328
-44.93333333,172.3333333,-5.527,0.3578,5.8848
-44.93333333,172.3666667,-5.483,0.3578,5.8408
-44.93333333,172.4,-5.444,0.3579,5.8019
-44.93333333,172.4333333,-5.406,0.3579,5.7639
-44.93333333,172.4666667,-5.375,0.3579,5.7329
-44.93333333,172.5,-5.348,0.358,5.706
-44.93333333,172.5333333,-5.326,0.3581,5.6841
-44.93333333,172.5666667,-5.309,0.3581,5.6671
-44.93333333,172.6,-5.296,0.3582,5.6542
-44.93333333,172.6333333,-5.284,0.3583,5.6423
-44.93333333,172.6666667,-5.273,0.3584,5.6314
-44.93333333,172.7,-5.263,0.3585,5.6215
-44.93333333,172.7333333,-5.255,0.3586,5.6136
-44.93333333,172.7666667,-5.248,0.3587,5.6067
-44.93333333,172.8,-5.24,0.3588,5.5988
-44.93333333,172.8333333,-5.234,0.3589,5.5929
-44.93333333,172.8666667,-5.234,0.359,5.593
-44.93333333,172.9,-5.235,0.3592,5.5942
-44.93333333,172.9333333,-5.241,0.3593,5.6003
-44.93333333,172.9666667,-5.247,0.3595,5.6065
-44.93333333,173,-5.254,0.3597,5.6137
-44.93333333,173.0333333,-5.26,0.3598,5.6198
-44.93333333,173.0666667,-5.267,0.36,5.627
-44.93333333,173.1,-5.277,0.3602,5.6372
-44.93333333,173.1333333,-5.288,0.3603,5.6483
-44.93333333,173.1666667,-5.302,0.3605,5.6625
-44.93333333,173.2,-5.318,0.3606,5.6786
-44.93333333,173.2333333,-5.334,0.3608,5.6948
-44.93333333,173.2666667,-5.344,0.3609,5.7049
-44.93333333,173.3,-5.351,0.3611,5.7121
-44.93333333,173.3333333,-5.356,0.3612,5.7172
-44.93333333,173.3666667,-5.358,0.3614,5.7194
-44.93333333,173.4,-5.36,0.3615,5.7215
-44.93333333,173.4333333,-5.363,0.3617,5.7247
-44.93333333,173.4666667,-5.367,0.3618,5.7288
-44.93333333,173.5,-5.373,0.3619,5.7349
-44.93333333,173.5333333,-5.381,0.3619,5.7429
-44.93333333,173.5666667,-5.389,0.3404,5.7294
-44.93333333,173.6,-5.402,0.3404,5.7424
-44.93333333,173.6333333,-5.419,0.3404,5.7594
-44.93333333,173.6666667,-5.438,0.3404,5.7784
-44.93333333,173.7,-5.461,0.3404,5.8014
-44.93333333,173.7333333,-5.487,0.3404,5.8274
-44.93333333,173.7666667,-5.511,0.3404,5.8514
-44.93333333,173.8,-5.539,0.3404,5.8794
-44.93333333,173.8333333,-5.567,0.3404,5.9074
-44.93333333,173.8666667,-5.594,0.3404,5.9344
-44.93333333,173.9,-5.62,0.3404,5.9604
-44.93333333,173.9333333,-5.643,0.3404,5.9834
-44.93333333,173.9666667,-5.667,0.3404,6.0074
-44.93333333,174,-5.688,0.3404,6.0284
-44.93333333,174.0333333,-5.708,0.3404,6.0484
-44.93333333,174.0666667,-5.729,0.3404,6.0694
-44.93333333,174.1,-5.75,0.3404,6.0904
-44.93333333,174.1333333,-5.772,0.3404,6.1124
-44.93333333,174.1666667,-5.793,0.3404,6.1334
-44.93333333,174.2,-5.812,0.3404,6.1524
-44.93333333,174.2333333,-5.833,0.3404,6.1734
-44.93333333,174.2666667,-5.853,0.3404,6.1934
-44.93333333,174.3,-5.876,0.3404,6.2164
-44.93333333,174.3333333,-5.899,0.3404,6.2394
-44.93333333,174.3666667,-5.926,0.3404,6.2664
-44.93333333,174.4,-5.957,0.3404,6.2974
-44.93333333,174.4333333,-5.989,0.3404,6.3294
-44.93333333,174.4666667,-6.024,0.3404,6.3644
-44.93333333,174.5,-6.06,0.3404,6.4004
-44.93333333,174.5333333,-6.095,0.3404,6.4354
-44.93333333,174.5666667,-6.129,0.3404,6.4694
-44.93333333,174.6,-6.162,0.3404,6.5024
-44.93333333,174.6333333,-6.192,0.3404,6.5324
-44.93333333,174.6666667,-6.221,0.3404,6.5614
-44.93333333,174.7,-6.248,0.3404,6.5884
-44.93333333,174.7333333,-6.275,0.3404,6.6154
-44.93333333,174.7666667,-6.3,0.3404,6.6404
-44.93333333,174.8,-6.325,0.3404,6.6654
-44.93333333,174.8333333,-6.347,0.3404,6.6874
-44.93333333,174.8666667,-6.365,0.3404,6.7054
-44.93333333,174.9,-6.38,0.3404,6.7204
-44.93333333,174.9333333,-6.39,0.3404,6.7304
-44.93333333,174.9666667,-6.4,0.3404,6.7404
-44.93333333,175,-6.408,0.3404,6.7484
-44.93333333,175.0333333,-6.418,0.3404,6.7584
-44.93333333,175.0666667,-6.428,0.3404,6.7684
-44.93333333,175.1,-6.436,0.3404,6.7764
-44.93333333,175.1333333,-6.445,0.3404,6.7854
-44.93333333,175.1666667,-6.45,0.3404,6.7904
-44.9,167.6,-6.194,0.3176,6.5116
-44.9,167.6333333,-6.472,0.3176,6.7896
-44.9,167.6666667,-6.729,0.3175,7.0465
-44.9,167.7,-6.861,0.3175,7.1785
-44.9,167.7333333,-6.964,0.3175,7.2815
-44.9,167.7666667,-7.181,0.3175,7.4985
-44.9,167.8,-7.201,0.3174,7.5184
-44.9,167.8333333,-7.471,0.3174,7.7884
-44.9,167.8666667,-7.567,0.3174,7.8844
-44.9,167.9,-7.545,0.3173,7.8623
-44.9,167.9333333,-7.757,0.3173,8.0743
-44.9,167.9666667,-8.056,0.3173,8.3733
-44.9,168,-8.207,0.3172,8.5242
-44.9,168.0333333,-8.245,0.3172,8.5622
-44.9,168.0666667,-8.303,0.3171,8.6201
-44.9,168.1,-8.453,0.3171,8.7701
-44.9,168.1333333,-8.633,0.317,8.95
-44.9,168.1666667,-8.611,0.317,8.928
-44.9,168.2,-8.766,0.3169,9.0829
-44.9,168.2333333,-8.79,0.3168,9.1068
-44.9,168.2666667,-8.605,0.3168,8.9218
-44.9,168.3,-8.496,0.3167,8.8127
-44.9,168.3333333,-8.484,0.3166,8.8006
-44.9,168.3666667,-8.337,0.3166,8.6536
-44.9,168.4,-8.372,0.3165,8.6885
-44.9,168.4333333,-8.566,0.3164,8.8824
-44.9,168.4666667,-8.893,0.3164,9.2094
-44.9,168.5,-8.875,0.3163,9.1913
-44.9,168.5333333,-8.822,0.3162,9.1382
-44.9,168.5666667,-8.744,0.3162,9.0602
-44.9,168.6,-8.703,0.3161,9.0191
-44.9,168.6333333,-8.637,0.316,8.953
-44.9,168.6666667,-8.547,0.316,8.863
-44.9,168.7,-8.591,0.3159,8.9069
-44.9,168.7333333,-8.64,0.3158,8.9558
-44.9,168.7666667,-8.679,0.3158,8.9948
-44.9,168.8,-8.654,0.3158,8.9698
-44.9,168.8333333,-8.64,0.3157,8.9557
-44.9,168.8666667,-8.597,0.3157,8.9127
-44.9,168.9,-8.624,0.3157,8.9397
-44.9,168.9333333,-8.718,0.3158,9.0338
-44.9,168.9666667,-8.609,0.3158,8.9248
-44.9,169,-8.572,0.3159,8.8879
-44.9,169.0333333,-8.629,0.316,8.945
-44.9,169.0666667,-8.702,0.3161,9.0181
-44.9,169.1,-8.819,0.3163,9.1353
-44.9,169.1333333,-8.883,0.3165,9.1995
-44.9,169.1666667,-8.843,0.3167,9.1597
-44.9,169.2,-8.547,0.317,8.864
-44.9,169.2333333,-8.274,0.3173,8.5913
-44.9,169.2666667,-8.075,0.3176,8.3926
-44.9,169.3,-8.022,0.318,8.34
-44.9,169.3333333,-7.998,0.3185,8.3165
-44.9,169.3666667,-8.063,0.3189,8.3819
-44.9,169.4,-8.161,0.3194,8.4804
-44.9,169.4333333,-8.306,0.3199,8.6259
-44.9,169.4666667,-8.474,0.3205,8.7945
-44.9,169.5,-8.693,0.321,9.014
-44.9,169.5333333,-8.929,0.3216,9.2506
-44.9,169.5666667,-8.958,0.3222,9.2802
-44.9,169.6,-9.063,0.3228,9.3858
-44.9,169.6333333,-9.142,0.3234,9.4654
-44.9,169.6666667,-9.132,0.3241,9.4561
-44.9,169.7,-9.083,0.3247,9.4077
-44.9,169.7333333,-9.038,0.3253,9.3633
-44.9,169.7666667,-9.033,0.3259,9.3589
-44.9,169.8,-9.098,0.3266,9.4246
-44.9,169.8333333,-9.155,0.3272,9.4822
-44.9,169.8666667,-9.242,0.3277,9.5697
-44.9,169.9,-9.368,0.3283,9.6963
-44.9,169.9333333,-9.536,0.3288,9.8648
-44.9,169.9666667,-9.659,0.3293,9.9883
-44.9,170,-9.84,0.3297,10.1697
-44.9,170.0333333,-10.062,0.3301,10.3921
-44.9,170.0666667,-10.32,0.3305,10.6505
-44.9,170.1,-10.388,0.3307,10.7187
-44.9,170.1333333,-10.424,0.3309,10.7549
-44.9,170.1666667,-10.469,0.3309,10.7999
-44.9,170.2,-10.462,0.3309,10.7929
-44.9,170.2333333,-10.43,0.3308,10.7608
-44.9,170.2666667,-10.438,0.3305,10.7685
-44.9,170.3,-10.468,0.3302,10.7982
-44.9,170.3333333,-10.437,0.3298,10.7668
-44.9,170.3666667,-10.31,0.3294,10.6394
-44.9,170.4,-10.168,0.3289,10.4969
-44.9,170.4333333,-10.056,0.3286,10.3846
-44.9,170.4666667,-9.856,0.3283,10.1843
-44.9,170.5,-9.694,0.328,10.022
-44.9,170.5333333,-9.563,0.3274,9.8904
-44.9,170.5666667,-9.401,0.3263,9.7273
-44.9,170.6,-9.268,0.3254,9.5934
-44.9,170.6333333,-9.148,0.3257,9.4737
-44.9,170.6666667,-9.061,0.3283,9.3893
-44.9,170.7,-8.972,0.3335,9.3055
-44.9,170.7333333,-8.879,0.3384,9.2174
-44.9,170.7666667,-8.78,0.3401,9.1201
-44.9,170.8,-8.682,0.3407,9.0227
-44.9,170.8333333,-8.581,0.3407,8.9217
-44.9,170.8666667,-8.483,0.3398,8.8228
-44.9,170.9,-8.384,0.3478,8.7318
-44.9,170.9333333,-8.291,0.3567,8.6477
-44.9,170.9666667,-8.198,0.3642,8.5622
-44.9,171,-8.104,0.3676,8.4716
-44.9,171.0333333,-8.016,0.37,8.386
-44.9,171.0666667,-7.932,0.3734,8.3054
-44.9,171.1,-7.854,0.3789,8.2329
-44.9,171.1333333,-7.786,0.3726,8.1586
-44.9,171.1666667,-7.723,0.3686,8.0916
-44.9,171.2,-7.668,0.366,8.034
-44.9,171.2333333,-7.617,0.3643,7.9813
-44.9,171.2666667,-7.566,0.363,7.929
-44.9,171.3,-7.509,0.362,7.871
-44.9,171.3333333,-7.454,0.3613,7.8153
-44.9,171.3666667,-7.398,0.3607,7.7587
-44.9,171.4,-7.343,0.3603,7.7033
-44.9,171.4333333,-7.287,0.3599,7.6469
-44.9,171.4666667,-7.237,0.3596,7.5966
-44.9,171.5,-7.19,0.3594,7.5494
-44.9,171.5333333,-7.144,0.3592,7.5032
-44.9,171.5666667,-7.1,0.3591,7.4591
-44.9,171.6,-7.054,0.359,7.413
-44.9,171.6333333,-7.012,0.3589,7.3709
-44.9,171.6666667,-6.966,0.3588,7.3248
-44.9,171.7,-6.923,0.3587,7.2817
-44.9,171.7333333,-6.881,0.3586,7.2396
-44.9,171.7666667,-6.839,0.3585,7.1975
-44.9,171.8,-6.8,0.3584,7.1584
-44.9,171.8333333,-6.76,0.3584,7.1184
-44.9,171.8666667,-6.715,0.3583,7.0733
-44.9,171.9,-6.667,0.3582,7.0252
-44.9,171.9333333,-6.627,0.3582,6.9852
-44.9,171.9666667,-6.569,0.3581,6.9271
-44.9,172,-6.506,0.3581,6.8641
-44.9,172.0333333,-6.437,0.358,6.795
-44.9,172.0666667,-6.37,0.358,6.728
-44.9,172.1,-6.285,0.3579,6.6429
-44.9,172.1333333,-6.208,0.3579,6.5659
-44.9,172.1666667,-6.125,0.3579,6.4829
-44.9,172.2,-6.047,0.3578,6.4048
-44.9,172.2333333,-5.976,0.3578,6.3338
-44.9,172.2666667,-5.909,0.3578,6.2668
-44.9,172.3,-5.852,0.3578,6.2098
-44.9,172.3333333,-5.799,0.3578,6.1568
-44.9,172.3666667,-5.75,0.3578,6.1078
-44.9,172.4,-5.703,0.3579,6.0609
-44.9,172.4333333,-5.663,0.3579,6.0209
-44.9,172.4666667,-5.624,0.358,5.982
-44.9,172.5,-5.593,0.358,5.951
-44.9,172.5333333,-5.568,0.3581,5.9261
-44.9,172.5666667,-5.546,0.3581,5.9041
-44.9,172.6,-5.53,0.3582,5.8882
-44.9,172.6333333,-5.514,0.3583,5.8723
-44.9,172.6666667,-5.499,0.3584,5.8574
-44.9,172.7,-5.485,0.3585,5.8435
-44.9,172.7333333,-5.472,0.3586,5.8306
-44.9,172.7666667,-5.459,0.3587,5.8177
-44.9,172.8,-5.448,0.3588,5.8068
-44.9,172.8333333,-5.441,0.359,5.8
-44.9,172.8666667,-5.436,0.3591,5.7951
-44.9,172.9,-5.437,0.3592,5.7962
-44.9,172.9333333,-5.436,0.3594,5.7954
-44.9,172.9666667,-5.439,0.3595,5.7985
-44.9,173,-5.443,0.3597,5.8027
-44.9,173.0333333,-5.449,0.3599,5.8089
-44.9,173.0666667,-5.456,0.36,5.816
-44.9,173.1,-5.464,0.3602,5.8242
-44.9,173.1333333,-5.476,0.3604,5.8364
-44.9,173.1666667,-5.488,0.3605,5.8485
-44.9,173.2,-5.501,0.3607,5.8617
-44.9,173.2333333,-5.509,0.3608,5.8698
-44.9,173.2666667,-5.52,0.361,5.881
-44.9,173.3,-5.523,0.3611,5.8841
-44.9,173.3333333,-5.528,0.3613,5.8893
-44.9,173.3666667,-5.53,0.3614,5.8914
-44.9,173.4,-5.532,0.3616,5.8936
-44.9,173.4333333,-5.535,0.3617,5.8967
-44.9,173.4666667,-5.538,0.3618,5.8998
-44.9,173.5,-5.541,0.3619,5.9029
-44.9,173.5333333,-5.547,0.362,5.909
-44.9,173.5666667,-5.555,0.3622,5.9172
-44.9,173.6,-5.566,0.3622,5.9282
-44.9,173.6333333,-5.582,0.3404,5.9224
-44.9,173.6666667,-5.602,0.3404,5.9424
-44.9,173.7,-5.628,0.3404,5.9684
-44.9,173.7333333,-5.655,0.3404,5.9954
-44.9,173.7666667,-5.685,0.3404,6.0254
-44.9,173.8,-5.714,0.3404,6.0544
-44.9,173.8333333,-5.743,0.3404,6.0834
-44.9,173.8666667,-5.771,0.3404,6.1114
-44.9,173.9,-5.796,0.3404,6.1364
-44.9,173.9333333,-5.82,0.3404,6.1604
-44.9,173.9666667,-5.842,0.3404,6.1824
-44.9,174,-5.862,0.3404,6.2024
-44.9,174.0333333,-5.882,0.3404,6.2224
-44.9,174.0666667,-5.9,0.3404,6.2404
-44.9,174.1,-5.917,0.3404,6.2574
-44.9,174.1333333,-5.936,0.3404,6.2764
-44.9,174.1666667,-5.953,0.3404,6.2934
-44.9,174.2,-5.971,0.3404,6.3114
-44.9,174.2333333,-5.989,0.3404,6.3294
-44.9,174.2666667,-6.008,0.3404,6.3484
-44.9,174.3,-6.029,0.3404,6.3694
-44.9,174.3333333,-6.053,0.3404,6.3934
-44.9,174.3666667,-6.082,0.3404,6.4224
-44.9,174.4,-6.113,0.3404,6.4534
-44.9,174.4333333,-6.147,0.3404,6.4874
-44.9,174.4666667,-6.182,0.3404,6.5224
-44.9,174.5,-6.218,0.3404,6.5584
-44.9,174.5333333,-6.252,0.3404,6.5924
-44.9,174.5666667,-6.284,0.3404,6.6244
-44.9,174.6,-6.314,0.3404,6.6544
-44.9,174.6333333,-6.344,0.3404,6.6844
-44.9,174.6666667,-6.372,0.3404,6.7124
-44.9,174.7,-6.398,0.3404,6.7384
-44.9,174.7333333,-6.424,0.3404,6.7644
-44.9,174.7666667,-6.451,0.3404,6.7914
-44.9,174.8,-6.475,0.3404,6.8154
-44.9,174.8333333,-6.498,0.3404,6.8384
-44.9,174.8666667,-6.519,0.3404,6.8594
-44.9,174.9,-6.535,0.3404,6.8754
-44.9,174.9333333,-6.549,0.3404,6.8894
-44.9,174.9666667,-6.559,0.3404,6.8994
-44.9,175,-6.57,0.3404,6.9104
-44.9,175.0333333,-6.582,0.3404,6.9224
-44.9,175.0666667,-6.595,0.3404,6.9354
-44.9,175.1,-6.605,0.3404,6.9454
-44.9,175.1333333,-6.617,0.3404,6.9574
-44.9,175.1666667,-6.626,0.3404,6.9664
-44.86666667,167.6,-5.971,0.3176,6.2886
-44.86666667,167.6333333,-6.269,0.3176,6.5866
-44.86666667,167.6666667,-6.509,0.3176,6.8266
-44.86666667,167.7,-6.75,0.3175,7.0675
-44.86666667,167.7333333,-6.969,0.3175,7.2865
-44.86666667,167.7666667,-7.121,0.3175,7.4385
-44.86666667,167.8,-7.323,0.3175,7.6405
-44.86666667,167.8333333,-7.313,0.3174,7.6304
-44.86666667,167.8666667,-7.557,0.3174,7.8744
-44.86666667,167.9,-7.7,0.3174,8.0174
-44.86666667,167.9333333,-7.934,0.3173,8.2513
-44.86666667,167.9666667,-8.012,0.3173,8.3293
-44.86666667,168,-8.346,0.3172,8.6632
-44.86666667,168.0333333,-8.335,0.3172,8.6522
-44.86666667,168.0666667,-8.42,0.3171,8.7371
-44.86666667,168.1,-8.393,0.3171,8.7101
-44.86666667,168.1333333,-8.514,0.317,8.831
-44.86666667,168.1666667,-8.697,0.3169,9.0139
-44.86666667,168.2,-8.774,0.3169,9.0909
-44.86666667,168.2333333,-8.642,0.3168,8.9588
-44.86666667,168.2666667,-8.631,0.3167,8.9477
-44.86666667,168.3,-8.767,0.3167,9.0837
-44.86666667,168.3333333,-8.535,0.3166,8.8516
-44.86666667,168.3666667,-8.395,0.3165,8.7115
-44.86666667,168.4,-8.442,0.3164,8.7584
-44.86666667,168.4333333,-8.673,0.3163,8.9893
-44.86666667,168.4666667,-8.979,0.3163,9.2953
-44.86666667,168.5,-9.072,0.3162,9.3882
-44.86666667,168.5333333,-8.99,0.3161,9.3061
-44.86666667,168.5666667,-8.92,0.316,9.236
-44.86666667,168.6,-8.851,0.3159,9.1669
-44.86666667,168.6333333,-8.738,0.3158,9.0538
-44.86666667,168.6666667,-8.692,0.3157,9.0077
-44.86666667,168.7,-8.745,0.3156,9.0606
-44.86666667,168.7333333,-8.831,0.3156,9.1466
-44.86666667,168.7666667,-8.873,0.3155,9.1885
-44.86666667,168.8,-8.773,0.3154,9.0884
-44.86666667,168.8333333,-8.765,0.3154,9.0804
-44.86666667,168.8666667,-8.873,0.3154,9.1884
-44.86666667,168.9,-8.733,0.3153,9.0483
-44.86666667,168.9333333,-8.802,0.3153,9.1173
-44.86666667,168.9666667,-8.663,0.3154,8.9784
-44.86666667,169,-8.488,0.3154,8.8034
-44.86666667,169.0333333,-8.477,0.3155,8.7925
-44.86666667,169.0666667,-8.642,0.3156,8.9576
-44.86666667,169.1,-8.814,0.3158,9.1298
-44.86666667,169.1333333,-8.888,0.316,9.204
-44.86666667,169.1666667,-8.917,0.3162,9.2332
-44.86666667,169.2,-8.841,0.3165,9.1575
-44.86666667,169.2333333,-8.504,0.3168,8.8208
-44.86666667,169.2666667,-8.263,0.3171,8.5801
-44.86666667,169.3,-8.081,0.3175,8.3985
-44.86666667,169.3333333,-7.987,0.318,8.305
-44.86666667,169.3666667,-8.006,0.3184,8.3244
-44.86666667,169.4,-8.097,0.319,8.416
-44.86666667,169.4333333,-8.198,0.3195,8.5175
-44.86666667,169.4666667,-8.369,0.3201,8.6891
-44.86666667,169.5,-8.61,0.3207,8.9307
-44.86666667,169.5333333,-8.868,0.3213,9.1893
-44.86666667,169.5666667,-9.03,0.3219,9.3519
-44.86666667,169.6,-9.22,0.3226,9.5426
-44.86666667,169.6333333,-9.281,0.3232,9.6042
-44.86666667,169.6666667,-9.432,0.3239,9.7559
-44.86666667,169.7,-9.394,0.3246,9.7186
-44.86666667,169.7333333,-9.306,0.3252,9.6312
-44.86666667,169.7666667,-9.245,0.3259,9.5709
-44.86666667,169.8,-9.266,0.3265,9.5925
-44.86666667,169.8333333,-9.313,0.3272,9.6402
-44.86666667,169.8666667,-9.397,0.3278,9.7248
-44.86666667,169.9,-9.495,0.3284,9.8234
-44.86666667,169.9333333,-9.637,0.3289,9.9659
-44.86666667,169.9666667,-9.814,0.3295,10.1435
-44.86666667,170,-10.077,0.3299,10.4069
-44.86666667,170.0333333,-10.349,0.3303,10.6793
-44.86666667,170.0666667,-10.485,0.3307,10.8157
-44.86666667,170.1,-10.558,0.3309,10.8889
-44.86666667,170.1333333,-10.581,0.3311,10.9121
-44.86666667,170.1666667,-10.578,0.3312,10.9092
-44.86666667,170.2,-10.556,0.3311,10.8871
-44.86666667,170.2333333,-10.526,0.3309,10.8569
-44.86666667,170.2666667,-10.519,0.3305,10.8495
-44.86666667,170.3,-10.538,0.33,10.868
-44.86666667,170.3333333,-10.583,0.3294,10.9124
-44.86666667,170.3666667,-10.563,0.3288,10.8918
-44.86666667,170.4,-10.33,0.3281,10.6581
-44.86666667,170.4333333,-10.107,0.3276,10.4346
-44.86666667,170.4666667,-9.927,0.3273,10.2543
-44.86666667,170.5,-9.714,0.3274,10.0414
-44.86666667,170.5333333,-9.534,0.3268,9.8608
-44.86666667,170.5666667,-9.423,0.3241,9.7471
-44.86666667,170.6,-9.316,0.3208,9.6368
-44.86666667,170.6333333,-9.214,0.3204,9.5344
-44.86666667,170.6666667,-9.125,0.3206,9.4456
-44.86666667,170.7,-9.047,0.3325,9.3795
-44.86666667,170.7333333,-8.962,0.3438,9.3058
-44.86666667,170.7666667,-8.878,0.3407,9.2187
-44.86666667,170.8,-8.79,0.3414,9.1314
-44.86666667,170.8333333,-8.692,0.3427,9.0347
-44.86666667,170.8666667,-8.6,0.3451,8.9451
-44.86666667,170.9,-8.511,0.3496,8.8606
-44.86666667,170.9333333,-8.421,0.3553,8.7763
-44.86666667,170.9666667,-8.332,0.3607,8.6927
-44.86666667,171,-8.238,0.365,8.603
-44.86666667,171.0333333,-8.15,0.369,8.519
-44.86666667,171.0666667,-8.053,0.3725,8.4255
-44.86666667,171.1,-7.965,0.3732,8.3382
-44.86666667,171.1333333,-7.893,0.3707,8.2637
-44.86666667,171.1666667,-7.83,0.3677,8.1977
-44.86666667,171.2,-7.776,0.3654,8.1414
-44.86666667,171.2333333,-7.726,0.3639,8.0899
-44.86666667,171.2666667,-7.68,0.3627,8.0427
-44.86666667,171.3,-7.631,0.3618,7.9928
-44.86666667,171.3333333,-7.581,0.3612,7.9422
-44.86666667,171.3666667,-7.527,0.3606,7.8876
-44.86666667,171.4,-7.475,0.3602,7.8352
-44.86666667,171.4333333,-7.426,0.3599,7.7859
-44.86666667,171.4666667,-7.378,0.3597,7.7377
-44.86666667,171.5,-7.331,0.3595,7.6905
-44.86666667,171.5333333,-7.29,0.3593,7.6493
-44.86666667,171.5666667,-7.248,0.3592,7.6072
-44.86666667,171.6,-7.207,0.3591,7.5661
-44.86666667,171.6333333,-7.168,0.359,7.527
-44.86666667,171.6666667,-7.126,0.3589,7.4849
-44.86666667,171.7,-7.086,0.3588,7.4448
-44.86666667,171.7333333,-7.046,0.3587,7.4047
-44.86666667,171.7666667,-7.006,0.3586,7.3646
-44.86666667,171.8,-6.969,0.3586,7.3276
-44.86666667,171.8333333,-6.929,0.3585,7.2875
-44.86666667,171.8666667,-6.888,0.3584,7.2464
-44.86666667,171.9,-6.852,0.3583,7.2103
-44.86666667,171.9333333,-6.811,0.3583,7.1693
