Lat,Long,Geoid2016,MOT53,MOT53_NZVD2016
-40,176.8666667,-19.291,0.284,19.575
-40,176.9,-19.317,0.2842,19.6012
-40,176.9333333,-19.33,0.2843,19.6143
-40,176.9666667,-19.352,0.2845,19.6365
-40,177,-19.371,0.2846,19.6556
-40,177.0333333,-19.38,0.2848,19.6648
-40,177.0666667,-19.375,0.2849,19.6599
-40,177.1,-19.352,0.2851,19.6371
-40,177.1333333,-19.315,0.2852,19.6002
-40,177.1666667,-19.267,0.2854,19.5524
-40,177.2,-19.223,0.2855,19.5085
-40,177.2333333,-19.191,0.2857,19.4767
-40,177.2666667,-19.176,0.2859,19.4619
-40,177.3,-19.173,0.2863,19.4593
-40,177.3333333,-19.178,0.2866,19.4646
-40,177.3666667,-19.179,0.287,19.466
-40,177.4,-19.169,0.2873,19.4563
-40,177.4333333,-19.151,0.2875,19.4385
-40,177.4666667,-19.122,0.2877,19.4097
-40,177.5,-19.089,0.2878,19.3768
-40,177.5333333,-19.057,0.2879,19.3449
-40,177.5666667,-19.034,0.288,19.322
-40,177.6,-19.021,0.2881,19.3091
-40,177.6333333,-19.022,0.2882,19.3102
-40,177.6666667,-19.035,0.2883,19.3233
-40,177.7,-19.062,0.2883,19.3503
-40,177.7333333,-19.099,0.2884,19.3874
-40,177.7666667,-19.142,0.2884,19.4304
-40,177.8,-19.187,0.2884,19.4754
-40,177.8333333,-19.233,0.2884,19.5214
-40,177.8666667,-19.278,0.2885,19.5665
-40,177.9,-19.321,0.2885,19.6095
-40,177.9333333,-19.367,0.2885,19.6555
-40,177.9666667,-19.418,0.2885,19.7065
-40,178,-19.478,0.2885,19.7665
-40,178.0333333,-19.551,0.3093,19.8603
-40,178.0666667,-19.627,0.3093,19.9363
-40,178.1,-19.698,0.3093,20.0073
-40,178.1333333,-19.754,0.3093,20.0633
-40,178.1666667,-19.78,0.3093,20.0893
-40,178.2,-19.751,0.3093,20.0603
-40,178.2333333,-19.681,0.3093,19.9903
-40,178.2666667,-19.579,0.3093,19.8883
-40,178.3,-19.462,0.3093,19.7713
-40,178.3333333,-19.346,0.3093,19.6553
-40,178.3666667,-19.243,0.3093,19.5523
-40,178.4,-19.152,0.3093,19.4613
-40,178.4333333,-19.064,0.3093,19.3733
-40,178.4666667,-18.973,0.3093,19.2823
-40,178.5,-18.878,0.3093,19.1873
-40,178.5333333,-18.785,0.3093,19.0943
-40,178.5666667,-18.707,0.3093,19.0163
-40,178.6,-18.647,0.3093,18.9563
-40,178.6333333,-18.608,0.3093,18.9173
-39.96666667,173.4,-17.748,0.3093,18.0573
-39.96666667,173.4333333,-17.594,0.3093,17.9033
-39.96666667,173.4666667,-17.435,0.3093,17.7443
-39.96666667,173.5,-17.276,0.3093,17.5853
-39.96666667,173.5333333,-17.118,0.3093,17.4273
-39.96666667,173.5666667,-16.961,0.3008,17.2618
-39.96666667,173.6,-16.809,0.3008,17.1098
-39.96666667,173.6333333,-16.668,0.3008,16.9688
-39.96666667,173.6666667,-16.534,0.3007,16.8347
-39.96666667,173.7,-16.41,0.3007,16.7107
-39.96666667,173.7333333,-16.292,0.3007,16.5927
-39.96666667,173.7666667,-16.18,0.3007,16.4807
-39.96666667,173.8,-16.073,0.3007,16.3737
-39.96666667,173.8333333,-15.971,0.3006,16.2716
-39.96666667,173.8666667,-15.871,0.3006,16.1716
-39.96666667,173.9,-15.769,0.3006,16.0696
-39.96666667,173.9333333,-15.67,0.3006,15.9706
-39.96666667,173.9666667,-15.573,0.3005,15.8735
-39.96666667,174,-15.48,0.3005,15.7805
-39.96666667,174.0333333,-15.397,0.3004,15.6974
-39.96666667,174.0666667,-15.323,0.3004,15.6234
-39.96666667,174.1,-15.254,0.3003,15.5543
-39.96666667,174.1333333,-15.186,0.3003,15.4863
-39.96666667,174.1666667,-15.117,0.3002,15.4172
-39.96666667,174.2,-15.04,0.3001,15.3401
-39.96666667,174.2333333,-14.954,0.3001,15.2541
-39.96666667,174.2666667,-14.867,0.3,15.167
-39.96666667,174.3,-14.785,0.2999,15.0849
-39.96666667,174.3333333,-14.71,0.2998,15.0098
-39.96666667,174.3666667,-14.646,0.2997,14.9457
-39.96666667,174.4,-14.59,0.2996,14.8896
-39.96666667,174.4333333,-14.526,0.2995,14.8255
-39.96666667,174.4666667,-14.459,0.2994,14.7584
-39.96666667,174.5,-14.377,0.2993,14.6763
-39.96666667,174.5333333,-14.283,0.2992,14.5822
-39.96666667,174.5666667,-14.178,0.2991,14.4771
-39.96666667,174.6,-14.063,0.299,14.362
-39.96666667,174.6333333,-13.951,0.299,14.25
-39.96666667,174.6666667,-13.832,0.2989,14.1309
-39.96666667,174.7,-13.719,0.2989,14.0179
-39.96666667,174.7333333,-13.601,0.2989,13.8999
-39.96666667,174.7666667,-13.488,0.2989,13.7869
-39.96666667,174.8,-13.374,0.2991,13.6731
-39.96666667,174.8333333,-13.261,0.2993,13.5603
-39.96666667,174.8666667,-13.154,0.2998,13.4538
-39.96666667,174.9,-13.054,0.3004,13.3544
-39.96666667,174.9333333,-12.965,0.3015,13.2665
-39.96666667,174.9666667,-12.888,0.3033,13.1913
-39.96666667,175,-12.828,0.3054,13.1334
-39.96666667,175.0333333,-12.793,0.3096,13.1026
-39.96666667,175.0666667,-12.774,0.3079,13.0819
-39.96666667,175.1,-12.772,0.3073,13.0793
-39.96666667,175.1333333,-12.781,0.2947,13.0757
-39.96666667,175.1666667,-12.808,0.2879,13.0959
-39.96666667,175.2,-12.853,0.2842,13.1372
-39.96666667,175.2333333,-12.906,0.2817,13.1877
-39.96666667,175.2666667,-12.974,0.2792,13.2532
-39.96666667,175.3,-13.067,0.2766,13.3436
-39.96666667,175.3333333,-13.181,0.2736,13.4546
-39.96666667,175.3666667,-13.308,0.2701,13.5781
-39.96666667,175.4,-13.45,0.2661,13.7161
-39.96666667,175.4333333,-13.577,0.2613,13.8383
-39.96666667,175.4666667,-13.721,0.2554,13.9764
-39.96666667,175.5,-13.864,0.2482,14.1122
-39.96666667,175.5333333,-14.006,0.2355,14.2415
-39.96666667,175.5666667,-14.173,0.2422,14.4152
-39.96666667,175.6,-14.334,0.2447,14.5787
-39.96666667,175.6333333,-14.513,0.2453,14.7583
-39.96666667,175.6666667,-14.721,0.2465,14.9675
-39.96666667,175.7,-14.947,0.2486,15.1956
-39.96666667,175.7333333,-15.168,0.2509,15.4189
-39.96666667,175.7666667,-15.406,0.253,15.659
-39.96666667,175.8,-15.647,0.2549,15.9019
-39.96666667,175.8333333,-15.887,0.2567,16.1437
-39.96666667,175.8666667,-16.124,0.2584,16.3824
-39.96666667,175.9,-16.393,0.2602,16.6532
-39.96666667,175.9333333,-16.655,0.2619,16.9169
-39.96666667,175.9666667,-16.939,0.2637,17.2027
-39.96666667,176,-17.254,0.2655,17.5195
-39.96666667,176.0333333,-17.573,0.2671,17.8401
-39.96666667,176.0666667,-17.853,0.2687,18.1217
-39.96666667,176.1,-17.903,0.2702,18.1732
-39.96666667,176.1333333,-17.844,0.2716,18.1156
-39.96666667,176.1666667,-17.78,0.2729,18.0529
-39.96666667,176.2,-17.715,0.2741,17.9891
-39.96666667,176.2333333,-17.674,0.2752,17.9492
-39.96666667,176.2666667,-17.684,0.2762,17.9602
-39.96666667,176.3,-17.704,0.2771,17.9811
-39.96666667,176.3333333,-17.74,0.2779,18.0179
-39.96666667,176.3666667,-17.797,0.2787,18.0757
-39.96666667,176.4,-17.87,0.2793,18.1493
-39.96666667,176.4333333,-17.956,0.28,18.236
-39.96666667,176.4666667,-18.058,0.2805,18.3385
-39.96666667,176.5,-18.169,0.2811,18.4501
-39.96666667,176.5333333,-18.289,0.2815,18.5705
-39.96666667,176.5666667,-18.392,0.282,18.674
-39.96666667,176.6,-18.492,0.2823,18.7743
-39.96666667,176.6333333,-18.587,0.2827,18.8697
-39.96666667,176.6666667,-18.69,0.283,18.973
-39.96666667,176.7,-18.803,0.2833,19.0863
-39.96666667,176.7333333,-18.928,0.2836,19.2116
-39.96666667,176.7666667,-19.048,0.2838,19.3318
-39.96666667,176.8,-19.152,0.284,19.436
-39.96666667,176.8333333,-19.243,0.2842,19.5272
-39.96666667,176.8666667,-19.303,0.2844,19.5874
-39.96666667,176.9,-19.316,0.2846,19.6006
-39.96666667,176.9333333,-19.335,0.2848,19.6198
-39.96666667,176.9666667,-19.355,0.2849,19.6399
-39.96666667,177,-19.374,0.2851,19.6591
-39.96666667,177.0333333,-19.388,0.2852,19.6732
-39.96666667,177.0666667,-19.39,0.2853,19.6753
-39.96666667,177.1,-19.374,0.2855,19.6595
-39.96666667,177.1333333,-19.343,0.2856,19.6286
-39.96666667,177.1666667,-19.301,0.2857,19.5867
-39.96666667,177.2,-19.261,0.2859,19.5469
-39.96666667,177.2333333,-19.234,0.2861,19.5201
-39.96666667,177.2666667,-19.218,0.2863,19.5043
-39.96666667,177.3,-19.219,0.2866,19.5056
-39.96666667,177.3333333,-19.234,0.2868,19.5208
-39.96666667,177.3666667,-19.248,0.2871,19.5351
-39.96666667,177.4,-19.259,0.2873,19.5463
-39.96666667,177.4333333,-19.252,0.2875,19.5395
-39.96666667,177.4666667,-19.244,0.2877,19.5317
-39.96666667,177.5,-19.224,0.2878,19.5118
-39.96666667,177.5333333,-19.201,0.288,19.489
-39.96666667,177.5666667,-19.184,0.2881,19.4721
-39.96666667,177.6,-19.173,0.2881,19.4611
-39.96666667,177.6333333,-19.172,0.2882,19.4602
-39.96666667,177.6666667,-19.178,0.2883,19.4663
-39.96666667,177.7,-19.197,0.2883,19.4853
-39.96666667,177.7333333,-19.224,0.2884,19.5124
-39.96666667,177.7666667,-19.262,0.2884,19.5504
-39.96666667,177.8,-19.307,0.2884,19.5954
-39.96666667,177.8333333,-19.356,0.2884,19.6444
-39.96666667,177.8666667,-19.407,0.2885,19.6955
-39.96666667,177.9,-19.457,0.2885,19.7455
-39.96666667,177.9333333,-19.506,0.2885,19.7945
-39.96666667,177.9666667,-19.556,0.2885,19.8445
-39.96666667,178,-19.613,0.2885,19.9015
-39.96666667,178.0333333,-19.681,0.3093,19.9903
-39.96666667,178.0666667,-19.758,0.3093,20.0673
-39.96666667,178.1,-19.832,0.3093,20.1413
-39.96666667,178.1333333,-19.892,0.3093,20.2013
-39.96666667,178.1666667,-19.924,0.3093,20.2333
-39.96666667,178.2,-19.907,0.3093,20.2163
-39.96666667,178.2333333,-19.85,0.3093,20.1593
-39.96666667,178.2666667,-19.763,0.3093,20.0723
-39.96666667,178.3,-19.661,0.3093,19.9703
-39.96666667,178.3333333,-19.557,0.3093,19.8663
-39.96666667,178.3666667,-19.458,0.3093,19.7673
-39.96666667,178.4,-19.365,0.3093,19.6743
-39.96666667,178.4333333,-19.265,0.3093,19.5743
-39.96666667,178.4666667,-19.161,0.3093,19.4703
-39.96666667,178.5,-19.05,0.3093,19.3593
-39.96666667,178.5333333,-18.941,0.3093,19.2503
-39.96666667,178.5666667,-18.848,0.3093,19.1573
-39.96666667,178.6,-18.774,0.3093,19.0833
-39.96666667,178.6333333,-18.723,0.3093,19.0323
-39.93333333,173.4,-17.867,0.3093,18.1763
-39.93333333,173.4333333,-17.718,0.3093,18.0273
-39.93333333,173.4666667,-17.563,0.3093,17.8723
-39.93333333,173.5,-17.412,0.3093,17.7213
-39.93333333,173.5333333,-17.26,0.3093,17.5693
-39.93333333,173.5666667,-17.109,0.3012,17.4102
-39.93333333,173.6,-16.959,0.3012,17.2602
-39.93333333,173.6333333,-16.818,0.3012,17.1192
-39.93333333,173.6666667,-16.684,0.3012,16.9852
-39.93333333,173.7,-16.56,0.3011,16.8611
-39.93333333,173.7333333,-16.446,0.3011,16.7471
-39.93333333,173.7666667,-16.339,0.3011,16.6401
-39.93333333,173.8,-16.238,0.3011,16.5391
-39.93333333,173.8333333,-16.141,0.3011,16.4421
-39.93333333,173.8666667,-16.046,0.3011,16.3471
-39.93333333,173.9,-15.948,0.301,16.249
-39.93333333,173.9333333,-15.848,0.301,16.149
-39.93333333,173.9666667,-15.751,0.301,16.052
-39.93333333,174,-15.659,0.3009,15.9599
-39.93333333,174.0333333,-15.577,0.3009,15.8779
-39.93333333,174.0666667,-15.504,0.3008,15.8048
-39.93333333,174.1,-15.442,0.3008,15.7428
-39.93333333,174.1333333,-15.378,0.3008,15.6788
-39.93333333,174.1666667,-15.313,0.3007,15.6137
-39.93333333,174.2,-15.241,0.3006,15.5416
-39.93333333,174.2333333,-15.159,0.3006,15.4596
-39.93333333,174.2666667,-15.074,0.3005,15.3745
-39.93333333,174.3,-14.993,0.3004,15.2934
-39.93333333,174.3333333,-14.923,0.3004,15.2234
-39.93333333,174.3666667,-14.865,0.3003,15.1653
-39.93333333,174.4,-14.818,0.3002,15.1182
-39.93333333,174.4333333,-14.76,0.3001,15.0601
-39.93333333,174.4666667,-14.705,0.3,15.005
-39.93333333,174.5,-14.639,0.2999,14.9389
-39.93333333,174.5333333,-14.556,0.2998,14.8558
-39.93333333,174.5666667,-14.465,0.2997,14.7647
-39.93333333,174.6,-14.355,0.2996,14.6546
-39.93333333,174.6333333,-14.253,0.2996,14.5526
-39.93333333,174.6666667,-14.148,0.2995,14.4475
-39.93333333,174.7,-14.045,0.2995,14.3445
-39.93333333,174.7333333,-13.938,0.2995,14.2375
-39.93333333,174.7666667,-13.836,0.2996,14.1356
-39.93333333,174.8,-13.74,0.2997,14.0397
-39.93333333,174.8333333,-13.637,0.3,13.937
-39.93333333,174.8666667,-13.543,0.3004,13.8434
-39.93333333,174.9,-13.447,0.3011,13.7481
-39.93333333,174.9333333,-13.368,0.3023,13.6703
-39.93333333,174.9666667,-13.297,0.3044,13.6014
-39.93333333,175,-13.241,0.3099,13.5509
-39.93333333,175.0333333,-13.202,0.3177,13.5197
-39.93333333,175.0666667,-13.179,0.3082,13.4872
-39.93333333,175.1,-13.174,0.3015,13.4755
-39.93333333,175.1333333,-13.177,0.2947,13.4717
-39.93333333,175.1666667,-13.2,0.2886,13.4886
-39.93333333,175.2,-13.242,0.2843,13.5263
-39.93333333,175.2333333,-13.3,0.2814,13.5814
-39.93333333,175.2666667,-13.344,0.279,13.623
-39.93333333,175.3,-13.431,0.2766,13.7076
-39.93333333,175.3333333,-13.521,0.2738,13.7948
-39.93333333,175.3666667,-13.638,0.2706,13.9086
-39.93333333,175.4,-13.761,0.2669,14.0279
-39.93333333,175.4333333,-13.895,0.2625,14.1575
-39.93333333,175.4666667,-14.039,0.2573,14.2963
-39.93333333,175.5,-14.188,0.251,14.439
-39.93333333,175.5333333,-14.338,0.244,14.582
-39.93333333,175.5666667,-14.492,0.2453,14.7373
-39.93333333,175.6,-14.666,0.2437,14.9097
-39.93333333,175.6333333,-14.813,0.2414,15.0544
-39.93333333,175.6666667,-14.987,0.2428,15.2298
-39.93333333,175.7,-15.187,0.2466,15.4336
-39.93333333,175.7333333,-15.409,0.2498,15.6588
-39.93333333,175.7666667,-15.629,0.2521,15.8811
-39.93333333,175.8,-15.868,0.254,16.122
-39.93333333,175.8333333,-16.102,0.2558,16.3578
-39.93333333,175.8666667,-16.337,0.2577,16.5947
-39.93333333,175.9,-16.578,0.2596,16.8376
-39.93333333,175.9333333,-16.857,0.2615,17.1185
-39.93333333,175.9666667,-17.15,0.2635,17.4135
-39.93333333,176,-17.456,0.2654,17.7214
-39.93333333,176.0333333,-17.802,0.2673,18.0693
-39.93333333,176.0666667,-17.973,0.269,18.242
-39.93333333,176.1,-18.144,0.2706,18.4146
-39.93333333,176.1333333,-18.094,0.2721,18.3661
-39.93333333,176.1666667,-17.992,0.2734,18.2654
-39.93333333,176.2,-17.894,0.2747,18.1687
-39.93333333,176.2333333,-17.821,0.2758,18.0968
-39.93333333,176.2666667,-17.809,0.2768,18.0858
-39.93333333,176.3,-17.788,0.2777,18.0657
-39.93333333,176.3333333,-17.809,0.2786,18.0876
-39.93333333,176.3666667,-17.845,0.2793,18.1243
-39.93333333,176.4,-17.898,0.28,18.178
-39.93333333,176.4333333,-17.982,0.2806,18.2626
-39.93333333,176.4666667,-18.064,0.2812,18.3452
-39.93333333,176.5,-18.168,0.2817,18.4497
-39.93333333,176.5333333,-18.279,0.2821,18.5611
-39.93333333,176.5666667,-18.387,0.2825,18.6695
-39.93333333,176.6,-18.467,0.2829,18.7499
-39.93333333,176.6333333,-18.558,0.2833,18.8413
-39.93333333,176.6666667,-18.643,0.2836,18.9266
-39.93333333,176.7,-18.759,0.2838,19.0428
-39.93333333,176.7333333,-18.869,0.2841,19.1531
-39.93333333,176.7666667,-18.991,0.2843,19.2753
-39.93333333,176.8,-19.105,0.2845,19.3895
-39.93333333,176.8333333,-19.216,0.2847,19.5007
-39.93333333,176.8666667,-19.296,0.2849,19.5809
-39.93333333,176.9,-19.33,0.2851,19.6151
-39.93333333,176.9333333,-19.345,0.2852,19.6302
-39.93333333,176.9666667,-19.355,0.2854,19.6404
-39.93333333,177,-19.371,0.2855,19.6565
-39.93333333,177.0333333,-19.386,0.2856,19.6716
-39.93333333,177.0666667,-19.392,0.2857,19.6777
-39.93333333,177.1,-19.38,0.2859,19.6659
-39.93333333,177.1333333,-19.364,0.286,19.65
-39.93333333,177.1666667,-19.332,0.2861,19.6181
-39.93333333,177.2,-19.301,0.2863,19.5873
-39.93333333,177.2333333,-19.284,0.2864,19.5704
-39.93333333,177.2666667,-19.275,0.2866,19.5616
-39.93333333,177.3,-19.278,0.2868,19.5648
-39.93333333,177.3333333,-19.298,0.287,19.585
-39.93333333,177.3666667,-19.322,0.2873,19.6093
-39.93333333,177.4,-19.336,0.2874,19.6234
-39.93333333,177.4333333,-19.353,0.2876,19.6406
-39.93333333,177.4666667,-19.35,0.2878,19.6378
-39.93333333,177.5,-19.346,0.2879,19.6339
-39.93333333,177.5333333,-19.333,0.288,19.621
-39.93333333,177.5666667,-19.324,0.2881,19.6121
-39.93333333,177.6,-19.312,0.2882,19.6002
-39.93333333,177.6333333,-19.312,0.2882,19.6002
-39.93333333,177.6666667,-19.317,0.2883,19.6053
-39.93333333,177.7,-19.332,0.2883,19.6203
-39.93333333,177.7333333,-19.356,0.2884,19.6444
-39.93333333,177.7666667,-19.386,0.2884,19.6744
-39.93333333,177.8,-19.428,0.2884,19.7164
-39.93333333,177.8333333,-19.478,0.2885,19.7665
-39.93333333,177.8666667,-19.534,0.2885,19.8225
-39.93333333,177.9,-19.59,0.2885,19.8785
-39.93333333,177.9333333,-19.642,0.2885,19.9305
-39.93333333,177.9666667,-19.693,0.2885,19.9815
-39.93333333,178,-19.746,0.2885,20.0345
-39.93333333,178.0333333,-19.808,0.3093,20.1173
-39.93333333,178.0666667,-19.877,0.3093,20.1863
-39.93333333,178.1,-19.948,0.3093,20.2573
-39.93333333,178.1333333,-20.01,0.3093,20.3193
-39.93333333,178.1666667,-20.05,0.3093,20.3593
-39.93333333,178.2,-20.05,0.3093,20.3593
-39.93333333,178.2333333,-20.005,0.3093,20.3143
-39.93333333,178.2666667,-19.937,0.3093,20.2463
-39.93333333,178.3,-19.855,0.3093,20.1643
-39.93333333,178.3333333,-19.763,0.3093,20.0723
-39.93333333,178.3666667,-19.667,0.3093,19.9763
-39.93333333,178.4,-19.565,0.3093,19.8743
-39.93333333,178.4333333,-19.464,0.3093,19.7733
-39.93333333,178.4666667,-19.344,0.3093,19.6533
-39.93333333,178.5,-19.216,0.3093,19.5253
-39.93333333,178.5333333,-19.096,0.3093,19.4053
-39.93333333,178.5666667,-18.99,0.3093,19.2993
-39.93333333,178.6,-18.9,0.3093,19.2093
-39.93333333,178.6333333,-18.844,0.3093,19.1533
-39.9,173.4,-17.99,0.3093,18.2993
-39.9,173.4333333,-17.841,0.3093,18.1503
-39.9,173.4666667,-17.695,0.3093,18.0043
-39.9,173.5,-17.549,0.3093,17.8583
-39.9,173.5333333,-17.402,0.3093,17.7113
-39.9,173.5666667,-17.258,0.3016,17.5596
-39.9,173.6,-17.11,0.3016,17.4116
-39.9,173.6333333,-16.97,0.3016,17.2716
-39.9,173.6666667,-16.835,0.3016,17.1366
-39.9,173.7,-16.711,0.3016,17.0126
-39.9,173.7333333,-16.598,0.3016,16.8996
-39.9,173.7666667,-16.495,0.3015,16.7965
-39.9,173.8,-16.401,0.3015,16.7025
-39.9,173.8333333,-16.311,0.3015,16.6125
-39.9,173.8666667,-16.22,0.3015,16.5215
-39.9,173.9,-16.127,0.3015,16.4285
-39.9,173.9333333,-16.03,0.3014,16.3314
-39.9,173.9666667,-15.933,0.3014,16.2344
-39.9,174,-15.841,0.3014,16.1424
-39.9,174.0333333,-15.762,0.3014,16.0634
-39.9,174.0666667,-15.691,0.3013,15.9923
-39.9,174.1,-15.635,0.3013,15.9363
-39.9,174.1333333,-15.574,0.3012,15.8752
-39.9,174.1666667,-15.517,0.3012,15.8182
-39.9,174.2,-15.448,0.3012,15.7492
-39.9,174.2333333,-15.374,0.3011,15.6751
-39.9,174.2666667,-15.293,0.301,15.594
-39.9,174.3,-15.218,0.301,15.519
-39.9,174.3333333,-15.15,0.3009,15.4509
-39.9,174.3666667,-15.099,0.3008,15.3998
-39.9,174.4,-15.05,0.3008,15.3508
-39.9,174.4333333,-15.012,0.3007,15.3127
-39.9,174.4666667,-14.971,0.3006,15.2716
-39.9,174.5,-14.914,0.3005,15.2145
-39.9,174.5333333,-14.84,0.3004,15.1404
-39.9,174.5666667,-14.755,0.3003,15.0553
-39.9,174.6,-14.675,0.3002,14.9752
-39.9,174.6333333,-14.577,0.3002,14.8772
-39.9,174.6666667,-14.476,0.3001,14.7761
-39.9,174.7,-14.378,0.3001,14.6781
-39.9,174.7333333,-14.285,0.3,14.585
-39.9,174.7666667,-14.202,0.3001,14.5021
-39.9,174.8,-14.108,0.3002,14.4082
-39.9,174.8333333,-14.023,0.3004,14.3234
-39.9,174.8666667,-13.942,0.3008,14.2428
-39.9,174.9,-13.865,0.3013,14.1663
-39.9,174.9333333,-13.792,0.3022,14.0942
-39.9,174.9666667,-13.738,0.3037,14.0417
-39.9,175,-13.688,0.3055,13.9935
-39.9,175.0333333,-13.648,0.3048,13.9528
-39.9,175.0666667,-13.614,0.303,13.917
-39.9,175.1,-13.599,0.2987,13.8977
-39.9,175.1333333,-13.609,0.2931,13.9021
-39.9,175.1666667,-13.63,0.2871,13.9171
-39.9,175.2,-13.668,0.2829,13.9509
-39.9,175.2333333,-13.717,0.2807,13.9977
-39.9,175.2666667,-13.765,0.2789,14.0439
-39.9,175.3,-13.82,0.2769,14.0969
-39.9,175.3333333,-13.909,0.2745,14.1835
-39.9,175.3666667,-14.007,0.2717,14.2787
-39.9,175.4,-14.122,0.2683,14.3903
-39.9,175.4333333,-14.245,0.2644,14.5094
-39.9,175.4666667,-14.377,0.2601,14.6371
-39.9,175.5,-14.521,0.2554,14.7764
-39.9,175.5333333,-14.671,0.2514,14.9224
-39.9,175.5666667,-14.837,0.2484,15.0854
-39.9,175.6,-14.987,0.2448,15.2318
-39.9,175.6333333,-15.136,0.2348,15.3708
-39.9,175.6666667,-15.291,0.2379,15.5289
-39.9,175.7,-15.474,0.246,15.72
-39.9,175.7333333,-15.689,0.2494,15.9384
-39.9,175.7666667,-15.881,0.2515,16.1325
-39.9,175.8,-16.107,0.2533,16.3603
-39.9,175.8333333,-16.336,0.255,16.591
-39.9,175.8666667,-16.566,0.2568,16.8228
-39.9,175.9,-16.808,0.2589,17.0669
-39.9,175.9333333,-17.059,0.2611,17.3201
-39.9,175.9666667,-17.331,0.2633,17.5943
-39.9,176,-17.683,0.2655,17.9485
-39.9,176.0333333,-18.047,0.2675,18.3145
-39.9,176.0666667,-18.215,0.2694,18.4844
-39.9,176.1,-18.359,0.2711,18.6301
-39.9,176.1333333,-18.332,0.2727,18.6047
-39.9,176.1666667,-18.201,0.2741,18.4751
-39.9,176.2,-18.096,0.2754,18.3714
-39.9,176.2333333,-18.011,0.2765,18.2875
-39.9,176.2666667,-17.932,0.2775,18.2095
-39.9,176.3,-17.905,0.2784,18.1834
-39.9,176.3333333,-17.899,0.2793,18.1783
-39.9,176.3666667,-17.918,0.28,18.198
-39.9,176.4,-17.944,0.2807,18.2247
-39.9,176.4333333,-18.007,0.2813,18.2883
-39.9,176.4666667,-18.074,0.2818,18.3558
-39.9,176.5,-18.167,0.2823,18.4493
-39.9,176.5333333,-18.274,0.2828,18.5568
-39.9,176.5666667,-18.378,0.2832,18.6612
-39.9,176.6,-18.444,0.2835,18.7275
-39.9,176.6333333,-18.514,0.2839,18.7979
-39.9,176.6666667,-18.594,0.2842,18.8782
-39.9,176.7,-18.697,0.2844,18.9814
-39.9,176.7333333,-18.813,0.2846,19.0976
-39.9,176.7666667,-18.932,0.2849,19.2169
-39.9,176.8,-19.057,0.2851,19.3421
-39.9,176.8333333,-19.173,0.2852,19.4582
-39.9,176.8666667,-19.288,0.2854,19.5734
-39.9,176.9,-19.351,0.2855,19.6365
-39.9,176.9333333,-19.356,0.2857,19.6417
-39.9,176.9666667,-19.349,0.2858,19.6348
-39.9,177,-19.359,0.2859,19.6449
-39.9,177.0333333,-19.373,0.286,19.659
-39.9,177.0666667,-19.381,0.2861,19.6671
-39.9,177.1,-19.387,0.2863,19.6733
-39.9,177.1333333,-19.374,0.2864,19.6604
-39.9,177.1666667,-19.359,0.2865,19.6455
-39.9,177.2,-19.346,0.2866,19.6326
-39.9,177.2333333,-19.331,0.2868,19.6178
-39.9,177.2666667,-19.335,0.2869,19.6219
-39.9,177.3,-19.349,0.2871,19.6361
-39.9,177.3333333,-19.371,0.2873,19.6583
-39.9,177.3666667,-19.398,0.2874,19.6854
-39.9,177.4,-19.42,0.2876,19.7076
-39.9,177.4333333,-19.44,0.2877,19.7277
-39.9,177.4666667,-19.456,0.2879,19.7439
-39.9,177.5,-19.458,0.288,19.746
-39.9,177.5333333,-19.455,0.2881,19.7431
-39.9,177.5666667,-19.446,0.2881,19.7341
-39.9,177.6,-19.446,0.2882,19.7342
-39.9,177.6333333,-19.445,0.2883,19.7333
-39.9,177.6666667,-19.451,0.2883,19.7393
-39.9,177.7,-19.465,0.2884,19.7534
-39.9,177.7333333,-19.485,0.2884,19.7734
-39.9,177.7666667,-19.516,0.2884,19.8044
-39.9,177.8,-19.554,0.2885,19.8425
-39.9,177.8333333,-19.603,0.2885,19.8915
-39.9,177.8666667,-19.66,0.2885,19.9485
-39.9,177.9,-19.719,0.2885,20.0075
-39.9,177.9333333,-19.774,0.2885,20.0625
-39.9,177.9666667,-19.829,0.2885,20.1175
-39.9,178,-19.881,0.2885,20.1695
-39.9,178.0333333,-19.937,0.3093,20.2463
-39.9,178.0666667,-20.001,0.3093,20.3103
-39.9,178.1,-20.066,0.3093,20.3753
-39.9,178.1333333,-20.126,0.3093,20.4353
-39.9,178.1666667,-20.173,0.3093,20.4823
-39.9,178.2,-20.184,0.3093,20.4933
-39.9,178.2333333,-20.163,0.3093,20.4723
-39.9,178.2666667,-20.118,0.3093,20.4273
-39.9,178.3,-20.055,0.3093,20.3643
-39.9,178.3333333,-19.97,0.3093,20.2793
-39.9,178.3666667,-19.874,0.3093,20.1833
-39.9,178.4,-19.766,0.3093,20.0753
-39.9,178.4333333,-19.652,0.3093,19.9613
-39.9,178.4666667,-19.516,0.3093,19.8253
-39.9,178.5,-19.38,0.3093,19.6893
-39.9,178.5333333,-19.25,0.3093,19.5593
-39.9,178.5666667,-19.129,0.3093,19.4383
-39.9,178.6,-19.038,0.3093,19.3473
-39.9,178.6333333,-18.964,0.3093,19.2733
-39.86666667,173.4,-18.117,0.3093,18.4263
-39.86666667,173.4333333,-17.972,0.3093,18.2813
-39.86666667,173.4666667,-17.83,0.3093,18.1393
-39.86666667,173.5,-17.689,0.3093,17.9983
-39.86666667,173.5333333,-17.548,0.3093,17.8573
-39.86666667,173.5666667,-17.407,0.302,17.709
