Lat,Long,Geoid2016,NPR62,NPR62_NZVD2016
-40.76666667,176.4666667,-17.69,0.2453,17.9353
-40.76666667,176.5,-17.711,0.2452,17.9562
-40.76666667,176.5333333,-17.724,0.2451,17.9691
-40.76666667,176.5666667,-17.736,0.245,17.981
-40.76666667,176.6,-17.739,0.2449,17.9839
-40.76666667,176.6333333,-17.741,0.2447,17.9857
-40.76666667,176.6666667,-17.736,0.2445,17.9805
-40.76666667,176.7,-17.718,0.2443,17.9623
-40.76666667,176.7333333,-17.686,0.244,17.93
-40.76666667,176.7666667,-17.643,0.2437,17.8867
-40.76666667,176.8,-17.595,0.2434,17.8384
-40.76666667,176.8333333,-17.543,0.2431,17.7861
-40.76666667,176.8666667,-17.484,0.2427,17.7267
-40.76666667,176.9,-17.423,0.2424,17.6654
-40.76666667,176.9333333,-17.355,0.242,17.597
-40.76666667,176.9666667,-17.273,0.2416,17.5146
-40.76666667,177,-17.184,0.2412,17.4252
-40.76666667,177.0333333,-17.09,0.2408,17.3308
-40.76666667,177.0666667,-16.994,0.2403,17.2343
-40.76666667,177.1,-16.908,0.2399,17.1479
-40.76666667,177.1333333,-16.834,0.2395,17.0735
-40.76666667,177.1666667,-16.766,0.239,17.005
-40.76666667,177.2,-16.714,0.2385,16.9525
-40.76666667,177.2333333,-16.668,0.2381,16.9061
-40.76666667,177.2666667,-16.63,0.2376,16.8676
-40.76666667,177.3,-16.598,0.2372,16.8352
-40.76666667,177.3333333,-16.572,0.2367,16.8087
-40.76666667,177.3666667,-16.551,0.2362,16.7872
-40.76666667,177.4,-16.53,0.2358,16.7658
-40.76666667,177.4333333,-16.51,0.2353,16.7453
-40.76666667,177.4666667,-16.488,0.2348,16.7228
-40.76666667,177.5,-16.464,0.2344,16.6984
-40.76666667,177.5333333,-16.437,0.2339,16.6709
-40.76666667,177.5666667,-16.411,0.2335,16.6445
-40.76666667,177.6,-16.385,0.233,16.618
-40.76666667,177.6333333,-16.362,0.2326,16.5946
-40.76666667,177.6666667,-16.343,0.2322,16.5752
-40.76666667,177.7,-16.334,0.2318,16.5658
-40.76666667,177.7333333,-16.33,0.2314,16.5614
-40.76666667,177.7666667,-16.337,0.231,16.568
-40.76666667,177.8,-16.352,0.2306,16.5826
-40.76666667,177.8333333,-16.368,0.2302,16.5982
-40.76666667,177.8666667,-16.384,0.2298,16.6138
-40.76666667,177.9,-16.396,0.2295,16.6255
-40.76666667,177.9333333,-16.402,0.2292,16.6312
-40.76666667,177.9666667,-16.403,0.2289,16.6319
-40.76666667,178,-16.403,0.2286,16.6316
-40.76666667,178.0333333,-16.402,0.2283,16.6303
-40.76666667,178.0666667,-16.405,0.2279,16.6329
-40.76666667,178.1,-16.408,0.2272,16.6352
-40.76666667,178.1333333,-16.407,0.2268,16.6338
-40.76666667,178.1666667,-16.405,0.2267,16.6317
-40.76666667,178.2,-16.404,0.2026,16.6066
-40.76666667,178.2333333,-16.403,0.2026,16.6056
-40.76666667,178.2666667,-16.41,0.2026,16.6126
-40.76666667,178.3,-16.422,0.2026,16.6246
-40.76666667,178.3333333,-16.438,0.2026,16.6406
-40.76666667,178.3666667,-16.462,0.2026,16.6646
-40.76666667,178.4,-16.492,0.2026,16.6946
-40.76666667,178.4333333,-16.524,0.2026,16.7266
-40.76666667,178.4666667,-16.563,0.2026,16.7656
-40.76666667,178.5,-16.608,0.2026,16.8106
-40.76666667,178.5333333,-16.663,0.2026,16.8656
-40.76666667,178.5666667,-16.724,0.2026,16.9266
-40.76666667,178.6,-16.793,0.2026,16.9956
-40.76666667,178.6333333,-16.865,0.2026,17.0676
-40.76666667,178.6666667,-16.945,0.2026,17.1476
-40.76666667,178.7,-17.029,0.2026,17.2316
-40.76666667,178.7333333,-17.115,0.2026,17.3176
-40.76666667,178.7666667,-17.199,0.2026,17.4016
-40.76666667,178.8,-17.279,0.2026,17.4816
-40.76666667,178.8333333,-17.356,0.2026,17.5586
-40.76666667,178.8666667,-17.428,0.2026,17.6306
-40.76666667,178.9,-17.501,0.2026,17.7036
-40.76666667,178.9333333,-17.573,0.2026,17.7756
-40.76666667,178.9666667,-17.653,0.2026,17.8556
-40.76666667,179,-17.734,0.2026,17.9366
-40.76666667,179.0333333,-17.819,0.2026,18.0216
-40.76666667,179.0666667,-17.906,0.2026,18.1086
-40.76666667,179.1,-17.995,0.2026,18.1976
-40.76666667,179.1333333,-18.088,0.2026,18.2906
-40.76666667,179.1666667,-18.188,0.2026,18.3906
-40.76666667,179.2,-18.295,0.2026,18.4976
-40.76666667,179.2333333,-18.407,0.2026,18.6096
-40.76666667,179.2666667,-18.519,0.2026,18.7216
-40.73333333,174.4,-12.146,0.2358,12.3818
-40.73333333,174.4333333,-12.03,0.2358,12.2658
-40.73333333,174.4666667,-11.909,0.2358,12.1448
-40.73333333,174.5,-11.785,0.2358,12.0208
-40.73333333,174.5333333,-11.674,0.2358,11.9098
-40.73333333,174.5666667,-11.574,0.2358,11.8098
-40.73333333,174.6,-11.505,0.2359,11.7409
-40.73333333,174.6333333,-11.448,0.2359,11.6839
-40.73333333,174.6666667,-11.417,0.2359,11.6529
-40.73333333,174.7,-11.404,0.236,11.64
-40.73333333,174.7333333,-11.401,0.236,11.637
-40.73333333,174.7666667,-11.426,0.2361,11.6621
-40.73333333,174.8,-11.461,0.2362,11.6972
-40.73333333,174.8333333,-11.514,0.2362,11.7502
-40.73333333,174.8666667,-11.593,0.2363,11.8293
-40.73333333,174.9,-11.686,0.2364,11.9224
-40.73333333,174.9333333,-11.792,0.2365,12.0285
-40.73333333,174.9666667,-11.912,0.2366,12.1486
-40.73333333,175,-12.041,0.2367,12.2777
-40.73333333,175.0333333,-12.189,0.2368,12.4258
-40.73333333,175.0666667,-12.348,0.2369,12.5849
-40.73333333,175.1,-12.525,0.237,12.762
-40.73333333,175.1333333,-12.735,0.2371,12.9721
-40.73333333,175.1666667,-12.96,0.2373,13.1973
-40.73333333,175.2,-13.226,0.2374,13.4634
-40.73333333,175.2333333,-13.513,0.2375,13.7505
-40.73333333,175.2666667,-13.831,0.2377,14.0687
-40.73333333,175.3,-14.17,0.2378,14.4078
-40.73333333,175.3333333,-14.487,0.238,14.725
-40.73333333,175.3666667,-14.831,0.2382,15.0692
-40.73333333,175.4,-15.102,0.2384,15.3404
-40.73333333,175.4333333,-15.4,0.2386,15.6386
-40.73333333,175.4666667,-15.597,0.2387,15.8357
-40.73333333,175.5,-15.718,0.239,15.957
-40.73333333,175.5333333,-15.71,0.2392,15.9492
-40.73333333,175.5666667,-15.772,0.2394,16.0114
-40.73333333,175.6,-15.801,0.2396,16.0406
-40.73333333,175.6333333,-15.861,0.2399,16.1009
-40.73333333,175.6666667,-15.929,0.2401,16.1691
-40.73333333,175.7,-16.013,0.2404,16.2534
-40.73333333,175.7333333,-16.115,0.2407,16.3557
-40.73333333,175.7666667,-16.232,0.241,16.473
-40.73333333,175.8,-16.332,0.2413,16.5733
-40.73333333,175.8333333,-16.453,0.2416,16.6946
-40.73333333,175.8666667,-16.602,0.242,16.844
-40.73333333,175.9,-16.757,0.2423,16.9993
-40.73333333,175.9333333,-16.92,0.2427,17.1627
-40.73333333,175.9666667,-17.062,0.243,17.305
-40.73333333,176,-17.166,0.2434,17.4094
-40.73333333,176.0333333,-17.261,0.2437,17.5047
-40.73333333,176.0666667,-17.34,0.244,17.584
-40.73333333,176.1,-17.425,0.2443,17.6693
-40.73333333,176.1333333,-17.503,0.2446,17.7476
-40.73333333,176.1666667,-17.568,0.2448,17.8128
-40.73333333,176.2,-17.611,0.245,17.856
-40.73333333,176.2333333,-17.648,0.2452,17.8932
-40.73333333,176.2666667,-17.659,0.2453,17.9043
-40.73333333,176.3,-17.671,0.2455,17.9165
-40.73333333,176.3333333,-17.671,0.2456,17.9166
-40.73333333,176.3666667,-17.687,0.2456,17.9326
-40.73333333,176.4,-17.706,0.2456,17.9516
-40.73333333,176.4333333,-17.74,0.2456,17.9856
-40.73333333,176.4666667,-17.769,0.2456,18.0146
-40.73333333,176.5,-17.797,0.2456,18.0426
-40.73333333,176.5333333,-17.818,0.2455,18.0635
-40.73333333,176.5666667,-17.838,0.2453,18.0833
-40.73333333,176.6,-17.85,0.2452,18.0952
-40.73333333,176.6333333,-17.856,0.245,18.101
-40.73333333,176.6666667,-17.854,0.2448,18.0988
-40.73333333,176.7,-17.842,0.2446,18.0866
-40.73333333,176.7333333,-17.818,0.2443,18.0623
-40.73333333,176.7666667,-17.782,0.244,18.026
-40.73333333,176.8,-17.736,0.2437,17.9797
-40.73333333,176.8333333,-17.684,0.2433,17.9273
-40.73333333,176.8666667,-17.627,0.243,17.87
-40.73333333,176.9,-17.568,0.2426,17.8106
-40.73333333,176.9333333,-17.501,0.2422,17.7432
-40.73333333,176.9666667,-17.426,0.2418,17.6678
-40.73333333,177,-17.337,0.2413,17.5783
-40.73333333,177.0333333,-17.235,0.2409,17.4759
-40.73333333,177.0666667,-17.134,0.2404,17.3744
-40.73333333,177.1,-17.035,0.24,17.275
-40.73333333,177.1333333,-16.942,0.2395,17.1815
-40.73333333,177.1666667,-16.867,0.239,17.106
-40.73333333,177.2,-16.809,0.2385,17.0475
-40.73333333,177.2333333,-16.764,0.2381,17.0021
-40.73333333,177.2666667,-16.725,0.2376,16.9626
-40.73333333,177.3,-16.695,0.2371,16.9321
-40.73333333,177.3333333,-16.669,0.2366,16.9056
-40.73333333,177.3666667,-16.647,0.2361,16.8831
-40.73333333,177.4,-16.626,0.2356,16.8616
-40.73333333,177.4333333,-16.604,0.2352,16.8392
-40.73333333,177.4666667,-16.582,0.2347,16.8167
-40.73333333,177.5,-16.558,0.2342,16.7922
-40.73333333,177.5333333,-16.534,0.2338,16.7678
-40.73333333,177.5666667,-16.509,0.2333,16.7423
-40.73333333,177.6,-16.484,0.2328,16.7168
-40.73333333,177.6333333,-16.462,0.2324,16.6944
-40.73333333,177.6666667,-16.442,0.232,16.674
-40.73333333,177.7,-16.429,0.2315,16.6605
-40.73333333,177.7333333,-16.421,0.2311,16.6521
-40.73333333,177.7666667,-16.423,0.2307,16.6537
-40.73333333,177.8,-16.428,0.2303,16.6583
-40.73333333,177.8333333,-16.442,0.2299,16.6719
-40.73333333,177.8666667,-16.457,0.2296,16.6866
-40.73333333,177.9,-16.47,0.2292,16.6992
-40.73333333,177.9333333,-16.477,0.2289,16.7059
-40.73333333,177.9666667,-16.478,0.2286,16.7066
-40.73333333,178,-16.477,0.2282,16.7052
-40.73333333,178.0333333,-16.474,0.2279,16.7019
-40.73333333,178.0666667,-16.473,0.2275,16.7005
-40.73333333,178.1,-16.468,0.2271,16.6951
-40.73333333,178.1333333,-16.462,0.2267,16.6887
-40.73333333,178.1666667,-16.455,0.2266,16.6816
-40.73333333,178.2,-16.45,0.2026,16.6526
-40.73333333,178.2333333,-16.452,0.2026,16.6546
-40.73333333,178.2666667,-16.458,0.2026,16.6606
-40.73333333,178.3,-16.472,0.2026,16.6746
-40.73333333,178.3333333,-16.491,0.2026,16.6936
-40.73333333,178.3666667,-16.515,0.2026,16.7176
-40.73333333,178.4,-16.542,0.2026,16.7446
-40.73333333,178.4333333,-16.574,0.2026,16.7766
-40.73333333,178.4666667,-16.613,0.2026,16.8156
-40.73333333,178.5,-16.657,0.2026,16.8596
-40.73333333,178.5333333,-16.711,0.2026,16.9136
-40.73333333,178.5666667,-16.774,0.2026,16.9766
-40.73333333,178.6,-16.84,0.2026,17.0426
-40.73333333,178.6333333,-16.914,0.2026,17.1166
-40.73333333,178.6666667,-16.994,0.2026,17.1966
-40.73333333,178.7,-17.081,0.2026,17.2836
-40.73333333,178.7333333,-17.171,0.2026,17.3736
-40.73333333,178.7666667,-17.257,0.2026,17.4596
-40.73333333,178.8,-17.341,0.2026,17.5436
-40.73333333,178.8333333,-17.418,0.2026,17.6206
-40.73333333,178.8666667,-17.488,0.2026,17.6906
-40.73333333,178.9,-17.554,0.2026,17.7566
-40.73333333,178.9333333,-17.627,0.2026,17.8296
-40.73333333,178.9666667,-17.7,0.2026,17.9026
-40.73333333,179,-17.777,0.2026,17.9796
-40.73333333,179.0333333,-17.858,0.2026,18.0606
-40.73333333,179.0666667,-17.942,0.2026,18.1446
-40.73333333,179.1,-18.029,0.2026,18.2316
-40.73333333,179.1333333,-18.122,0.2026,18.3246
-40.73333333,179.1666667,-18.22,0.2026,18.4226
-40.73333333,179.2,-18.328,0.2026,18.5306
-40.73333333,179.2333333,-18.442,0.2026,18.6446
-40.73333333,179.2666667,-18.555,0.2026,18.7576
-40.7,174.4,-12.136,0.2357,12.3717
-40.7,174.4333333,-12.023,0.2357,12.2587
-40.7,174.4666667,-11.897,0.2357,12.1327
-40.7,174.5,-11.769,0.2357,12.0047
-40.7,174.5333333,-11.649,0.2357,11.8847
-40.7,174.5666667,-11.542,0.2357,11.7777
-40.7,174.6,-11.45,0.2358,11.6858
-40.7,174.6333333,-11.387,0.2358,11.6228
-40.7,174.6666667,-11.341,0.2358,11.5768
-40.7,174.7,-11.315,0.2359,11.5509
-40.7,174.7333333,-11.306,0.2359,11.5419
-40.7,174.7666667,-11.315,0.236,11.551
-40.7,174.8,-11.337,0.2361,11.5731
-40.7,174.8333333,-11.376,0.2361,11.6121
-40.7,174.8666667,-11.443,0.2362,11.6792
-40.7,174.9,-11.529,0.2363,11.7653
-40.7,174.9333333,-11.629,0.2364,11.8654
-40.7,174.9666667,-11.743,0.2365,11.9795
-40.7,175,-11.869,0.2366,12.1056
-40.7,175.0333333,-12.012,0.2367,12.2487
-40.7,175.0666667,-12.167,0.2368,12.4038
-40.7,175.1,-12.342,0.2369,12.5789
-40.7,175.1333333,-12.529,0.237,12.766
-40.7,175.1666667,-12.735,0.2371,12.9721
-40.7,175.2,-12.965,0.2373,13.2023
-40.7,175.2333333,-13.228,0.2374,13.4654
-40.7,175.2666667,-13.511,0.2376,13.7486
-40.7,175.3,-13.812,0.2377,14.0497
-40.7,175.3333333,-14.127,0.2379,14.3649
-40.7,175.3666667,-14.448,0.2381,14.6861
-40.7,175.4,-14.746,0.2383,14.9843
-40.7,175.4333333,-15.052,0.2385,15.2905
-40.7,175.4666667,-15.354,0.2387,15.5927
-40.7,175.5,-15.526,0.2389,15.7649
-40.7,175.5333333,-15.533,0.2391,15.7721
-40.7,175.5666667,-15.608,0.2393,15.8473
-40.7,175.6,-15.676,0.2395,15.9155
-40.7,175.6333333,-15.72,0.2398,15.9598
-40.7,175.6666667,-15.797,0.2401,16.0371
-40.7,175.7,-15.916,0.2403,16.1563
-40.7,175.7333333,-16.011,0.2406,16.2516
-40.7,175.7666667,-16.13,0.2409,16.3709
-40.7,175.8,-16.234,0.2413,16.4753
-40.7,175.8333333,-16.348,0.2416,16.5896
-40.7,175.8666667,-16.487,0.242,16.729
-40.7,175.9,-16.643,0.2424,16.8854
-40.7,175.9333333,-16.797,0.2428,17.0398
-40.7,175.9666667,-16.957,0.2432,17.2002
-40.7,176,-17.091,0.2436,17.3346
-40.7,176.0333333,-17.206,0.2439,17.4499
-40.7,176.0666667,-17.313,0.2443,17.5573
-40.7,176.1,-17.416,0.2446,17.6606
-40.7,176.1333333,-17.486,0.2449,17.7309
-40.7,176.1666667,-17.563,0.2451,17.8081
-40.7,176.2,-17.625,0.2454,17.8704
-40.7,176.2333333,-17.672,0.2455,17.9175
-40.7,176.2666667,-17.735,0.2457,17.9807
-40.7,176.3,-17.756,0.2458,18.0018
-40.7,176.3333333,-17.742,0.2459,17.9879
-40.7,176.3666667,-17.753,0.246,17.999
-40.7,176.4,-17.782,0.246,18.028
-40.7,176.4333333,-17.811,0.246,18.057
-40.7,176.4666667,-17.848,0.246,18.094
-40.7,176.5,-17.882,0.2459,18.1279
-40.7,176.5333333,-17.914,0.2458,18.1598
-40.7,176.5666667,-17.938,0.2457,18.1837
-40.7,176.6,-17.959,0.2456,18.2046
-40.7,176.6333333,-17.972,0.2454,18.2174
-40.7,176.6666667,-17.976,0.2452,18.2212
-40.7,176.7,-17.967,0.2449,18.2119
-40.7,176.7333333,-17.946,0.2446,18.1906
-40.7,176.7666667,-17.912,0.2443,18.1563
-40.7,176.8,-17.868,0.244,18.112
-40.7,176.8333333,-17.818,0.2436,18.0616
-40.7,176.8666667,-17.762,0.2432,18.0052
-40.7,176.9,-17.709,0.2428,17.9518
-40.7,176.9333333,-17.65,0.2424,17.8924
-40.7,176.9666667,-17.58,0.2419,17.8219
-40.7,177,-17.497,0.2415,17.7385
-40.7,177.0333333,-17.394,0.241,17.635
-40.7,177.0666667,-17.282,0.2405,17.5225
-40.7,177.1,-17.164,0.24,17.404
-40.7,177.1333333,-17.059,0.2395,17.2985
-40.7,177.1666667,-16.972,0.239,17.211
-40.7,177.2,-16.908,0.2385,17.1465
-40.7,177.2333333,-16.861,0.238,17.099
-40.7,177.2666667,-16.825,0.2375,17.0625
-40.7,177.3,-16.796,0.237,17.033
-40.7,177.3333333,-16.771,0.2365,17.0075
-40.7,177.3666667,-16.749,0.236,16.985
-40.7,177.4,-16.726,0.2355,16.9615
-40.7,177.4333333,-16.704,0.235,16.939
-40.7,177.4666667,-16.681,0.2345,16.9155
-40.7,177.5,-16.658,0.234,16.892
-40.7,177.5333333,-16.633,0.2336,16.8666
-40.7,177.5666667,-16.608,0.2331,16.8411
-40.7,177.6,-16.584,0.2326,16.8166
-40.7,177.6333333,-16.561,0.2322,16.7932
-40.7,177.6666667,-16.542,0.2317,16.7737
-40.7,177.7,-16.526,0.2313,16.7573
-40.7,177.7333333,-16.513,0.2309,16.7439
-40.7,177.7666667,-16.508,0.2305,16.7385
-40.7,177.8,-16.508,0.2301,16.7381
-40.7,177.8333333,-16.517,0.2297,16.7467
-40.7,177.8666667,-16.53,0.2293,16.7593
-40.7,177.9,-16.542,0.2289,16.7709
-40.7,177.9333333,-16.55,0.2286,16.7786
-40.7,177.9666667,-16.553,0.2282,16.7812
-40.7,178,-16.552,0.2279,16.7799
-40.7,178.0333333,-16.547,0.2275,16.7745
-40.7,178.0666667,-16.54,0.2272,16.7672
-40.7,178.1,-16.531,0.2268,16.7578
-40.7,178.1333333,-16.52,0.2265,16.7465
-40.7,178.1666667,-16.509,0.2261,16.7351
-40.7,178.2,-16.503,0.2256,16.7286
-40.7,178.2333333,-16.503,0.2254,16.7284
-40.7,178.2666667,-16.511,0.2026,16.7136
-40.7,178.3,-16.525,0.2026,16.7276
-40.7,178.3333333,-16.544,0.2026,16.7466
-40.7,178.3666667,-16.567,0.2026,16.7696
-40.7,178.4,-16.595,0.2026,16.7976
-40.7,178.4333333,-16.625,0.2026,16.8276
-40.7,178.4666667,-16.664,0.2026,16.8666
-40.7,178.5,-16.709,0.2026,16.9116
-40.7,178.5333333,-16.763,0.2026,16.9656
-40.7,178.5666667,-16.824,0.2026,17.0266
-40.7,178.6,-16.892,0.2026,17.0946
-40.7,178.6333333,-16.967,0.2026,17.1696
-40.7,178.6666667,-17.048,0.2026,17.2506
-40.7,178.7,-17.139,0.2026,17.3416
-40.7,178.7333333,-17.232,0.2026,17.4346
-40.7,178.7666667,-17.326,0.2026,17.5286
-40.7,178.8,-17.411,0.2026,17.6136
-40.7,178.8333333,-17.49,0.2026,17.6926
-40.7,178.8666667,-17.557,0.2026,17.7596
-40.7,178.9,-17.621,0.2026,17.8236
-40.7,178.9333333,-17.681,0.2026,17.8836
-40.7,178.9666667,-17.749,0.2026,17.9516
-40.7,179,-17.821,0.2026,18.0236
-40.7,179.0333333,-17.899,0.2026,18.1016
-40.7,179.0666667,-17.981,0.2026,18.1836
-40.7,179.1,-18.066,0.2026,18.2686
-40.7,179.1333333,-18.156,0.2026,18.3586
-40.7,179.1666667,-18.254,0.2026,18.4566
-40.7,179.2,-18.363,0.2026,18.5656
-40.7,179.2333333,-18.477,0.2026,18.6796
-40.7,179.2666667,-18.593,0.2026,18.7956
-40.66666667,174.4,-12.13,0.2356,12.3656
-40.66666667,174.4333333,-12.013,0.2356,12.2486
-40.66666667,174.4666667,-11.888,0.2356,12.1236
-40.66666667,174.5,-11.756,0.2356,11.9916
-40.66666667,174.5333333,-11.628,0.2356,11.8636
-40.66666667,174.5666667,-11.512,0.2356,11.7476
-40.66666667,174.6,-11.412,0.2356,11.6476
-40.66666667,174.6333333,-11.332,0.2357,11.5677
-40.66666667,174.6666667,-11.273,0.2357,11.5087
-40.66666667,174.7,-11.236,0.2358,11.4718
-40.66666667,174.7333333,-11.214,0.2358,11.4498
-40.66666667,174.7666667,-11.209,0.2359,11.4449
-40.66666667,174.8,-11.218,0.2359,11.4539
-40.66666667,174.8333333,-11.245,0.236,11.481
-40.66666667,174.8666667,-11.3,0.2361,11.5361
-40.66666667,174.9,-11.374,0.2362,11.6102
-40.66666667,174.9333333,-11.468,0.2362,11.7042
-40.66666667,174.9666667,-11.577,0.2363,11.8133
-40.66666667,175,-11.701,0.2364,11.9374
-40.66666667,175.0333333,-11.842,0.2365,12.0785
-40.66666667,175.0666667,-11.992,0.2367,12.2287
-40.66666667,175.1,-12.154,0.2368,12.3908
-40.66666667,175.1333333,-12.33,0.2369,12.5669
-40.66666667,175.1666667,-12.52,0.237,12.757
-40.66666667,175.2,-12.728,0.2372,12.9652
-40.66666667,175.2333333,-12.951,0.2373,13.1883
-40.66666667,175.2666667,-13.196,0.2375,13.4335
-40.66666667,175.3,-13.461,0.2376,13.6986
-40.66666667,175.3333333,-13.755,0.2378,13.9928
-40.66666667,175.3666667,-14.067,0.238,14.305
-40.66666667,175.4,-14.415,0.2382,14.6532
-40.66666667,175.4333333,-14.752,0.2383,14.9903
-40.66666667,175.4666667,-14.964,0.2385,15.2025
-40.66666667,175.5,-15.231,0.2388,15.4698
-40.66666667,175.5333333,-15.296,0.239,15.535
-40.66666667,175.5666667,-15.357,0.2392,15.5962
-40.66666667,175.6,-15.455,0.2394,15.6944
-40.66666667,175.6333333,-15.527,0.2397,15.7667
-40.66666667,175.6666667,-15.621,0.24,15.861
-40.66666667,175.7,-15.737,0.2402,15.9772
-40.66666667,175.7333333,-15.873,0.2406,16.1136
-40.66666667,175.7666667,-15.988,0.2409,16.2289
-40.66666667,175.8,-16.111,0.2412,16.3522
-40.66666667,175.8333333,-16.24,0.2416,16.4816
-40.66666667,175.8666667,-16.372,0.242,16.614
-40.66666667,175.9,-16.532,0.2424,16.7744
-40.66666667,175.9333333,-16.687,0.2429,16.9299
-40.66666667,175.9666667,-16.846,0.2433,17.0893
-40.66666667,176,-16.994,0.2438,17.2378
-40.66666667,176.0333333,-17.133,0.2442,17.3772
-40.66666667,176.0666667,-17.27,0.2446,17.5146
-40.66666667,176.1,-17.383,0.2449,17.6279
-40.66666667,176.1333333,-17.472,0.2452,17.7172
-40.66666667,176.1666667,-17.573,0.2455,17.8185
-40.66666667,176.2,-17.638,0.2457,17.8837
-40.66666667,176.2333333,-17.719,0.2459,17.9649
-40.66666667,176.2666667,-17.751,0.2461,17.9971
-40.66666667,176.3,-17.785,0.2462,18.0312
-40.66666667,176.3333333,-17.811,0.2463,18.0573
-40.66666667,176.3666667,-17.838,0.2464,18.0844
-40.66666667,176.4,-17.856,0.2464,18.1024
-40.66666667,176.4333333,-17.888,0.2464,18.1344
-40.66666667,176.4666667,-17.926,0.2464,18.1724
-40.66666667,176.5,-17.967,0.2464,18.2134
-40.66666667,176.5333333,-18.005,0.2463,18.2513
-40.66666667,176.5666667,-18.038,0.2461,18.2841
-40.66666667,176.6,-18.066,0.246,18.312
-40.66666667,176.6333333,-18.086,0.2458,18.3318
-40.66666667,176.6666667,-18.096,0.2455,18.3415
-40.66666667,176.7,-18.091,0.2453,18.3363
-40.66666667,176.7333333,-18.074,0.245,18.319
-40.66666667,176.7666667,-18.041,0.2446,18.2856
-40.66666667,176.8,-17.999,0.2443,18.2433
-40.66666667,176.8333333,-17.949,0.2439,18.1929
-40.66666667,176.8666667,-17.896,0.2435,18.1395
-40.66666667,176.9,-17.845,0.2431,18.0881
-40.66666667,176.9333333,-17.794,0.2426,18.0366
-40.66666667,176.9666667,-17.738,0.2421,17.9801
-40.66666667,177,-17.666,0.2416,17.9076
-40.66666667,177.0333333,-17.565,0.2411,17.8061
-40.66666667,177.0666667,-17.444,0.2406,17.6846
-40.66666667,177.1,-17.314,0.2401,17.5541
-40.66666667,177.1333333,-17.192,0.2396,17.4316
-40.66666667,177.1666667,-17.087,0.2391,17.3261
-40.66666667,177.2,-17.012,0.2385,17.2505
-40.66666667,177.2333333,-16.96,0.238,17.198
-40.66666667,177.2666667,-16.925,0.2375,17.1625
-40.66666667,177.3,-16.898,0.237,17.135
-40.66666667,177.3333333,-16.874,0.2364,17.1104
-40.66666667,177.3666667,-16.851,0.2359,17.0869
-40.66666667,177.4,-16.828,0.2354,17.0634
-40.66666667,177.4333333,-16.805,0.2349,17.0399
-40.66666667,177.4666667,-16.781,0.2344,17.0154
-40.66666667,177.5,-16.758,0.2339,16.9919
-40.66666667,177.5333333,-16.734,0.2334,16.9674
-40.66666667,177.5666667,-16.71,0.2329,16.9429
-40.66666667,177.6,-16.686,0.2324,16.9184
-40.66666667,177.6333333,-16.663,0.232,16.895
-40.66666667,177.6666667,-16.643,0.2315,16.8745
-40.66666667,177.7,-16.624,0.2311,16.8551
-40.66666667,177.7333333,-16.607,0.2306,16.8376
-40.66666667,177.7666667,-16.595,0.2302,16.8252
-40.66666667,177.8,-16.591,0.2298,16.8208
-40.66666667,177.8333333,-16.595,0.2294,16.8244
-40.66666667,177.8666667,-16.606,0.229,16.835
-40.66666667,177.9,-16.617,0.2286,16.8456
-40.66666667,177.9333333,-16.626,0.2283,16.8543
-40.66666667,177.9666667,-16.629,0.2279,16.8569
-40.66666667,178,-16.629,0.2275,16.8565
-40.66666667,178.0333333,-16.623,0.2272,16.8502
-40.66666667,178.0666667,-16.613,0.2268,16.8398
-40.66666667,178.1,-16.6,0.2265,16.8265
-40.66666667,178.1333333,-16.585,0.2262,16.8112
-40.66666667,178.1666667,-16.571,0.2258,16.7968
-40.66666667,178.2,-16.562,0.2255,16.7875
-40.66666667,178.2333333,-16.562,0.2252,16.7872
-40.66666667,178.2666667,-16.568,0.225,16.793
-40.66666667,178.3,-16.582,0.2026,16.7846
-40.66666667,178.3333333,-16.601,0.2026,16.8036
-40.66666667,178.3666667,-16.623,0.2026,16.8256
-40.66666667,178.4,-16.649,0.2026,16.8516
-40.66666667,178.4333333,-16.679,0.2026,16.8816
-40.66666667,178.4666667,-16.717,0.2026,16.9196
-40.66666667,178.5,-16.762,0.2026,16.9646
-40.66666667,178.5333333,-16.816,0.2026,17.0186
-40.66666667,178.5666667,-16.878,0.2026,17.0806
-40.66666667,178.6,-16.945,0.2026,17.1476
-40.66666667,178.6333333,-17.02,0.2026,17.2226
-40.66666667,178.6666667,-17.102,0.2026,17.3046
-40.66666667,178.7,-17.196,0.2026,17.3986
-40.66666667,178.7333333,-17.295,0.2026,17.4976
-40.66666667,178.7666667,-17.394,0.2026,17.5966
-40.66666667,178.8,-17.486,0.2026,17.6886
-40.66666667,178.8333333,-17.566,0.2026,17.7686
-40.66666667,178.8666667,-17.63,0.2026,17.8326
-40.66666667,178.9,-17.686,0.2026,17.8886
-40.66666667,178.9333333,-17.74,0.2026,17.9426
-40.66666667,178.9666667,-17.797,0.2026,17.9996
-40.66666667,179,-17.863,0.2026,18.0656
-40.66666667,179.0333333,-17.936,0.2026,18.1386
-40.66666667,179.0666667,-18.016,0.2026,18.2186
-40.66666667,179.1,-18.101,0.2026,18.3036
-40.66666667,179.1333333,-18.191,0.2026,18.3936
-40.66666667,179.1666667,-18.289,0.2026,18.4916
-40.66666667,179.2,-18.398,0.2026,18.6006
-40.66666667,179.2333333,-18.512,0.2026,18.7146
-40.66666667,179.2666667,-18.629,0.2026,18.8316
