Lat,Long,Geoid2016,STI77,STI77_NZVD2016
-47.36666667,168.1,0.34,0.2999,-0.0401
-47.36666667,168.1333333,0.374,0.2999,-0.0741
-47.36666667,168.1666667,0.411,0.2999,-0.1111
-47.36666667,168.2,0.449,0.2999,-0.1491
-47.36666667,168.2333333,0.489,0.2999,-0.1891
-47.36666667,168.2666667,0.531,0.2999,-0.2311
-47.36666667,168.3,0.573,0.2999,-0.2731
-47.36666667,168.3333333,0.616,0.2999,-0.3161
-47.36666667,168.3666667,0.661,0.2999,-0.3611
-47.36666667,168.4,0.708,0.2999,-0.4081
-47.36666667,168.4333333,0.757,0.2999,-0.4571
-47.36666667,168.4666667,0.808,0.2999,-0.5081
-47.36666667,168.5,0.861,0.2999,-0.5611
-47.36666667,168.5333333,0.914,0.2999,-0.6141
-47.36666667,168.5666667,0.966,0.2999,-0.6661
-47.36666667,168.6,1.016,0.2999,-0.7161
-47.36666667,168.6333333,1.064,0.2999,-0.7641
-47.36666667,168.6666667,1.112,0.2999,-0.8121
-47.36666667,168.7,1.161,0.2999,-0.8611
-47.36666667,168.7333333,1.212,0.2999,-0.9121
-47.36666667,168.7666667,1.263,0.2999,-0.9631
-47.36666667,168.8,1.313,0.2999,-1.0131
-47.36666667,168.8333333,1.363,0.2999,-1.0631
-47.36666667,168.8666667,1.408,0.2999,-1.1081
-47.36666667,168.9,1.45,0.2999,-1.1501
-47.36666667,168.9333333,1.491,0.2999,-1.1911
-47.36666667,168.9666667,1.531,0.2999,-1.2311
-47.36666667,169,1.569,0.2999,-1.2691
-47.36666667,169.0333333,1.609,0.2999,-1.3091
-47.36666667,169.0666667,1.649,0.2999,-1.3491
-47.36666667,169.1,1.691,0.2999,-1.3911
-47.36666667,169.1333333,1.733,0.2999,-1.4331
-47.36666667,169.1666667,1.776,0.2999,-1.4761
-47.36666667,169.2,1.818,0.2999,-1.5181
-47.36666667,169.2333333,1.86,0.2999,-1.5601
-47.36666667,169.2666667,1.9,0.2999,-1.6001
-47.36666667,169.3,1.938,0.2999,-1.6381
-47.36666667,169.3333333,1.965,0.2999,-1.6651
-47.36666667,169.3666667,1.985,0.2999,-1.6851
-47.36666667,169.4,1.997,0.2999,-1.6971
-47.36666667,169.4333333,2.006,0.2999,-1.7061
-47.36666667,169.4666667,2.007,0.2999,-1.7071
-47.36666667,169.5,2.008,0.2999,-1.7081
-47.36666667,169.5333333,2.01,0.2999,-1.7101
-47.36666667,169.5666667,2.017,0.2999,-1.7171
-47.36666667,169.6,2.028,0.2999,-1.7281
-47.36666667,169.6333333,2.047,0.2999,-1.7471
-47.36666667,169.6666667,2.073,0.2999,-1.7731
-47.36666667,169.7,2.106,0.2999,-1.8061
-47.36666667,169.7333333,2.142,0.2999,-1.8421
-47.36666667,169.7666667,2.183,0.2999,-1.8831
-47.36666667,169.8,2.225,0.2999,-1.9251
-47.36666667,169.8333333,2.27,0.2999,-1.9701
-47.36666667,169.8666667,2.318,0.2999,-2.0181
-47.36666667,169.9,2.365,0.2999,-2.0651
-47.36666667,169.9333333,2.413,0.2999,-2.1131
-47.36666667,169.9666667,2.46,0.2999,-2.1601
-47.36666667,170,2.506,0.2999,-2.2061
-47.36666667,170.0333333,2.55,0.2999,-2.2501
-47.36666667,170.0666667,2.594,0.2999,-2.2941
-47.36666667,170.1,2.635,0.2999,-2.3351
-47.36666667,170.1333333,2.677,0.2999,-2.3771
-47.33333333,166.3,4.492,0.2999,-4.1921
-47.33333333,166.3333333,4.381,0.2999,-4.0811
-47.33333333,166.3666667,4.257,0.2999,-3.9571
-47.33333333,166.4,4.12,0.2999,-3.8201
-47.33333333,166.4333333,3.972,0.2999,-3.6721
-47.33333333,166.4666667,3.816,0.2999,-3.5161
-47.33333333,166.5,3.659,0.2999,-3.3591
-47.33333333,166.5333333,3.511,0.2999,-3.2111
-47.33333333,166.5666667,3.377,0.2999,-3.0771
-47.33333333,166.6,3.254,0.2999,-2.9541
-47.33333333,166.6333333,3.141,0.2999,-2.8411
-47.33333333,166.6666667,3.032,0.2999,-2.7321
-47.33333333,166.7,2.918,0.2999,-2.6181
-47.33333333,166.7333333,2.796,0.2999,-2.4961
-47.33333333,166.7666667,2.662,0.2999,-2.3621
-47.33333333,166.8,2.516,0.2999,-2.2161
-47.33333333,166.8333333,2.359,0.2999,-2.0591
-47.33333333,166.8666667,2.188,0.2999,-1.8881
-47.33333333,166.9,2.005,0.2999,-1.7051
-47.33333333,166.9333333,1.812,0.2999,-1.5121
-47.33333333,166.9666667,1.609,0.2999,-1.3091
-47.33333333,167,1.4,0.2999,-1.1001
-47.33333333,167.0333333,1.197,0.2999,-0.8971
-47.33333333,167.0666667,1.012,0.2999,-0.7121
-47.33333333,167.1,0.851,0.2999,-0.5511
-47.33333333,167.1333333,0.716,0.2999,-0.4161
-47.33333333,167.1666667,0.608,0.2999,-0.3081
-47.33333333,167.2,0.525,0.2999,-0.2251
-47.33333333,167.2333333,0.454,0.2999,-0.1541
-47.33333333,167.2666667,0.389,0.2999,-0.0891
-47.33333333,167.3,0.326,0.2999,-0.0261
-47.33333333,167.3333333,0.264,0.2999,0.0359
-47.33333333,167.3666667,0.205,0.2999,0.0949
-47.33333333,167.4,0.151,0.2999,0.1489
-47.33333333,167.4333333,0.106,0.2999,0.1939
-47.33333333,167.4666667,0.071,0.2999,0.2289
-47.33333333,167.5,0.049,0.2999,0.2509
-47.33333333,167.5333333,0.042,0.2999,0.2579
-47.33333333,167.5666667,0.042,0.2999,0.2579
-47.33333333,167.6,0.044,0.2999,0.2559
-47.33333333,167.6333333,0.045,0.2999,0.2549
-47.33333333,167.6666667,0.04,0.2999,0.2599
-47.33333333,167.7,0.031,0.2999,0.2689
-47.33333333,167.7333333,0.021,0.2999,0.2789
-47.33333333,167.7666667,0.014,0.2999,0.2859
-47.33333333,167.8,0.01,0.2999,0.2899
-47.33333333,167.8333333,0.013,0.2999,0.2869
-47.33333333,167.8666667,0.025,0.2999,0.2749
-47.33333333,167.9,0.04,0.2999,0.2599
-47.33333333,167.9333333,0.059,0.2999,0.2409
-47.33333333,167.9666667,0.079,0.2999,0.2209
-47.33333333,168,0.103,0.2999,0.1969
-47.33333333,168.0333333,0.126,0.2999,0.1739
-47.33333333,168.0666667,0.152,0.2999,0.1479
-47.33333333,168.1,0.18,0.2999,0.1199
-47.33333333,168.1333333,0.211,0.2999,0.0889
-47.33333333,168.1666667,0.245,0.2999,0.0549
-47.33333333,168.2,0.281,0.2999,0.0189
-47.33333333,168.2333333,0.32,0.2999,-0.0201
-47.33333333,168.2666667,0.358,0.2999,-0.0581
-47.33333333,168.3,0.396,0.2999,-0.0961
-47.33333333,168.3333333,0.434,0.2999,-0.1341
-47.33333333,168.3666667,0.473,0.2999,-0.1731
-47.33333333,168.4,0.513,0.2999,-0.2131
-47.33333333,168.4333333,0.558,0.2999,-0.2581
-47.33333333,168.4666667,0.604,0.2999,-0.3041
-47.33333333,168.5,0.653,0.2999,-0.3531
-47.33333333,168.5333333,0.702,0.2999,-0.4021
-47.33333333,168.5666667,0.752,0.2999,-0.4521
-47.33333333,168.6,0.8,0.2999,-0.5001
-47.33333333,168.6333333,0.848,0.2999,-0.5481
-47.33333333,168.6666667,0.896,0.2999,-0.5961
-47.33333333,168.7,0.944,0.2999,-0.6441
-47.33333333,168.7333333,0.993,0.2999,-0.6931
-47.33333333,168.7666667,1.043,0.2999,-0.7431
-47.33333333,168.8,1.092,0.2999,-0.7921
-47.33333333,168.8333333,1.142,0.2999,-0.8421
-47.33333333,168.8666667,1.19,0.2999,-0.8901
-47.33333333,168.9,1.237,0.2999,-0.9371
-47.33333333,168.9333333,1.283,0.2999,-0.9831
-47.33333333,168.9666667,1.328,0.2999,-1.0281
-47.33333333,169,1.37,0.2999,-1.0701
-47.33333333,169.0333333,1.41,0.2999,-1.1101
-47.33333333,169.0666667,1.449,0.2999,-1.1491
-47.33333333,169.1,1.487,0.2999,-1.1871
-47.33333333,169.1333333,1.526,0.2999,-1.2261
-47.33333333,169.1666667,1.567,0.2999,-1.2671
-47.33333333,169.2,1.61,0.2999,-1.3101
-47.33333333,169.2333333,1.655,0.2999,-1.3551
-47.33333333,169.2666667,1.702,0.2999,-1.4021
-47.33333333,169.3,1.745,0.2999,-1.4451
-47.33333333,169.3333333,1.783,0.2999,-1.4831
-47.33333333,169.3666667,1.813,0.2999,-1.5131
-47.33333333,169.4,1.835,0.2999,-1.5351
-47.33333333,169.4333333,1.851,0.2999,-1.5511
-47.33333333,169.4666667,1.86,0.2999,-1.5601
-47.33333333,169.5,1.865,0.2999,-1.5651
-47.33333333,169.5333333,1.871,0.2999,-1.5711
-47.33333333,169.5666667,1.879,0.2999,-1.5791
-47.33333333,169.6,1.891,0.2999,-1.5911
-47.33333333,169.6333333,1.909,0.2999,-1.6091
-47.33333333,169.6666667,1.933,0.2999,-1.6331
-47.33333333,169.7,1.964,0.2999,-1.6641
-47.33333333,169.7333333,2,0.2999,-1.7001
-47.33333333,169.7666667,2.04,0.2999,-1.7401
-47.33333333,169.8,2.083,0.2999,-1.7831
-47.33333333,169.8333333,2.13,0.2999,-1.8301
-47.33333333,169.8666667,2.177,0.2999,-1.8771
-47.33333333,169.9,2.226,0.2999,-1.9261
-47.33333333,169.9333333,2.273,0.2999,-1.9731
-47.33333333,169.9666667,2.32,0.2999,-2.0201
-47.33333333,170,2.365,0.2999,-2.0651
-47.33333333,170.0333333,2.408,0.2999,-2.1081
-47.33333333,170.0666667,2.451,0.2999,-2.1511
-47.33333333,170.1,2.494,0.2999,-2.1941
-47.33333333,170.1333333,2.535,0.2999,-2.2351
-47.3,166.3,4.382,0.2999,-4.0821
-47.3,166.3333333,4.262,0.2999,-3.9621
-47.3,166.3666667,4.129,0.2999,-3.8291
-47.3,166.4,3.986,0.2999,-3.6861
-47.3,166.4333333,3.834,0.2999,-3.5341
-47.3,166.4666667,3.674,0.2999,-3.3741
-47.3,166.5,3.517,0.2999,-3.2171
-47.3,166.5333333,3.376,0.2999,-3.0761
-47.3,166.5666667,3.247,0.2999,-2.9471
-47.3,166.6,3.137,0.2999,-2.8371
-47.3,166.6333333,3.032,0.2999,-2.7321
-47.3,166.6666667,2.935,0.2999,-2.6351
-47.3,166.7,2.832,0.2999,-2.5321
-47.3,166.7333333,2.715,0.2999,-2.4151
-47.3,166.7666667,2.584,0.2999,-2.2841
-47.3,166.8,2.442,0.2999,-2.1421
-47.3,166.8333333,2.289,0.2999,-1.9891
-47.3,166.8666667,2.121,0.2999,-1.8211
-47.3,166.9,1.937,0.2999,-1.6371
-47.3,166.9333333,1.742,0.2999,-1.4421
-47.3,166.9666667,1.536,0.2999,-1.2361
-47.3,167,1.318,0.2999,-1.0181
-47.3,167.0333333,1.109,0.2999,-0.8091
-47.3,167.0666667,0.92,0.2999,-0.6201
-47.3,167.1,0.756,0.2999,-0.4561
-47.3,167.1333333,0.621,0.2999,-0.3211
-47.3,167.1666667,0.515,0.2999,-0.2151
-47.3,167.2,0.432,0.2999,-0.1321
-47.3,167.2333333,0.359,0.2999,-0.0591
-47.3,167.2666667,0.289,0.2999,0.0109
-47.3,167.3,0.217,0.2999,0.0829
-47.3,167.3333333,0.139,0.2999,0.1609
-47.3,167.3666667,0.062,0.2999,0.2379
-47.3,167.4,-0.001,0.2999,0.3009
-47.3,167.4333333,-0.061,0.2999,0.3609
-47.3,167.4666667,-0.107,0.2999,0.4069
-47.3,167.5,-0.139,0.2999,0.4389
-47.3,167.5333333,-0.147,0.2999,0.4469
-47.3,167.5666667,-0.14,0.2999,0.4399
-47.3,167.6,-0.128,0.2999,0.4279
-47.3,167.6333333,-0.118,0.2999,0.4179
-47.3,167.6666667,-0.11,0.2999,0.4099
-47.3,167.7,-0.108,0.2999,0.4079
-47.3,167.7333333,-0.106,0.2999,0.4059
-47.3,167.7666667,-0.106,0.2999,0.4059
-47.3,167.8,-0.102,0.2999,0.4019
-47.3,167.8333333,-0.098,0.2999,0.3979
-47.3,167.8666667,-0.086,0.2999,0.3859
-47.3,167.9,-0.075,0.2999,0.3749
-47.3,167.9333333,-0.059,0.2999,0.3589
-47.3,167.9666667,-0.041,0.2999,0.3409
-47.3,168,-0.021,0.2999,0.3209
-47.3,168.0333333,0.002,0.2999,0.2979
-47.3,168.0666667,0.027,0.2999,0.2729
-47.3,168.1,0.055,0.2999,0.2449
-47.3,168.1333333,0.083,0.2999,0.2169
-47.3,168.1666667,0.115,0.2999,0.1849
-47.3,168.2,0.149,0.2999,0.1509
-47.3,168.2333333,0.184,0.2999,0.1159
-47.3,168.2666667,0.215,0.2999,0.0849
-47.3,168.3,0.249,0.2999,0.0509
-47.3,168.3333333,0.282,0.2999,0.0179
-47.3,168.3666667,0.315,0.2999,-0.0151
-47.3,168.4,0.352,0.2999,-0.0521
-47.3,168.4333333,0.393,0.2999,-0.0931
-47.3,168.4666667,0.436,0.2999,-0.1361
-47.3,168.5,0.48,0.2999,-0.1801
-47.3,168.5333333,0.524,0.2999,-0.2241
-47.3,168.5666667,0.567,0.2999,-0.2671
-47.3,168.6,0.609,0.2999,-0.3091
-47.3,168.6333333,0.653,0.2999,-0.3531
-47.3,168.6666667,0.697,0.2999,-0.3971
-47.3,168.7,0.744,0.2999,-0.4441
-47.3,168.7333333,0.791,0.2999,-0.4911
-47.3,168.7666667,0.838,0.2999,-0.5381
-47.3,168.8,0.886,0.2999,-0.5861
-47.3,168.8333333,0.932,0.2999,-0.6321
-47.3,168.8666667,0.981,0.2999,-0.6811
-47.3,168.9,1.031,0.2999,-0.7311
-47.3,168.9333333,1.08,0.2999,-0.7801
-47.3,168.9666667,1.129,0.2999,-0.8291
-47.3,169,1.176,0.2999,-0.8761
-47.3,169.0333333,1.218,0.2999,-0.9181
-47.3,169.0666667,1.257,0.2999,-0.9571
-47.3,169.1,1.295,0.2999,-0.9951
-47.3,169.1333333,1.33,0.2999,-1.0301
-47.3,169.1666667,1.368,0.2999,-1.0681
-47.3,169.2,1.409,0.2999,-1.1091
-47.3,169.2333333,1.453,0.2999,-1.1531
-47.3,169.2666667,1.5,0.2999,-1.2001
-47.3,169.3,1.547,0.2999,-1.2471
-47.3,169.3333333,1.591,0.2999,-1.2911
-47.3,169.3666667,1.63,0.2999,-1.3301
-47.3,169.4,1.664,0.2999,-1.3641
-47.3,169.4333333,1.685,0.2999,-1.3851
-47.3,169.4666667,1.705,0.2999,-1.4051
-47.3,169.5,1.718,0.2999,-1.4181
-47.3,169.5333333,1.728,0.2999,-1.4281
-47.3,169.5666667,1.739,0.2999,-1.4391
-47.3,169.6,1.753,0.2999,-1.4531
-47.3,169.6333333,1.771,0.2999,-1.4711
-47.3,169.6666667,1.793,0.2999,-1.4931
-47.3,169.7,1.822,0.2999,-1.5221
-47.3,169.7333333,1.857,0.2999,-1.5571
-47.3,169.7666667,1.895,0.2999,-1.5951
-47.3,169.8,1.938,0.2999,-1.6381
-47.3,169.8333333,1.983,0.2999,-1.6831
-47.3,169.8666667,2.031,0.2999,-1.7311
-47.3,169.9,2.079,0.2999,-1.7791
-47.3,169.9333333,2.127,0.2999,-1.8271
-47.3,169.9666667,2.173,0.2999,-1.8731
-47.3,170,2.219,0.2999,-1.9191
-47.3,170.0333333,2.264,0.2999,-1.9641
-47.3,170.0666667,2.307,0.2999,-2.0071
-47.3,170.1,2.35,0.2999,-2.0501
-47.3,170.1333333,2.392,0.2999,-2.0921
-47.26666667,166.3,4.252,0.2999,-3.9521
-47.26666667,166.3333333,4.129,0.2999,-3.8291
-47.26666667,166.3666667,3.993,0.2999,-3.6931
-47.26666667,166.4,3.844,0.2999,-3.5441
-47.26666667,166.4333333,3.69,0.2999,-3.3901
-47.26666667,166.4666667,3.532,0.2999,-3.2321
-47.26666667,166.5,3.38,0.2999,-3.0801
-47.26666667,166.5333333,3.243,0.2999,-2.9431
-47.26666667,166.5666667,3.127,0.2999,-2.8271
-47.26666667,166.6,3.017,0.2999,-2.7171
-47.26666667,166.6333333,2.926,0.2999,-2.6261
-47.26666667,166.6666667,2.834,0.2999,-2.5341
-47.26666667,166.7,2.737,0.2999,-2.4371
-47.26666667,166.7333333,2.626,0.2999,-2.3261
-47.26666667,166.7666667,2.508,0.2999,-2.2081
-47.26666667,166.8,2.373,0.2999,-2.0731
-47.26666667,166.8333333,2.225,0.2999,-1.9251
-47.26666667,166.8666667,2.059,0.2999,-1.7591
-47.26666667,166.9,1.88,0.2999,-1.5801
-47.26666667,166.9333333,1.685,0.2999,-1.3851
-47.26666667,166.9666667,1.473,0.2999,-1.1731
-47.26666667,167,1.254,0.2999,-0.9541
-47.26666667,167.0333333,1.04,0.2999,-0.7401
-47.26666667,167.0666667,0.847,0.2999,-0.5471
-47.26666667,167.1,0.682,0.2999,-0.3821
-47.26666667,167.1333333,0.548,0.2999,-0.2481
-47.26666667,167.1666667,0.443,0.2999,-0.1431
-47.26666667,167.2,0.361,0.2999,-0.0611
-47.26666667,167.2333333,0.284,0.2999,0.0159
-47.26666667,167.2666667,0.207,0.2999,0.0929
-47.26666667,167.3,0.124,0.2999,0.1759
-47.26666667,167.3333333,0.037,0.2999,0.2629
-47.26666667,167.3666667,-0.052,0.2999,0.3519
-47.26666667,167.4,-0.135,0.2999,0.4349
-47.26666667,167.4333333,-0.207,0.2999,0.5069
-47.26666667,167.4666667,-0.29,0.2999,0.5899
-47.26666667,167.5,-0.345,0.2999,0.6449
-47.26666667,167.5333333,-0.367,0.2999,0.6669
-47.26666667,167.5666667,-0.332,0.2999,0.6319
-47.26666667,167.6,-0.302,0.2999,0.6019
-47.26666667,167.6333333,-0.288,0.2999,0.5879
-47.26666667,167.6666667,-0.271,0.2999,0.5709
-47.26666667,167.7,-0.259,0.2999,0.5589
-47.26666667,167.7333333,-0.25,0.2999,0.5499
-47.26666667,167.7666667,-0.238,0.2999,0.5379
-47.26666667,167.8,-0.233,0.2999,0.5329
-47.26666667,167.8333333,-0.223,0.2999,0.5229
-47.26666667,167.8666667,-0.212,0.2999,0.5119
-47.26666667,167.9,-0.196,0.2999,0.4959
-47.26666667,167.9333333,-0.186,0.2999,0.4859
-47.26666667,167.9666667,-0.167,0.2999,0.4669
-47.26666667,168,-0.145,0.2999,0.4449
-47.26666667,168.0333333,-0.124,0.2999,0.4239
-47.26666667,168.0666667,-0.098,0.2999,0.3979
-47.26666667,168.1,-0.07,0.2999,0.3699
-47.26666667,168.1333333,-0.045,0.2999,0.3449
-47.26666667,168.1666667,-0.016,0.2999,0.3159
-47.26666667,168.2,0.012,0.2999,0.2879
-47.26666667,168.2333333,0.041,0.2999,0.2589
-47.26666667,168.2666667,0.074,0.2999,0.2259
-47.26666667,168.3,0.1,0.2999,0.1999
-47.26666667,168.3333333,0.129,0.2999,0.1709
-47.26666667,168.3666667,0.163,0.2999,0.1369
-47.26666667,168.4,0.199,0.2999,0.1009
-47.26666667,168.4333333,0.242,0.2999,0.0579
-47.26666667,168.4666667,0.284,0.2999,0.0159
-47.26666667,168.5,0.326,0.2999,-0.0261
-47.26666667,168.5333333,0.366,0.2999,-0.0661
-47.26666667,168.5666667,0.405,0.2999,-0.1051
-47.26666667,168.6,0.443,0.2999,-0.1431
-47.26666667,168.6333333,0.481,0.2999,-0.1811
-47.26666667,168.6666667,0.522,0.2999,-0.2221
-47.26666667,168.7,0.566,0.2999,-0.2661
-47.26666667,168.7333333,0.608,0.2999,-0.3081
-47.26666667,168.7666667,0.657,0.2999,-0.3571
-47.26666667,168.8,0.699,0.2999,-0.3991
-47.26666667,168.8333333,0.743,0.2999,-0.4431
-47.26666667,168.8666667,0.79,0.2999,-0.4901
-47.26666667,168.9,0.837,0.2999,-0.5371
-47.26666667,168.9333333,0.887,0.2999,-0.5871
-47.26666667,168.9666667,0.938,0.2999,-0.6381
-47.26666667,169,0.986,0.2999,-0.6861
-47.26666667,169.0333333,1.031,0.2999,-0.7311
-47.26666667,169.0666667,1.071,0.2999,-0.7711
-47.26666667,169.1,1.108,0.2999,-0.8081
-47.26666667,169.1333333,1.144,0.2999,-0.8441
-47.26666667,169.1666667,1.181,0.2999,-0.8811
-47.26666667,169.2,1.219,0.2999,-0.9191
-47.26666667,169.2333333,1.26,0.2999,-0.9601
-47.26666667,169.2666667,1.305,0.2999,-1.0051
-47.26666667,169.3,1.353,0.2999,-1.0531
-47.26666667,169.3333333,1.4,0.2999,-1.1001
-47.26666667,169.3666667,1.444,0.2999,-1.1441
-47.26666667,169.4,1.481,0.2999,-1.1811
-47.26666667,169.4333333,1.518,0.2999,-1.2181
-47.26666667,169.4666667,1.541,0.2999,-1.2411
-47.26666667,169.5,1.564,0.2999,-1.2641
-47.26666667,169.5333333,1.581,0.2999,-1.2811
-47.26666667,169.5666667,1.596,0.2999,-1.2961
-47.26666667,169.6,1.609,0.2999,-1.3091
-47.26666667,169.6333333,1.627,0.2999,-1.3271
-47.26666667,169.6666667,1.65,0.2999,-1.3501
-47.26666667,169.7,1.679,0.2999,-1.3791
-47.26666667,169.7333333,1.713,0.2999,-1.4131
-47.26666667,169.7666667,1.752,0.2999,-1.4521
-47.26666667,169.8,1.794,0.2999,-1.4941
-47.26666667,169.8333333,1.839,0.2999,-1.5391
-47.26666667,169.8666667,1.886,0.2999,-1.5861
-47.26666667,169.9,1.933,0.2999,-1.6331
-47.26666667,169.9333333,1.98,0.2999,-1.6801
-47.26666667,169.9666667,2.026,0.2999,-1.7261
-47.26666667,170,2.073,0.2999,-1.7731
-47.26666667,170.0333333,2.119,0.2999,-1.8191
-47.26666667,170.0666667,2.163,0.2999,-1.8631
-47.26666667,170.1,2.206,0.2999,-1.9061
-47.26666667,170.1333333,2.249,0.2999,-1.9491
-47.23333333,166.3,4.109,0.2999,-3.8091
-47.23333333,166.3333333,3.981,0.2999,-3.6811
-47.23333333,166.3666667,3.841,0.2999,-3.5411
-47.23333333,166.4,3.695,0.2999,-3.3951
-47.23333333,166.4333333,3.541,0.2999,-3.2411
-47.23333333,166.4666667,3.39,0.2999,-3.0901
-47.23333333,166.5,3.247,0.2999,-2.9471
-47.23333333,166.5333333,3.121,0.2999,-2.8211
-47.23333333,166.5666667,3.009,0.2999,-2.7091
-47.23333333,166.6,2.91,0.2999,-2.6101
-47.23333333,166.6333333,2.818,0.2999,-2.5181
-47.23333333,166.6666667,2.732,0.2999,-2.4321
-47.23333333,166.7,2.639,0.2999,-2.3391
-47.23333333,166.7333333,2.539,0.2999,-2.2391
-47.23333333,166.7666667,2.42,0.2999,-2.1201
-47.23333333,166.8,2.296,0.2999,-1.9961
-47.23333333,166.8333333,2.16,0.2999,-1.8601
-47.23333333,166.8666667,2.002,0.2999,-1.7021
-47.23333333,166.9,1.831,0.2999,-1.5311
-47.23333333,166.9333333,1.64,0.2999,-1.3401
-47.23333333,166.9666667,1.429,0.2999,-1.1291
-47.23333333,167,1.209,0.2999,-0.9091
-47.23333333,167.0333333,0.994,0.2999,-0.6941
-47.23333333,167.0666667,0.797,0.2999,-0.4971
-47.23333333,167.1,0.632,0.2999,-0.3321
-47.23333333,167.1333333,0.494,0.2999,-0.1941
-47.23333333,167.1666667,0.39,0.2999,-0.0901
-47.23333333,167.2,0.309,0.2999,-0.0091
-47.23333333,167.2333333,0.229,0.2999,0.0709
-47.23333333,167.2666667,0.148,0.2999,0.1519
-47.23333333,167.3,0.06,0.2999,0.2399
-47.23333333,167.3333333,-0.037,0.2999,0.3369
-47.23333333,167.3666667,-0.137,0.2999,0.4369
-47.23333333,167.4,-0.236,0.2999,0.5359
-47.23333333,167.4333333,-0.322,0.2999,0.6219
-47.23333333,167.4666667,-0.398,0.2999,0.6979
-47.23333333,167.5,-0.481,0.2999,0.7809
-47.23333333,167.5333333,-0.517,0.2999,0.8169
-47.23333333,167.5666667,-0.476,0.2999,0.7759
-47.23333333,167.6,-0.464,0.2999,0.7639
-47.23333333,167.6333333,-0.453,0.2999,0.7529
-47.23333333,167.6666667,-0.438,0.2999,0.7379
-47.23333333,167.7,-0.425,0.2999,0.7249
-47.23333333,167.7333333,-0.41,0.2999,0.7099
-47.23333333,167.7666667,-0.399,0.2999,0.6989
-47.23333333,167.8,-0.388,0.2999,0.6879
-47.23333333,167.8333333,-0.378,0.2999,0.6779
-47.23333333,167.8666667,-0.364,0.2999,0.6639
-47.23333333,167.9,-0.35,0.2999,0.6499
-47.23333333,167.9333333,-0.328,0.2999,0.6279
-47.23333333,167.9666667,-0.311,0.2999,0.6109
-47.23333333,168,-0.287,0.2999,0.5869
-47.23333333,168.0333333,-0.264,0.2999,0.5639
-47.23333333,168.0666667,-0.241,0.2999,0.5409
-47.23333333,168.1,-0.215,0.2999,0.5149
-47.23333333,168.1333333,-0.185,0.2999,0.4849
-47.23333333,168.1666667,-0.161,0.2999,0.4609
-47.23333333,168.2,-0.133,0.2999,0.4329
-47.23333333,168.2333333,-0.113,0.2999,0.4129
-47.23333333,168.2666667,-0.088,0.2999,0.3879
-47.23333333,168.3,-0.063,0.2999,0.3629
-47.23333333,168.3333333,-0.035,0.2999,0.3349
-47.23333333,168.3666667,0,0.2999,0.2999
-47.23333333,168.4,0.041,0.2999,0.2589
-47.23333333,168.4333333,0.082,0.2999,0.2179
-47.23333333,168.4666667,0.131,0.2999,0.1689
-47.23333333,168.5,0.176,0.2999,0.1239
-47.23333333,168.5333333,0.216,0.2999,0.0839
-47.23333333,168.5666667,0.253,0.2999,0.0469
-47.23333333,168.6,0.288,0.2999,0.0119
-47.23333333,168.6333333,0.324,0.2999,-0.0241
-47.23333333,168.6666667,0.363,0.2999,-0.0631
-47.23333333,168.7,0.405,0.2999,-0.1051
-47.23333333,168.7333333,0.446,0.2999,-0.1461
-47.23333333,168.7666667,0.487,0.2999,-0.1871
-47.23333333,168.8,0.53,0.2999,-0.2301
-47.23333333,168.8333333,0.569,0.2999,-0.2691
-47.23333333,168.8666667,0.609,0.2999,-0.3091
-47.23333333,168.9,0.654,0.2999,-0.3541
-47.23333333,168.9333333,0.7,0.2999,-0.4001
-47.23333333,168.9666667,0.748,0.2999,-0.4481
-47.23333333,169,0.796,0.2999,-0.4961
-47.23333333,169.0333333,0.841,0.2999,-0.5411
-47.23333333,169.0666667,0.884,0.2999,-0.5841
-47.23333333,169.1,0.922,0.2999,-0.6221
-47.23333333,169.1333333,0.959,0.2999,-0.6591
-47.23333333,169.1666667,0.996,0.2999,-0.6961
-47.23333333,169.2,1.033,0.2999,-0.7331
-47.23333333,169.2333333,1.073,0.2999,-0.7731
-47.23333333,169.2666667,1.115,0.2999,-0.8151
-47.23333333,169.3,1.16,0.2999,-0.8601
-47.23333333,169.3333333,1.206,0.2999,-0.9061
-47.23333333,169.3666667,1.252,0.2999,-0.9521
-47.23333333,169.4,1.299,0.2999,-0.9991
-47.23333333,169.4333333,1.339,0.2999,-1.0391
-47.23333333,169.4666667,1.373,0.2999,-1.0731
-47.23333333,169.5,1.4,0.2999,-1.1001
-47.23333333,169.5333333,1.421,0.2999,-1.1211
-47.23333333,169.5666667,1.442,0.2999,-1.1421
-47.23333333,169.6,1.46,0.2999,-1.1601
-47.23333333,169.6333333,1.479,0.2999,-1.1791
-47.23333333,169.6666667,1.502,0.2999,-1.2021
-47.23333333,169.7,1.533,0.2999,-1.2331
-47.23333333,169.7333333,1.568,0.2999,-1.2681
-47.23333333,169.7666667,1.606,0.2999,-1.3061
-47.23333333,169.8,1.649,0.2999,-1.3491
-47.23333333,169.8333333,1.694,0.2999,-1.3941
-47.23333333,169.8666667,1.741,0.2999,-1.4411
-47.23333333,169.9,1.786,0.2999,-1.4861
-47.23333333,169.9333333,1.832,0.2999,-1.5321
-47.23333333,169.9666667,1.879,0.2999,-1.5791
-47.23333333,170,1.927,0.2999,-1.6271
-47.23333333,170.0333333,1.973,0.2999,-1.6731
