Lat,Long,Geoid2016,WGN53,WGN53_NZVD2016
-41.6,176.6,-12.791,0.4392,13.2302
-41.6,176.6333333,-12.776,0.4393,13.2153
-41.6,176.6666667,-12.763,0.4393,13.2023
-41.6,176.7,-12.756,0.4393,13.1953
-41.6,176.7333333,-12.755,0.4393,13.1943
-41.6,176.7666667,-12.757,0.4393,13.1963
-41.6,176.8,-12.77,0.4393,13.2093
-41.6,176.8333333,-12.787,0.4393,13.2263
-41.6,176.8666667,-12.806,0.4393,13.2453
-41.6,176.9,-12.827,0.4393,13.2663
-41.6,176.9333333,-12.849,0.4393,13.2883
-41.6,176.9666667,-12.877,0.4393,13.3163
-41.6,177,-12.909,0.4393,13.3483
-41.6,177.0333333,-12.944,0.4393,13.3833
-41.6,177.0666667,-12.982,0.4393,13.4213
-41.6,177.1,-13.026,0.4393,13.4653
-41.6,177.1333333,-13.07,0.4393,13.5093
-41.6,177.1666667,-13.115,0.4393,13.5543
-41.6,177.2,-13.157,0.4393,13.5963
-41.6,177.2333333,-13.201,0.4393,13.6403
-41.6,177.2666667,-13.243,0.4393,13.6823
-41.6,177.3,-13.289,0.4394,13.7284
-41.6,177.3333333,-13.339,0.4394,13.7784
-41.6,177.3666667,-13.391,0.4394,13.8304
-41.6,177.4,-13.443,0.4394,13.8824
-41.6,177.4333333,-13.499,0.4082,13.9072
-41.6,177.4666667,-13.555,0.4082,13.9632
-41.56666667,173.1333333,-17.704,0.4029,18.1069
-41.56666667,173.1666667,-17.661,0.4029,18.0639
-41.56666667,173.2,-17.576,0.403,17.979
-41.56666667,173.2333333,-17.399,0.403,17.802
-41.56666667,173.2666667,-17.259,0.403,17.662
-41.56666667,173.3,-17.106,0.403,17.509
-41.56666667,173.3333333,-16.904,0.403,17.307
-41.56666667,173.3666667,-16.609,0.403,17.012
-41.56666667,173.4,-16.309,0.403,16.712
-41.56666667,173.4333333,-16.029,0.4031,16.4321
-41.56666667,173.4666667,-15.814,0.4031,16.2171
-41.56666667,173.5,-15.615,0.4031,16.0181
-41.56666667,173.5333333,-15.431,0.4031,15.8341
-41.56666667,173.5666667,-15.246,0.4032,15.6492
-41.56666667,173.6,-15.06,0.4032,15.4632
-41.56666667,173.6333333,-14.868,0.4033,15.2713
-41.56666667,173.6666667,-14.665,0.4033,15.0683
-41.56666667,173.7,-14.441,0.4034,14.8444
-41.56666667,173.7333333,-14.231,0.4034,14.6344
-41.56666667,173.7666667,-14.04,0.4035,14.4435
-41.56666667,173.8,-13.867,0.4036,14.2706
-41.56666667,173.8333333,-13.69,0.4037,14.0937
-41.56666667,173.8666667,-13.519,0.4038,13.9228
-41.56666667,173.9,-13.347,0.4039,13.7509
-41.56666667,173.9333333,-13.182,0.404,13.586
-41.56666667,173.9666667,-13.03,0.4041,13.4341
-41.56666667,174,-12.849,0.4042,13.2532
-41.56666667,174.0333333,-12.652,0.4044,13.0564
-41.56666667,174.0666667,-12.474,0.4045,12.8785
-41.56666667,174.1,-12.31,0.4047,12.7147
-41.56666667,174.1333333,-12.153,0.4049,12.5579
-41.56666667,174.1666667,-11.988,0.4052,12.3932
-41.56666667,174.2,-11.859,0.4054,12.2644
-41.56666667,174.2333333,-11.744,0.4057,12.1497
-41.56666667,174.2666667,-11.64,0.4061,12.0461
-41.56666667,174.3,-11.549,0.4065,11.9555
-41.56666667,174.3333333,-11.469,0.4069,11.8759
-41.56666667,174.3666667,-11.409,0.4074,11.8164
-41.56666667,174.4,-11.357,0.408,11.765
-41.56666667,174.4333333,-11.32,0.4086,11.7286
-41.56666667,174.4666667,-11.298,0.4094,11.7074
-41.56666667,174.5,-11.282,0.4102,11.6922
-41.56666667,174.5333333,-11.285,0.4112,11.6962
-41.56666667,174.5666667,-11.314,0.4123,11.7263
-41.56666667,174.6,-11.354,0.4135,11.7675
-41.56666667,174.6333333,-11.406,0.4148,11.8208
-41.56666667,174.6666667,-11.471,0.4161,11.8871
-41.56666667,174.7,-11.549,0.4175,11.9665
-41.56666667,174.7333333,-11.619,0.4187,12.0377
-41.56666667,174.7666667,-11.696,0.4198,12.1158
-41.56666667,174.8,-11.77,0.4206,12.1906
-41.56666667,174.8333333,-11.842,0.4211,12.2631
-41.56666667,174.8666667,-11.919,0.4213,12.3403
-41.56666667,174.9,-12.01,0.4213,12.4313
-41.56666667,174.9333333,-12.124,0.4211,12.5451
-41.56666667,174.9666667,-12.262,0.4208,12.6828
-41.56666667,175,-12.435,0.4206,12.8556
-41.56666667,175.0333333,-12.64,0.4205,13.0605
-41.56666667,175.0666667,-12.852,0.4206,13.2726
-41.56666667,175.1,-13.065,0.4208,13.4858
-41.56666667,175.1333333,-13.268,0.4213,13.6893
-41.56666667,175.1666667,-13.47,0.4219,13.8919
-41.56666667,175.2,-13.662,0.4226,14.0846
-41.56666667,175.2333333,-13.873,0.4235,14.2965
-41.56666667,175.2666667,-14.062,0.4244,14.4864
-41.56666667,175.3,-14.239,0.4255,14.6645
-41.56666667,175.3333333,-14.298,0.4265,14.7245
-41.56666667,175.3666667,-14.219,0.4276,14.6466
-41.56666667,175.4,-14.186,0.4287,14.6147
-41.56666667,175.4333333,-14.153,0.4297,14.5827
-41.56666667,175.4666667,-14.1,0.4306,14.5306
-41.56666667,175.5,-14.05,0.4315,14.4815
-41.56666667,175.5333333,-14,0.4324,14.4324
-41.56666667,175.5666667,-13.935,0.4331,14.3681
-41.56666667,175.6,-13.859,0.4338,14.2928
-41.56666667,175.6333333,-13.775,0.4345,14.2095
-41.56666667,175.6666667,-13.685,0.435,14.12
-41.56666667,175.7,-13.598,0.4356,14.0336
-41.56666667,175.7333333,-13.525,0.436,13.961
-41.56666667,175.7666667,-13.458,0.4364,13.8944
-41.56666667,175.8,-13.409,0.4368,13.8458
-41.56666667,175.8333333,-13.358,0.4372,13.7952
-41.56666667,175.8666667,-13.309,0.4375,13.7465
-41.56666667,175.9,-13.257,0.4377,13.6947
-41.56666667,175.9333333,-13.215,0.438,13.653
-41.56666667,175.9666667,-13.185,0.4382,13.6232
-41.56666667,176,-13.162,0.4384,13.6004
-41.56666667,176.0333333,-13.144,0.4385,13.5825
-41.56666667,176.0666667,-13.122,0.4387,13.5607
-41.56666667,176.1,-13.103,0.4388,13.5418
-41.56666667,176.1333333,-13.076,0.4389,13.5149
-41.56666667,176.1666667,-13.049,0.439,13.488
-41.56666667,176.2,-13.03,0.4391,13.4691
-41.56666667,176.2333333,-13.027,0.4391,13.4661
-41.56666667,176.2666667,-13.014,0.4392,13.4532
-41.56666667,176.3,-13.02,0.4393,13.4593
-41.56666667,176.3333333,-13.031,0.4393,13.4703
-41.56666667,176.3666667,-13.044,0.4393,13.4833
-41.56666667,176.4,-13.063,0.4393,13.5023
-41.56666667,176.4333333,-13.08,0.4394,13.5194
-41.56666667,176.4666667,-13.096,0.4394,13.5354
-41.56666667,176.5,-13.106,0.4394,13.5454
-41.56666667,176.5333333,-13.105,0.4394,13.5444
-41.56666667,176.5666667,-13.095,0.4394,13.5344
-41.56666667,176.6,-13.072,0.4394,13.5114
-41.56666667,176.6333333,-13.047,0.4394,13.4864
-41.56666667,176.6666667,-13.016,0.4394,13.4554
-41.56666667,176.7,-12.991,0.4394,13.4304
-41.56666667,176.7333333,-12.981,0.4394,13.4204
-41.56666667,176.7666667,-12.975,0.4394,13.4144
-41.56666667,176.8,-12.973,0.4394,13.4124
-41.56666667,176.8333333,-12.983,0.4394,13.4224
-41.56666667,176.8666667,-12.995,0.4394,13.4344
-41.56666667,176.9,-13.013,0.4394,13.4524
-41.56666667,176.9333333,-13.024,0.4394,13.4634
-41.56666667,176.9666667,-13.044,0.4394,13.4834
-41.56666667,177,-13.068,0.4394,13.5074
-41.56666667,177.0333333,-13.096,0.4394,13.5354
-41.56666667,177.0666667,-13.128,0.4394,13.5674
-41.56666667,177.1,-13.169,0.4394,13.6084
-41.56666667,177.1333333,-13.206,0.4394,13.6454
-41.56666667,177.1666667,-13.244,0.4394,13.6834
-41.56666667,177.2,-13.282,0.4394,13.7214
-41.56666667,177.2333333,-13.324,0.4394,13.7634
-41.56666667,177.2666667,-13.361,0.4394,13.8004
-41.56666667,177.3,-13.402,0.4394,13.8414
-41.56666667,177.3333333,-13.445,0.4394,13.8844
-41.56666667,177.3666667,-13.492,0.4394,13.9314
-41.56666667,177.4,-13.544,0.4394,13.9834
-41.56666667,177.4333333,-13.59,0.4395,14.0295
-41.56666667,177.4666667,-13.641,0.4082,14.0492
-41.53333333,173.1333333,-17.711,0.4028,18.1138
-41.53333333,173.1666667,-17.692,0.4028,18.0948
-41.53333333,173.2,-17.688,0.4028,18.0908
-41.53333333,173.2333333,-17.592,0.4028,17.9948
-41.53333333,173.2666667,-17.405,0.4028,17.8078
-41.53333333,173.3,-17.283,0.4028,17.6858
-41.53333333,173.3333333,-16.981,0.4028,17.3838
-41.53333333,173.3666667,-16.708,0.4028,17.1108
-41.53333333,173.4,-16.42,0.4028,16.8228
-41.53333333,173.4333333,-16.198,0.4028,16.6008
-41.53333333,173.4666667,-15.949,0.4029,16.3519
-41.53333333,173.5,-15.734,0.4029,16.1369
-41.53333333,173.5333333,-15.525,0.4029,15.9279
-41.53333333,173.5666667,-15.324,0.403,15.727
-41.53333333,173.6,-15.121,0.403,15.524
-41.53333333,173.6333333,-14.922,0.403,15.325
-41.53333333,173.6666667,-14.713,0.4031,15.1161
-41.53333333,173.7,-14.501,0.4031,14.9041
-41.53333333,173.7333333,-14.284,0.4032,14.6872
-41.53333333,173.7666667,-14.082,0.4032,14.4852
-41.53333333,173.8,-13.88,0.4033,14.2833
-41.53333333,173.8333333,-13.691,0.4033,14.0943
-41.53333333,173.8666667,-13.514,0.4034,13.9174
-41.53333333,173.9,-13.333,0.4035,13.7365
-41.53333333,173.9333333,-13.168,0.4036,13.5716
-41.53333333,173.9666667,-13.002,0.4037,13.4057
-41.53333333,174,-12.832,0.4038,13.2358
-41.53333333,174.0333333,-12.655,0.404,13.059
-41.53333333,174.0666667,-12.485,0.4041,12.8891
-41.53333333,174.1,-12.324,0.4043,12.7283
-41.53333333,174.1333333,-12.172,0.4045,12.5765
-41.53333333,174.1666667,-12.03,0.4047,12.4347
-41.53333333,174.2,-11.901,0.4049,12.3059
-41.53333333,174.2333333,-11.785,0.4052,12.1902
-41.53333333,174.2666667,-11.681,0.4055,12.0865
-41.53333333,174.3,-11.591,0.4059,11.9969
-41.53333333,174.3333333,-11.514,0.4063,11.9203
-41.53333333,174.3666667,-11.457,0.4067,11.8637
-41.53333333,174.4,-11.412,0.4073,11.8193
-41.53333333,174.4333333,-11.383,0.408,11.791
-41.53333333,174.4666667,-11.371,0.4087,11.7797
-41.53333333,174.5,-11.366,0.4096,11.7756
-41.53333333,174.5333333,-11.387,0.4106,11.7976
-41.53333333,174.5666667,-11.426,0.4118,11.8378
-41.53333333,174.6,-11.479,0.4131,11.8921
-41.53333333,174.6333333,-11.554,0.4146,11.9686
-41.53333333,174.6666667,-11.641,0.4162,12.0572
-41.53333333,174.7,-11.736,0.4178,12.1538
-41.53333333,174.7333333,-11.832,0.4194,12.2514
-41.53333333,174.7666667,-11.92,0.4207,12.3407
-41.53333333,174.8,-12.013,0.4217,12.4347
-41.53333333,174.8333333,-12.092,0.4222,12.5142
-41.53333333,174.8666667,-12.178,0.4222,12.6002
-41.53333333,174.9,-12.272,0.4219,12.6939
-41.53333333,174.9333333,-12.391,0.4213,12.8123
-41.53333333,174.9666667,-12.533,0.4208,12.9538
-41.53333333,175,-12.704,0.4203,13.1243
-41.53333333,175.0333333,-12.907,0.42,13.327
-41.53333333,175.0666667,-13.116,0.4199,13.5359
-41.53333333,175.1,-13.332,0.4201,13.7521
-41.53333333,175.1333333,-13.546,0.4206,13.9666
-41.53333333,175.1666667,-13.76,0.4212,14.1812
-41.53333333,175.2,-13.975,0.422,14.397
-41.53333333,175.2333333,-14.207,0.423,14.63
-41.53333333,175.2666667,-14.401,0.4241,14.8251
-41.53333333,175.3,-14.56,0.4253,14.9853
-41.53333333,175.3333333,-14.67,0.4265,15.0965
-41.53333333,175.3666667,-14.639,0.4277,15.0667
-41.53333333,175.4,-14.609,0.4289,15.0379
-41.53333333,175.4333333,-14.585,0.43,15.015
-41.53333333,175.4666667,-14.556,0.431,14.987
-41.53333333,175.5,-14.477,0.432,14.909
-41.53333333,175.5333333,-14.418,0.4329,14.8509
-41.53333333,175.5666667,-14.349,0.4337,14.7827
-41.53333333,175.6,-14.272,0.4344,14.7064
-41.53333333,175.6333333,-14.184,0.435,14.619
-41.53333333,175.6666667,-14.092,0.4356,14.5276
-41.53333333,175.7,-14.005,0.4361,14.4411
-41.53333333,175.7333333,-13.93,0.4366,14.3666
-41.53333333,175.7666667,-13.868,0.437,14.305
-41.53333333,175.8,-13.811,0.4374,14.2484
-41.53333333,175.8333333,-13.754,0.4377,14.1917
-41.53333333,175.8666667,-13.699,0.438,14.137
-41.53333333,175.9,-13.641,0.4382,14.0792
-41.53333333,175.9333333,-13.594,0.4384,14.0324
-41.53333333,175.9666667,-13.559,0.4386,13.9976
-41.53333333,176,-13.535,0.4388,13.9738
-41.53333333,176.0333333,-13.516,0.439,13.955
-41.53333333,176.0666667,-13.49,0.4391,13.9291
-41.53333333,176.1,-13.459,0.4392,13.8982
-41.53333333,176.1333333,-13.422,0.4393,13.8613
-41.53333333,176.1666667,-13.39,0.4393,13.8293
-41.53333333,176.2,-13.364,0.4394,13.8034
-41.53333333,176.2333333,-13.338,0.4395,13.7775
-41.53333333,176.2666667,-13.325,0.4395,13.7645
-41.53333333,176.3,-13.314,0.4395,13.7535
-41.53333333,176.3333333,-13.307,0.4396,13.7466
-41.53333333,176.3666667,-13.308,0.4396,13.7476
-41.53333333,176.4,-13.319,0.4396,13.7586
-41.53333333,176.4333333,-13.331,0.4396,13.7706
-41.53333333,176.4666667,-13.35,0.4396,13.7896
-41.53333333,176.5,-13.367,0.4396,13.8066
-41.53333333,176.5333333,-13.376,0.4396,13.8156
-41.53333333,176.5666667,-13.371,0.4396,13.8106
-41.53333333,176.6,-13.353,0.4396,13.7926
-41.53333333,176.6333333,-13.323,0.4396,13.7626
-41.53333333,176.6666667,-13.286,0.4395,13.7255
-41.53333333,176.7,-13.251,0.4395,13.6905
-41.53333333,176.7333333,-13.221,0.4395,13.6605
-41.53333333,176.7666667,-13.201,0.4395,13.6405
-41.53333333,176.8,-13.194,0.4395,13.6335
-41.53333333,176.8333333,-13.193,0.4395,13.6325
-41.53333333,176.8666667,-13.197,0.4395,13.6365
-41.53333333,176.9,-13.207,0.4395,13.6465
-41.53333333,176.9333333,-13.215,0.4394,13.6544
-41.53333333,176.9666667,-13.229,0.4394,13.6684
-41.53333333,177,-13.245,0.4394,13.6844
-41.53333333,177.0333333,-13.267,0.4394,13.7064
-41.53333333,177.0666667,-13.29,0.4394,13.7294
-41.53333333,177.1,-13.321,0.4394,13.7604
-41.53333333,177.1333333,-13.349,0.4394,13.7884
-41.53333333,177.1666667,-13.384,0.4394,13.8234
-41.53333333,177.2,-13.418,0.4394,13.8574
-41.53333333,177.2333333,-13.451,0.4394,13.8904
-41.53333333,177.2666667,-13.483,0.4394,13.9224
-41.53333333,177.3,-13.519,0.4394,13.9584
-41.53333333,177.3333333,-13.56,0.4394,13.9994
-41.53333333,177.3666667,-13.604,0.4395,14.0435
-41.53333333,177.4,-13.645,0.4395,14.0845
-41.53333333,177.4333333,-13.691,0.4395,14.1305
-41.53333333,177.4666667,-13.736,0.4395,14.1755
-41.5,173.1333333,-17.605,0.4026,18.0076
-41.5,173.1666667,-17.532,0.4026,17.9346
-41.5,173.2,-17.505,0.4026,17.9076
-41.5,173.2333333,-17.496,0.4026,17.8986
-41.5,173.2666667,-17.47,0.4026,17.8726
-41.5,173.3,-17.376,0.4026,17.7786
-41.5,173.3333333,-17.148,0.4026,17.5506
-41.5,173.3666667,-16.83,0.4026,17.2326
-41.5,173.4,-16.631,0.4026,17.0336
-41.5,173.4333333,-16.395,0.4026,16.7976
-41.5,173.4666667,-16.175,0.4027,16.5777
-41.5,173.5,-15.961,0.4027,16.3637
-41.5,173.5333333,-15.749,0.4027,16.1517
-41.5,173.5666667,-15.495,0.4027,15.8977
-41.5,173.6,-15.277,0.4027,15.6797
-41.5,173.6333333,-15.093,0.4028,15.4958
-41.5,173.6666667,-14.849,0.4028,15.2518
-41.5,173.7,-14.621,0.4028,15.0238
-41.5,173.7333333,-14.392,0.4029,14.7949
-41.5,173.7666667,-14.176,0.4029,14.5789
-41.5,173.8,-13.969,0.403,14.372
-41.5,173.8333333,-13.768,0.403,14.171
-41.5,173.8666667,-13.578,0.4031,13.9811
-41.5,173.9,-13.393,0.4032,13.7962
-41.5,173.9333333,-13.213,0.4032,13.6162
-41.5,173.9666667,-13.039,0.4033,13.4423
-41.5,174,-12.865,0.4034,13.2684
-41.5,174.0333333,-12.694,0.4035,13.0975
-41.5,174.0666667,-12.529,0.4036,12.9326
-41.5,174.1,-12.37,0.4038,12.7738
-41.5,174.1333333,-12.22,0.4039,12.6239
-41.5,174.1666667,-12.08,0.4041,12.4841
-41.5,174.2,-11.952,0.4043,12.3563
-41.5,174.2333333,-11.834,0.4046,12.2386
-41.5,174.2666667,-11.729,0.4049,12.1339
-41.5,174.3,-11.639,0.4052,12.0442
-41.5,174.3333333,-11.563,0.4056,11.9686
-41.5,174.3666667,-11.511,0.406,11.917
-41.5,174.4,-11.474,0.4065,11.8805
-41.5,174.4333333,-11.454,0.4072,11.8612
-41.5,174.4666667,-11.447,0.4079,11.8549
-41.5,174.5,-11.457,0.4088,11.8658
-41.5,174.5333333,-11.494,0.4099,11.9039
-41.5,174.5666667,-11.55,0.4111,11.9611
-41.5,174.6,-11.625,0.4126,12.0376
-41.5,174.6333333,-11.716,0.4143,12.1303
-41.5,174.6666667,-11.819,0.4162,12.2352
-41.5,174.7,-11.927,0.4183,12.3453
-41.5,174.7333333,-12.034,0.4203,12.4543
-41.5,174.7666667,-12.139,0.4221,12.5611
-41.5,174.8,-12.237,0.4232,12.6602
-41.5,174.8333333,-12.333,0.4237,12.7567
-41.5,174.8666667,-12.428,0.4235,12.8515
-41.5,174.9,-12.529,0.4227,12.9517
-41.5,174.9333333,-12.646,0.4216,13.0676
-41.5,174.9666667,-12.782,0.4206,13.2026
-41.5,175,-12.943,0.4198,13.3628
-41.5,175.0333333,-13.132,0.4192,13.5512
-41.5,175.0666667,-13.333,0.419,13.752
-41.5,175.1,-13.541,0.4192,13.9602
-41.5,175.1333333,-13.754,0.4196,14.1736
-41.5,175.1666667,-13.971,0.4204,14.3914
-41.5,175.2,-14.195,0.4213,14.6163
-41.5,175.2333333,-14.45,0.4225,14.8725
-41.5,175.2666667,-14.661,0.4238,15.0848
-41.5,175.3,-14.842,0.4251,15.2671
-41.5,175.3333333,-14.974,0.4265,15.4005
-41.5,175.3666667,-14.968,0.4278,15.3958
-41.5,175.4,-14.957,0.4291,15.3861
-41.5,175.4333333,-14.935,0.4304,15.3654
-41.5,175.4666667,-14.925,0.4315,15.3565
-41.5,175.5,-14.866,0.4325,15.2985
-41.5,175.5333333,-14.813,0.4335,15.2465
-41.5,175.5666667,-14.749,0.4343,15.1833
-41.5,175.6,-14.676,0.435,15.111
-41.5,175.6333333,-14.593,0.4357,15.0287
-41.5,175.6666667,-14.507,0.4362,14.9432
-41.5,175.7,-14.423,0.4367,14.8597
-41.5,175.7333333,-14.348,0.4372,14.7852
-41.5,175.7666667,-14.282,0.4376,14.7196
-41.5,175.8,-14.22,0.4379,14.6579
-41.5,175.8333333,-14.156,0.4382,14.5942
-41.5,175.8666667,-14.09,0.4385,14.5285
-41.5,175.9,-14.029,0.4387,14.4677
-41.5,175.9333333,-13.977,0.4389,14.4159
-41.5,175.9666667,-13.934,0.4391,14.3731
-41.5,176,-13.9,0.4393,14.3393
-41.5,176.0333333,-13.871,0.4394,14.3104
-41.5,176.0666667,-13.84,0.4395,14.2795
-41.5,176.1,-13.803,0.4396,14.2426
-41.5,176.1333333,-13.765,0.4396,14.2046
-41.5,176.1666667,-13.727,0.4397,14.1667
-41.5,176.2,-13.694,0.4397,14.1337
-41.5,176.2333333,-13.666,0.4398,14.1058
-41.5,176.2666667,-13.64,0.4398,14.0798
-41.5,176.3,-13.617,0.4398,14.0568
-41.5,176.3333333,-13.597,0.4398,14.0368
-41.5,176.3666667,-13.584,0.4398,14.0238
-41.5,176.4,-13.579,0.4398,14.0188
-41.5,176.4333333,-13.583,0.4398,14.0228
-41.5,176.4666667,-13.595,0.4398,14.0348
-41.5,176.5,-13.611,0.4398,14.0508
-41.5,176.5333333,-13.625,0.4398,14.0648
-41.5,176.5666667,-13.631,0.4397,14.0707
-41.5,176.6,-13.622,0.4397,14.0617
-41.5,176.6333333,-13.598,0.4397,14.0377
-41.5,176.6666667,-13.565,0.4397,14.0047
-41.5,176.7,-13.525,0.4397,13.9647
-41.5,176.7333333,-13.487,0.4396,13.9266
-41.5,176.7666667,-13.455,0.4396,13.8946
-41.5,176.8,-13.43,0.4396,13.8696
-41.5,176.8333333,-13.414,0.4396,13.8536
-41.5,176.8666667,-13.409,0.4396,13.8486
-41.5,176.9,-13.41,0.4395,13.8495
-41.5,176.9333333,-13.415,0.4395,13.8545
-41.5,176.9666667,-13.424,0.4395,13.8635
-41.5,177,-13.437,0.4395,13.8765
-41.5,177.0333333,-13.453,0.4395,13.8925
-41.5,177.0666667,-13.471,0.4395,13.9105
-41.5,177.1,-13.49,0.4395,13.9295
-41.5,177.1333333,-13.512,0.4395,13.9515
-41.5,177.1666667,-13.535,0.4395,13.9745
-41.5,177.2,-13.561,0.4395,14.0005
-41.5,177.2333333,-13.588,0.4395,14.0275
-41.5,177.2666667,-13.618,0.4395,14.0575
-41.5,177.3,-13.65,0.4395,14.0895
-41.5,177.3333333,-13.686,0.4395,14.1255
-41.5,177.3666667,-13.723,0.4395,14.1625
-41.5,177.4,-13.761,0.4395,14.2005
-41.5,177.4333333,-13.799,0.4395,14.2385
-41.5,177.4666667,-13.838,0.4395,14.2775
-41.46666667,173.1333333,-17.409,0.4024,17.8114
-41.46666667,173.1666667,-17.351,0.4024,17.7534
-41.46666667,173.2,-17.4,0.4024,17.8024
-41.46666667,173.2333333,-17.458,0.4024,17.8604
-41.46666667,173.2666667,-17.401,0.4024,17.8034
-41.46666667,173.3,-17.221,0.4024,17.6234
-41.46666667,173.3333333,-17.052,0.4024,17.4544
-41.46666667,173.3666667,-16.965,0.4024,17.3674
-41.46666667,173.4,-16.839,0.4024,17.2414
-41.46666667,173.4333333,-16.535,0.4024,16.9374
-41.46666667,173.4666667,-16.367,0.4024,16.7694
-41.46666667,173.5,-16.161,0.4024,16.5634
-41.46666667,173.5333333,-15.971,0.4025,16.3735
-41.46666667,173.5666667,-15.694,0.4025,16.0965
-41.46666667,173.6,-15.475,0.4025,15.8775
-41.46666667,173.6333333,-15.268,0.4025,15.6705
-41.46666667,173.6666667,-15.038,0.4025,15.4405
-41.46666667,173.7,-14.792,0.4026,15.1946
-41.46666667,173.7333333,-14.562,0.4026,14.9646
-41.46666667,173.7666667,-14.35,0.4026,14.7526
-41.46666667,173.8,-14.136,0.4027,14.5387
-41.46666667,173.8333333,-13.938,0.4027,14.3407
-41.46666667,173.8666667,-13.738,0.4027,14.1407
-41.46666667,173.9,-13.543,0.4028,13.9458
-41.46666667,173.9333333,-13.353,0.4028,13.7558
-41.46666667,173.9666667,-13.168,0.4029,13.5709
-41.46666667,174,-12.986,0.403,13.389
-41.46666667,174.0333333,-12.808,0.4031,13.2111
-41.46666667,174.0666667,-12.636,0.4032,13.0392
-41.46666667,174.1,-12.475,0.4033,12.8783
-41.46666667,174.1333333,-12.319,0.4034,12.7224
-41.46666667,174.1666667,-12.175,0.4035,12.5785
-41.46666667,174.2,-12.042,0.4037,12.4457
-41.46666667,174.2333333,-11.92,0.4039,12.3239
-41.46666667,174.2666667,-11.812,0.4042,12.2162
-41.46666667,174.3,-11.718,0.4044,12.1224
-41.46666667,174.3333333,-11.641,0.4048,12.0458
-41.46666667,174.3666667,-11.59,0.4052,11.9952
-41.46666667,174.4,-11.557,0.4057,11.9627
-41.46666667,174.4333333,-11.539,0.4063,11.9453
-41.46666667,174.4666667,-11.541,0.407,11.948
-41.46666667,174.5,-11.561,0.4078,11.9688
-41.46666667,174.5333333,-11.61,0.4089,12.0189
-41.46666667,174.5666667,-11.687,0.4102,12.0972
-41.46666667,174.6,-11.779,0.4118,12.1908
-41.46666667,174.6333333,-11.886,0.4138,12.2998
-41.46666667,174.6666667,-12.001,0.4161,12.4171
-41.46666667,174.7,-12.117,0.4188,12.5358
-41.46666667,174.7333333,-12.236,0.4215,12.6575
-41.46666667,174.7666667,-12.349,0.424,12.773
-41.46666667,174.8,-12.458,0.4256,12.8836
-41.46666667,174.8333333,-12.565,0.426,12.991
-41.46666667,174.8666667,-12.671,0.4253,13.0963
-41.46666667,174.9,-12.785,0.4238,13.2088
-41.46666667,174.9333333,-12.9,0.4219,13.3219
-41.46666667,174.9666667,-13.025,0.4202,13.4452
-41.46666667,175,-13.17,0.4189,13.5889
-41.46666667,175.0333333,-13.336,0.4181,13.7541
-41.46666667,175.0666667,-13.509,0.4178,13.9268
-41.46666667,175.1,-13.701,0.4179,14.1189
-41.46666667,175.1333333,-13.902,0.4184,14.3204
-41.46666667,175.1666667,-14.112,0.4193,14.5313
-41.46666667,175.2,-14.342,0.4205,14.7625
-41.46666667,175.2333333,-14.592,0.4218,15.0138
-41.46666667,175.2666667,-14.836,0.4233,15.2593
-41.46666667,175.3,-15.045,0.4249,15.4699
-41.46666667,175.3333333,-15.198,0.4265,15.6245
-41.46666667,175.3666667,-15.236,0.428,15.664
-41.46666667,175.4,-15.235,0.4295,15.6645
-41.46666667,175.4333333,-15.211,0.4309,15.6419
-41.46666667,175.4666667,-15.202,0.4321,15.6341
-41.46666667,175.5,-15.176,0.4332,15.6092
-41.46666667,175.5333333,-15.154,0.4342,15.5882
-41.46666667,175.5666667,-15.109,0.435,15.544
-41.46666667,175.6,-15.07,0.4357,15.5057
-41.46666667,175.6333333,-14.989,0.4364,15.4254
-41.46666667,175.6666667,-14.917,0.4369,15.3539
-41.46666667,175.7,-14.845,0.4374,15.2824
-41.46666667,175.7333333,-14.774,0.4379,15.2119
-41.46666667,175.7666667,-14.706,0.4382,15.1442
-41.46666667,175.8,-14.639,0.4386,15.0776
-41.46666667,175.8333333,-14.569,0.4388,15.0078
-41.46666667,175.8666667,-14.496,0.4391,14.9351
-41.46666667,175.9,-14.43,0.4393,14.8693
-41.46666667,175.9333333,-14.366,0.4395,14.8055
-41.46666667,175.9666667,-14.313,0.4396,14.7526
-41.46666667,176,-14.268,0.4397,14.7077
-41.46666667,176.0333333,-14.221,0.4398,14.6608
-41.46666667,176.0666667,-14.181,0.4399,14.6209
-41.46666667,176.1,-14.137,0.44,14.577
-41.46666667,176.1333333,-14.092,0.44,14.532
-41.46666667,176.1666667,-14.051,0.4401,14.4911
-41.46666667,176.2,-14.017,0.4401,14.4571
-41.46666667,176.2333333,-13.989,0.4401,14.4291
-41.46666667,176.2666667,-13.96,0.4401,14.4001
-41.46666667,176.3,-13.93,0.4401,14.3701
-41.46666667,176.3333333,-13.902,0.4401,14.3421
-41.46666667,176.3666667,-13.877,0.4401,14.3171
-41.46666667,176.4,-13.854,0.4401,14.2941
-41.46666667,176.4333333,-13.847,0.44,14.287
-41.46666667,176.4666667,-13.843,0.44,14.283
-41.46666667,176.5,-13.849,0.44,14.289
-41.46666667,176.5333333,-13.859,0.44,14.299
-41.46666667,176.5666667,-13.866,0.4399,14.3059
-41.46666667,176.6,-13.864,0.4399,14.3039
-41.46666667,176.6333333,-13.856,0.4399,14.2959
