Lat,Long,Geoid2016,DUN58,DUN58_NZVD2016
-46.13333333,170.4,-4.317,0.3307,4.6477
-46.13333333,170.4333333,-4.235,0.3338,4.5688
-46.13333333,170.4666667,-4.155,0.3367,4.4917
-46.13333333,170.5,-4.07,0.3395,4.4095
-46.13333333,170.5333333,-3.982,0.342,4.324
-46.13333333,170.5666667,-3.887,0.344,4.231
-46.13333333,170.6,-3.794,0.3457,4.1397
-46.13333333,170.6333333,-3.697,0.3469,4.0439
-46.13333333,170.6666667,-3.601,0.3477,3.9487
-46.13333333,170.7,-3.501,0.3481,3.8491
-46.13333333,170.7333333,-3.397,0.3482,3.7452
-46.13333333,170.7666667,-3.289,0.3479,3.6369
-46.13333333,170.8,-3.175,0.3475,3.5225
-46.13333333,170.8333333,-3.052,0.3468,3.3988
-46.13333333,170.8666667,-2.921,0.346,3.267
-46.13333333,170.9,-2.785,0.3452,3.1302
-46.13333333,170.9333333,-2.64,0.3443,2.9843
-46.13333333,170.9666667,-2.501,0.3434,2.8444
-46.13333333,171,-2.354,0.3425,2.6965
-46.13333333,171.0333333,-2.211,0.3416,2.5526
-46.13333333,171.0666667,-2.076,0.3407,2.4167
-46.13333333,171.1,-1.947,0.3399,2.2869
-46.13333333,171.1333333,-1.82,0.3391,2.1591
-46.13333333,171.1666667,-1.696,0.3384,2.0344
-46.13333333,171.2,-1.581,0.3377,1.9187
-46.13333333,171.2333333,-1.477,0.337,1.814
-46.13333333,171.2666667,-1.378,0.3364,1.7144
-46.13333333,171.3,-1.296,0.3358,1.6318
-46.13333333,171.3333333,-1.219,0.3353,1.5543
-46.13333333,171.3666667,-1.154,0.3348,1.4888
-46.13333333,171.4,-1.094,0.3343,1.4283
-46.13333333,171.4333333,-1.038,0.3339,1.3719
-46.13333333,171.4666667,-0.987,0.3334,1.3204
-46.13333333,171.5,-0.94,0.3331,1.2731
-46.13333333,171.5333333,-0.899,0.3327,1.2317
-46.13333333,171.5666667,-0.863,0.3324,1.1954
-46.13333333,171.6,-0.829,0.3321,1.1611
-46.13333333,171.6333333,-0.799,0.3318,1.1308
-46.13333333,171.6666667,-0.773,0.3315,1.1045
-46.13333333,171.7,-0.749,0.3312,1.0802
-46.13333333,171.7333333,-0.727,0.331,1.058
-46.13333333,171.7666667,-0.706,0.3308,1.0368
-46.13333333,171.8,-0.686,0.3306,1.0166
-46.13333333,171.8333333,-0.669,0.3304,0.9994
-46.13333333,171.8666667,-0.653,0.3302,0.9832
-46.13333333,171.9,-0.638,0.33,0.968
-46.13333333,171.9333333,-0.625,0.3298,0.9548
-46.13333333,171.9666667,-0.609,0.3297,0.9387
-46.13333333,172,-0.592,0.3295,0.9215
-46.13333333,172.0333333,-0.573,0.3294,0.9024
-46.13333333,172.0666667,-0.556,0.3293,0.8853
-46.13333333,172.1,-0.542,0.3292,0.8712
-46.13333333,172.1333333,-0.534,0.329,0.863
-46.13333333,172.1666667,-0.53,0.3289,0.8589
-46.13333333,172.2,-0.53,0.3288,0.8588
-46.13333333,172.2333333,-0.527,0.3287,0.8557
-46.13333333,172.2666667,-0.521,0.3286,0.8496
-46.13333333,172.3,-0.509,0.3284,0.8374
-46.13333333,172.3333333,-0.493,0.3281,0.8211
-46.13333333,172.3666667,-0.476,0.328,0.804
-46.13333333,172.4,-0.463,0.3257,0.7887
-46.13333333,172.4333333,-0.455,0.3257,0.7807
-46.13333333,172.4666667,-0.448,0.3257,0.7737
-46.13333333,172.5,-0.442,0.3257,0.7677
-46.13333333,172.5333333,-0.435,0.3257,0.7607
-46.1,167.2333333,-4.547,0.3257,4.8727
-46.1,167.2666667,-4.482,0.313,4.795
-46.1,167.3,-4.481,0.3131,4.7941
-46.1,167.3333333,-4.46,0.3131,4.7731
-46.1,167.3666667,-4.31,0.3131,4.6231
-46.1,167.4,-4.206,0.3131,4.5191
-46.1,167.4333333,-4.14,0.3132,4.4532
-46.1,167.4666667,-4.084,0.3132,4.3972
-46.1,167.5,-4.064,0.3132,4.3772
-46.1,167.5333333,-4.076,0.3133,4.3893
-46.1,167.5666667,-4.108,0.3134,4.4214
-46.1,167.6,-4.157,0.3134,4.4704
-46.1,167.6333333,-4.227,0.3135,4.5405
-46.1,167.6666667,-4.301,0.3136,4.6146
-46.1,167.7,-4.401,0.3136,4.7146
-46.1,167.7333333,-4.53,0.3137,4.8437
-46.1,167.7666667,-4.664,0.3138,4.9778
-46.1,167.8,-4.804,0.3139,5.1179
-46.1,167.8333333,-4.937,0.314,5.251
-46.1,167.8666667,-5.038,0.3141,5.3521
-46.1,167.9,-5.053,0.3142,5.3672
-46.1,167.9333333,-5.02,0.3143,5.3343
-46.1,167.9666667,-4.964,0.3144,5.2784
-46.1,168,-4.883,0.3145,5.1975
-46.1,168.0333333,-4.788,0.3146,5.1026
-46.1,168.0666667,-4.699,0.3148,5.0138
-46.1,168.1,-4.625,0.3149,4.9399
-46.1,168.1333333,-4.566,0.315,4.881
-46.1,168.1666667,-4.524,0.3151,4.8391
-46.1,168.2,-4.502,0.3153,4.8173
-46.1,168.2333333,-4.49,0.3154,4.8054
-46.1,168.2666667,-4.492,0.3155,4.8075
-46.1,168.3,-4.496,0.3157,4.8117
-46.1,168.3333333,-4.515,0.3158,4.8308
-46.1,168.3666667,-4.552,0.316,4.868
-46.1,168.4,-4.584,0.3161,4.9001
-46.1,168.4333333,-4.627,0.3163,4.9433
-46.1,168.4666667,-4.679,0.3165,4.9955
-46.1,168.5,-4.743,0.3166,5.0596
-46.1,168.5333333,-4.814,0.3168,5.1308
-46.1,168.5666667,-4.89,0.317,5.207
-46.1,168.6,-4.963,0.3172,5.2802
-46.1,168.6333333,-4.983,0.3174,5.3004
-46.1,168.6666667,-5.026,0.3176,5.3436
-46.1,168.7,-5.051,0.3178,5.3688
-46.1,168.7333333,-5.032,0.3179,5.3499
-46.1,168.7666667,-5.007,0.3181,5.3251
-46.1,168.8,-5.005,0.3183,5.3233
-46.1,168.8333333,-5.008,0.3184,5.3264
-46.1,168.8666667,-5.032,0.3186,5.3506
-46.1,168.9,-5.064,0.3187,5.3827
-46.1,168.9333333,-5.114,0.3187,5.4327
-46.1,168.9666667,-5.177,0.3188,5.4958
-46.1,169,-5.259,0.3187,5.5777
-46.1,169.0333333,-5.327,0.3187,5.6457
-46.1,169.0666667,-5.399,0.3185,5.7175
-46.1,169.1,-5.472,0.3183,5.7903
-46.1,169.1333333,-5.55,0.318,5.868
-46.1,169.1666667,-5.627,0.3176,5.9446
-46.1,169.2,-5.691,0.3171,6.0081
-46.1,169.2333333,-5.745,0.3165,6.0615
-46.1,169.2666667,-5.796,0.3157,6.1117
-46.1,169.3,-5.822,0.3147,6.1367
-46.1,169.3333333,-5.838,0.3136,6.1516
-46.1,169.3666667,-5.839,0.3123,6.1513
-46.1,169.4,-5.834,0.3108,6.1448
-46.1,169.4333333,-5.822,0.3092,6.1312
-46.1,169.4666667,-5.819,0.3077,6.1267
-46.1,169.5,-5.813,0.3038,6.1168
-46.1,169.5333333,-5.812,0.2917,6.1037
-46.1,169.5666667,-5.822,0.2902,6.1122
-46.1,169.6,-5.834,0.2983,6.1323
-46.1,169.6333333,-5.848,0.2969,6.1449
-46.1,169.6666667,-5.854,0.2956,6.1496
-46.1,169.7,-5.857,0.2958,6.1528
-46.1,169.7333333,-5.849,0.296,6.145
-46.1,169.7666667,-5.816,0.2961,6.1121
-46.1,169.8,-5.758,0.2957,6.0537
-46.1,169.8333333,-5.687,0.2937,5.9807
-46.1,169.8666667,-5.626,0.2907,5.9167
-46.1,169.9,-5.571,0.2928,5.8638
-46.1,169.9333333,-5.519,0.3138,5.8328
-46.1,169.9666667,-5.474,0.3123,5.7863
-46.1,170,-5.436,0.3116,5.7476
-46.1,170.0333333,-5.413,0.3054,5.7184
-46.1,170.0666667,-5.382,0.3044,5.6864
-46.1,170.1,-5.3,0.3046,5.6046
-46.1,170.1333333,-5.205,0.3061,5.5111
-46.1,170.1666667,-5.1,0.3089,5.4089
-46.1,170.2,-5,0.3121,5.3121
-46.1,170.2333333,-4.909,0.3151,5.2241
-46.1,170.2666667,-4.824,0.318,5.142
-46.1,170.3,-4.74,0.3209,5.0609
-46.1,170.3333333,-4.659,0.3241,4.9831
-46.1,170.3666667,-4.58,0.3274,4.9074
-46.1,170.4,-4.502,0.331,4.833
-46.1,170.4333333,-4.427,0.3346,4.7616
-46.1,170.4666667,-4.35,0.3381,4.6881
-46.1,170.5,-4.271,0.3414,4.6124
-46.1,170.5333333,-4.187,0.3442,4.5312
-46.1,170.5666667,-4.1,0.3466,4.4466
-46.1,170.6,-4.003,0.3484,4.3514
-46.1,170.6333333,-3.91,0.3497,4.2597
-46.1,170.6666667,-3.813,0.3504,4.1634
-46.1,170.7,-3.717,0.3507,4.0677
-46.1,170.7333333,-3.614,0.3506,3.9646
-46.1,170.7666667,-3.512,0.3501,3.8621
-46.1,170.8,-3.401,0.3494,3.7504
-46.1,170.8333333,-3.282,0.3485,3.6305
-46.1,170.8666667,-3.151,0.3475,3.4985
-46.1,170.9,-3.01,0.3464,3.3564
-46.1,170.9333333,-2.868,0.3453,3.2133
-46.1,170.9666667,-2.715,0.3442,3.0592
-46.1,171,-2.56,0.3432,2.9032
-46.1,171.0333333,-2.407,0.3421,2.7491
-46.1,171.0666667,-2.266,0.3412,2.6072
-46.1,171.1,-2.121,0.3402,2.4612
-46.1,171.1333333,-1.988,0.3394,2.3274
-46.1,171.1666667,-1.86,0.3386,2.1986
-46.1,171.2,-1.742,0.3378,2.0798
-46.1,171.2333333,-1.626,0.3371,1.9631
-46.1,171.2666667,-1.529,0.3364,1.8654
-46.1,171.3,-1.431,0.3358,1.7668
-46.1,171.3333333,-1.349,0.3353,1.6843
-46.1,171.3666667,-1.277,0.3347,1.6117
-46.1,171.4,-1.209,0.3342,1.5432
-46.1,171.4333333,-1.151,0.3338,1.4848
-46.1,171.4666667,-1.095,0.3333,1.4283
-46.1,171.5,-1.045,0.3329,1.3779
-46.1,171.5333333,-1.003,0.3326,1.3356
-46.1,171.5666667,-0.963,0.3322,1.2952
-46.1,171.6,-0.929,0.3319,1.2609
-46.1,171.6333333,-0.9,0.3316,1.2316
-46.1,171.6666667,-0.871,0.3313,1.2023
-46.1,171.7,-0.845,0.3311,1.1761
-46.1,171.7333333,-0.822,0.3308,1.1528
-46.1,171.7666667,-0.801,0.3306,1.1316
-46.1,171.8,-0.78,0.3304,1.1104
-46.1,171.8333333,-0.762,0.3302,1.0922
-46.1,171.8666667,-0.746,0.33,1.076
-46.1,171.9,-0.731,0.3298,1.0608
-46.1,171.9333333,-0.718,0.3297,1.0477
-46.1,171.9666667,-0.705,0.3295,1.0345
-46.1,172,-0.691,0.3294,1.0204
-46.1,172.0333333,-0.675,0.3292,1.0042
-46.1,172.0666667,-0.657,0.3291,0.9861
-46.1,172.1,-0.644,0.329,0.973
-46.1,172.1333333,-0.635,0.3288,0.9638
-46.1,172.1666667,-0.63,0.3287,0.9587
-46.1,172.2,-0.629,0.3286,0.9576
-46.1,172.2333333,-0.629,0.3285,0.9575
-46.1,172.2666667,-0.622,0.3284,0.9504
-46.1,172.3,-0.614,0.3282,0.9422
-46.1,172.3333333,-0.601,0.328,0.929
-46.1,172.3666667,-0.587,0.3278,0.9148
-46.1,172.4,-0.576,0.3276,0.9036
-46.1,172.4333333,-0.571,0.3276,0.8986
-46.1,172.4666667,-0.566,0.3257,0.8917
-46.1,172.5,-0.563,0.3257,0.8887
-46.1,172.5333333,-0.557,0.3257,0.8827
-46.06666667,167.2333333,-4.787,0.3129,5.0999
-46.06666667,167.2666667,-4.669,0.313,4.982
-46.06666667,167.3,-4.597,0.313,4.91
-46.06666667,167.3333333,-4.519,0.313,4.832
-46.06666667,167.3666667,-4.414,0.313,4.727
-46.06666667,167.4,-4.317,0.3131,4.6301
-46.06666667,167.4333333,-4.26,0.3131,4.5731
-46.06666667,167.4666667,-4.183,0.3131,4.4961
-46.06666667,167.5,-4.156,0.3132,4.4692
-46.06666667,167.5333333,-4.153,0.3132,4.4662
-46.06666667,167.5666667,-4.175,0.3133,4.4883
-46.06666667,167.6,-4.229,0.3134,4.5424
-46.06666667,167.6333333,-4.273,0.3134,4.5864
-46.06666667,167.6666667,-4.34,0.3135,4.6535
-46.06666667,167.7,-4.425,0.3136,4.7386
-46.06666667,167.7333333,-4.532,0.3137,4.8457
-46.06666667,167.7666667,-4.67,0.3137,4.9837
-46.06666667,167.8,-4.798,0.3138,5.1118
-46.06666667,167.8333333,-4.931,0.3139,5.2449
-46.06666667,167.8666667,-5.028,0.314,5.342
-46.06666667,167.9,-5.081,0.3141,5.3951
-46.06666667,167.9333333,-5.076,0.3142,5.3902
-46.06666667,167.9666667,-5.025,0.3143,5.3393
-46.06666667,168,-4.951,0.3144,5.2654
-46.06666667,168.0333333,-4.855,0.3146,5.1696
-46.06666667,168.0666667,-4.773,0.3147,5.0877
-46.06666667,168.1,-4.703,0.3148,5.0178
-46.06666667,168.1333333,-4.649,0.3149,4.9639
-46.06666667,168.1666667,-4.615,0.315,4.93
-46.06666667,168.2,-4.604,0.3152,4.9192
-46.06666667,168.2333333,-4.6,0.3153,4.9153
-46.06666667,168.2666667,-4.607,0.3155,4.9225
-46.06666667,168.3,-4.62,0.3156,4.9356
-46.06666667,168.3333333,-4.642,0.3158,4.9578
-46.06666667,168.3666667,-4.679,0.3159,4.9949
-46.06666667,168.4,-4.729,0.3161,5.0451
-46.06666667,168.4333333,-4.788,0.3163,5.1043
-46.06666667,168.4666667,-4.851,0.3164,5.1674
-46.06666667,168.5,-4.917,0.3166,5.2336
-46.06666667,168.5333333,-4.984,0.3168,5.3008
-46.06666667,168.5666667,-5.058,0.317,5.375
-46.06666667,168.6,-5.136,0.3172,5.4532
-46.06666667,168.6333333,-5.171,0.3174,5.4884
-46.06666667,168.6666667,-5.195,0.3177,5.5127
-46.06666667,168.7,-5.196,0.3179,5.5139
-46.06666667,168.7333333,-5.191,0.3181,5.5091
-46.06666667,168.7666667,-5.205,0.3183,5.5233
-46.06666667,168.8,-5.193,0.3185,5.5115
-46.06666667,168.8333333,-5.196,0.3187,5.5147
-46.06666667,168.8666667,-5.223,0.3188,5.5418
-46.06666667,168.9,-5.236,0.319,5.555
-46.06666667,168.9333333,-5.269,0.3191,5.5881
-46.06666667,168.9666667,-5.328,0.3191,5.6471
-46.06666667,169,-5.401,0.3192,5.7202
-46.06666667,169.0333333,-5.485,0.3191,5.8041
-46.06666667,169.0666667,-5.57,0.319,5.889
-46.06666667,169.1,-5.657,0.3188,5.9758
-46.06666667,169.1333333,-5.75,0.3185,6.0685
-46.06666667,169.1666667,-5.841,0.3181,6.1591
-46.06666667,169.2,-5.902,0.3176,6.2196
-46.06666667,169.2333333,-5.949,0.317,6.266
-46.06666667,169.2666667,-5.991,0.3161,6.3071
-46.06666667,169.3,-6.014,0.3151,6.3291
-46.06666667,169.3333333,-6.03,0.3139,6.3439
-46.06666667,169.3666667,-6.02,0.3124,6.3324
-46.06666667,169.4,-6.001,0.3106,6.3116
-46.06666667,169.4333333,-5.993,0.3088,6.3018
-46.06666667,169.4666667,-5.98,0.3077,6.2877
-46.06666667,169.5,-5.972,0.3116,6.2836
-46.06666667,169.5333333,-5.975,0.2939,6.2689
-46.06666667,169.5666667,-5.984,0.2901,6.2741
-46.06666667,169.6,-5.999,0.293,6.292
-46.06666667,169.6333333,-6.005,0.2937,6.2987
-46.06666667,169.6666667,-6.009,0.2931,6.3021
-46.06666667,169.7,-6.008,0.2925,6.3005
-46.06666667,169.7333333,-5.999,0.2922,6.2912
-46.06666667,169.7666667,-5.98,0.2929,6.2729
-46.06666667,169.8,-5.933,0.2938,6.2268
-46.06666667,169.8333333,-5.879,0.2935,6.1725
-46.06666667,169.8666667,-5.836,0.2944,6.1304
-46.06666667,169.9,-5.789,0.298,6.087
-46.06666667,169.9333333,-5.732,0.3032,6.0352
-46.06666667,169.9666667,-5.68,0.3054,5.9854
-46.06666667,170,-5.625,0.297,5.922
-46.06666667,170.0333333,-5.574,0.2941,5.8681
-46.06666667,170.0666667,-5.533,0.3007,5.8337
-46.06666667,170.1,-5.457,0.2975,5.7545
-46.06666667,170.1333333,-5.379,0.3007,5.6797
-46.06666667,170.1666667,-5.287,0.3061,5.5931
-46.06666667,170.2,-5.182,0.3103,5.4923
-46.06666667,170.2333333,-5.089,0.3136,5.4026
-46.06666667,170.2666667,-5.012,0.3167,5.3287
-46.06666667,170.3,-4.925,0.3198,5.2448
-46.06666667,170.3333333,-4.844,0.3232,5.1672
-46.06666667,170.3666667,-4.764,0.327,5.091
-46.06666667,170.4,-4.686,0.3312,5.0172
-46.06666667,170.4333333,-4.614,0.3355,4.9495
-46.06666667,170.4666667,-4.54,0.3398,4.8798
-46.06666667,170.5,-4.466,0.3436,4.8096
-46.06666667,170.5333333,-4.388,0.347,4.735
-46.06666667,170.5666667,-4.305,0.3496,4.6546
-46.06666667,170.6,-4.215,0.3516,4.5666
-46.06666667,170.6333333,-4.123,0.3529,4.4759
-46.06666667,170.6666667,-4.026,0.3536,4.3796
-46.06666667,170.7,-3.928,0.3537,4.2817
-46.06666667,170.7333333,-3.827,0.3533,4.1803
-46.06666667,170.7666667,-3.722,0.3526,4.0746
-46.06666667,170.8,-3.613,0.3515,3.9645
-46.06666667,170.8333333,-3.497,0.3503,3.8473
-46.06666667,170.8666667,-3.369,0.349,3.718
-46.06666667,170.9,-3.23,0.3477,3.5777
-46.06666667,170.9333333,-3.081,0.3463,3.4273
-46.06666667,170.9666667,-2.928,0.345,3.273
-46.06666667,171,-2.766,0.3438,3.1098
-46.06666667,171.0333333,-2.604,0.3426,2.9466
-46.06666667,171.0666667,-2.452,0.3416,2.7936
-46.06666667,171.1,-2.301,0.3405,2.6415
-46.06666667,171.1333333,-2.155,0.3396,2.4946
-46.06666667,171.1666667,-2.021,0.3387,2.3597
-46.06666667,171.2,-1.895,0.3379,2.2329
-46.06666667,171.2333333,-1.781,0.3371,2.1181
-46.06666667,171.2666667,-1.671,0.3364,2.0074
-46.06666667,171.3,-1.567,0.3358,1.9028
-46.06666667,171.3333333,-1.477,0.3352,1.8122
-46.06666667,171.3666667,-1.397,0.3346,1.7316
-46.06666667,171.4,-1.326,0.3341,1.6601
-46.06666667,171.4333333,-1.262,0.3337,1.5957
-46.06666667,171.4666667,-1.205,0.3332,1.5382
-46.06666667,171.5,-1.154,0.3328,1.4868
-46.06666667,171.5333333,-1.11,0.3324,1.4424
-46.06666667,171.5666667,-1.071,0.3321,1.4031
-46.06666667,171.6,-1.034,0.3317,1.3657
-46.06666667,171.6333333,-1.001,0.3314,1.3324
-46.06666667,171.6666667,-0.97,0.3312,1.3012
-46.06666667,171.7,-0.943,0.3309,1.2739
-46.06666667,171.7333333,-0.918,0.3307,1.2487
-46.06666667,171.7666667,-0.894,0.3304,1.2244
-46.06666667,171.8,-0.872,0.3302,1.2022
-46.06666667,171.8333333,-0.853,0.33,1.183
-46.06666667,171.8666667,-0.836,0.3298,1.1658
-46.06666667,171.9,-0.821,0.3296,1.1506
-46.06666667,171.9333333,-0.808,0.3295,1.1375
-46.06666667,171.9666667,-0.796,0.3293,1.1253
-46.06666667,172,-0.784,0.3292,1.1132
-46.06666667,172.0333333,-0.77,0.329,1.099
-46.06666667,172.0666667,-0.757,0.3289,1.0859
-46.06666667,172.1,-0.744,0.3288,1.0728
-46.06666667,172.1333333,-0.734,0.3287,1.0627
-46.06666667,172.1666667,-0.728,0.3285,1.0565
-46.06666667,172.2,-0.726,0.3284,1.0544
-46.06666667,172.2333333,-0.724,0.3283,1.0523
-46.06666667,172.2666667,-0.721,0.3282,1.0492
-46.06666667,172.3,-0.715,0.328,1.043
-46.06666667,172.3333333,-0.705,0.3279,1.0329
-46.06666667,172.3666667,-0.695,0.3277,1.0227
-46.06666667,172.4,-0.688,0.3276,1.0156
-46.06666667,172.4333333,-0.682,0.3275,1.0095
-46.06666667,172.4666667,-0.681,0.3274,1.0084
-46.06666667,172.5,-0.681,0.3257,1.0067
-46.06666667,172.5333333,-0.678,0.3257,1.0037
-46.03333333,167.2333333,-5.016,0.3129,5.3289
-46.03333333,167.2666667,-4.885,0.3129,5.1979
-46.03333333,167.3,-4.726,0.3129,5.0389
-46.03333333,167.3333333,-4.647,0.3129,4.9599
-46.03333333,167.3666667,-4.536,0.313,4.849
-46.03333333,167.4,-4.444,0.313,4.757
-46.03333333,167.4333333,-4.372,0.313,4.685
-46.03333333,167.4666667,-4.31,0.3131,4.6231
-46.03333333,167.5,-4.262,0.3131,4.5751
-46.03333333,167.5333333,-4.25,0.3132,4.5632
-46.03333333,167.5666667,-4.27,0.3132,4.5832
-46.03333333,167.6,-4.298,0.3133,4.6113
-46.03333333,167.6333333,-4.337,0.3133,4.6503
-46.03333333,167.6666667,-4.398,0.3134,4.7114
-46.03333333,167.7,-4.467,0.3135,4.7805
-46.03333333,167.7333333,-4.572,0.3136,4.8856
-46.03333333,167.7666667,-4.702,0.3137,5.0157
-46.03333333,167.8,-4.834,0.3137,5.1477
-46.03333333,167.8333333,-4.968,0.3138,5.2818
-46.03333333,167.8666667,-5.089,0.3139,5.4029
-46.03333333,167.9,-5.151,0.314,5.465
-46.03333333,167.9333333,-5.158,0.3141,5.4721
-46.03333333,167.9666667,-5.122,0.3142,5.4362
-46.03333333,168,-5.047,0.3143,5.3613
-46.03333333,168.0333333,-4.965,0.3145,5.2795
-46.03333333,168.0666667,-4.883,0.3146,5.1976
-46.03333333,168.1,-4.823,0.3147,5.1377
-46.03333333,168.1333333,-4.786,0.3148,5.1008
-46.03333333,168.1666667,-4.76,0.315,5.075
-46.03333333,168.2,-4.755,0.3151,5.0701
-46.03333333,168.2333333,-4.758,0.3152,5.0732
-46.03333333,168.2666667,-4.765,0.3154,5.0804
-46.03333333,168.3,-4.778,0.3155,5.0935
-46.03333333,168.3333333,-4.801,0.3157,5.1167
-46.03333333,168.3666667,-4.84,0.3159,5.1559
-46.03333333,168.4,-4.897,0.316,5.213
-46.03333333,168.4333333,-4.974,0.3162,5.2902
-46.03333333,168.4666667,-5.045,0.3164,5.3614
-46.03333333,168.5,-5.121,0.3166,5.4376
-46.03333333,168.5333333,-5.178,0.3168,5.4948
-46.03333333,168.5666667,-5.231,0.317,5.548
-46.03333333,168.6,-5.275,0.3173,5.5923
-46.03333333,168.6333333,-5.292,0.3175,5.6095
-46.03333333,168.6666667,-5.301,0.3177,5.6187
-46.03333333,168.7,-5.311,0.318,5.629
-46.03333333,168.7333333,-5.312,0.3182,5.6302
-46.03333333,168.7666667,-5.316,0.3185,5.6345
-46.03333333,168.8,-5.364,0.3187,5.6827
-46.03333333,168.8333333,-5.383,0.3189,5.7019
-46.03333333,168.8666667,-5.416,0.3191,5.7351
-46.03333333,168.9,-5.409,0.3193,5.7283
-46.03333333,168.9333333,-5.452,0.3194,5.7714
-46.03333333,168.9666667,-5.514,0.3196,5.8336
-46.03333333,169,-5.59,0.3196,5.9096
-46.03333333,169.0333333,-5.671,0.3196,5.9906
-46.03333333,169.0666667,-5.764,0.3196,6.0836
-46.03333333,169.1,-5.862,0.3194,6.1814
-46.03333333,169.1333333,-5.95,0.3191,6.2691
-46.03333333,169.1666667,-6.04,0.3188,6.3588
-46.03333333,169.2,-6.094,0.3183,6.4123
-46.03333333,169.2333333,-6.138,0.3176,6.4556
-46.03333333,169.2666667,-6.195,0.3168,6.5118
-46.03333333,169.3,-6.224,0.3158,6.5398
-46.03333333,169.3333333,-6.222,0.3145,6.5365
-46.03333333,169.3666667,-6.205,0.3128,6.5178
-46.03333333,169.4,-6.181,0.3108,6.4918
-46.03333333,169.4333333,-6.161,0.308,6.469
-46.03333333,169.4666667,-6.138,0.3045,6.4425
-46.03333333,169.5,-6.125,0.2992,6.4242
-46.03333333,169.5333333,-6.128,0.2898,6.4178
-46.03333333,169.5666667,-6.138,0.2908,6.4288
-46.03333333,169.6,-6.154,0.2913,6.4453
-46.03333333,169.6333333,-6.162,0.2912,6.4532
-46.03333333,169.6666667,-6.16,0.2904,6.4504
-46.03333333,169.7,-6.138,0.289,6.427
-46.03333333,169.7333333,-6.127,0.2875,6.4145
-46.03333333,169.7666667,-6.117,0.2882,6.4052
-46.03333333,169.8,-6.095,0.2947,6.3897
-46.03333333,169.8333333,-6.075,0.2936,6.3686
-46.03333333,169.8666667,-6.043,0.2952,6.3382
-46.03333333,169.9,-6.012,0.2978,6.3098
-46.03333333,169.9333333,-5.962,0.3003,6.2623
-46.03333333,169.9666667,-5.901,0.3011,6.2021
-46.03333333,170,-5.823,0.301,6.124
-46.03333333,170.0333333,-5.74,0.3077,6.0477
-46.03333333,170.0666667,-5.666,0.2942,5.9602
-46.03333333,170.1,-5.601,0.2783,5.8793
-46.03333333,170.1333333,-5.542,0.2965,5.8385
-46.03333333,170.1666667,-5.457,0.3046,5.7616
-46.03333333,170.2,-5.368,0.3094,5.6774
-46.03333333,170.2333333,-5.282,0.3125,5.5945
-46.03333333,170.2666667,-5.196,0.3152,5.5112
-46.03333333,170.3,-5.119,0.3183,5.4373
-46.03333333,170.3333333,-5.034,0.3219,5.3559
-46.03333333,170.3666667,-4.952,0.3262,5.2782
-46.03333333,170.4,-4.875,0.3311,5.2061
-46.03333333,170.4333333,-4.8,0.3365,5.1365
-46.03333333,170.4666667,-4.727,0.3418,5.0688
-46.03333333,170.5,-4.657,0.3465,5.0035
-46.03333333,170.5333333,-4.585,0.3504,4.9354
-46.03333333,170.5666667,-4.507,0.3534,4.8604
-46.03333333,170.6,-4.424,0.3555,4.7795
-46.03333333,170.6333333,-4.333,0.3568,4.6898
-46.03333333,170.6666667,-4.238,0.3574,4.5954
-46.03333333,170.7,-4.138,0.3572,4.4952
-46.03333333,170.7333333,-4.034,0.3565,4.3905
-46.03333333,170.7666667,-3.927,0.3553,4.2823
-46.03333333,170.8,-3.817,0.3538,4.1708
-46.03333333,170.8333333,-3.703,0.3522,4.0552
-46.03333333,170.8666667,-3.576,0.3505,3.9265
-46.03333333,170.9,-3.439,0.3489,3.7879
-46.03333333,170.9333333,-3.291,0.3473,3.6383
-46.03333333,170.9666667,-3.134,0.3458,3.4798
-46.03333333,171,-2.968,0.3444,3.3124
-46.03333333,171.0333333,-2.799,0.3431,3.1421
-46.03333333,171.0666667,-2.63,0.3419,2.9719
-46.03333333,171.1,-2.471,0.3408,2.8118
-46.03333333,171.1333333,-2.316,0.3397,2.6557
-46.03333333,171.1666667,-2.176,0.3388,2.5148
-46.03333333,171.2,-2.048,0.3379,2.3859
-46.03333333,171.2333333,-1.922,0.3371,2.2591
-46.03333333,171.2666667,-1.807,0.3364,2.1434
-46.03333333,171.3,-1.702,0.3357,2.0377
-46.03333333,171.3333333,-1.604,0.3351,1.9391
-46.03333333,171.3666667,-1.519,0.3345,1.8535
-46.03333333,171.4,-1.444,0.334,1.778
-46.03333333,171.4333333,-1.377,0.3335,1.7105
-46.03333333,171.4666667,-1.318,0.3331,1.6511
-46.03333333,171.5,-1.267,0.3326,1.5996
-46.03333333,171.5333333,-1.224,0.3322,1.5562
-46.03333333,171.5666667,-1.184,0.3319,1.5159
-46.03333333,171.6,-1.147,0.3316,1.4786
-46.03333333,171.6333333,-1.11,0.3313,1.4413
-46.03333333,171.6666667,-1.075,0.331,1.406
-46.03333333,171.7,-1.043,0.3307,1.3737
-46.03333333,171.7333333,-1.015,0.3305,1.3455
-46.03333333,171.7666667,-0.989,0.3302,1.3192
-46.03333333,171.8,-0.966,0.33,1.296
-46.03333333,171.8333333,-0.946,0.3298,1.2758
-46.03333333,171.8666667,-0.928,0.3296,1.2576
-46.03333333,171.9,-0.912,0.3294,1.2414
-46.03333333,171.9333333,-0.897,0.3293,1.2263
