Lat,Long,Geoid2016,DUN58,DUN58_NZVD2016
-44.96666667,169.9,-9.138,0.3167,9.4547
-44.96666667,169.9333333,-9.225,0.3158,9.5408
-44.96666667,169.9666667,-9.32,0.3151,9.6351
-44.96666667,170,-9.45,0.314,9.764
-44.96666667,170.0333333,-9.569,0.3125,9.8815
-44.96666667,170.0666667,-9.7,0.3109,10.0109
-44.96666667,170.1,-9.805,0.3092,10.1142
-44.96666667,170.1333333,-9.892,0.3075,10.1995
-44.96666667,170.1666667,-9.9,0.3059,10.2059
-44.96666667,170.2,-9.885,0.3045,10.1895
-44.96666667,170.2333333,-9.893,0.3035,10.1965
-44.96666667,170.2666667,-9.918,0.3029,10.2209
-44.96666667,170.3,-9.968,0.3026,10.2706
-44.96666667,170.3333333,-9.972,0.3026,10.2746
-44.96666667,170.3666667,-9.999,0.3028,10.3018
-44.96666667,170.4,-9.898,0.303,10.201
-44.96666667,170.4333333,-9.78,0.3033,10.0833
-44.96666667,170.4666667,-9.659,0.3035,9.9625
-44.96666667,170.5,-9.528,0.3037,9.8317
-44.96666667,170.5333333,-9.396,0.3038,9.6998
-44.96666667,170.5666667,-9.271,0.3038,9.5748
-44.96666667,170.6,-9.159,0.3037,9.4627
-44.96666667,170.6333333,-9.036,0.3035,9.3395
-44.96666667,170.6666667,-8.936,0.3033,9.2393
-44.96666667,170.7,-8.832,0.303,9.135
-44.96666667,170.7333333,-8.722,0.3027,9.0247
-44.96666667,170.7666667,-8.607,0.3026,8.9096
-44.96666667,170.8,-8.513,0.3027,8.8157
-44.96666667,170.8333333,-8.425,0.3031,8.7281
-44.96666667,170.8666667,-8.326,0.3039,8.6299
-44.96666667,170.9,-8.217,0.3052,8.5222
-44.96666667,170.9333333,-8.107,0.3067,8.4137
-44.96666667,170.9666667,-7.995,0.3081,8.3031
-44.96666667,171,-7.893,0.3086,8.2016
-44.96666667,171.0333333,-7.802,0.3071,8.1091
-44.96666667,171.0666667,-7.721,0.2985,8.0195
-44.96666667,171.1,-7.647,0.3051,7.9521
-44.96666667,171.1333333,-7.575,0.3116,7.8866
-44.96666667,171.1666667,-7.512,0.3129,7.8249
-44.96666667,171.2,-7.452,0.3138,7.7658
-44.96666667,171.2333333,-7.389,0.3144,7.7034
-44.96666667,171.2666667,-7.323,0.315,7.638
-44.96666667,171.3,-7.26,0.3155,7.5755
-44.96666667,171.3333333,-7.194,0.3159,7.5099
-44.96666667,171.3666667,-7.128,0.3164,7.4444
-44.96666667,171.4,-7.065,0.3168,7.3818
-44.96666667,171.4333333,-7.004,0.3171,7.3211
-44.96666667,171.4666667,-6.942,0.3174,7.2594
-44.96666667,171.5,-6.886,0.3177,7.2037
-44.96666667,171.5333333,-6.831,0.318,7.149
-44.96666667,171.5666667,-6.778,0.3183,7.0963
-44.96666667,171.6,-6.725,0.3185,7.0435
-44.96666667,171.6333333,-6.676,0.3187,6.9947
-44.96666667,171.6666667,-6.629,0.3189,6.9479
-44.96666667,171.7,-6.583,0.3191,6.9021
-44.96666667,171.7333333,-6.535,0.3193,6.8543
-44.96666667,171.7666667,-6.48,0.3195,6.7995
-44.96666667,171.8,-6.43,0.3196,6.7496
-44.96666667,171.8333333,-6.372,0.3197,6.6917
-44.96666667,171.8666667,-6.306,0.3199,6.6259
-44.96666667,171.9,-6.235,0.32,6.555
-44.96666667,171.9333333,-6.161,0.3201,6.4811
-44.96666667,171.9666667,-6.075,0.3202,6.3952
-44.96666667,172,-5.982,0.3203,6.3023
-44.96666667,172.0333333,-5.889,0.3204,6.2094
-44.96666667,172.0666667,-5.793,0.3204,6.1134
-44.96666667,172.1,-5.7,0.3205,6.0205
-44.96666667,172.1333333,-5.614,0.3206,5.9346
-44.96666667,172.1666667,-5.532,0.3206,5.8526
-44.96666667,172.2,-5.462,0.3207,5.7827
-44.96666667,172.2333333,-5.406,0.3207,5.7267
-44.96666667,172.2666667,-5.354,0.3208,5.6748
-44.96666667,172.3,-5.309,0.3208,5.6298
-44.96666667,172.3333333,-5.269,0.3208,5.5898
-44.96666667,172.3666667,-5.23,0.3209,5.5509
-44.96666667,172.4,-5.195,0.3209,5.5159
-44.96666667,172.4333333,-5.162,0.3209,5.4829
-44.96666667,172.4666667,-5.133,0.3209,5.4539
-44.96666667,172.5,-5.11,0.3209,5.4309
-44.96666667,172.5333333,-5.092,0.3209,5.4129
-44.93333333,167.2333333,-3.355,0.3085,3.6635
-44.93333333,167.2666667,-3.834,0.3085,4.1425
-44.93333333,167.3,-4.258,0.3085,4.5665
-44.93333333,167.3333333,-4.575,0.3085,4.8835
-44.93333333,167.3666667,-4.784,0.3085,5.0925
-44.93333333,167.4,-5.056,0.3085,5.3645
-44.93333333,167.4333333,-5.319,0.3085,5.6275
-44.93333333,167.4666667,-5.603,0.3085,5.9115
-44.93333333,167.5,-5.835,0.3085,6.1435
-44.93333333,167.5333333,-6.093,0.3086,6.4016
-44.93333333,167.5666667,-6.373,0.3086,6.6816
-44.93333333,167.6,-6.509,0.3086,6.8176
-44.93333333,167.6333333,-6.694,0.3086,7.0026
-44.93333333,167.6666667,-6.893,0.3086,7.2016
-44.93333333,167.7,-7.029,0.3086,7.3376
-44.93333333,167.7333333,-7.116,0.3087,7.4247
-44.93333333,167.7666667,-7.169,0.3087,7.4777
-44.93333333,167.8,-7.178,0.3087,7.4867
-44.93333333,167.8333333,-7.287,0.3087,7.5957
-44.93333333,167.8666667,-7.461,0.3088,7.7698
-44.93333333,167.9,-7.514,0.3088,7.8228
-44.93333333,167.9333333,-7.669,0.3089,7.9779
-44.93333333,167.9666667,-8.039,0.3089,8.3479
-44.93333333,168,-8.141,0.309,8.45
-44.93333333,168.0333333,-8.167,0.309,8.476
-44.93333333,168.0666667,-8.45,0.3091,8.7591
-44.93333333,168.1,-8.573,0.3092,8.8822
-44.93333333,168.1333333,-8.732,0.3093,9.0413
-44.93333333,168.1666667,-8.657,0.3094,8.9664
-44.93333333,168.2,-8.716,0.3095,9.0255
-44.93333333,168.2333333,-8.753,0.3096,9.0626
-44.93333333,168.2666667,-8.648,0.3097,8.9577
-44.93333333,168.3,-8.576,0.3099,8.8859
-44.93333333,168.3333333,-8.384,0.3101,8.6941
-44.93333333,168.3666667,-8.295,0.3103,8.6053
-44.93333333,168.4,-8.314,0.3105,8.6245
-44.93333333,168.4333333,-8.404,0.3107,8.7147
-44.93333333,168.4666667,-8.707,0.3109,9.0179
-44.93333333,168.5,-8.672,0.3112,8.9832
-44.93333333,168.5333333,-8.742,0.3115,9.0535
-44.93333333,168.5666667,-8.678,0.3117,8.9897
-44.93333333,168.6,-8.553,0.3118,8.8648
-44.93333333,168.6333333,-8.492,0.3114,8.8034
-44.93333333,168.6666667,-8.473,0.3104,8.7834
-44.93333333,168.7,-8.484,0.309,8.793
-44.93333333,168.7333333,-8.492,0.3082,8.8002
-44.93333333,168.7666667,-8.449,0.3092,8.7582
-44.93333333,168.8,-8.437,0.3124,8.7494
-44.93333333,168.8333333,-8.425,0.3169,8.7419
-44.93333333,168.8666667,-8.526,0.3218,8.8478
-44.93333333,168.9,-8.64,0.3261,8.9661
-44.93333333,168.9333333,-8.665,0.3292,8.9942
-44.93333333,168.9666667,-8.575,0.3312,8.9062
-44.93333333,169,-8.67,0.3323,9.0023
-44.93333333,169.0333333,-8.652,0.3333,8.9853
-44.93333333,169.0666667,-8.692,0.3343,9.0263
-44.93333333,169.1,-8.767,0.3356,9.1026
-44.93333333,169.1333333,-8.732,0.3372,9.0692
-44.93333333,169.1666667,-8.524,0.3393,8.8633
-44.93333333,169.2,-8.243,0.3421,8.5851
-44.93333333,169.2333333,-8.119,0.3456,8.4646
-44.93333333,169.2666667,-8.004,0.3501,8.3541
-44.93333333,169.3,-8.026,0.3643,8.3903
-44.93333333,169.3333333,-8.105,0.3651,8.4701
-44.93333333,169.3666667,-8.221,0.362,8.583
-44.93333333,169.4,-8.338,0.3601,8.6981
-44.93333333,169.4333333,-8.424,0.3582,8.7822
-44.93333333,169.4666667,-8.579,0.3561,8.9351
-44.93333333,169.5,-8.677,0.354,9.031
-44.93333333,169.5333333,-8.786,0.3519,9.1379
-44.93333333,169.5666667,-8.907,0.3498,9.2568
-44.93333333,169.6,-8.825,0.3477,9.1727
-44.93333333,169.6333333,-8.871,0.3456,9.2166
-44.93333333,169.6666667,-8.842,0.3433,9.1853
-44.93333333,169.7,-8.819,0.3408,9.1598
-44.93333333,169.7333333,-8.847,0.3377,9.1847
-44.93333333,169.7666667,-8.87,0.3337,9.2037
-44.93333333,169.8,-8.945,0.3286,9.2736
-44.93333333,169.8333333,-9.028,0.3219,9.3499
-44.93333333,169.8666667,-9.133,0.3175,9.4505
-44.93333333,169.9,-9.254,0.3115,9.5655
-44.93333333,169.9333333,-9.37,0.3155,9.6855
-44.93333333,169.9666667,-9.486,0.3155,9.8015
-44.93333333,170,-9.654,0.3146,9.9686
-44.93333333,170.0333333,-9.818,0.3133,10.1313
-44.93333333,170.0666667,-10.028,0.3119,10.3399
-44.93333333,170.1,-10.196,0.3104,10.5064
-44.93333333,170.1333333,-10.263,0.3089,10.5719
-44.93333333,170.1666667,-10.274,0.3075,10.5815
-44.93333333,170.2,-10.272,0.3063,10.5783
-44.93333333,170.2333333,-10.259,0.3053,10.5643
-44.93333333,170.2666667,-10.252,0.3046,10.5566
-44.93333333,170.3,-10.308,0.3042,10.6122
-44.93333333,170.3333333,-10.18,0.304,10.484
-44.93333333,170.3666667,-10.137,0.304,10.441
-44.93333333,170.4,-9.984,0.304,10.288
-44.93333333,170.4333333,-9.857,0.3041,10.1611
-44.93333333,170.4666667,-9.769,0.3042,10.0732
-44.93333333,170.5,-9.657,0.3043,9.9613
-44.93333333,170.5333333,-9.495,0.3043,9.7993
-44.93333333,170.5666667,-9.338,0.3043,9.6423
-44.93333333,170.6,-9.205,0.3042,9.5092
-44.93333333,170.6333333,-9.1,0.3041,9.4041
-44.93333333,170.6666667,-8.997,0.304,9.301
-44.93333333,170.7,-8.9,0.3038,9.2038
-44.93333333,170.7333333,-8.795,0.3037,9.0987
-44.93333333,170.7666667,-8.701,0.3037,9.0047
-44.93333333,170.8,-8.603,0.3039,8.9069
-44.93333333,170.8333333,-8.509,0.3043,8.8133
-44.93333333,170.8666667,-8.402,0.305,8.707
-44.93333333,170.9,-8.291,0.306,8.597
-44.93333333,170.9333333,-8.188,0.307,8.495
-44.93333333,170.9666667,-8.088,0.3079,8.3959
-44.93333333,171,-7.991,0.3083,8.2993
-44.93333333,171.0333333,-7.901,0.3081,8.2091
-44.93333333,171.0666667,-7.819,0.3096,8.1286
-44.93333333,171.1,-7.744,0.3191,8.0631
-44.93333333,171.1333333,-7.678,0.3134,7.9914
-44.93333333,171.1666667,-7.617,0.3133,7.9303
-44.93333333,171.2,-7.561,0.3138,7.8748
-44.93333333,171.2333333,-7.505,0.3143,7.8193
-44.93333333,171.2666667,-7.447,0.3148,7.7618
-44.93333333,171.3,-7.385,0.3152,7.7002
-44.93333333,171.3333333,-7.326,0.3157,7.6417
-44.93333333,171.3666667,-7.264,0.3161,7.5801
-44.93333333,171.4,-7.203,0.3165,7.5195
-44.93333333,171.4333333,-7.146,0.3168,7.4628
-44.93333333,171.4666667,-7.092,0.3171,7.4091
-44.93333333,171.5,-7.04,0.3174,7.3574
-44.93333333,171.5333333,-6.991,0.3177,7.3087
-44.93333333,171.5666667,-6.942,0.318,7.26
-44.93333333,171.6,-6.894,0.3182,7.2122
-44.93333333,171.6333333,-6.847,0.3184,7.1654
-44.93333333,171.6666667,-6.8,0.3187,7.1187
-44.93333333,171.7,-6.754,0.3188,7.0728
-44.93333333,171.7333333,-6.713,0.319,7.032
-44.93333333,171.7666667,-6.664,0.3192,6.9832
-44.93333333,171.8,-6.62,0.3193,6.9393
-44.93333333,171.8333333,-6.576,0.3195,6.8955
-44.93333333,171.8666667,-6.523,0.3196,6.8426
-44.93333333,171.9,-6.474,0.3197,6.7937
-44.93333333,171.9333333,-6.401,0.3198,6.7208
-44.93333333,171.9666667,-6.338,0.3199,6.6579
-44.93333333,172,-6.259,0.32,6.579
-44.93333333,172.0333333,-6.175,0.3201,6.4951
-44.93333333,172.0666667,-6.086,0.3202,6.4062
-44.93333333,172.1,-5.999,0.3203,6.3193
-44.93333333,172.1333333,-5.91,0.3203,6.2303
-44.93333333,172.1666667,-5.826,0.3204,6.1464
-44.93333333,172.2,-5.753,0.3205,6.0735
-44.93333333,172.2333333,-5.682,0.3205,6.0025
-44.93333333,172.2666667,-5.625,0.3206,5.9456
-44.93333333,172.3,-5.575,0.3206,5.8956
-44.93333333,172.3333333,-5.527,0.3206,5.8476
-44.93333333,172.3666667,-5.483,0.3206,5.8036
-44.93333333,172.4,-5.444,0.3207,5.7647
-44.93333333,172.4333333,-5.406,0.3207,5.7267
-44.93333333,172.4666667,-5.375,0.3207,5.6957
-44.93333333,172.5,-5.348,0.3207,5.6687
-44.93333333,172.5333333,-5.326,0.3207,5.6467
-44.9,167.2333333,-2.665,0.3083,2.9733
-44.9,167.2666667,-3.156,0.3083,3.4643
-44.9,167.3,-3.71,0.3083,4.0183
-44.9,167.3333333,-4.072,0.3083,4.3803
-44.9,167.3666667,-4.325,0.3083,4.6333
-44.9,167.4,-4.681,0.3083,4.9893
-44.9,167.4333333,-5.044,0.3083,5.3523
-44.9,167.4666667,-5.304,0.3083,5.6123
-44.9,167.5,-5.574,0.3084,5.8824
-44.9,167.5333333,-5.803,0.3084,6.1114
-44.9,167.5666667,-6.021,0.3084,6.3294
-44.9,167.6,-6.194,0.3084,6.5024
-44.9,167.6333333,-6.472,0.3084,6.7804
-44.9,167.6666667,-6.729,0.3084,7.0374
-44.9,167.7,-6.861,0.3084,7.1694
-44.9,167.7333333,-6.964,0.3084,7.2724
-44.9,167.7666667,-7.181,0.3085,7.4895
-44.9,167.8,-7.201,0.3085,7.5095
-44.9,167.8333333,-7.471,0.3085,7.7795
-44.9,167.8666667,-7.567,0.3086,7.8756
-44.9,167.9,-7.545,0.3086,7.8536
-44.9,167.9333333,-7.757,0.3086,8.0656
-44.9,167.9666667,-8.056,0.3087,8.3647
-44.9,168,-8.207,0.3087,8.5157
-44.9,168.0333333,-8.245,0.3088,8.5538
-44.9,168.0666667,-8.303,0.3089,8.6119
-44.9,168.1,-8.453,0.3089,8.7619
-44.9,168.1333333,-8.633,0.309,8.942
-44.9,168.1666667,-8.611,0.3091,8.9201
-44.9,168.2,-8.766,0.3092,9.0752
-44.9,168.2333333,-8.79,0.3093,9.0993
-44.9,168.2666667,-8.605,0.3095,8.9145
-44.9,168.3,-8.496,0.3096,8.8056
-44.9,168.3333333,-8.484,0.3098,8.7938
-44.9,168.3666667,-8.337,0.31,8.647
-44.9,168.4,-8.372,0.3102,8.6822
-44.9,168.4333333,-8.566,0.3104,8.8764
-44.9,168.4666667,-8.893,0.3106,9.2036
-44.9,168.5,-8.875,0.3109,9.1859
-44.9,168.5333333,-8.822,0.3111,9.1331
-44.9,168.5666667,-8.744,0.3113,9.0553
-44.9,168.6,-8.703,0.3113,9.0143
-44.9,168.6333333,-8.637,0.3111,8.9481
-44.9,168.6666667,-8.547,0.3108,8.8578
-44.9,168.7,-8.591,0.3104,8.9014
-44.9,168.7333333,-8.64,0.3107,8.9507
-44.9,168.7666667,-8.679,0.3119,8.9909
-44.9,168.8,-8.654,0.3143,8.9683
-44.9,168.8333333,-8.64,0.3175,8.9575
-44.9,168.8666667,-8.597,0.321,8.918
-44.9,168.9,-8.624,0.3243,8.9483
-44.9,168.9333333,-8.718,0.3271,9.0451
-44.9,168.9666667,-8.609,0.3293,8.9383
-44.9,169,-8.572,0.331,8.903
-44.9,169.0333333,-8.629,0.3324,8.9614
-44.9,169.0666667,-8.702,0.3339,9.0359
-44.9,169.1,-8.819,0.3355,9.1545
-44.9,169.1333333,-8.883,0.3375,9.2205
-44.9,169.1666667,-8.843,0.3399,9.1829
-44.9,169.2,-8.547,0.3432,8.8902
-44.9,169.2333333,-8.274,0.3475,8.6215
-44.9,169.2666667,-8.075,0.354,8.429
-44.9,169.3,-8.022,0.3645,8.3865
-44.9,169.3333333,-7.998,0.369,8.367
-44.9,169.3666667,-8.063,0.3666,8.4296
-44.9,169.4,-8.161,0.3637,8.5247
-44.9,169.4333333,-8.306,0.3604,8.6664
-44.9,169.4666667,-8.474,0.3573,8.8313
-44.9,169.5,-8.693,0.3547,9.0477
-44.9,169.5333333,-8.929,0.3524,9.2814
-44.9,169.5666667,-8.958,0.3502,9.3082
-44.9,169.6,-9.063,0.348,9.411
-44.9,169.6333333,-9.142,0.3457,9.4877
-44.9,169.6666667,-9.132,0.3433,9.4753
-44.9,169.7,-9.083,0.3406,9.4236
-44.9,169.7333333,-9.038,0.3374,9.3754
-44.9,169.7666667,-9.033,0.3337,9.3667
-44.9,169.8,-9.098,0.3294,9.4274
-44.9,169.8333333,-9.155,0.3249,9.4799
-44.9,169.8666667,-9.242,0.3208,9.5628
-44.9,169.9,-9.368,0.3179,9.6859
-44.9,169.9333333,-9.536,0.317,9.853
-44.9,169.9666667,-9.659,0.3165,9.9755
-44.9,170,-9.84,0.3155,10.1555
-44.9,170.0333333,-10.062,0.3143,10.3763
-44.9,170.0666667,-10.32,0.3129,10.6329
-44.9,170.1,-10.388,0.3115,10.6995
-44.9,170.1333333,-10.424,0.3102,10.7342
-44.9,170.1666667,-10.469,0.3089,10.7779
-44.9,170.2,-10.462,0.3078,10.7698
-44.9,170.2333333,-10.43,0.3068,10.7368
-44.9,170.2666667,-10.438,0.3061,10.7441
-44.9,170.3,-10.468,0.3056,10.7736
-44.9,170.3333333,-10.437,0.3053,10.7423
-44.9,170.3666667,-10.31,0.3051,10.6151
-44.9,170.4,-10.168,0.305,10.473
-44.9,170.4333333,-10.056,0.305,10.361
-44.9,170.4666667,-9.856,0.3049,10.1609
-44.9,170.5,-9.694,0.3049,9.9989
-44.9,170.5333333,-9.563,0.3049,9.8679
-44.9,170.5666667,-9.401,0.3049,9.7059
-44.9,170.6,-9.268,0.3048,9.5728
-44.9,170.6333333,-9.148,0.3047,9.4527
-44.9,170.6666667,-9.061,0.3046,9.3656
-44.9,170.7,-8.972,0.3046,9.2766
-44.9,170.7333333,-8.879,0.3046,9.1836
-44.9,170.7666667,-8.78,0.3047,9.0847
-44.9,170.8,-8.682,0.3049,8.9869
-44.9,170.8333333,-8.581,0.3053,8.8863
-44.9,170.8666667,-8.483,0.3059,8.7889
-44.9,170.9,-8.384,0.3066,8.6906
-44.9,170.9333333,-8.291,0.3074,8.5984
-44.9,170.9666667,-8.198,0.3081,8.5061
-44.9,171,-8.104,0.3088,8.4128
-44.9,171.0333333,-8.016,0.3096,8.3256
-44.9,171.0666667,-7.932,0.3115,8.2435
-44.9,171.1,-7.854,0.3134,8.1674
-44.9,171.1333333,-7.786,0.3137,8.0997
-44.9,171.1666667,-7.723,0.3135,8.0365
-44.9,171.2,-7.668,0.3138,7.9818
-44.9,171.2333333,-7.617,0.3142,7.9312
-44.9,171.2666667,-7.566,0.3146,7.8806
-44.9,171.3,-7.509,0.315,7.824
-44.9,171.3333333,-7.454,0.3154,7.7694
-44.9,171.3666667,-7.398,0.3158,7.7138
-44.9,171.4,-7.343,0.3162,7.6592
-44.9,171.4333333,-7.287,0.3165,7.6035
-44.9,171.4666667,-7.237,0.3169,7.5539
-44.9,171.5,-7.19,0.3172,7.5072
-44.9,171.5333333,-7.144,0.3174,7.4614
-44.9,171.5666667,-7.1,0.3177,7.4177
-44.9,171.6,-7.054,0.3179,7.3719
-44.9,171.6333333,-7.012,0.3182,7.3302
-44.9,171.6666667,-6.966,0.3184,7.2844
-44.9,171.7,-6.923,0.3186,7.2416
-44.9,171.7333333,-6.881,0.3188,7.1998
-44.9,171.7666667,-6.839,0.3189,7.1579
-44.9,171.8,-6.8,0.3191,7.1191
-44.9,171.8333333,-6.76,0.3192,7.0792
-44.9,171.8666667,-6.715,0.3194,7.0344
-44.9,171.9,-6.667,0.3195,6.9865
-44.9,171.9333333,-6.627,0.3196,6.9466
-44.9,171.9666667,-6.569,0.3197,6.8887
-44.9,172,-6.506,0.3198,6.8258
-44.9,172.0333333,-6.437,0.3199,6.7569
-44.9,172.0666667,-6.37,0.32,6.69
-44.9,172.1,-6.285,0.3201,6.6051
-44.9,172.1333333,-6.208,0.3201,6.5281
-44.9,172.1666667,-6.125,0.3202,6.4452
-44.9,172.2,-6.047,0.3202,6.3672
-44.9,172.2333333,-5.976,0.3203,6.2963
-44.9,172.2666667,-5.909,0.3203,6.2293
-44.9,172.3,-5.852,0.3204,6.1724
-44.9,172.3333333,-5.799,0.3204,6.1194
-44.9,172.3666667,-5.75,0.3204,6.0704
-44.9,172.4,-5.703,0.3205,6.0235
-44.9,172.4333333,-5.663,0.3205,5.9835
-44.9,172.4666667,-5.624,0.3205,5.9445
-44.9,172.5,-5.593,0.3205,5.9135
-44.9,172.5333333,-5.568,0.3205,5.8885
-44.86666667,167.2333333,-1.99,0.3082,2.2982
-44.86666667,167.2666667,-2.481,0.3082,2.7892
-44.86666667,167.3,-2.974,0.3082,3.2822
-44.86666667,167.3333333,-3.448,0.3082,3.7562
-44.86666667,167.3666667,-3.797,0.3082,4.1052
-44.86666667,167.4,-4.243,0.3082,4.5512
-44.86666667,167.4333333,-4.622,0.3082,4.9302
-44.86666667,167.4666667,-4.859,0.3082,5.1672
-44.86666667,167.5,-5.098,0.3082,5.4062
-44.86666667,167.5333333,-5.444,0.3082,5.7522
-44.86666667,167.5666667,-5.683,0.3082,5.9912
-44.86666667,167.6,-5.971,0.3082,6.2792
-44.86666667,167.6333333,-6.269,0.3082,6.5772
-44.86666667,167.6666667,-6.509,0.3082,6.8172
-44.86666667,167.7,-6.75,0.3082,7.0582
-44.86666667,167.7333333,-6.969,0.3082,7.2772
-44.86666667,167.7666667,-7.121,0.3082,7.4292
-44.86666667,167.8,-7.323,0.3083,7.6313
-44.86666667,167.8333333,-7.313,0.3083,7.6213
-44.86666667,167.8666667,-7.557,0.3083,7.8653
-44.86666667,167.9,-7.7,0.3084,8.0084
-44.86666667,167.9333333,-7.934,0.3084,8.2424
-44.86666667,167.9666667,-8.012,0.3084,8.3204
-44.86666667,168,-8.346,0.3085,8.6545
-44.86666667,168.0333333,-8.335,0.3085,8.6435
-44.86666667,168.0666667,-8.42,0.3086,8.7286
-44.86666667,168.1,-8.393,0.3087,8.7017
-44.86666667,168.1333333,-8.514,0.3088,8.8228
-44.86666667,168.1666667,-8.697,0.3089,9.0059
-44.86666667,168.2,-8.774,0.309,9.083
-44.86666667,168.2333333,-8.642,0.3091,8.9511
-44.86666667,168.2666667,-8.631,0.3092,8.9402
-44.86666667,168.3,-8.767,0.3093,9.0763
-44.86666667,168.3333333,-8.535,0.3095,8.8445
-44.86666667,168.3666667,-8.395,0.3097,8.7047
-44.86666667,168.4,-8.442,0.3099,8.7519
-44.86666667,168.4333333,-8.673,0.3101,8.9831
-44.86666667,168.4666667,-8.979,0.3103,9.2893
-44.86666667,168.5,-9.072,0.3105,9.3825
-44.86666667,168.5333333,-8.99,0.3107,9.3007
-44.86666667,168.5666667,-8.92,0.3109,9.2309
-44.86666667,168.6,-8.851,0.311,9.162
-44.86666667,168.6333333,-8.738,0.3111,9.0491
-44.86666667,168.6666667,-8.692,0.3111,9.0031
-44.86666667,168.7,-8.745,0.3114,9.0564
-44.86666667,168.7333333,-8.831,0.312,9.143
-44.86666667,168.7666667,-8.873,0.3133,9.1863
-44.86666667,168.8,-8.773,0.3152,9.0882
-44.86666667,168.8333333,-8.765,0.3177,9.0827
-44.86666667,168.8666667,-8.873,0.3205,9.1935
-44.86666667,168.9,-8.733,0.3232,9.0562
-44.86666667,168.9333333,-8.802,0.3257,9.1277
-44.86666667,168.9666667,-8.663,0.3278,8.9908
-44.86666667,169,-8.488,0.3298,8.8178
-44.86666667,169.0333333,-8.477,0.3315,8.8085
-44.86666667,169.0666667,-8.642,0.3333,8.9753
-44.86666667,169.1,-8.814,0.3352,9.1492
-44.86666667,169.1333333,-8.888,0.3373,9.2253
-44.86666667,169.1666667,-8.917,0.3399,9.2569
-44.86666667,169.2,-8.841,0.3432,9.1842
-44.86666667,169.2333333,-8.504,0.3477,8.8517
-44.86666667,169.2666667,-8.263,0.3534,8.6164
-44.86666667,169.3,-8.081,0.3597,8.4407
-44.86666667,169.3333333,-7.987,0.3661,8.3531
-44.86666667,169.3666667,-8.006,0.3711,8.3771
-44.86666667,169.4,-8.097,0.3681,8.4651
-44.86666667,169.4333333,-8.198,0.3621,8.5601
-44.86666667,169.4666667,-8.369,0.3581,8.7271
-44.86666667,169.5,-8.61,0.3552,8.9652
-44.86666667,169.5333333,-8.868,0.3528,9.2208
-44.86666667,169.5666667,-9.03,0.3505,9.3805
-44.86666667,169.6,-9.22,0.3483,9.5683
-44.86666667,169.6333333,-9.281,0.3461,9.6271
-44.86666667,169.6666667,-9.432,0.3436,9.7756
-44.86666667,169.7,-9.394,0.3408,9.7348
-44.86666667,169.7333333,-9.306,0.3378,9.6438
-44.86666667,169.7666667,-9.245,0.3343,9.5793
-44.86666667,169.8,-9.266,0.3307,9.5967
-44.86666667,169.8333333,-9.313,0.327,9.64
-44.86666667,169.8666667,-9.397,0.3237,9.7207
-44.86666667,169.9,-9.495,0.3211,9.8161
-44.86666667,169.9333333,-9.637,0.3193,9.9563
-44.86666667,169.9666667,-9.814,0.318,10.132
-44.86666667,170,-10.077,0.3167,10.3937
-44.86666667,170.0333333,-10.349,0.3153,10.6643
-44.86666667,170.0666667,-10.485,0.314,10.799
-44.86666667,170.1,-10.558,0.3126,10.8706
-44.86666667,170.1333333,-10.581,0.3113,10.8923
-44.86666667,170.1666667,-10.578,0.3101,10.8881
-44.86666667,170.2,-10.556,0.3091,10.8651
-44.86666667,170.2333333,-10.526,0.3081,10.8341
-44.86666667,170.2666667,-10.519,0.3074,10.8264
-44.86666667,170.3,-10.538,0.3068,10.8448
-44.86666667,170.3333333,-10.583,0.3064,10.8894
-44.86666667,170.3666667,-10.563,0.3061,10.8691
-44.86666667,170.4,-10.33,0.3059,10.6359
-44.86666667,170.4333333,-10.107,0.3058,10.4128
-44.86666667,170.4666667,-9.927,0.3057,10.2327
-44.86666667,170.5,-9.714,0.3056,10.0196
-44.86666667,170.5333333,-9.534,0.3055,9.8395
-44.86666667,170.5666667,-9.423,0.3054,9.7284
-44.86666667,170.6,-9.316,0.3054,9.6214
-44.86666667,170.6333333,-9.214,0.3053,9.5193
-44.86666667,170.6666667,-9.125,0.3053,9.4303
-44.86666667,170.7,-9.047,0.3053,9.3523
-44.86666667,170.7333333,-8.962,0.3053,9.2673
-44.86666667,170.7666667,-8.878,0.3055,9.1835
-44.86666667,170.8,-8.79,0.3057,9.0957
-44.86666667,170.8333333,-8.692,0.3061,8.9981
-44.86666667,170.8666667,-8.6,0.3066,8.9066
-44.86666667,170.9,-8.511,0.3072,8.8182
-44.86666667,170.9333333,-8.421,0.3079,8.7289
-44.86666667,170.9666667,-8.332,0.3085,8.6405
-44.86666667,171,-8.238,0.3093,8.5473
-44.86666667,171.0333333,-8.15,0.3102,8.4602
-44.86666667,171.0666667,-8.053,0.3113,8.3643
-44.86666667,171.1,-7.965,0.3124,8.2774
-44.86666667,171.1333333,-7.893,0.313,8.206
-44.86666667,171.1666667,-7.83,0.3134,8.1434
-44.86666667,171.2,-7.776,0.3137,8.0897
-44.86666667,171.2333333,-7.726,0.314,8.04
-44.86666667,171.2666667,-7.68,0.3144,7.9944
-44.86666667,171.3,-7.631,0.3148,7.9458
-44.86666667,171.3333333,-7.581,0.3152,7.8962
-44.86666667,171.3666667,-7.527,0.3156,7.8426
-44.86666667,171.4,-7.475,0.316,7.791
-44.86666667,171.4333333,-7.426,0.3163,7.7423
